,Proximity_to_Hole_ARG_RANK THIS WEEK,Proximity_to_Hole_ARG_RANK LAST WEEK,Proximity_to_Hole_ARG_PLAYER NAME,Proximity_to_Hole_ARG_ROUNDS,Proximity_to_Hole_ARG_AVG DTP,Proximity_to_Hole_ARG_TOTAL DISTANCE (FEET),Proximity_to_Hole_ARG_# OF SHOTS,Proximity_to_Hole_ARG_SCRAMBLING RANK
0,1,1,Bob Estes,66,"5' 9""",2341.083,410,1
1,2,2,Luke Donald,60,"6' 0""",1937.3329999999999,321,22
2,T3,T3,Jim Furyk,80,"6' 1""",2327.917,385,57
3,T3,T3,Justin Leonard,86,"6' 1""",3187.167,523,72
4,T3,T3,Steve Stricker,51,"6' 1""",1306.75,215,2
5,T3,T3,Lee Williams,62,"6' 1""",2218.667,363,7
6,T7,T7,Robert Karlsson,56,"6' 2""",1623.4170000000001,262,100
7,T7,T7,Mike Weir,60,"6' 2""",2271.583,368,70
8,T9,T9,Stuart Appleby,88,"6' 3""",3292.167,526,4
9,T9,T9,Roberto Castro,97,"6' 3""",3467.25,552,26
10,T9,T9,Ian Poulter,59,"6' 3""",1762.3329999999999,282,25
11,T9,T9,Darron Stiles,51,"6' 3""",1873.9170000000001,300,29
12,T9,T9,Casey Wittenberg,72,"6' 3""",2700.333,432,37
13,T14,T14,Matt Kuchar,93,"6' 4""",2967.167,466,12
14,T14,T14,Camilo Villegas,79,"6' 4""",2684.25,422,123
15,T16,T16,Brian Gay,79,"6' 5""",3581.167,556,10
16,T16,T16,Chris Stroud,88,"6' 5""",3587.75,559,6
17,T18,T18,Jonas Blixt,76,"6' 6""",3354.833,517,24
18,T18,T18,Tim Clark,64,"6' 6""",2078.333,318,45
19,T18,T18,Jason Day,86,"6' 6""",2878.5,444,27
20,T18,T18,Charles Howell III,87,"6' 6""",3604.833,557,5
21,T18,T18,Freddie Jacobson,63,"6' 6""",2158.25,332,54
22,T18,T18,Zach Johnson,84,"6' 6""",2744.417,421,54
23,T18,T18,D.H. Lee,65,"6' 6""",2588.333,397,89
24,T25,T25,Steven Bowditch,67,"6' 7""",2983.667,454,17
25,T25,T25,Scott Brown,65,"6' 7""",2708.25,409,130
26,T25,T25,Peter Hanson,45,"6' 7""",1618.4170000000001,246,82
27,T25,T25,Jerry Kelly,75,"6' 7""",2900.25,439,14
28,T25,T25,Phil Mickelson,78,"6' 7""",2667.083,403,78
29,T25,T25,Justin Rose,62,"6' 7""",1926.5,292,35
30,T25,T25,Brandt Snedeker,79,"6' 7""",2508.583,382,33
31,T25,T25,Josh Teater,86,"6' 7""",2856.917,433,157
32,T33,T33,Martin Flores,83,"6' 8""",3522.75,530,15
33,T33,T33,Rickie Fowler,75,"6' 8""",2881.583,431,56
34,T33,T33,Sergio Garcia,65,"6' 8""",2153.333,322,99
35,T33,T33,Tom Gillis,69,"6' 8""",2937.917,438,44
36,T33,T33,James Hahn,78,"6' 8""",3175.667,474,128
37,T33,T33,Tim Herron,45,"6' 8""",2238.0,336,117
38,T33,T33,Morgan Hoffmann,64,"6' 8""",2481.5,374,85
39,T33,T33,Chris Kirk,89,"6' 8""",3673.0,549,3
40,T33,T33,Carl Pettersson,82,"6' 8""",2997.417,451,147
41,T33,T33,D.A. Points,87,"6' 8""",3332.0,497,129
42,T33,T33,Mark Wilson,56,"6' 8""",2182.083,328,27
43,T44,T44,Ben Crane,62,"6' 9""",2553.583,378,9
44,T44,T44,Brian Davis,91,"6' 9""",3999.917,592,73
45,T44,T44,Luke Guthrie,82,"6' 9""",3124.0,464,75
46,T44,T44,Matt Jones,83,"6' 9""",3343.667,497,8
47,T44,T44,Scott Langley,79,"6' 9""",2890.583,427,59
48,T44,T44,David Lynn,70,"6' 9""",2638.667,393,38
