,Scrambling_10-20_yds_RTP_Score_RANK THIS WEEK,Scrambling_10-20_yds_RTP_Score_RANK LAST WEEK,Scrambling_10-20_yds_RTP_Score_PLAYER NAME,Scrambling_10-20_yds_RTP_Score_ROUNDS,Scrambling_10-20_yds_RTP_Score_AVG RTP,Scrambling_10-20_yds_RTP_Score_TOTAL HOLES,Scrambling_10-20_yds_RTP_Score_TOTAL RTP
43,T44,T44,Rod Pampling,46,0.32,97,31.0
44,T44,T44,Kevin Streelman,86,0.32,194,62.0
45,T46,T46,Ernie Els,63,0.321,134,43.0
46,T46,T46,Trevor Immelman,73,0.321,168,54.0
47,T46,T46,David Toms,49,0.321,81,26.0
48,T49,T49,Justin Bolli,59,0.322,152,49.0
49,T49,T49,James Driscoll,76,0.322,146,47.0
50,T49,T49,Morgan Hoffmann,64,0.322,143,46.0
51,T49,T49,Brendan Steele,86,0.322,199,64.0
52,53,53,Zach Johnson,84,0.32299999999999995,158,51.0
53,54,54,Graeme McDowell,53,0.325,117,38.0
54,55,55,Webb Simpson,92,0.326,175,57.0
55,56,56,Jason Day,86,0.327,171,56.0
56,57,57,Brendon de Jonge,110,0.32799999999999996,238,78.0
57,58,58,Peter Hanson,45,0.32899999999999996,82,27.0
58,59,59,Daniel Summerhays,83,0.33,206,68.0
59,T60,T60,Tom Gillis,69,0.331,178,59.0
60,T60,T60,Brian Stuard,78,0.331,172,57.0
61,62,62,Bo Van Pelt,72,0.33299999999999996,156,52.0
62,63,63,Tag Ridings,69,0.336,146,49.0
63,64,64,Jim Furyk,80,0.337,166,56.0
64,65,65,Jimmy Walker,84,0.33899999999999997,177,60.0
65,T66,T66,Brandt Jobe,62,0.341,135,46.0
66,T66,T66,Scott Piercy,78,0.341,167,57.0
67,T68,T68,Brian Davis,91,0.344,256,88.0
68,T68,T68,Scott Langley,79,0.344,163,56.0
69,70,70,Darron Stiles,51,0.345,119,41.0
70,T71,T71,Geoff Ogilvy,57,0.34600000000000003,130,45.0
71,T71,T71,Dicky Pride,71,0.34600000000000003,179,62.0
72,T71,T71,Patrick Reed,83,0.34600000000000003,211,73.0
73,74,74,Russell Henley,80,0.34700000000000003,167,58.0
74,75,75,Ryan Moore,72,0.349,146,51.0
75,T76,T76,Stephen Ames,49,0.35,120,42.0
76,T76,T76,Mike Weir,60,0.35,157,55.0
77,T78,T78,John Huh,88,0.35200000000000004,213,75.0
78,T78,T78,Alistair Presnell,59,0.35200000000000004,128,45.0
79,80,80,David Lingmerth,68,0.353,173,61.0
80,T81,T81,Stewart Cink,71,0.354,147,52.0
81,T81,T81,Fabián Gómez,65,0.354,158,56.0
82,T81,T81,D.A. Points,87,0.354,198,70.0
83,T81,T81,Shawn Stefani,63,0.354,144,51.0
84,T85,T85,Henrik Stenson,65,0.35600000000000004,104,37.0
85,T85,T85,Lee Westwood,70,0.35600000000000004,146,52.0
86,T87,T87,Jeff Maggert,63,0.358,137,49.0
87,T87,T87,Sean O'Hair,56,0.358,151,54.0
88,T87,T87,Casey Wittenberg,72,0.358,159,57.0
89,T90,T90,Roberto Castro,97,0.359,234,84.0
90,T90,T90,Robert Karlsson,56,0.359,103,37.0
91,T90,T90,Marc Leishman,77,0.359,156,56.0
92,93,93,Luke Guthrie,82,0.361,194,70.0
93,94,94,Charl Schwartzel,69,0.363,146,53.0
94,T95,T95,"Ted Potter, Jr.",65,0.364,154,56.0
95,T95,T95,Charlie Wi,75,0.364,220,80.0
96,97,97,J.J. Henry,83,0.365,178,65.0
97,98,98,Rory Sabbatini,86,0.366,175,64.0
98,99,99,Bud Cauley,67,0.36700000000000005,139,51.0
99,100,100,Brian Harman,89,0.37,211,78.0
100,T101,T101,Phil Mickelson,78,0.37200000000000005,148,55.0
101,T101,T101,Seung-Yul Noh,71,0.37200000000000005,156,58.0
102,T101,T101,Jeff Overton,78,0.37200000000000005,199,74.0
103,104,104,Mark Wilson,56,0.374,139,52.0
104,105,105,Camilo Villegas,79,0.375,168,63.0
105,T106,T106,Jason Bohn,70,0.376,189,71.0
106,T106,T106,Henrik Norlander,70,0.376,157,59.0
107,T106,T106,Jin Park,52,0.376,117,44.0
108,T109,T109,Graham DeLaet,94,0.377,162,61.0
109,T109,T109,Rickie Fowler,75,0.377,183,69.0
110,T109,T109,Brad Fritsch,81,0.377,191,72.0
111,T109,T109,Robert Streb,75,0.377,154,58.0
112,T113,T113,Steve LeBrun,66,0.37799999999999995,135,51.0
113,T113,T113,Pat Perez,69,0.37799999999999995,148,56.0
114,115,115,Ben Crane,62,0.379,161,61.0
115,T116,T116,Billy Horschel,96,0.381,215,82.0
116,T116,T116,Colt Knost,69,0.381,160,61.0
117,T116,T116,Carl Pettersson,82,0.381,181,69.0
118,T116,T116,Nick Watney,88,0.381,168,64.0
119,120,120,Ryo Ishikawa,72,0.382,136,52.0
120,121,121,Bubba Watson,76,0.38299999999999995,154,59.0
121,122,122,Greg Owen,73,0.384,164,63.0
122,T123,T123,Martin Kaymer,61,0.386,114,44.0
123,T123,T123,Andrew Svoboda,46,0.386,88,34.0
124,125,125,D.H. Lee,65,0.387,163,63.0
125,126,126,Kevin Chappell,80,0.38799999999999996,165,64.0
126,T127,T127,David Mathis,71,0.389,180,70.0
127,T127,T127,Ryan Palmer,79,0.389,180,70.0
128,T127,T127,Andres Romero,63,0.389,157,61.0
129,T130,T130,Rory McIlroy,56,0.39,100,39.0
130,T130,T130,John Rollins,77,0.39,159,62.0
131,T132,T132,Lucas Glover,65,0.39299999999999996,122,48.0
132,T132,T132,Doug LaBelle II,72,0.39299999999999996,145,57.0
133,134,134,Matt Every,89,0.395,228,90.0
134,T135,T135,Nicolas Colsaerts,50,0.396,106,42.0
135,T135,T135,Jason Dufner,78,0.396,149,59.0
136,T137,T137,Tim Herron,45,0.397,121,48.0
137,T137,T137,Martin Laird,68,0.397,141,56.0
138,T137,T137,John Merrick,79,0.397,174,69.0
139,140,140,David Hearn,88,0.39799999999999996,171,68.0
140,T141,T141,Jason Kokrak,78,0.39899999999999997,188,75.0
141,T141,T141,Gary Woodland,94,0.39899999999999997,208,83.0
142,T143,T143,Ángel Cabrera,73,0.4,145,58.0
143,T143,T143,Dustin Johnson,71,0.4,115,46.0
144,145,145,Kevin Stadler,83,0.40299999999999997,176,71.0
145,T146,T146,Michael Bradley,56,0.406,96,39.0
146,T146,T146,Bobby Gates,49,0.406,106,43.0
147,T146,T146,Luke List,65,0.406,143,58.0
148,T146,T146,Vijay Singh,61,0.406,128,52.0
149,T150,T150,Michael Thompson,66,0.409,164,67.0
150,T150,T150,Johnson Wagner,64,0.409,137,56.0
151,T152,T152,Harris English,95,0.41,200,82.0
152,T152,T152,Scott Gardiner,61,0.41,156,64.0
153,154,154,Charlie Beljan,62,0.41100000000000003,158,65.0
154,155,155,Boo Weekley,100,0.41200000000000003,199,82.0
155,156,156,Scott Stallings,79,0.413,172,71.0
156,157,157,Ken Duke,87,0.414,222,92.0
157,T158,T158,Charley Hoffman,84,0.415,193,80.0
158,T158,T158,Nicholas Thompson,99,0.415,229,95.0
159,160,160,Scott Brown,65,0.41600000000000004,154,64.0
160,161,161,Ben Kohles,75,0.41700000000000004,156,65.0
161,162,162,Adam Scott,61,0.419,105,44.0
162,163,163,Chez Reavie,72,0.42,181,76.0
163,164,164,Robert Allenby,58,0.429,147,63.0
164,165,165,Vaughn Taylor,50,0.43,121,52.0
165,166,166,Ricky Barnes,74,0.431,160,69.0
166,167,167,D.J. Trahan,48,0.433,90,39.0
167,168,168,Tommy Gainey,84,0.435,216,94.0
168,169,169,James Hahn,78,0.43700000000000006,174,76.0
169,170,170,John Senden,79,0.43799999999999994,178,78.0
170,171,171,Will Claxton,67,0.446,148,66.0
171,172,172,Sangmoon Bae,83,0.45299999999999996,172,78.0
172,173,173,Justin Hicks,79,0.46,150,69.0
173,174,174,Jim Herman,59,0.461,115,53.0
174,175,175,Y.E. Yang,56,0.466,116,54.0
175,176,176,Robert Garrigus,69,0.46799999999999997,126,59.0
176,177,177,Josh Teater,86,0.47600000000000003,170,81.0
177,178,178,Derek Ernst,58,0.48100000000000004,131,63.0
178,179,179,Kyle Stanley,71,0.515,132,68.0
179,180,180,Eric Meierdierks,48,0.5770000000000001,104,60.0
