,Scrambling__30_yds_RTP_Score_RANK THIS WEEK,Scrambling__30_yds_RTP_Score_RANK LAST WEEK,Scrambling__30_yds_RTP_Score_PLAYER NAME,Scrambling__30_yds_RTP_Score_ROUNDS,Scrambling__30_yds_RTP_Score_AVG RTP,Scrambling__30_yds_RTP_Score_TOTAL HOLES,Scrambling__30_yds_RTP_Score_TOTAL RTP
0,1,1,Jerry Kelly,75,0.6,50,30.0
1,2,2,Jordan Spieth,82,0.6559999999999999,61,40.0
2,3,3,Bill Haas,85,0.677,62,42.0
3,T4,T4,Ernie Els,63,0.6890000000000001,45,31.0
4,T4,T4,Ryan Moore,72,0.6890000000000001,61,42.0
5,6,6,Brandt Snedeker,79,0.6920000000000001,65,45.0
6,7,7,Vijay Singh,61,0.6940000000000001,36,25.0
7,T8,T8,J.J. Henry,83,0.705,88,62.0
8,T8,T8,Mark Wilson,56,0.705,44,31.0
9,10,10,Lee Westwood,70,0.708,48,34.0
10,11,11,Jimmy Walker,84,0.713,80,57.0
11,12,12,Bob Estes,66,0.7140000000000001,70,50.0
12,13,13,Matt Jones,83,0.737,57,42.0
13,14,14,Kevin Streelman,86,0.742,62,46.0
14,T15,T15,Kevin Chappell,80,0.743,70,52.0
15,T15,T15,Charlie Wi,75,0.743,74,55.0
16,T17,T17,Ben Crane,62,0.75,52,39.0
17,T17,T17,Steve Stricker,51,0.75,24,18.0
18,19,19,Brian Davis,91,0.7559999999999999,86,65.0
19,20,20,Webb Simpson,92,0.758,62,47.0
20,T21,T21,Steve LeBrun,66,0.759,58,44.0
21,T21,T21,Graeme McDowell,53,0.759,29,22.0
22,23,23,Richard Lee,81,0.765,85,65.0
23,24,24,Fabián Gómez,65,0.767,60,46.0
24,25,25,David Hearn,88,0.775,89,69.0
25,26,26,Martin Kaymer,61,0.7759999999999999,49,38.0
26,27,27,Justin Rose,62,0.778,36,28.0
27,28,28,Jason Day,86,0.78,59,46.0
28,29,29,Ken Duke,87,0.784,74,58.0
29,T30,T30,Tim Clark,64,0.7859999999999999,42,33.0
30,T30,T30,Russell Henley,80,0.7859999999999999,70,55.0
31,32,32,John Senden,79,0.787,47,37.0
32,33,33,Freddie Jacobson,63,0.7879999999999999,52,41.0
33,34,34,Jason Dufner,78,0.789,57,45.0
34,35,35,Derek Ernst,58,0.7959999999999999,54,43.0
35,36,36,Mike Weir,60,0.7979999999999999,89,71.0
36,T37,T37,Scott Brown,65,0.8,55,44.0
37,T37,T37,Camilo Villegas,79,0.8,65,52.0
38,39,39,Zach Johnson,84,0.8029999999999999,61,49.0
39,40,40,Hunter Mahan,91,0.805,77,62.0
40,41,41,Chris Stroud,88,0.81,100,81.0
41,T42,T42,David Toms,49,0.8109999999999999,37,30.0
42,T42,T42,Lee Williams,62,0.8109999999999999,74,60.0
43,44,44,Harris English,95,0.812,101,82.0
44,45,45,Ben Kohles,75,0.813,64,52.0
45,46,46,Sergio Garcia,65,0.821,39,32.0
46,47,47,Billy Horschel,96,0.823,79,65.0
47,T48,T48,Charles Howell III,87,0.8240000000000001,91,75.0
48,T48,T48,Bubba Watson,76,0.8240000000000001,51,42.0
49,T50,T50,Sangmoon Bae,83,0.825,97,80.0
50,T50,T50,David Lynn,70,0.825,63,52.0
51,T52,T52,Roberto Castro,97,0.826,69,57.0
52,T52,T52,Brendon de Jonge,110,0.826,86,71.0
53,T52,T52,Scott Langley,79,0.826,92,76.0
54,55,55,Bryce Molder,82,0.8270000000000001,75,62.0
55,T56,T56,Bobby Gates,49,0.831,59,49.0
56,T56,T56,Tim Herron,45,0.831,59,49.0
57,T56,T56,Robert Streb,75,0.831,77,64.0
58,59,59,Stuart Appleby,88,0.835,97,81.0
59,60,60,John Merrick,79,0.836,73,61.0
60,T61,T61,Jason Bohn,70,0.838,74,62.0
61,T61,T61,Jim Herman,59,0.838,37,31.0
62,63,63,Vaughn Taylor,50,0.8390000000000001,56,47.0
63,64,64,Chez Reavie,72,0.84,50,42.0
64,65,65,Chris Kirk,89,0.8420000000000001,95,80.0
65,66,66,Shawn Stefani,63,0.846,65,55.0
66,67,67,Tom Gillis,69,0.847,85,72.0
67,68,68,Brian Gay,79,0.848,92,78.0
68,69,69,Troy Matteson,68,0.8540000000000001,82,70.0
69,T70,T70,Trevor Immelman,73,0.855,69,59.0
70,T70,T70,Phil Mickelson,78,0.855,55,47.0
71,T72,T72,Charlie Beljan,62,0.857,70,60.0
72,T72,T72,John Huh,88,0.857,63,54.0
73,T72,T72,D.H. Lee,65,0.857,63,54.0
74,T72,T72,Adam Scott,61,0.857,35,30.0
75,76,76,Casey Wittenberg,72,0.8590000000000001,99,85.0
76,77,77,Josh Teater,86,0.8640000000000001,59,51.0
77,78,78,Kyle Stanley,71,0.867,60,52.0
78,79,79,Ryan Palmer,79,0.868,76,66.0
79,80,80,Will Claxton,67,0.8690000000000001,61,53.0
80,81,81,Jeff Overton,78,0.87,77,67.0
81,82,82,Brandt Jobe,62,0.871,62,54.0
82,T83,T83,Eric Meierdierks,48,0.872,39,34.0
83,T83,T83,Brendan Steele,86,0.872,94,82.0
84,T85,T85,Martin Flores,83,0.875,80,70.0
85,T85,T85,Jim Furyk,80,0.875,48,42.0
86,T85,T85,"Ted Potter, Jr.",65,0.875,48,42.0
87,T85,T85,Brian Stuard,78,0.875,80,70.0
88,T85,T85,Daniel Summerhays,83,0.875,80,70.0
89,90,90,Chad Campbell,78,0.8759999999999999,97,85.0
90,91,91,John Rollins,77,0.878,82,72.0
91,92,92,Ricky Barnes,74,0.879,58,51.0
92,93,93,Luke Donald,60,0.88,50,44.0
93,94,94,Keegan Bradley,88,0.8809999999999999,59,52.0
94,95,95,Cameron Tringale,80,0.882,76,67.0
95,T96,T96,Ángel Cabrera,73,0.885,61,54.0
96,T96,T96,Matt Kuchar,93,0.885,61,54.0
97,T98,T98,Nicolas Colsaerts,50,0.8859999999999999,35,31.0
98,T98,T98,Graham DeLaet,94,0.8859999999999999,70,62.0
99,T100,T100,Luke Guthrie,82,0.887,71,63.0
100,T100,T100,George McNeill,68,0.887,62,55.0
101,102,102,Nicholas Thompson,99,0.893,75,67.0
102,T103,T103,Justin Leonard,86,0.894,104,93.0
103,T103,T103,Johnson Wagner,64,0.894,66,59.0
104,T105,T105,Henrik Norlander,70,0.898,59,53.0
105,T105,T105,Geoff Ogilvy,57,0.898,49,44.0
106,T105,T105,Cameron Percy,68,0.898,59,53.0
107,108,108,Aaron Baddeley,68,0.899,89,80.0
108,T109,T109,Bud Cauley,67,0.9,60,54.0
109,T109,T109,Rod Pampling,46,0.9,40,36.0
110,T109,T109,Charl Schwartzel,69,0.9,60,54.0
111,112,112,Stephen Ames,49,0.905,63,57.0
112,113,113,Jonas Blixt,76,0.907,86,78.0
113,T114,T114,D.A. Points,87,0.909,66,60.0
114,T114,T114,Michael Thompson,66,0.909,66,60.0
115,116,116,Doug LaBelle II,72,0.9109999999999999,79,72.0
116,T117,T117,Jeff Maggert,63,0.914,58,53.0
117,T117,T117,Nick Watney,88,0.914,70,64.0
118,T119,T119,Rickie Fowler,75,0.917,60,55.0
119,T119,T119,Charley Hoffman,84,0.917,72,66.0
120,121,121,Patrick Reed,83,0.92,87,80.0
121,T122,T122,Colt Knost,69,0.9209999999999999,89,82.0
122,T122,T122,David Mathis,71,0.9209999999999999,76,70.0
123,124,124,Lucas Glover,65,0.922,51,47.0
124,125,125,Dustin Johnson,71,0.9229999999999999,52,48.0
125,T126,T126,Ben Curtis,59,0.924,66,61.0
126,T126,T126,James Driscoll,76,0.924,92,85.0
127,T126,T126,Marc Leishman,77,0.924,79,73.0
128,129,129,Tiger Woods,61,0.925,53,49.0
129,130,130,Ian Poulter,59,0.927,41,38.0
130,131,131,Andres Romero,63,0.9279999999999999,69,64.0
131,132,132,Justin Hicks,79,0.9309999999999999,58,54.0
132,133,133,William McGirt,75,0.932,74,69.0
133,T134,T134,K.J. Choi,85,0.9329999999999999,45,42.0
134,T134,T134,Morgan Hoffmann,64,0.9329999999999999,60,56.0
135,T134,T134,Darron Stiles,51,0.9329999999999999,45,42.0
136,137,137,Greg Owen,73,0.9390000000000001,82,77.0
137,138,138,Ryo Ishikawa,72,0.941,68,64.0
138,139,139,Sean O'Hair,56,0.9420000000000001,69,65.0
139,140,140,Bo Van Pelt,72,0.948,58,55.0
140,141,141,Erik Compton,74,0.9490000000000001,79,75.0
141,142,142,Jin Park,52,0.951,41,39.0
142,143,143,Dicky Pride,71,0.9520000000000001,63,60.0
143,144,144,Boo Weekley,100,0.955,66,63.0
144,145,145,Brian Harman,89,0.956,90,86.0
145,146,146,Greg Chalmers,77,0.9570000000000001,92,88.0
146,147,147,Steven Bowditch,67,0.9590000000000001,73,70.0
147,T148,T148,Brad Fritsch,81,0.9620000000000001,78,75.0
148,T148,T148,Peter Hanson,45,0.9620000000000001,52,50.0
149,150,150,Robert Allenby,58,0.963,80,77.0
150,T151,T151,Stewart Cink,71,0.97,66,64.0
151,T151,T151,Carl Pettersson,82,0.97,67,65.0
152,153,153,Tommy Gainey,84,0.972,107,104.0
153,154,154,Andrew Svoboda,46,0.973,37,36.0
154,155,155,Y.E. Yang,56,0.976,42,41.0
155,156,156,Kevin Stadler,83,0.9840000000000001,62,61.0
156,T157,T157,Michael Bradley,56,0.985,67,66.0
157,T157,T157,Tag Ridings,69,0.985,68,67.0
158,159,159,Pat Perez,69,0.987,75,74.0
159,160,160,Seung-Yul Noh,71,0.988,82,81.0
160,T161,T161,James Hahn,78,1.0,75,75.0
161,T161,T161,Martin Laird,68,1.0,61,61.0
162,T161,T161,David Lingmerth,68,1.0,50,50.0
163,T161,T161,Rory McIlroy,56,1.0,42,42.0
164,T161,T161,Scott Piercy,78,1.0,77,77.0
165,T161,T161,Henrik Stenson,65,1.0,33,33.0
166,T161,T161,Aaron Watkins,46,1.0,59,59.0
167,168,168,Gary Woodland,94,1.011,91,92.0
168,169,169,Matt Every,89,1.014,73,74.0
169,170,170,Alistair Presnell,59,1.016,61,62.0
170,171,171,Scott Stallings,79,1.037,81,84.0
171,172,172,Padraig Harrington,52,1.047,43,45.0
172,173,173,Robert Karlsson,56,1.0490000000000002,41,43.0
173,174,174,Rory Sabbatini,86,1.0659999999999998,61,65.0
174,175,175,D.J. Trahan,48,1.077,26,28.0
175,176,176,Luke List,65,1.081,86,93.0
176,177,177,Justin Bolli,59,1.083,60,65.0
177,178,178,Jason Kokrak,78,1.093,75,82.0
178,179,179,Robert Garrigus,69,1.095,42,46.0
179,180,180,Scott Gardiner,61,1.113,53,59.0
