,Proximity_to_Hole_from_20-30_yards_RANK THIS WEEK,Proximity_to_Hole_from_20-30_yards_RANK LAST WEEK,Proximity_to_Hole_from_20-30_yards_PLAYER NAME,Proximity_to_Hole_from_20-30_yards_ROUNDS,Proximity_to_Hole_from_20-30_yards_AVG DTP,Proximity_to_Hole_from_20-30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_20-30_yards_# OF SHOTS,Proximity_to_Hole_from_20-30_yards_SCRAMBLING RANK
0,1,1,Steve Stricker,51,"6' 6""",323.0,50,2
1,2,2,Robert Karlsson,56,"6' 8""",267.58299999999997,40,100
2,T3,T3,Stuart Appleby,88,"7' 2""",740.25,103,4
3,T3,T3,Roberto Castro,97,"7' 2""",806.9169999999999,113,26
4,5,5,D.H. Lee,65,"7' 5""",531.5,72,89
5,T6,T6,Tim Herron,45,"7' 6""",600.6669999999999,80,117
6,T6,T6,Lee Williams,62,"7' 6""",544.8330000000001,73,7
7,T8,T8,Ken Duke,87,"7' 8""",663.9169999999999,87,108
8,T8,T8,Bob Estes,66,"7' 8""",598.25,78,1
9,T8,T8,Justin Leonard,86,"7' 8""",826.5830000000001,108,72
10,T8,T8,Charlie Wi,75,"7' 8""",715.0830000000001,93,47
11,12,12,Jonas Blixt,76,"7' 10""",961.25,123,24
12,T13,T13,Luke Donald,60,"7' 11""",669.6669999999999,85,22
13,T13,T13,Matt Kuchar,93,"7' 11""",783.5830000000001,99,12
14,T13,T13,Mike Weir,60,"7' 11""",561.3330000000001,71,70
15,T13,T13,Mark Wilson,56,"7' 11""",548.75,69,27
16,T17,T17,Scott Brown,65,"8' 1""",726.4169999999999,90,130
17,T17,T17,David Hearn,88,"8' 1""",845.5,105,90
18,T17,T17,D.A. Points,87,"8' 1""",947.25,117,129
19,T17,T17,Michael Thompson,66,"8' 1""",615.3330000000001,76,93
20,T21,T21,Trevor Immelman,73,"8' 2""",669.9169999999999,82,68
21,T21,T21,Colt Knost,69,"8' 2""",704.25,86,116
22,T23,T23,Morgan Hoffmann,64,"8' 3""",657.6669999999999,80,85
23,T23,T23,Eric Meierdierks,48,"8' 3""",414.167,50,177
24,T23,T23,Chez Reavie,72,"8' 3""",660.4169999999999,80,48
25,T23,T23,Patrick Reed,83,"8' 3""",994.5,120,40
26,T23,T23,Tag Ridings,69,"8' 3""",767.8330000000001,93,98
27,T23,T23,Kevin Stadler,83,"8' 3""",678.9169999999999,82,143
28,T23,T23,Cameron Tringale,80,"8' 3""",844.5830000000001,102,20
29,T23,T23,Bubba Watson,76,"8' 3""",660.5,80,150
30,T23,T23,Casey Wittenberg,72,"8' 3""",760.5,92,37
31,T32,T32,Michael Bradley,56,"8' 4""",509.75,61,166
32,T32,T32,Troy Matteson,68,"8' 4""",684.5,82,63
33,T32,T32,Seung-Yul Noh,71,"8' 4""",831.4169999999999,100,158
34,T32,T32,Geoff Ogilvy,57,"8' 4""",582.0,70,132
35,T36,T36,Ben Curtis,59,"8' 5""",578.25,69,141
36,T36,T36,Jason Day,86,"8' 5""",838.4169999999999,100,27
37,T36,T36,Jason Dufner,78,"8' 5""",768.75,91,70
38,T36,T36,Tom Gillis,69,"8' 5""",662.5,79,44
39,T36,T36,Luke Guthrie,82,"8' 5""",792.6669999999999,94,75
40,T36,T36,Ian Poulter,59,"8' 5""",420.5,50,25
41,T36,T36,Alistair Presnell,59,"8' 5""",650.4169999999999,77,101
42,T43,T43,Ben Crane,62,"8' 6""",722.3330000000001,85,9
43,T43,T43,Martin Flores,83,"8' 6""",902.3330000000001,106,15
44,T43,T43,Zach Johnson,84,"8' 6""",665.0830000000001,78,54
45,T43,T43,Y.E. Yang,56,"8' 6""",409.667,48,110
46,T47,T47,Chad Campbell,78,"8' 7""",867.25,101,76
47,T47,T47,Nicolas Colsaerts,50,"8' 7""",333.75,39,178
48,T47,T47,Sergio Garcia,65,"8' 7""",618.5830000000001,72,99
49,T47,T47,John Huh,88,"8' 7""",857.8330000000001,100,62
50,T47,T47,Marc Leishman,77,"8' 7""",933.75,109,96
51,T47,T47,Darron Stiles,51,"8' 7""",611.8330000000001,71,29
52,T47,T47,D.J. Trahan,48,"8' 7""",521.75,61,118
53,T47,T47,Johnson Wagner,64,"8' 7""",718.8330000000001,84,120
54,T55,T55,John Merrick,79,"8' 8""",817.0,94,115
55,T55,T55,Phil Mickelson,78,"8' 8""",825.75,95,78
56,T55,T55,Jin Park,52,"8' 8""",565.75,65,65
57,T55,T55,Carl Pettersson,82,"8' 8""",790.9169999999999,91,147
58,T55,T55,Aaron Watkins,46,"8' 8""",362.833,42,58
59,T55,T55,Boo Weekley,100,"8' 8""",1123.083,130,135
60,T61,T61,Stephen Ames,49,"8' 9""",604.0,69,67
61,T61,T61,Kevin Chappell,80,"8' 9""",813.0830000000001,93,81
62,T61,T61,Brendon de Jonge,110,"8' 9""",1156.583,132,16
63,T61,T61,Pat Perez,69,"8' 9""",820.75,94,111
64,T61,T61,Chris Stroud,88,"8' 9""",851.0,97,6
65,T66,T66,Aaron Baddeley,68,"8' 10""",1094.333,124,92
66,T66,T66,Harris English,95,"8' 10""",1079.25,122,125
67,T66,T66,Matt Every,89,"8' 10""",936.3330000000001,106,113
68,T66,T66,Rickie Fowler,75,"8' 10""",576.75,65,56
69,T66,T66,Robert Garrigus,69,"8' 10""",611.1669999999999,69,180
70,T66,T66,Charles Howell III,87,"8' 10""",1212.5,137,5
71,T66,T66,Matt Jones,83,"8' 10""",863.5,98,8
72,T66,T66,Andres Romero,63,"8' 10""",827.3330000000001,94,88
73,T66,T66,Justin Rose,62,"8' 10""",529.75,60,35
74,T66,T66,Shawn Stefani,63,"8' 10""",689.0,78,79
75,T66,T66,Jimmy Walker,84,"8' 10""",1153.75,131,36
76,T66,T66,Lee Westwood,70,"8' 10""",510.083,58,21
77,T78,T78,Doug LaBelle II,72,"8' 11""",829.25,93,123
78,T78,T78,Vijay Singh,61,"8' 11""",480.583,54,103
79,T78,T78,Robert Streb,75,"8' 11""",905.4169999999999,102,86
80,T78,T78,Andrew Svoboda,46,"8' 11""",599.9169999999999,67,167
81,T82,T82,Steven Bowditch,67,"9' 0""",984.1669999999999,109,17
82,T82,T82,James Driscoll,76,"9' 0""",984.6669999999999,109,53
83,T82,T82,Scott Piercy,78,"9' 0""",786.0830000000001,87,161
84,T82,T82,John Rollins,77,"9' 0""",885.1669999999999,98,93
85,T82,T82,Brian Stuard,78,"9' 0""",744.5,83,43
86,T87,T87,Ricky Barnes,74,"9' 1""",765.4169999999999,84,162
87,T87,T87,Padraig Harrington,52,"9' 1""",610.0,67,113
88,T87,T87,Martin Kaymer,61,"9' 1""",481.667,53,171
89,T87,T87,Martin Laird,68,"9' 1""",662.75,73,122
90,T87,T87,Rod Pampling,46,"9' 1""",572.4169999999999,63,127
91,T87,T87,Henrik Stenson,65,"9' 1""",561.0830000000001,62,102
92,T87,T87,Josh Teater,86,"9' 1""",928.0,102,157
93,T87,T87,Camilo Villegas,79,"9' 1""",818.25,90,123
94,T95,T95,Brad Fritsch,81,"9' 2""",786.0,86,136
95,T95,T95,Scott Langley,79,"9' 2""",821.5830000000001,90,59
96,T95,T95,Richard Lee,81,"9' 2""",905.5830000000001,99,11
97,T95,T95,Adam Scott,61,"9' 2""",550.6669999999999,60,119
98,T99,T99,Bud Cauley,67,"9' 3""",792.0830000000001,86,165
99,T99,T99,Jim Furyk,80,"9' 3""",695.3330000000001,75,57
100,T99,T99,James Hahn,78,"9' 3""",848.25,92,128
101,T99,T99,Chris Kirk,89,"9' 3""",989.9169999999999,107,3
102,T99,T99,David Lynn,70,"9' 3""",849.25,92,38
103,T99,T99,George McNeill,68,"9' 3""",904.5830000000001,98,49
104,T99,T99,Charl Schwartzel,69,"9' 3""",704.25,76,140
105,T99,T99,Gary Woodland,94,"9' 3""",1140.0,123,148
106,T107,T107,Greg Chalmers,77,"9' 4""",1200.417,129,63
107,T107,T107,Stewart Cink,71,"9' 4""",586.4169999999999,63,164
108,T107,T107,Scott Gardiner,61,"9' 4""",909.25,97,173
109,T107,T107,Fabián Gómez,65,"9' 4""",809.4169999999999,87,49
110,T107,T107,Brian Harman,89,"9' 4""",1178.417,126,77
111,T107,T107,Freddie Jacobson,63,"9' 4""",568.8330000000001,61,54
112,T107,T107,William McGirt,75,"9' 4""",936.6669999999999,100,39
113,T107,T107,Sean O'Hair,56,"9' 4""",762.0,82,169
114,T107,T107,Daniel Summerhays,83,"9' 4""",1096.75,118,68
115,T116,T116,Justin Bolli,59,"9' 5""",648.9169999999999,69,106
116,T116,T116,Keegan Bradley,88,"9' 5""",931.6669999999999,99,32
117,T116,T116,Brian Gay,79,"9' 5""",1191.333,126,10
118,T116,T116,Rory McIlroy,56,"9' 5""",675.6669999999999,72,145
119,T116,T116,Brandt Snedeker,79,"9' 5""",628.6669999999999,67,33
120,T116,T116,David Toms,49,"9' 5""",386.0,41,51
121,T122,T122,Bryce Molder,82,"9' 6""",1084.5,114,19
122,T122,T122,Cameron Percy,68,"9' 6""",685.3330000000001,72,40
123,T122,T122,Dicky Pride,71,"9' 6""",781.1669999999999,82,60
124,T122,T122,John Senden,79,"9' 6""",1000.1669999999999,105,153
125,T122,T122,Brendan Steele,86,"9' 6""",1018.0,107,104
126,T127,T127,Charlie Beljan,62,"9' 7""",859.8330000000001,90,170
127,T127,T127,K.J. Choi,85,"9' 7""",766.5,80,13
