,Scrambling_Fringe_RTP_Score_RANK THIS WEEK,Scrambling_Fringe_RTP_Score_RANK LAST WEEK,Scrambling_Fringe_RTP_Score_PLAYER NAME,Scrambling_Fringe_RTP_Score_ROUNDS,Scrambling_Fringe_RTP_Score_AVG RTP,Scrambling_Fringe_RTP_Score_TOTAL HOLES,Scrambling_Fringe_RTP_Score_TOTAL RTP
88,T88,T88,Bo Van Pelt,72,+.045,44,+2.00
89,90,90,Tommy Gainey,84,+.046,65,+3.00
90,T91,T91,Martin Flores,83,+.048,63,+3.00
91,T91,T91,Ryo Ishikawa,72,+.048,42,+2.00
92,93,93,Cameron Tringale,80,+.049,61,+3.00
93,94,94,Stephen Ames,49,+.050,40,+2.00
94,95,95,Lucas Glover,65,+.052,58,+3.00
95,T96,T96,Scott Gardiner,61,+.053,38,+2.00
96,T96,T96,Greg Owen,73,+.053,57,+3.00
97,T98,T98,Jonas Blixt,76,+.054,56,+3.00
98,T98,T98,Nicholas Thompson,99,+.054,74,+4.00
99,T100,T100,Rickie Fowler,75,+.055,55,+3.00
100,T100,T100,David Mathis,71,+.055,55,+3.00
101,102,102,Justin Hicks,79,+.056,72,+4.00
102,103,103,Josh Teater,86,+.058,52,+3.00
103,104,104,Mike Weir,60,+.061,49,+3.00
104,T105,T105,David Hearn,88,+.063,64,+4.00
105,T105,T105,Patrick Reed,83,+.063,64,+4.00
106,T107,T107,Tom Gillis,69,+.064,47,+3.00
107,T107,T107,Ryan Moore,72,+.064,47,+3.00
108,109,109,Gary Woodland,94,+.065,62,+4.00
109,110,110,Webb Simpson,92,+.066,61,+4.00
110,T111,T111,Stuart Appleby,88,+.068,74,+5.00
111,T111,T111,John Merrick,79,+.068,59,+4.00
112,T111,T111,Mark Wilson,56,+.068,44,+3.00
113,T114,T114,Brendan Steele,86,+.069,58,+4.00
114,T114,T114,Daniel Summerhays,83,+.069,72,+5.00
115,T114,T114,Lee Williams,62,+.069,58,+4.00
116,T117,T117,Dustin Johnson,71,+.070,43,+3.00
117,T117,T117,Kyle Stanley,71,+.070,43,+3.00
118,T119,T119,Martin Kaymer,61,+.071,28,+2.00
119,T119,T119,Colt Knost,69,+.071,56,+4.00
120,T121,T121,John Huh,88,+.073,55,+4.00
121,T121,T121,John Rollins,77,+.073,55,+4.00
122,T123,T123,Charlie Beljan,62,+.075,53,+4.00
123,T123,T123,J.J. Henry,83,+.075,53,+4.00
124,T125,T125,Erik Compton,74,+.077,52,+4.00
125,T125,T125,Charl Schwartzel,69,+.077,26,+2.00
126,127,127,Richard Lee,81,+.078,51,+4.00
127,128,128,Matt Every,89,+.080,75,+6.00
128,129,129,Sergio Garcia,65,+.081,37,+3.00
129,130,130,Bryce Molder,82,+.082,61,+5.00
130,131,131,Camilo Villegas,79,+.083,60,+5.00
131,132,132,Will Claxton,67,+.085,47,+4.00
132,133,133,Sean O'Hair,56,+.086,35,+3.00
133,134,134,Scott Stallings,79,+.087,46,+4.00
134,T135,T135,Adam Scott,61,+.088,34,+3.00
135,T135,T135,Boo Weekley,100,+.088,68,+6.00
136,T137,T137,Robert Allenby,58,+.089,56,+5.00
137,T137,T137,Bubba Watson,76,+.089,45,+4.00
138,T139,T139,Michael Bradley,56,+.091,33,+3.00
139,T139,T139,Steve Stricker,51,+.091,22,+2.00
140,T139,T139,Nick Watney,88,+.091,55,+5.00
141,T142,T142,William McGirt,75,+.093,75,+7.00
142,T142,T142,Tag Ridings,69,+.093,43,+4.00
143,T144,T144,Harris English,95,+.094,64,+6.00
144,T144,T144,Vijay Singh,61,+.094,32,+3.00
145,T146,T146,Justin Bolli,59,+.095,42,+4.00
146,T146,T146,Billy Horschel,96,+.095,74,+7.00
147,T148,T148,Jason Bohn,70,+.100,40,+4.00
148,T148,T148,Jeff Maggert,63,+.100,60,+6.00
149,T148,T148,Seung-Yul Noh,71,+.100,50,+5.00
150,T151,T151,Fabián Gómez,65,+.102,59,+6.00
151,T151,T151,Dicky Pride,71,+.102,49,+5.00
152,T153,T153,Kevin Chappell,80,+.111,63,+7.00
153,T153,T153,Rory McIlroy,56,+.111,27,+3.00
154,T155,T155,Chez Reavie,72,+.115,52,+6.00
155,T155,T155,Brian Stuard,78,+.115,61,+7.00
156,157,157,Roberto Castro,97,+.118,68,+8.00
157,158,158,D.H. Lee,65,+.122,49,+6.00
158,159,159,Kevin Stadler,83,+.125,64,+8.00
159,160,160,Bobby Gates,49,+.138,29,+4.00
160,161,161,Brad Fritsch,81,+.140,57,+8.00
161,T162,T162,Ben Crane,62,+.143,49,+7.00
162,T162,T162,Brian Davis,91,+.143,84,+12.00
163,T162,T162,Jim Herman,59,+.143,42,+6.00
164,165,165,Ricky Barnes,74,+.146,48,+7.00
165,T166,T166,Geoff Ogilvy,57,+.154,39,+6.00
166,T166,T166,Jin Park,52,+.154,52,+8.00
167,T166,T166,Michael Thompson,66,+.154,39,+6.00
168,169,169,Henrik Norlander,70,+.156,45,+7.00
169,170,170,Andres Romero,63,+.158,57,+9.00
170,171,171,D.A. Points,87,+.161,62,+10.00
171,T172,T172,Peter Hanson,45,+.167,24,+4.00
172,T172,T172,John Senden,79,+.167,48,+8.00
173,174,174,Shawn Stefani,63,+.170,47,+8.00
174,175,175,Henrik Stenson,65,+.176,34,+6.00
175,176,176,Freddie Jacobson,63,+.182,33,+6.00
176,177,177,Trevor Immelman,73,+.184,49,+9.00
177,178,178,Phil Mickelson,78,+.257,35,+9.00
178,179,179,Eric Meierdierks,48,+.263,38,+10.00
179,180,180,Derek Ernst,58,+.281,32,+9.00
