,Scrambling_Fringe_RTP_Score_RANK THIS WEEK,Scrambling_Fringe_RTP_Score_RANK LAST WEEK,Scrambling_Fringe_RTP_Score_PLAYER NAME,Scrambling_Fringe_RTP_Score_ROUNDS,Scrambling_Fringe_RTP_Score_AVG RTP,Scrambling_Fringe_RTP_Score_TOTAL HOLES,Scrambling_Fringe_RTP_Score_TOTAL RTP
0,1,1,Ian Poulter,59,-.188,32,-6.00
1,2,2,Tiger Woods,61,-.182,22,-4.00
2,3,3,Luke Donald,60,-.136,44,-6.00
3,4,4,Justin Rose,62,-.119,42,-5.00
4,5,5,"Ted Potter, Jr.",65,-.108,37,-4.00
5,6,6,Robert Streb,75,-.096,52,-5.00
6,T7,T7,Troy Matteson,68,-.094,53,-5.00
7,T7,T7,David Toms,49,-.094,32,-3.00
8,9,9,Matt Kuchar,93,-.091,66,-6.00
9,10,10,Keegan Bradley,88,-.082,61,-5.00
10,11,11,Bob Estes,66,-.069,58,-4.00
11,12,12,Brandt Jobe,62,-.068,44,-3.00
12,13,13,Brian Harman,89,-.064,78,-5.00
13,14,14,Stewart Cink,71,-.063,32,-2.00
14,T15,T15,Bud Cauley,67,-.061,49,-3.00
15,T15,T15,Aaron Watkins,46,-.061,33,-2.00
16,17,17,Graham DeLaet,94,-.044,68,-3.00
17,T18,T18,Tim Clark,64,-.043,46,-2.00
18,T18,T18,Brandt Snedeker,79,-.043,47,-2.00
19,20,20,Zach Johnson,84,-.038,52,-2.00
20,21,21,Ben Curtis,59,-.031,32,-1.00
21,T22,T22,Jim Furyk,80,-.030,66,-2.00
22,T22,T22,James Hahn,78,-.030,67,-2.00
23,T22,T22,Johnson Wagner,64,-.030,33,-1.00
24,25,25,Aaron Baddeley,68,-.027,37,-1.00
25,T26,T26,Tim Herron,45,-.024,41,-1.00
26,T26,T26,David Lingmerth,68,-.024,42,-1.00
27,T28,T28,Scott Brown,65,-.023,43,-1.00
28,T28,T28,Morgan Hoffmann,64,-.023,43,-1.00
29,30,30,Jason Day,86,-.021,48,-1.00
30,T31,T31,James Driscoll,76,-.020,49,-1.00
31,T31,T31,Ernie Els,63,-.020,51,-1.00
32,T33,T33,Ryan Palmer,79,-.017,58,-1.00
33,T33,T33,Jimmy Walker,84,-.017,58,-1.00
34,35,35,Jerry Kelly,75,-.014,69,-1.00
35,36,36,Brendon de Jonge,110,-.013,79,-1.00
36,T37,T37,Ángel Cabrera,73,E,34,E
37,T37,T37,K.J. Choi,85,E,59,E
38,T37,T37,Jason Dufner,78,E,52,E
39,T37,T37,Robert Garrigus,69,E,35,E
40,T37,T37,Brian Gay,79,E,74,E
41,T37,T37,Russell Henley,80,E,47,E
42,T37,T37,Charley Hoffman,84,E,50,E
43,T37,T37,Robert Karlsson,56,E,40,E
44,T37,T37,Chris Kirk,89,E,78,E
45,T37,T37,Jason Kokrak,78,E,58,E
46,T37,T37,Doug LaBelle II,72,E,37,E
47,T37,T37,Luke List,65,E,48,E
48,T37,T37,Hunter Mahan,91,E,49,E
49,T37,T37,Graeme McDowell,53,E,35,E
50,T37,T37,Rod Pampling,46,E,29,E
51,T37,T37,Carl Pettersson,82,E,63,E
52,T37,T37,Scott Piercy,78,E,43,E
53,T37,T37,Alistair Presnell,59,E,47,E
54,T37,T37,Vaughn Taylor,50,E,33,E
55,T37,T37,Lee Westwood,70,E,47,E
56,T37,T37,Y.E. Yang,56,E,40,E
57,T58,T58,Ken Duke,87,+.013,77,+1.00
58,T58,T58,Jeff Overton,78,+.013,80,+1.00
59,60,60,Matt Jones,83,+.014,72,+1.00
60,61,61,Charles Howell III,87,+.015,67,+1.00
61,62,62,Jordan Spieth,82,+.017,59,+1.00
62,T63,T63,Steven Bowditch,67,+.018,57,+1.00
63,T63,T63,Scott Langley,79,+.018,57,+1.00
64,65,65,Sangmoon Bae,83,+.019,54,+1.00
65,66,66,Kevin Streelman,86,+.022,45,+1.00
66,67,67,D.J. Trahan,48,+.024,42,+1.00
67,T68,T68,Pat Perez,69,+.026,39,+1.00
68,T68,T68,Darron Stiles,51,+.026,38,+1.00
69,70,70,Ben Kohles,75,+.027,74,+2.00
70,71,71,David Lynn,70,+.028,36,+1.00
71,72,72,Rory Sabbatini,86,+.029,68,+2.00
72,T73,T73,Luke Guthrie,82,+.032,62,+2.00
73,T73,T73,Bill Haas,85,+.032,63,+2.00
74,75,75,Cameron Percy,68,+.033,60,+2.00
75,T76,T76,George McNeill,68,+.035,57,+2.00
76,T76,T76,Casey Wittenberg,72,+.035,57,+2.00
77,T78,T78,Chad Campbell,78,+.036,56,+2.00
78,T78,T78,Nicolas Colsaerts,50,+.036,28,+1.00
79,T80,T80,Justin Leonard,86,+.037,54,+2.00
80,T80,T80,Chris Stroud,88,+.037,82,+3.00
81,T80,T80,Andrew Svoboda,46,+.037,27,+1.00
82,T83,T83,Padraig Harrington,52,+.038,26,+1.00
83,T83,T83,Charlie Wi,75,+.038,53,+2.00
84,85,85,Greg Chalmers,77,+.041,74,+3.00
85,T86,T86,Martin Laird,68,+.043,46,+2.00
86,T86,T86,Marc Leishman,77,+.043,46,+2.00
87,T88,T88,Steve LeBrun,66,+.045,44,+2.00
