,Scrambling_20-30_yds_RTP_Score_RANK THIS WEEK,Scrambling_20-30_yds_RTP_Score_RANK LAST WEEK,Scrambling_20-30_yds_RTP_Score_PLAYER NAME,Scrambling_20-30_yds_RTP_Score_ROUNDS,Scrambling_20-30_yds_RTP_Score_AVG RTP,Scrambling_20-30_yds_RTP_Score_TOTAL HOLES,Scrambling_20-30_yds_RTP_Score_TOTAL RTP
0,1,1,Freddie Jacobson,63,0.302,53,16.0
1,2,2,Luke Donald,60,0.319,69,22.0
2,3,3,Stuart Appleby,88,0.345,87,30.0
3,4,4,K.J. Choi,85,0.355,62,22.0
4,5,5,Steve Stricker,51,0.361,36,13.0
5,6,6,Aaron Baddeley,68,0.368,106,39.0
6,7,7,Erik Compton,74,0.373,83,31.0
7,8,8,Bob Estes,66,0.377,61,23.0
8,9,9,Matt Kuchar,93,0.37799999999999995,74,28.0
9,10,10,Bill Haas,85,0.382,68,26.0
10,11,11,Steven Bowditch,67,0.385,78,30.0
11,12,12,Richard Lee,81,0.39,82,32.0
12,13,13,Stephen Ames,49,0.39299999999999996,61,24.0
13,14,14,Johnson Wagner,64,0.39399999999999996,71,28.0
14,15,15,Peter Hanson,45,0.4,50,20.0
15,16,16,Charles Howell III,87,0.402,102,41.0
16,17,17,Ben Crane,62,0.40299999999999997,77,31.0
17,18,18,David Toms,49,0.405,37,15.0
18,19,19,Dicky Pride,71,0.406,69,28.0
19,20,20,Jason Day,86,0.408,76,31.0
20,21,21,Tim Clark,64,0.41200000000000003,51,21.0
21,22,22,Trevor Immelman,73,0.414,70,29.0
22,23,23,Jimmy Walker,84,0.41600000000000004,101,42.0
23,24,24,Tom Gillis,69,0.419,62,26.0
24,25,25,Andres Romero,63,0.42,69,29.0
25,26,26,Brian Gay,79,0.42100000000000004,114,48.0
26,27,27,Graeme McDowell,53,0.42200000000000004,45,19.0
27,28,28,Aaron Watkins,46,0.425,40,17.0
28,T29,T29,Morgan Hoffmann,64,0.426,61,26.0
29,T29,T29,Mark Wilson,56,0.426,61,26.0
30,31,31,Justin Rose,62,0.43200000000000005,44,19.0
31,32,32,Hunter Mahan,91,0.435,62,27.0
32,33,33,Jim Herman,59,0.436,39,17.0
33,T34,T34,Sergio Garcia,65,0.43799999999999994,48,21.0
34,T34,T34,Lee Williams,62,0.43799999999999994,64,28.0
35,36,36,Brandt Snedeker,79,0.439,57,25.0
36,37,37,John Merrick,79,0.44,75,33.0
37,38,38,Eric Meierdierks,48,0.441,34,15.0
38,39,39,Tim Herron,45,0.44299999999999995,70,31.0
39,T40,T40,Jonas Blixt,76,0.446,92,41.0
40,T40,T40,Alistair Presnell,59,0.446,65,29.0
41,T42,T42,Jason Dufner,78,0.44799999999999995,67,30.0
42,T42,T42,Harris English,95,0.44799999999999995,87,39.0
43,T42,T42,Chez Reavie,72,0.44799999999999995,67,30.0
44,45,45,Vaughn Taylor,50,0.45,40,18.0
45,46,46,Brendon de Jonge,110,0.455,99,45.0
46,T47,T47,Matt Jones,83,0.456,79,36.0
47,T47,T47,Brian Stuard,78,0.456,68,31.0
48,T49,T49,Robert Karlsson,56,0.457,35,16.0
49,T49,T49,Bryce Molder,82,0.457,105,48.0
50,T49,T49,Ian Poulter,59,0.457,35,16.0
51,52,52,Jin Park,52,0.45799999999999996,59,27.0
52,T53,T53,Fabián Gómez,65,0.46299999999999997,67,31.0
53,T53,T53,Phil Mickelson,78,0.46299999999999997,67,31.0
54,T53,T53,Adam Scott,61,0.46299999999999997,41,19.0
55,T53,T53,Henrik Stenson,65,0.46299999999999997,41,19.0
56,57,57,Y.E. Yang,56,0.465,43,20.0
57,T58,T58,Roberto Castro,97,0.46799999999999997,77,36.0
58,T58,T58,Robert Streb,75,0.46799999999999997,79,37.0
59,T58,T58,Chris Stroud,88,0.46799999999999997,79,37.0
60,T61,T61,Zach Johnson,84,0.469,64,30.0
61,T61,T61,Charl Schwartzel,69,0.469,49,23.0
62,63,63,John Rollins,77,0.47200000000000003,72,34.0
63,64,64,Scott Gardiner,61,0.473,74,35.0
64,T65,T65,Padraig Harrington,52,0.474,57,27.0
65,T65,T65,John Huh,88,0.474,76,36.0
66,T65,T65,Justin Leonard,86,0.474,95,45.0
67,68,68,Mike Weir,60,0.475,61,29.0
68,69,69,"Ted Potter, Jr.",65,0.47600000000000003,63,30.0
69,70,70,Greg Chalmers,77,0.47700000000000004,107,51.0
70,71,71,Brian Harman,89,0.478,92,44.0
71,T72,T72,Bobby Gates,49,0.48100000000000004,54,26.0
72,T72,T72,Casey Wittenberg,72,0.48100000000000004,77,37.0
73,74,74,Ben Curtis,59,0.484,62,30.0
74,75,75,Nick Watney,88,0.485,68,33.0
75,76,76,Kevin Chappell,80,0.486,72,35.0
76,77,77,Chris Kirk,89,0.48700000000000004,78,38.0
77,78,78,Rory McIlroy,56,0.488,41,20.0
78,79,79,Stewart Cink,71,0.491,53,26.0
79,80,80,Geoff Ogilvy,57,0.49200000000000005,59,29.0
80,81,81,James Driscoll,76,0.494,83,41.0
81,T82,T82,Robert Allenby,58,0.5,62,31.0
82,T82,T82,Colt Knost,69,0.5,76,38.0
83,T82,T82,Jason Kokrak,78,0.5,66,33.0
84,T82,T82,Rod Pampling,46,0.5,46,23.0
85,T82,T82,Tag Ridings,69,0.5,70,35.0
86,T82,T82,Michael Thompson,66,0.5,62,31.0
87,T82,T82,Charlie Wi,75,0.5,80,40.0
88,89,89,Brendan Steele,86,0.505,91,46.0
89,T90,T90,Chad Campbell,78,0.506,77,39.0
90,T90,T90,Seung-Yul Noh,71,0.506,81,41.0
91,T92,T92,Scott Brown,65,0.507,67,34.0
92,T92,T92,Russell Henley,80,0.507,75,38.0
93,T92,T92,Scott Langley,79,0.507,75,38.0
94,T92,T92,Ryan Moore,72,0.507,69,35.0
95,T92,T92,Kevin Streelman,86,0.507,67,34.0
96,T92,T92,Camilo Villegas,79,0.507,69,35.0
97,T98,T98,Charlie Beljan,62,0.508,61,31.0
98,T98,T98,Shawn Stefani,63,0.508,63,32.0
99,T100,T100,Martin Laird,68,0.509,57,29.0
100,T100,T100,D.H. Lee,65,0.509,57,29.0
101,102,102,David Hearn,88,0.51,100,51.0
102,103,103,Ken Duke,87,0.519,77,40.0
103,T104,T104,Brian Davis,91,0.522,90,47.0
104,T104,T104,Graham DeLaet,94,0.522,69,36.0
105,T104,T104,Carl Pettersson,82,0.522,69,36.0
106,107,107,Bubba Watson,76,0.523,44,23.0
107,108,108,Martin Flores,83,0.524,82,43.0
108,T109,T109,Troy Matteson,68,0.525,61,32.0
109,T109,T109,Ryan Palmer,79,0.525,61,32.0
110,111,111,William McGirt,75,0.526,95,50.0
111,112,112,Michael Bradley,56,0.527,55,29.0
112,113,113,John Senden,79,0.529,70,37.0
113,114,114,Scott Piercy,78,0.53,66,35.0
114,T115,T115,Marc Leishman,77,0.532,79,42.0
115,T115,T115,David Lynn,70,0.532,77,41.0
116,T117,T117,Luke Guthrie,82,0.534,73,39.0
117,T117,T117,Ryo Ishikawa,72,0.534,58,31.0
118,119,119,Darron Stiles,51,0.536,56,30.0
119,T120,T120,Jerry Kelly,75,0.537,82,44.0
120,T120,T120,D.A. Points,87,0.537,95,51.0
121,T122,T122,Cameron Percy,68,0.5379999999999999,52,28.0
122,T122,T122,Cameron Tringale,80,0.5379999999999999,80,43.0
123,124,124,Gary Woodland,94,0.5429999999999999,94,51.0
124,125,125,Ángel Cabrera,73,0.544,79,43.0
125,126,126,Jim Furyk,80,0.545,66,36.0
126,T127,T127,Charley Hoffman,84,0.5479999999999999,73,40.0
127,T127,T127,Martin Kaymer,61,0.5479999999999999,42,23.0
128,T127,T127,Webb Simpson,92,0.5479999999999999,73,40.0
129,130,130,Doug LaBelle II,72,0.5489999999999999,82,45.0
130,T131,T131,Kyle Stanley,71,0.55,60,33.0
131,T131,T131,Daniel Summerhays,83,0.55,100,55.0
132,T131,T131,Lee Westwood,70,0.55,40,22.0
133,T134,T134,Ben Kohles,75,0.551,69,38.0
134,T134,T134,Patrick Reed,83,0.551,89,49.0
135,136,136,Josh Teater,86,0.5539999999999999,74,41.0
136,137,137,Jeff Overton,78,0.556,81,45.0
137,T138,T138,George McNeill,68,0.5579999999999999,86,48.0
138,T138,T138,Andrew Svoboda,46,0.5579999999999999,52,29.0
139,140,140,Boo Weekley,100,0.5589999999999999,93,52.0
140,141,141,J.J. Henry,83,0.56,84,47.0
141,142,142,Scott Stallings,79,0.562,73,41.0
142,143,143,Jordan Spieth,82,0.564,55,31.0
143,144,144,Nicolas Colsaerts,50,0.5670000000000001,30,17.0
144,T145,T145,Luke List,65,0.568,74,42.0
145,T145,T145,D.J. Trahan,48,0.568,44,25.0
146,147,147,Kevin Stadler,83,0.5710000000000001,56,32.0
147,148,148,Nicholas Thompson,99,0.573,75,43.0
148,T149,T149,Brad Fritsch,81,0.5760000000000001,66,38.0
149,T149,T149,Tommy Gainey,84,0.5760000000000001,85,49.0
150,151,151,Rickie Fowler,75,0.578,45,26.0
151,152,152,Henrik Norlander,70,0.58,69,40.0
152,T153,T153,Jason Bohn,70,0.585,65,38.0
153,T153,T153,Dustin Johnson,71,0.585,53,31.0
154,155,155,David Mathis,71,0.5870000000000001,75,44.0
155,156,156,Rory Sabbatini,86,0.588,68,40.0
156,157,157,Ernie Els,63,0.589,56,33.0
157,158,158,Pat Perez,69,0.59,78,46.0
158,159,159,Keegan Bradley,88,0.591,66,39.0
159,160,160,Greg Owen,73,0.594,64,38.0
160,T161,T161,Ricky Barnes,74,0.6,60,36.0
161,T161,T161,Will Claxton,67,0.6,70,42.0
162,T161,T161,Brandt Jobe,62,0.6,50,30.0
163,T164,T164,Lucas Glover,65,0.603,58,35.0
164,T164,T164,Steve LeBrun,66,0.603,58,35.0
165,166,166,Sean O'Hair,56,0.606,71,43.0
166,167,167,Bo Van Pelt,72,0.608,51,31.0
167,168,168,David Lingmerth,68,0.609,69,42.0
168,169,169,Billy Horschel,96,0.611,90,55.0
169,170,170,Matt Every,89,0.614,70,43.0
170,171,171,James Hahn,78,0.618,68,42.0
171,172,172,Vijay Singh,61,0.625,40,25.0
172,173,173,Sangmoon Bae,83,0.634,82,52.0
173,174,174,Tiger Woods,61,0.636,33,21.0
174,175,175,Justin Bolli,59,0.6409999999999999,64,41.0
175,176,176,Jeff Maggert,63,0.643,56,36.0
176,177,177,Bud Cauley,67,0.6579999999999999,73,48.0
177,178,178,Derek Ernst,58,0.696,69,48.0
178,179,179,Justin Hicks,79,0.7,80,56.0
179,180,180,Robert Garrigus,69,0.727,44,32.0
