,Last_5_Events_-_Scoring_RANK THIS WEEK,Last_5_Events_-_Scoring_RANK LAST WEEK,Last_5_Events_-_Scoring_PLAYER NAME,Last_5_Events_-_Scoring_EVENTS,Last_5_Events_-_Scoring_RATING
0,1,1,Shane Lowry,1,9.4
1,T2,T2,Joe Affrunti,1,9.0
2,T2,T2,Jason Day,5,9.0
3,T2,T2,Whee Kim,2,9.0
4,T2,T2,Robby Shelton,1,9.0
5,T2,T2,Peter Uihlein,1,9.0
6,T7,T7,Lucas Glover,1,8.9
7,T7,T7,Andrew Loupe,1,8.9
8,T7,T7,Jordan Spieth,3,8.9
9,T10,T10,Mark Anderson,2,8.8
10,T10,T10,Ross Fisher,1,8.8
11,T10,T10,Steve Marino,1,8.8
12,T10,T10,Garrett Osborn,1,8.8
13,T14,T14,Dudley Hart,1,8.7
14,T14,T14,Mark Hensby,1,8.7
15,T14,T14,Justin Rose,4,8.7
16,T14,T14,Duffy Waldorf,1,8.7
17,T18,T18,Stuart Appleby,2,8.6
18,T18,T18,Blayne Barber,1,8.6
19,T18,T18,Stewart Cink,2,8.6
20,T18,T18,Graham DeLaet,2,8.6
21,T18,T18,Greg Owen,2,8.6
22,T18,T18,Andres Romero,4,8.6
23,T18,T18,Henrik Stenson,5,8.6
24,T18,T18,Willy Wilcox,3,8.6
25,T18,T18,Tiger Woods,3,8.6
26,T27,T27,Aaron Baddeley,2,8.5
27,T27,T27,Daniel Berger,3,8.5
28,T27,T27,Paul Casey,4,8.5
29,T27,T27,Rickie Fowler,4,8.5
30,T27,T27,Oscar Fraustro,1,8.5
31,T27,T27,Jason Gore,2,8.5
32,T27,T27,Branden Grace,3,8.5
33,T27,T27,Jim Herman,4,8.5
34,T27,T27,Davis Love III,2,8.5
35,T27,T27,Martin Piller,1,8.5
36,T27,T27,Ollie Schniederjans,2,8.5
37,T27,T27,Brian Stuard,1,8.5
38,T39,T39,Ricky Barnes,3,8.4
39,T39,T39,Charlie Beljan,1,8.4
40,T39,T39,Chad Campbell,3,8.4
41,T39,T39,George Coetzee,2,8.4
42,T39,T39,Austin Cook,4,8.4
43,T39,T39,Bryson DeChambeau,1,8.4
44,T39,T39,Derek Ernst,1,8.4
45,T39,T39,Jim Furyk,4,8.4
46,T39,T39,Andres Gonzales,1,8.4
47,T39,T39,Tom Hoge,4,8.4
48,T39,T39,Martin Kaymer,3,8.4
49,T39,T39,Søren Kjeldsen,1,8.4
50,T39,T39,Jason Kokrak,1,8.4
51,T39,T39,D.H. Lee,1,8.4
52,T39,T39,Jordan Niebrugge,1,8.4
53,T39,T39,C.T. Pan,1,8.4
54,T39,T39,Sam Saunders,3,8.4
55,T39,T39,Charl Schwartzel,3,8.4
56,T39,T39,Kyle Stanley,4,8.4
57,T39,T39,Andy Sullivan,1,8.4
58,T39,T39,Adam Svensson,1,8.4
59,T39,T39,Bubba Watson,5,8.4
60,T39,T39,Tim Wilkinson,1,8.4
61,T39,T39,Cameron Wilson,1,8.4
62,T63,T63,Thomas Aiken,2,8.3
63,T63,T63,Steven Alker,1,8.3
64,T63,T63,Jonas Blixt,3,8.3
65,T63,T63,Brice Garnett,1,8.3
66,T63,T63,Tom Gillis,2,8.3
67,T63,T63,Emiliano Grillo,3,8.3
68,T63,T63,Trevor Immelman,1,8.3
69,T63,T63,Dustin Johnson,5,8.3
70,T63,T63,Hideki Matsuyama,4,8.3
71,T63,T63,Rory McIlroy,4,8.3
72,T63,T63,George McNeill,3,8.3
73,T63,T63,Rod Pampling,2,8.3
74,T63,T63,Kenny Perry,2,8.3
75,T63,T63,Jon Rahm,2,8.3
76,T63,T63,Jim Renner,1,8.3
77,T63,T63,Roger Sloan,2,8.3
78,T63,T63,Cameron Smith,3,8.3
79,T63,T63,Kevin Stadler,1,8.3
80,T63,T63,David Toms,1,8.3
81,T63,T63,Steve Wheatcroft,2,8.3
82,T63,T63,Cory Whitsett,2,8.3
83,T84,T84,Jonathan Byrd,3,8.2
84,T84,T84,Chad Collins,1,8.2
85,T84,T84,Brian Davis,2,8.2
86,T84,T84,Cody Gribble,1,8.2
87,T84,T84,Adam Hadwin,3,8.2
88,T84,T84,Tyrrell Hatton,1,8.2
89,T84,T84,David Hearn,3,8.2
90,T84,T84,Zach Johnson,4,8.2
91,T84,T84,Matt Kuchar,5,8.2
92,T84,T84,Anirban Lahiri,2,8.2
93,T84,T84,Graeme McDowell,1,8.2
94,T84,T84,Chris Smith,2,8.2
95,T84,T84,J.J. Spaun,1,8.2
96,T84,T84,Daniel Summerhays,4,8.2
97,T98,T98,Scott Brown,2,8.1
98,T98,T98,Kevin Chappell,5,8.1
99,T98,T98,Kelvin Day,1,8.1
100,T98,T98,Tony Finau,4,8.1
101,T98,T98,Luke Guthrie,2,8.1
102,T98,T98,Tom Johnson,1,8.1
103,T98,T98,Scott Langley,3,8.1
104,T98,T98,Marc Leishman,1,8.1
105,T98,T98,David Lingmerth,3,8.1
106,T98,T98,Ryan Moore,3,8.1
107,T98,T98,Louis Oosthuizen,4,8.1
108,T98,T98,Carl Pettersson,4,8.1
109,T98,T98,Alex Prugh,3,8.1
110,T98,T98,Michael Putnam,3,8.1
111,T98,T98,Kyle Reifers,3,8.1
112,T98,T98,Michael Smith,1,8.1
113,T98,T98,Brendan Steele,3,8.1
114,T98,T98,Chris Stroud,1,8.1
115,T98,T98,Vaughn Taylor,4,8.1
116,T98,T98,Justin Thomas,5,8.1
117,T98,T98,Michael Thompson,2,8.1
118,T98,T98,Cameron Tringale,4,8.1
119,T98,T98,Scott Verplank,1,8.1
120,T98,T98,Marc Warren,2,8.1
121,T98,T98,Y.E. Yang,2,8.1
122,T123,T123,Matt Bettencourt,1,8.0
123,T123,T123,Tim Clark,2,8.0
124,T123,T123,Ben Crane,1,8.0
125,T123,T123,Harris English,5,8.0
126,T123,T123,Gonzalo Fernandez-Castaño,4,8.0
127,T123,T123,Harrison Frazar,1,8.0
128,T123,T123,Sergio Garcia,4,8.0
129,T123,T123,J.B. Holmes,5,8.0
130,T123,T123,Freddie Jacobson,3,8.0
131,T123,T123,Matt Jones,4,8.0
132,T123,T123,Russell Knox,3,8.0
133,T123,T123,Brooks Koepka,3,8.0
134,T123,T123,Justin Leonard,4,8.0
135,T123,T123,Spencer Levin,3,8.0
136,T123,T123,Jamie Lovemark,1,8.0
137,T123,T123,Kevin Na,4,8.0
138,T123,T123,Pat Perez,4,8.0
