,Last_5_Events_-_Power_RANK THIS WEEK,Last_5_Events_-_Power_RANK LAST WEEK,Last_5_Events_-_Power_PLAYER NAME,Last_5_Events_-_Power_EVENTS,Last_5_Events_-_Power_RATING
0,T1,T1,Charlie Beljan,1,10.0
1,T1,T1,Peter Uihlein,1,10.0
2,T3,T3,Jason Kokrak,1,9.9
3,T3,T3,Andrew Loupe,1,9.9
4,5,5,Dustin Johnson,5,9.8
5,T6,T6,Jason Day,5,9.7
6,T6,T6,Jamie Lovemark,1,9.7
7,T8,T8,Tony Finau,4,9.6
8,T8,T8,Andres Gonzales,1,9.6
9,T8,T8,Patrick Rodgers,2,9.6
10,T11,T11,J.B. Holmes,5,9.5
11,T11,T11,Bubba Watson,5,9.5
12,T13,T13,Adam Scott,2,9.4
13,T13,T13,Cory Whitsett,2,9.4
14,T15,T15,Scott Gutschewski,1,9.3
15,T15,T15,Brooks Koepka,3,9.3
16,T15,T15,Justin Thomas,5,9.3
17,T18,T18,Victor Dubuisson,2,9.1
18,T18,T18,Smylie Kaufman,1,9.1
19,T18,T18,Cameron Wilson,1,9.1
20,T18,T18,Gunn Yang,1,9.1
21,T22,T22,Charles Howell III,5,9.0
22,T22,T22,Jon Rahm,2,9.0
23,T24,T24,Martin Flores,3,8.9
24,T24,T24,Shane Lowry,1,8.9
25,T24,T24,Richy Werenski,1,8.9
26,27,27,Branden Grace,3,8.8
27,T28,T28,Byeong Hun An,2,8.7
28,T28,T28,Keegan Bradley,4,8.7
29,T28,T28,Bryson DeChambeau,1,8.7
30,T28,T28,Roger Sloan,2,8.7
31,T28,T28,Chris Wood,1,8.7
32,T33,T33,Patton Kizzire,1,8.6
33,T33,T33,Jordan Niebrugge,1,8.6
34,T33,T33,Josh Teater,2,8.6
35,T36,T36,Ángel Cabrera,1,8.5
36,T36,T36,Sebastian Cappelen,1,8.5
37,T36,T36,Rory McIlroy,4,8.5
38,T36,T36,Charl Schwartzel,3,8.5
39,T40,T40,Daniel Berger,3,8.4
40,T40,T40,Derek Ernst,1,8.4
41,T40,T40,Scott Stallings,2,8.4
42,T43,T43,Sergio Garcia,4,8.3
43,T43,T43,Troy Matteson,1,8.3
44,T45,T45,Anirban Lahiri,2,8.2
45,T45,T45,Justin Rose,4,8.2
46,T45,T45,Robby Shelton,1,8.2
47,T45,T45,Marcel Siem,2,8.2
48,T45,T45,Willy Wilcox,3,8.2
49,50,50,Lucas Glover,1,8.1
50,T51,T51,Steven Bowditch,3,8.0
51,T51,T51,Matt Jones,4,8.0
52,T51,T51,Jhonattan Vegas,2,8.0
53,T54,T54,Kelvin Day,1,7.9
54,T54,T54,Ernie Els,3,7.9
55,T54,T54,Stephen Gallacher,1,7.9
56,T54,T54,Chris Naegel,1,7.9
57,T54,T54,Scott Piercy,4,7.9
58,T54,T54,Marc Warren,2,7.9
59,T60,T60,Max Homa,2,7.8
60,T60,T60,Brandt Jobe,1,7.8
61,T60,T60,Louis Oosthuizen,4,7.8
62,T60,T60,Ryan Palmer,4,7.8
63,T60,T60,Martin Piller,1,7.8
64,T60,T60,Alex Prugh,3,7.8
65,T60,T60,Andy Sullivan,1,7.8
66,T67,T67,Kiradech Aphibarnrat,2,7.7
67,T67,T67,Will MacKenzie,1,7.7
68,T67,T67,Maverick McNealy,2,7.7
69,T67,T67,C.T. Pan,1,7.7
