,Last_15_Events_-_Short_Game_RANK THIS WEEK,Last_15_Events_-_Short_Game_RANK LAST WEEK,Last_15_Events_-_Short_Game_PLAYER NAME,Last_15_Events_-_Short_Game_EVENTS,Last_15_Events_-_Short_Game_RATING
0,1,1,Andy Sullivan,1,10.0
1,2,2,Jamie Lovemark,1,9.2
2,3,3,Trevor Immelman,1,8.5
3,T4,T4,Joe Affrunti,1,8.3
4,T4,T4,Garrett Osborn,1,8.3
5,T4,T4,Chris Riley,1,8.3
6,T4,T4,Richard Sterne,1,8.3
7,T8,T8,Peter Uihlein,1,8.1
8,T8,T8,Chris Williams,1,8.1
9,T10,T10,Michael Smith,1,8.0
10,T10,T10,Kevin Tway,1,8.0
11,12,12,Steve Marino,1,7.9
12,T13,T13,Daniel Berger,5,7.8
13,T13,T13,Jon Curran,4,7.8
14,T13,T13,Bill Lunde,1,7.8
15,T13,T13,Cameron Tringale,7,7.8
16,17,17,Chad Collins,6,7.7
17,T18,T18,Roberto Castro,5,7.6
18,T18,T18,Rickie Fowler,6,7.6
19,T18,T18,Tom Gillis,5,7.6
20,T18,T18,Cameron Smith,6,7.6
21,T18,T18,Chris Stroud,5,7.6
22,23,23,Wes Roach,1,7.5
23,T24,T24,Carlos Sainz Jr,1,7.4
24,T24,T24,Cory Whitsett,2,7.4
25,T26,T26,Rafa Cabrera Bello,2,7.3
26,T26,T26,Alex Cejka,9,7.3
27,T26,T26,Zach Johnson,9,7.3
28,T26,T26,Jim Renner,3,7.3
29,T26,T26,David Toms,6,7.3
30,T26,T26,Camilo Villegas,7,7.3
31,T32,T32,Hiroshi Iwata,1,7.2
32,T32,T32,Chris Kirk,8,7.2
33,T32,T32,Justin Rose,9,7.2
34,T32,T32,Steve Stricker,7,7.2
35,T32,T32,Steve Wheatcroft,5,7.2
36,T37,T37,Jonathan Byrd,6,7.1
37,T37,T37,Phil Mickelson,11,7.1
38,T37,T37,Rod Pampling,3,7.1
39,T37,T37,Webb Simpson,8,7.1
40,T37,T37,Vaughn Taylor,9,7.1
41,T42,T42,Matt Every,3,7.0
42,T42,T42,Ross Fisher,1,7.0
43,T42,T42,Padraig Harrington,6,7.0
44,T42,T42,Scott McCarron,1,7.0
