,Last_15_Events_-_Power_RANK THIS WEEK,Last_15_Events_-_Power_RANK LAST WEEK,Last_15_Events_-_Power_PLAYER NAME,Last_15_Events_-_Power_EVENTS,Last_15_Events_-_Power_RATING
0,T1,T1,Brandon Hagy,1,10.0
1,T1,T1,Peter Uihlein,1,10.0
2,T3,T3,Dustin Johnson,9,9.7
3,T3,T3,Jamie Lovemark,1,9.7
4,T5,T5,Jason Day,9,9.6
5,T5,T5,J.B. Holmes,8,9.6
6,T5,T5,Andrew Loupe,5,9.6
7,T5,T5,Patrick Rodgers,9,9.6
8,T5,T5,Bubba Watson,11,9.6
9,10,10,Jason Kokrak,6,9.5
10,11,11,Cory Whitsett,2,9.4
11,T12,T12,Charlie Beljan,4,9.3
12,T12,T12,Scott Gutschewski,1,9.3
13,T12,T12,Justin Thomas,12,9.3
14,T15,T15,Tony Finau,10,9.2
15,T15,T15,Adam Scott,6,9.2
16,T17,T17,Charles Howell III,10,9.1
17,T17,T17,Smylie Kaufman,1,9.1
18,T17,T17,Cameron Wilson,1,9.1
19,T17,T17,Gunn Yang,1,9.1
20,T21,T21,Brooks Koepka,8,9.0
21,T21,T21,Jon Rahm,2,9.0
22,T23,T23,Daniel Berger,5,8.9
23,T23,T23,Steven Bowditch,10,8.9
24,T23,T23,Rory McIlroy,10,8.9
25,T23,T23,Richy Werenski,1,8.9
26,27,27,Alexander Levy,2,8.8
27,T28,T28,Byeong Hun An,2,8.7
28,T28,T28,Keegan Bradley,8,8.7
29,T28,T28,Bryson DeChambeau,1,8.7
30,T28,T28,Robert Garrigus,3,8.7
31,T28,T28,Chris Wood,1,8.7
32,T33,T33,Patton Kizzire,1,8.6
33,T33,T33,Jordan Niebrugge,1,8.6
34,T33,T33,Justin Rose,9,8.6
35,T36,T36,Sebastian Cappelen,1,8.5
36,T36,T36,Victor Dubuisson,6,8.5
37,T36,T36,Jhonattan Vegas,8,8.5
38,T39,T39,Lucas Glover,8,8.4
39,T39,T39,Willy Wilcox,8,8.4
40,T41,T41,Martin Flores,8,8.3
41,T41,T41,Martin Laird,7,8.3
42,T41,T41,Troy Matteson,2,8.3
43,T41,T41,Carlos Ortiz,8,8.3
44,T45,T45,John Daly,2,8.2
45,T45,T45,Charley Hoffman,9,8.2
46,T45,T45,Ryan Palmer,7,8.2
47,T45,T45,Scott Piercy,8,8.2
48,T45,T45,Robby Shelton,1,8.2
49,T45,T45,Brendan Steele,10,8.2
50,T51,T51,Sergio Garcia,9,8.1
51,T51,T51,Charl Schwartzel,7,8.1
52,T51,T51,Roger Sloan,4,8.1
53,54,54,Sam Saunders,6,8.0
54,T55,T55,Kelvin Day,1,7.9
55,T55,T55,Stephen Gallacher,5,7.9
56,T55,T55,Branden Grace,9,7.9
57,T55,T55,Chris Naegel,1,7.9
58,T55,T55,Scott Stallings,7,7.9
59,T55,T55,Hudson Swafford,10,7.9
60,T61,T61,Ángel Cabrera,4,7.8
61,T61,T61,Andres Gonzales,7,7.8
62,T61,T61,Brandt Jobe,1,7.8
63,T61,T61,Martin Piller,1,7.8
64,T61,T61,Shawn Stefani,12,7.8
65,T61,T61,Andy Sullivan,1,7.8
66,T67,T67,Harris English,11,7.7
67,T67,T67,Morgan Hoffmann,9,7.7
68,T67,T67,Matt Jones,8,7.7
69,T67,T67,Shane Lowry,6,7.7
70,T67,T67,Maverick McNealy,2,7.7
71,T67,T67,Louis Oosthuizen,7,7.7
72,T67,T67,C.T. Pan,1,7.7
73,T67,T67,Ollie Schniederjans,2,7.7
74,T67,T67,Kyle Stanley,7,7.7
75,T67,T67,Robert Streb,12,7.7
76,T67,T67,Nick Watney,8,7.7
77,T78,T78,Jason Allred,1,7.6
78,T78,T78,Derek Ernst,5,7.6
79,T78,T78,Tommy Gainey,4,7.6
80,T78,T78,Max Homa,5,7.6
81,T78,T78,Phil Mickelson,11,7.6
82,T78,T78,Carl Pettersson,9,7.6
83,T78,T78,Alex Prugh,7,7.6
84,T78,T78,Josh Teater,5,7.6
85,T78,T78,Boo Weekley,9,7.6
86,T78,T78,Lee Westwood,7,7.6
87,T88,T88,Graham DeLaet,7,7.5
88,T88,T88,Rickie Fowler,8,7.5
89,T88,T88,Russell Henley,6,7.5
90,T88,T88,J.J. Spaun,1,7.5
91,T88,T88,Nick Taylor,8,7.5
92,T88,T88,Marc Warren,5,7.5
93,T88,T88,Gary Woodland,6,7.5
94,T95,T95,Kiradech Aphibarnrat,3,7.4
95,T95,T95,Mark Hensby,1,7.4
96,T95,T95,Seung-Yul Noh,7,7.4
97,T95,T95,Sean O'Hair,8,7.4
98,T95,T95,Greg Owen,5,7.4
99,T95,T95,Kevin Stadler,2,7.4
100,T95,T95,Bernd Wiesberger,4,7.4
101,T102,T102,Paul Casey,9,7.3
102,T102,T102,Ernie Els,6,7.3
103,T102,T102,Marc Leishman,6,7.3
104,T102,T102,Garrett Osborn,1,7.3
105,T102,T102,Cameron Percy,8,7.3
106,T102,T102,Marcel Siem,4,7.3
107,T102,T102,Chris Smith,3,7.3
108,T102,T102,Jordan Spieth,8,7.3
109,T102,T102,Adam Svensson,1,7.3
110,T102,T102,Jimmy Walker,6,7.3
111,T112,T112,Hunter Mahan,7,7.2
112,T112,T112,Tiger Woods,5,7.2
113,T114,T114,Oscar Fraustro,3,7.1
114,T114,T114,Brian Harman,8,7.1
115,T114,T114,Billy Horschel,9,7.1
116,T114,T114,Trevor Immelman,1,7.1
117,T118,T118,Rafa Cabrera Bello,2,7.0
118,T118,T118,Tom Hoge,8,7.0
119,T118,T118,D.J. Trahan,2,7.0
120,T121,T121,Kevin Chappell,11,6.9
121,T121,T121,Chesson Hadley,10,6.9
122,T121,T121,Anirban Lahiri,4,6.9
123,T121,T121,Geoff Ogilvy,7,6.9
124,T121,T121,Patrick Reed,11,6.9
125,T121,T121,Michael Thompson,6,6.9
126,T127,T127,Andrew Dodt,1,6.8
127,T127,T127,Retief Goosen,6,6.8
128,T127,T127,Steve Marino,1,6.8
129,T127,T127,Andres Romero,6,6.8
130,T127,T127,Bo Van Pelt,5,6.8
131,T132,T132,Thomas Birdsey,1,6.7
132,T132,T132,Jamie Donaldson,6,6.7
133,T132,T132,Derek Fathauer,5,6.7
134,T132,T132,Gonzalo Fernandez-Castaño,6,6.7
135,T132,T132,James Hahn,10,6.7
136,T132,T132,Jeff Overton,6,6.7
137,T132,T132,John Senden,4,6.7
138,T132,T132,Byron Smith,4,6.7
139,T132,T132,Richard Sterne,1,6.7
140,T132,T132,Kevin Tway,1,6.7
141,T142,T142,J.J. Henry,7,6.6
142,T142,T142,Will MacKenzie,4,6.6
143,T142,T142,Wes Roach,1,6.6
144,T145,T145,Stewart Cink,8,6.5
145,T145,T145,Padraig Harrington,6,6.5
146,T145,T145,Jim Herman,10,6.5
147,T145,T145,Kevin Streelman,9,6.5
148,T149,T149,Harrison Frazar,2,6.4
149,T149,T149,Jason Gore,7,6.4
150,T149,T149,Emiliano Grillo,3,6.4
151,T149,T149,Scott Pinckney,9,6.4
152,T149,T149,Rory Sabbatini,7,6.4
153,T149,T149,Scott Vincent,1,6.4
154,T149,T149,Johnson Wagner,7,6.4
155,T156,T156,Tyrrell Hatton,1,6.3
156,T156,T156,Troy Kelly,1,6.3
157,T156,T156,Hideki Matsuyama,10,6.3
158,T159,T159,Jonas Blixt,4,6.2
159,T159,T159,Scott Brown,10,6.2
160,T159,T159,George Coetzee,2,6.2
161,T159,T159,Adam Hadwin,6,6.2
162,T159,T159,Michael Putnam,5,6.2
163,T159,T159,Danny Willett,5,6.2
164,T165,T165,Ross Fisher,1,6.1
165,T165,T165,Jonathan Randolph,5,6.1
166,T165,T165,Vijay Singh,9,6.1
167,T165,T165,Andrew Svoboda,3,6.1
168,T169,T169,Bill Haas,11,6.0
169,T169,T169,Tom Johnson,1,6.0
170,T169,T169,Matt Kuchar,9,6.0
171,T169,T169,David Lingmerth,8,6.0
172,T169,T169,Steve Wheatcroft,5,6.0
173,T174,T174,Aaron Baddeley,6,5.9
174,T174,T174,Tommy Fleetwood,1,5.9
175,T174,T174,Ryo Ishikawa,9,5.9
176,T174,T174,Martin Kaymer,6,5.9
177,T174,T174,Davis Love III,5,5.9
178,T174,T174,Chris Riley,1,5.9
179,T174,T174,Henrik Stenson,11,5.9
180,T174,T174,Nicholas Thompson,4,5.9
181,T174,T174,Danie van Tonder,1,5.9
182,T183,T183,Sangmoon Bae,10,5.8
183,T183,T183,Erik Compton,6,5.8
184,T183,T183,Jason Dufner,8,5.8
185,T183,T183,Andy Pope,1,5.8
