,Accuracy_Rating_RANK THIS WEEK,Accuracy_Rating_RANK LAST WEEK,Accuracy_Rating_PLAYER NAME,Accuracy_Rating_EVENTS,Accuracy_Rating_RATING
0,1,1,Joe Affrunti,1,9.3
1,2,2,Søren Kjeldsen,1,8.6
2,T3,T3,Byeong Hun An,2,8.5
3,T3,T3,Justin Hicks,2,8.5
4,T3,T3,Duffy Waldorf,1,8.5
5,T6,T6,D.H. Lee,1,8.4
6,T6,T6,J.J. Spaun,1,8.4
7,T8,T8,Jim Furyk,13,8.2
8,T8,T8,Kevin Stadler,1,8.2
9,10,10,Garrett Osborn,1,8.1
10,T11,T11,Ross Fisher,1,8.0
11,T11,T11,Brian Gaffney,1,8.0
12,T11,T11,Brandt Jobe,1,8.0
13,T14,T14,Robert Allenby,6,7.9
14,T14,T14,Cameron Beckman,2,7.9
15,T14,T14,Paul Casey,14,7.9
16,T14,T14,Mark Hensby,1,7.9
17,T14,T14,Chez Reavie,8,7.9
18,T19,T19,Jason Gore,9,7.8
19,T19,T19,Jim Herman,14,7.8
20,T19,T19,Russell Knox,19,7.8
21,T19,T19,Rory McIlroy,8,7.8
22,T19,T19,Francesco Molinari,10,7.8
23,T19,T19,Adam Svensson,1,7.8
24,T19,T19,Vaughn Taylor,9,7.8
25,T26,T26,Tim Clark,6,7.7
26,T26,T26,Lucas Glover,12,7.7
27,T26,T26,Dudley Hart,2,7.7
28,T26,T26,Hideki Matsuyama,16,7.7
29,T26,T26,James Morrison,1,7.7
30,T31,T31,Jason Bohn,19,7.6
31,T31,T31,Justin Rose,10,7.6
32,T31,T31,Jordan Spieth,16,7.6
33,T34,T34,Blake Adams,2,7.5
34,T34,T34,Jon Curran,10,7.5
35,T34,T34,Graham DeLaet,12,7.5
36,T34,T34,Zach Johnson,16,7.5
37,T34,T34,John Merrick,8,7.5
38,T34,T34,John Rollins,2,7.5
39,T34,T34,Carlos Sainz Jr,3,7.5
40,T34,T34,Henrik Stenson,11,7.5
41,T34,T34,Brian Stuard,14,7.5
42,T43,T43,Thomas Aiken,2,7.4
43,T43,T43,David Lingmerth,15,7.4
44,T43,T43,Joost Luiten,5,7.4
45,T43,T43,Ryan Moore,13,7.4
46,T43,T43,Kenny Perry,3,7.4
47,T43,T43,Robby Shelton,1,7.4
48,T43,T43,Webb Simpson,15,7.4
49,T43,T43,Steve Stricker,6,7.4
50,T43,T43,Nicholas Thompson,11,7.4
51,T52,T52,Bryson DeChambeau,1,7.3
52,T52,T52,Emiliano Grillo,3,7.3
53,T52,T52,David Hearn,17,7.3
54,T52,T52,Tom Hoge,12,7.3
55,T52,T52,Colt Knost,15,7.3
56,T52,T52,Will MacKenzie,5,7.3
57,T52,T52,Ben Martin,17,7.3
58,T52,T52,William McGirt,20,7.3
59,T52,T52,Bo Van Pelt,10,7.3
60,T52,T52,Nick Watney,17,7.3
61,T62,T62,Woody Austin,2,7.2
62,T62,T62,Keegan Bradley,16,7.2
63,T62,T62,Chad Campbell,18,7.2
64,T62,T62,Stewart Cink,13,7.2
65,T62,T62,Chad Collins,13,7.2
66,T62,T62,Jason Dufner,11,7.2
67,T62,T62,Billy Hurley III,10,7.2
68,T62,T62,Dustin Johnson,14,7.2
69,T62,T62,Spencer Levin,17,7.2
70,T62,T62,Shane Lowry,5,7.2
71,T62,T62,Graeme McDowell,4,7.2
72,T62,T62,Ryan Palmer,13,7.2
73,T62,T62,John Peterson,16,7.2
74,T62,T62,Alexandre Rocha,1,7.2
75,T62,T62,Brendon Todd,18,7.2
76,T62,T62,Johnson Wagner,8,7.2
77,T62,T62,Cameron Wilson,1,7.2
78,T62,T62,Y.E. Yang,2,7.2
79,T80,T80,Blayne Barber,10,7.1
80,T80,T80,Daniel Berger,16,7.1
81,T80,T80,Kevin Chappell,15,7.1
82,T80,T80,Ben Curtis,2,7.1
83,T80,T80,Brian Harman,16,7.1
84,T80,T80,Smylie Kaufman,1,7.1
85,T80,T80,Jerry Kelly,13,7.1
86,T80,T80,Hyung-Sung Kim,1,7.1
87,T80,T80,Kevin Kisner,20,7.1
88,T80,T80,Danny Lee,22,7.1
89,T80,T80,Davis Love III,6,7.1
90,T80,T80,Louis Oosthuizen,9,7.1
91,T80,T80,Pat Perez,20,7.1
92,T80,T80,Alex Prugh,14,7.1
93,T80,T80,Brendan Steele,18,7.1
94,T80,T80,Hudson Swafford,17,7.1
95,T80,T80,Tim Wilkinson,6,7.1
96,T80,T80,Tiger Woods,5,7.1
97,T98,T98,Charlie Beljan,8,7.0
98,T98,T98,John Daly,1,7.0
99,T98,T98,Ken Duke,14,7.0
100,T98,T98,Derek Ernst,10,7.0
101,T98,T98,Rickie Fowler,13,7.0
102,T98,T98,Adam Hadwin,16,7.0
103,T98,T98,J.J. Henry,14,7.0
104,T98,T98,Chris Kirk,13,7.0
105,T98,T98,Brooks Koepka,15,7.0
106,T98,T98,Justin Leonard,8,7.0
107,T98,T98,Bryce Molder,18,7.0
108,T98,T98,Ian Poulter,11,7.0
109,T98,T98,Michael Putnam,13,7.0
110,T98,T98,Wes Roach,1,7.0
111,T98,T98,John Senden,9,7.0
112,T98,T98,Shawn Stefani,20,7.0
113,T98,T98,Kevin Streelman,16,7.0
114,T98,T98,Justin Thomas,22,7.0
115,T98,T98,David Toms,10,7.0
116,T98,T98,Tyrone Van Aswegen,6,7.0
117,T98,T98,Charlie Wi,1,7.0
118,T98,T98,Mark Wilson,15,7.0
119,T120,T120,Steven Alker,8,6.9
120,T120,T120,Ryan Armour,4,6.9
121,T120,T120,Scott Brown,16,6.9
122,T120,T120,Rafa Cabrera Bello,1,6.9
123,T120,T120,Roberto Castro,7,6.9
124,T120,T120,Luke Donald,12,6.9
125,T120,T120,Harrison Frazar,2,6.9
126,T120,T120,Tom Gillis,6,6.9
127,T120,T120,Branden Grace,8,6.9
128,T120,T120,Luke Guthrie,12,6.9
129,T120,T120,Bill Haas,17,6.9
130,T120,T120,Russell Henley,16,6.9
131,T120,T120,Charley Hoffman,18,6.9
132,T120,T120,Billy Horschel,17,6.9
133,T120,T120,Ryo Ishikawa,14,6.9
134,T120,T120,Whee Kim,10,6.9
135,T120,T120,Anirban Lahiri,4,6.9
136,T120,T120,Greg Owen,7,6.9
137,T120,T120,Scott Piercy,16,6.9
138,T120,T120,Charl Schwartzel,8,6.9
139,T120,T120,Vijay Singh,15,6.9
140,T120,T120,Chris Stroud,11,6.9
141,T120,T120,Jimmy Walker,16,6.9
142,T120,T120,Bubba Watson,14,6.9
143,T120,T120,Lee Westwood,7,6.9
144,T145,T145,Ángel Cabrera,6,6.8
145,T145,T145,Alex Cejka,16,6.8
146,T145,T145,Austin Cook,5,6.8
147,T145,T145,Jason Day,14,6.8
148,T145,T145,Brendon de Jonge,20,6.8
149,T145,T145,Victor Dubuisson,4,6.8
150,T145,T145,Oscar Fraustro,4,6.8
151,T145,T145,Brice Garnett,8,6.8
152,T145,T145,Robert Garrigus,8,6.8
153,T145,T145,Cody Gribble,1,6.8
154,T145,T145,James Hahn,18,6.8
155,T145,T145,Martin Laird,14,6.8
156,T145,T145,Bill Lunde,5,6.8
157,T145,T145,George McNeill,19,6.8
158,T145,T145,Jeff Overton,14,6.8
159,T145,T145,Sung Joon Park,12,6.8
160,T145,T145,Cameron Percy,12,6.8
161,T145,T145,D.A. Points,7,6.8
162,T145,T145,Chris Riley,1,6.8
163,T145,T145,Rory Sabbatini,13,6.8
164,T145,T145,Adam Scott,6,6.8
165,T145,T145,Marcel Siem,4,6.8
166,T145,T145,Chris Smith,3,6.8
167,T145,T145,Kyle Stanley,6,6.8
168,T145,T145,Daniel Summerhays,19,6.8
169,T145,T145,D.J. Trahan,2,6.8
170,T145,T145,Camilo Villegas,14,6.8
171,T145,T145,Boo Weekley,13,6.8
172,T145,T145,Willy Wilcox,9,6.8
173,T145,T145,Garrett Willis,1,6.8
174,T175,T175,Sangmoon Bae,18,6.7
175,T175,T175,Jonathan Byrd,9,6.7
176,T175,T175,Fabián Gómez,13,6.7
177,T175,T175,Martin Kaymer,6,6.7
178,T175,T175,Scott Langley,16,6.7
179,T175,T175,Troy Merritt,15,6.7
180,T175,T175,Daniel Miernicki,1,6.7
181,T175,T175,Kevin Na,17,6.7
182,T175,T175,Seung-Yul Noh,9,6.7
183,T175,T175,Alex Noren,1,6.7
184,T175,T175,Carl Pettersson,21,6.7
185,T175,T175,Jim Renner,5,6.7
186,T175,T175,Cameron Smith,6,6.7
187,T175,T175,Robert Streb,22,6.7
188,T175,T175,Josh Teater,3,6.7
189,T175,T175,Scott Vincent,1,6.7
190,T175,T175,Marc Warren,4,6.7
191,T175,T175,Steve Wheatcroft,12,6.7
192,T175,T175,Danny Willett,4,6.7
193,T194,T194,Stuart Appleby,3,6.6
194,T194,T194,K.J. Choi,12,6.6
195,T194,T194,Erik Compton,14,6.6
196,T194,T194,Brian Davis,11,6.6
197,T194,T194,Harris English,21,6.6
198,T194,T194,Scott Gutschewski,1,6.6
199,T194,T194,Chesson Hadley,18,6.6
200,T194,T194,Padraig Harrington,7,6.6
201,T194,T194,Wes Homan,2,6.6
202,T194,T194,John Huh,18,6.6
203,T194,T194,Thongchai Jaidee,2,6.6
204,T194,T194,Matt Kuchar,20,6.6
205,T194,T194,Scott Pinckney,15,6.6
206,T194,T194,Sam Saunders,11,6.6
207,T194,T194,Brandt Snedeker,19,6.6
208,T194,T194,Andrew Svoboda,9,6.6
209,T194,T194,Cameron Tringale,17,6.6
210,T194,T194,Bernd Wiesberger,3,6.6
211,T212,T212,Arjun Atwal,3,6.5
212,T212,T212,Thomas Birdsey,1,6.5
213,T212,T212,Zac Blair,16,6.5
214,T212,T212,George Coetzee,2,6.5
215,T212,T212,Ben Crane,8,6.5
216,T212,T212,Kelvin Day,1,6.5
217,T212,T212,Tommy Gainey,3,6.5
218,T212,T212,Tyrrell Hatton,1,6.5
219,T212,T212,Charles Howell III,22,6.5
220,T212,T212,Mark Hubbard,13,6.5
221,T212,T212,Alexander Levy,1,6.5
222,T212,T212,Jarrod Lyle,2,6.5
223,T212,T212,Parker McLachlin,1,6.5
224,T212,T212,Geoff Ogilvy,7,6.5
225,T212,T212,Andrew Putnam,8,6.5
226,T212,T212,Kyle Reifers,14,6.5
227,T212,T212,Scott Stallings,9,6.5
228,T229,T229,Eric Axley,6,6.4
229,T229,T229,Steven Bowditch,17,6.4
230,T229,T229,Gonzalo Fernandez-Castaño,9,6.4
231,T229,T229,Tony Finau,20,6.4
232,T229,T229,Andres Gonzales,14,6.4
233,T229,T229,J.B. Holmes,15,6.4
234,T229,T229,Max Homa,9,6.4
235,T229,T229,Patton Kizzire,1,6.4
236,T229,T229,Jason Kokrak,15,6.4
237,T229,T229,Doug LaBelle II,1,6.4
238,T229,T229,David Lipsky,2,6.4
239,T229,T229,Carlos Ortiz,16,6.4
240,T229,T229,Patrick Reed,19,6.4
241,T229,T229,Michael Thompson,14,6.4
242,T229,T229,Richy Werenski,1,6.4
243,T244,T244,Ricky Barnes,10,6.3
244,T244,T244,Sebastian Cappelen,1,6.3
245,T244,T244,Matt Every,9,6.3
246,T244,T244,Trevor Immelman,2,6.3
247,T244,T244,Marc Leishman,10,6.3
248,T244,T244,Byron Smith,6,6.3
249,T244,T244,Nick Taylor,15,6.3
250,T244,T244,Gary Woodland,11,6.3
251,T252,T252,Jonas Blixt,8,6.2
252,T252,T252,Andrew Dodt,1,6.2
253,T252,T252,Ernie Els,6,6.2
254,T252,T252,Stephen Gallacher,4,6.2
255,T252,T252,Sergio Garcia,9,6.2
256,T252,T252,Retief Goosen,12,6.2
257,T252,T252,Tom Johnson,1,6.2
258,T252,T252,Maverick McNealy,2,6.2
259,T252,T252,Sean O'Hair,17,6.2
260,T252,T252,C.T. Pan,1,6.2
261,T262,T262,Martin Flores,15,6.1
262,T262,T262,Phil Mickelson,13,6.1
263,T262,T262,Jon Rahm,2,6.1
264,T262,T262,Patrick Rodgers,9,6.1
265,T262,T262,Andres Romero,8,6.1
266,T262,T262,Jhonattan Vegas,14,6.1
267,T268,T268,Glen Day,3,6.0
268,T268,T268,Mikko Ilonen,3,6.0
269,T268,T268,Matt Jones,16,6.0
270,T268,T268,Andrew Loupe,5,6.0
271,T268,T268,Hunter Mahan,16,6.0
272,T268,T268,Martin Piller,1,6.0
273,T268,T268,Jonathan Randolph,8,6.0
274,T268,T268,Roger Sloan,5,6.0
275,T276,T276,Kiradech Aphibarnrat,2,5.9
276,T276,T276,Greg Chalmers,8,5.9
277,T276,T276,Jamie Donaldson,6,5.9
278,T276,T276,Morgan Hoffmann,14,5.9
279,T276,T276,WC Liang,2,5.9
280,T276,T276,Koumei Oda,3,5.9
281,T276,T276,Gunn Yang,1,5.9
282,T283,T283,Thomas Bjørn,2,5.8
283,T283,T283,Michael Block,2,5.8
284,T283,T283,Freddie Jacobson,8,5.8
285,T283,T283,Troy Matteson,1,5.8
286,T283,T283,Rod Pampling,3,5.8
287,T283,T283,Tim Petrovic,1,5.8
288,T283,T283,Ollie Schniederjans,2,5.8
289,T283,T283,Andy Sullivan,1,5.8
290,T283,T283,Oliver Wilson,1,5.8
291,T292,T292,Derek Fathauer,11,5.7
292,T292,T292,Tom Watson,1,5.7
293,T294,T294,Mark Anderson,3,5.6
294,T294,T294,Aaron Baddeley,12,5.6
295,T294,T294,Cory Renfrew,1,5.6
296,T297,T297,Matt Bettencourt,2,5.5
297,T297,T297,Steven Jeffress,1,5.5
298,T297,T297,Troy Kelly,1,5.5
299,T297,T297,Scott McCarron,1,5.5
300,T297,T297,Lee McCoy,1,5.5
301,T297,T297,Chris Naegel,1,5.5
302,T297,T297,Andy Pope,1,5.5
303,T304,T304,Tommy Fleetwood,1,5.4
304,T304,T304,Michael Smith,1,5.4
305,T304,T304,Zack Sucher,4,5.4
306,T307,T307,Heath Slocum,4,5.3
307,T307,T307,Gary Stal,2,5.3
308,T307,T307,Scott Verplank,2,5.3
309,T307,T307,Cory Whitsett,2,5.3
310,T311,T311,Shaun Micheel,1,5.2
