,Accuracy_Rating_RANK THIS WEEK,Accuracy_Rating_RANK LAST WEEK,Accuracy_Rating_PLAYER NAME,Accuracy_Rating_EVENTS,Accuracy_Rating_RATING
311,T311,T311,Kevin Tway,1,5.2
312,313,313,Hiroshi Iwata,1,5.1
313,T314,T314,Steve Flesch,1,5.0
314,T314,T314,Pablo Larrazabal,1,5.0
315,T316,T316,Jamie Lovemark,1,4.9
316,T316,T316,Peter Uihlein,1,4.9
317,318,318,Dicky Pride,1,4.8
318,T319,T319,Jason Allred,1,4.7
319,T319,T319,Hiroyuki Fujita,1,4.7
320,T319,T319,Danie van Tonder,1,4.7
321,322,322,Steve Lowery,1,4.6
322,323,323,Richard Sterne,1,3.5
323,324,324,Nick Cullen,1,3.4
324,325,325,Brandon Hagy,1,3.1
