,Last_15_Events_-_Accuracy_RANK THIS WEEK,Last_15_Events_-_Accuracy_RANK LAST WEEK,Last_15_Events_-_Accuracy_PLAYER NAME,Last_15_Events_-_Accuracy_EVENTS,Last_15_Events_-_Accuracy_RATING
0,1,1,Joe Affrunti,1,9.3
1,T2,T2,Justin Hicks,3,8.6
2,T2,T2,Søren Kjeldsen,1,8.6
3,T4,T4,Byeong Hun An,2,8.5
4,T4,T4,Duffy Waldorf,1,8.5
5,T6,T6,D.H. Lee,1,8.4
6,T6,T6,J.J. Spaun,1,8.4
7,8,8,Russell Knox,11,8.2
8,9,9,Garrett Osborn,1,8.1
9,T10,T10,Paul Casey,9,8.0
10,T10,T10,Ross Fisher,1,8.0
11,T10,T10,Jim Furyk,9,8.0
12,T10,T10,Brian Gaffney,1,8.0
13,T10,T10,Brandt Jobe,1,8.0
14,T10,T10,Kevin Stadler,2,8.0
15,T16,T16,Cameron Beckman,2,7.9
16,T16,T16,Jason Gore,7,7.9
17,T16,T16,Mark Hensby,1,7.9
18,T19,T19,Jason Bohn,11,7.8
19,T19,T19,Zach Johnson,10,7.8
20,T19,T19,Francesco Molinari,9,7.8
21,T19,T19,Chez Reavie,6,7.8
22,T19,T19,Adam Svensson,1,7.8
23,T19,T19,Vaughn Taylor,9,7.8
24,T19,T19,Bo Van Pelt,5,7.8
25,T26,T26,Chad Collins,8,7.7
26,T26,T26,Dudley Hart,2,7.7
27,T26,T26,Rory McIlroy,10,7.7
28,T26,T26,James Morrison,1,7.7
29,T30,T30,Robert Allenby,3,7.6
30,T30,T30,Tim Clark,7,7.6
31,T30,T30,Lucas Glover,8,7.6
32,T30,T30,Jim Herman,10,7.6
33,T30,T30,David Lingmerth,8,7.6
34,T30,T30,Steve Marino,1,7.6
35,T30,T30,John Merrick,7,7.6
36,T30,T30,Justin Rose,9,7.6
37,T38,T38,Blake Adams,2,7.5
38,T38,T38,Graham DeLaet,8,7.5
39,T38,T38,Brian Harman,9,7.5
40,T38,T38,David Hearn,9,7.5
41,T38,T38,Tom Hoge,8,7.5
42,T38,T38,Jeff Maggert,1,7.5
43,T38,T38,Hideki Matsuyama,10,7.5
44,T38,T38,John Rollins,2,7.5
45,T38,T38,Jordan Spieth,9,7.5
46,T38,T38,Henrik Stenson,11,7.5
47,T38,T38,Nick Watney,9,7.5
48,T49,T49,Thomas Aiken,2,7.4
49,T49,T49,Jerry Kelly,9,7.4
50,T49,T49,Danny Lee,12,7.4
51,T49,T49,Ryan Moore,8,7.4
52,T49,T49,Kenny Perry,3,7.4
53,T49,T49,John Peterson,9,7.4
54,T49,T49,Carlos Sainz Jr,2,7.4
55,T49,T49,Robby Shelton,1,7.4
56,T49,T49,Brian Stuard,8,7.4
57,T49,T49,Nicholas Thompson,4,7.4
58,T49,T49,Tim Wilkinson,4,7.4
59,T60,T60,Steven Alker,5,7.3
60,T60,T60,Keegan Bradley,9,7.3
61,T60,T60,Bryson DeChambeau,1,7.3
62,T60,T60,Jason Dufner,9,7.3
63,T60,T60,Emiliano Grillo,3,7.3
64,T60,T60,Brooks Koepka,9,7.3
65,T60,T60,Carl Pettersson,10,7.3
66,T60,T60,Steve Stricker,7,7.3
67,T68,T68,Blayne Barber,4,7.2
68,T68,T68,Daniel Berger,6,7.2
69,T68,T68,Stewart Cink,8,7.2
70,T68,T68,Ken Duke,8,7.2
71,T68,T68,Derek Ernst,6,7.2
72,T68,T68,Robert Garrigus,3,7.2
73,T68,T68,Luke Guthrie,7,7.2
74,T68,T68,J.J. Henry,7,7.2
75,T68,T68,Billy Hurley III,6,7.2
76,T68,T68,Justin Leonard,5,7.2
77,T68,T68,Davis Love III,5,7.2
78,T68,T68,Joost Luiten,7,7.2
79,T68,T68,Graeme McDowell,4,7.2
80,T68,T68,William McGirt,10,7.2
81,T68,T68,Pat Perez,14,7.2
82,T68,T68,Alexandre Rocha,1,7.2
83,T68,T68,Webb Simpson,9,7.2
84,T68,T68,Brendan Steele,10,7.2
85,T68,T68,Johnson Wagner,7,7.2
86,T68,T68,Cameron Wilson,1,7.2
87,T88,T88,Chad Campbell,10,7.1
88,T88,T88,Kevin Chappell,11,7.1
89,T88,T88,Jon Curran,4,7.1
90,T88,T88,Brian Davis,5,7.1
91,T88,T88,Brice Garnett,4,7.1
92,T88,T88,Tom Gillis,5,7.1
93,T88,T88,Bill Haas,11,7.1
94,T88,T88,Smylie Kaufman,1,7.1
95,T88,T88,Hyung-Sung Kim,1,7.1
96,T88,T88,Kevin Kisner,12,7.1
97,T88,T88,Bryce Molder,12,7.1
98,T88,T88,Chris Stroud,8,7.1
99,T88,T88,Justin Thomas,13,7.1
100,T88,T88,Tyrone Van Aswegen,5,7.1
101,T88,T88,Camilo Villegas,7,7.1
102,T88,T88,Charlie Wi,2,7.1
103,T88,T88,Tiger Woods,5,7.1
104,T88,T88,Y.E. Yang,3,7.1
105,T106,T106,Scott Brown,11,7.0
106,T106,T106,Erik Compton,7,7.0
107,T106,T106,John Daly,2,7.0
108,T106,T106,Jason Day,9,7.0
109,T106,T106,Rickie Fowler,8,7.0
110,T106,T106,Billy Horschel,9,7.0
111,T106,T106,Dustin Johnson,10,7.0
112,T106,T106,Whee Kim,7,7.0
113,T106,T106,Colt Knost,9,7.0
114,T106,T106,Alexander Levy,2,7.0
115,T106,T106,Will MacKenzie,4,7.0
116,T106,T106,Ben Martin,9,7.0
117,T106,T106,George McNeill,11,7.0
118,T106,T106,Louis Oosthuizen,7,7.0
119,T106,T106,Ryan Palmer,8,7.0
120,T106,T106,Ian Poulter,9,7.0
121,T106,T106,Michael Putnam,5,7.0
122,T106,T106,Wes Roach,1,7.0
123,T106,T106,Rory Sabbatini,8,7.0
124,T125,T125,Ryan Armour,4,6.9
125,T125,T125,Jonas Blixt,5,6.9
126,T125,T125,Roberto Castro,6,6.9
127,T125,T125,Luke Donald,11,6.9
128,T125,T125,Victor Dubuisson,6,6.9
129,T125,T125,Harrison Frazar,2,6.9
130,T125,T125,Tommy Gainey,4,6.9
131,T125,T125,Branden Grace,9,6.9
132,T125,T125,Adam Hadwin,7,6.9
133,T125,T125,Russell Henley,7,6.9
134,T125,T125,Ryo Ishikawa,9,6.9
135,T125,T125,Anirban Lahiri,4,6.9
136,T125,T125,Spencer Levin,8,6.9
137,T125,T125,Shane Lowry,6,6.9
138,T125,T125,Troy Merritt,8,6.9
139,T125,T125,Kevin Na,9,6.9
140,T125,T125,Sung Joon Park,6,6.9
141,T125,T125,Alex Prugh,7,6.9
142,T125,T125,Jim Renner,4,6.9
143,T125,T125,Sam Saunders,6,6.9
144,T125,T125,Charl Schwartzel,7,6.9
145,T125,T125,John Senden,5,6.9
146,T125,T125,Vijay Singh,10,6.9
147,T125,T125,Daniel Summerhays,8,6.9
148,T125,T125,Hudson Swafford,11,6.9
149,T125,T125,Josh Teater,5,6.9
150,T125,T125,David Toms,6,6.9
151,T125,T125,Lee Westwood,7,6.9
152,T125,T125,Bernd Wiesberger,4,6.9
153,T154,T154,Woody Austin,3,6.8
154,T154,T154,Charlie Beljan,4,6.8
155,T154,T154,Alex Cejka,10,6.8
156,T154,T154,Austin Cook,5,6.8
157,T154,T154,Oscar Fraustro,3,6.8
158,T154,T154,Fabián Gómez,7,6.8
159,T154,T154,Cody Gribble,1,6.8
160,T154,T154,John Huh,8,6.8
161,T154,T154,Chris Kirk,8,6.8
162,T154,T154,Marc Leishman,6,6.8
163,T154,T154,Jeff Overton,7,6.8
164,T154,T154,Greg Owen,6,6.8
165,T154,T154,Cameron Percy,9,6.8
166,T154,T154,Scott Piercy,8,6.8
167,T154,T154,Chris Riley,1,6.8
168,T154,T154,Adam Scott,6,6.8
169,T154,T154,Marcel Siem,4,6.8
170,T154,T154,Chris Smith,3,6.8
171,T154,T154,Kyle Stanley,7,6.8
172,T154,T154,Shawn Stefani,12,6.8
173,T154,T154,Kevin Streelman,9,6.8
174,T154,T154,Brendon Todd,9,6.8
175,T154,T154,D.J. Trahan,2,6.8
176,T154,T154,Boo Weekley,9,6.8
177,T154,T154,Willy Wilcox,9,6.8
178,T154,T154,Garrett Willis,1,6.8
179,T180,T180,Eric Axley,5,6.7
180,T180,T180,Jonathan Byrd,7,6.7
181,T180,T180,Ángel Cabrera,4,6.7
182,T180,T180,Charley Hoffman,10,6.7
183,T180,T180,Martin Kaymer,6,6.7
184,T180,T180,Matt Kuchar,10,6.7
185,T180,T180,Scott Langley,10,6.7
186,T180,T180,Daniel Miernicki,1,6.7
187,T180,T180,Seung-Yul Noh,7,6.7
188,T180,T180,Alex Noren,1,6.7
189,T180,T180,Cameron Smith,6,6.7
190,T180,T180,Robert Streb,12,6.7
191,T180,T180,Michael Thompson,7,6.7
