,Power_Rating_RANK THIS WEEK,Power_Rating_RANK LAST WEEK,Power_Rating_PLAYER NAME,Power_Rating_EVENTS,Power_Rating_RATING
187,T185,T185,Sung Joon Park,11,5.7
188,T185,T185,John Rollins,2,5.7
189,T190,T190,Eric Axley,6,5.6
190,T190,T190,Jonas Blixt,7,5.6
191,T190,T190,Erik Compton,13,5.6
192,T190,T190,Joost Luiten,5,5.6
193,T190,T190,Chez Reavie,8,5.6
194,T190,T190,Andrew Svoboda,9,5.6
195,T196,T196,Austin Cook,5,5.5
196,T196,T196,John Peterson,16,5.5
197,T196,T196,Nicholas Thompson,11,5.5
198,T199,T199,Jason Dufner,10,5.4
199,T199,T199,Ben Martin,17,5.4
200,T201,T201,Bill Haas,17,5.3
201,T201,T201,Chris Kirk,13,5.3
202,T201,T201,Spencer Levin,16,5.3
203,T201,T201,Jarrod Lyle,2,5.3
204,T201,T201,Brandt Snedeker,18,5.3
205,T201,T201,Zack Sucher,4,5.3
206,T201,T201,Vaughn Taylor,9,5.3
207,T208,T208,Blake Adams,2,5.2
208,T208,T208,Brice Garnett,8,5.2
209,T208,T208,Justin Hicks,2,5.2
210,T208,T208,John Merrick,7,5.2
211,T208,T208,Daniel Miernicki,1,5.2
212,T208,T208,Koumei Oda,3,5.2
213,T214,T214,Ian Poulter,11,5.1
214,T214,T214,Webb Simpson,15,5.1
215,T214,T214,Garrett Willis,1,5.1
216,T217,T217,Chad Campbell,18,5.0
217,T217,T217,Greg Chalmers,7,5.0
218,T217,T217,Tom Gillis,6,5.0
219,T220,T220,Jonathan Byrd,9,4.9
220,T220,T220,Brendon de Jonge,19,4.9
221,T220,T220,Hiroshi Iwata,1,4.9
222,T220,T220,Thongchai Jaidee,2,4.9
223,T220,T220,Hyung-Sung Kim,1,4.9
224,T220,T220,Rod Pampling,2,4.9
225,T220,T220,Daniel Summerhays,19,4.9
226,T227,T227,Cody Gribble,1,4.8
227,T227,T227,Russell Knox,19,4.8
228,T227,T227,Shaun Micheel,1,4.8
229,T227,T227,Alex Noren,1,4.8
230,T227,T227,Cameron Smith,5,4.8
231,T232,T232,Nick Cullen,1,4.7
232,T232,T232,Luke Guthrie,11,4.7
233,T232,T232,George McNeill,19,4.7
234,T232,T232,Kenny Perry,2,4.7
235,T236,T236,Stuart Appleby,3,4.6
236,T236,T236,Troy Merritt,15,4.6
237,T236,T236,Jim Renner,5,4.6
238,T239,T239,Thomas Aiken,2,4.5
239,T239,T239,Roberto Castro,7,4.5
240,T239,T239,Zach Johnson,15,4.5
241,T239,T239,Scott Langley,16,4.5
242,T239,T239,David Lipsky,2,4.5
243,T239,T239,Chris Stroud,11,4.5
244,T239,T239,Tyrone Van Aswegen,6,4.5
245,T239,T239,Y.E. Yang,2,4.5
246,T247,T247,Ricky Barnes,10,4.3
247,T247,T247,Alex Cejka,16,4.3
248,T247,T247,Ken Duke,13,4.3
249,T247,T247,Fabián Gómez,13,4.3
250,T247,T247,Whee Kim,10,4.3
251,T247,T247,WC Liang,2,4.3
252,T247,T247,Pat Perez,20,4.3
253,T254,T254,Michael Block,2,4.2
254,T254,T254,Doug LaBelle II,1,4.2
255,T254,T254,Danny Lee,21,4.2
256,T257,T257,Matt Bettencourt,2,4.1
257,T257,T257,Parker McLachlin,1,4.1
258,T257,T257,Steve Stricker,6,4.1
259,T260,T260,David Hearn,17,4.0
260,T260,T260,Wes Homan,2,4.0
261,T260,T260,Freddie Jacobson,8,4.0
262,T260,T260,Tim Wilkinson,6,4.0
263,T264,T264,Arjun Atwal,3,3.9
264,T264,T264,Cameron Beckman,2,3.9
265,T264,T264,Ryan Moore,13,3.9
266,T264,T264,Cameron Tringale,17,3.9
267,T264,T264,Duffy Waldorf,1,3.9
268,269,269,Robert Allenby,6,3.8
269,270,270,Steve Lowery,1,3.7
270,T271,T271,Thomas Bjørn,2,3.6
271,T271,T271,Jim Furyk,13,3.6
272,T271,T271,Søren Kjeldsen,1,3.6
273,T271,T271,Pablo Larrazabal,1,3.6
274,T271,T271,William McGirt,20,3.6
275,T271,T271,Andrew Putnam,8,3.6
276,T277,T277,D.H. Lee,1,3.5
277,T277,T277,Graeme McDowell,4,3.5
278,T277,T277,James Morrison,1,3.5
279,T277,T277,Kevin Na,17,3.5
280,T277,T277,Alexandre Rocha,1,3.5
281,T277,T277,Brian Stuard,14,3.5
282,T283,T283,Jason Bohn,19,3.4
283,T283,T283,Tim Clark,6,3.4
284,T283,T283,Mark Hubbard,12,3.4
285,T283,T283,John Huh,18,3.4
286,T283,T283,D.A. Points,7,3.4
287,T283,T283,Mark Wilson,15,3.4
288,T289,T289,Chad Collins,12,3.3
289,T289,T289,Jerry Kelly,13,3.3
290,T291,T291,Woody Austin,2,3.2
291,T291,T291,Lee McCoy,1,3.2
292,T291,T291,Francesco Molinari,10,3.2
293,T291,T291,Gary Stal,2,3.2
294,T291,T291,Brendon Todd,18,3.2
295,T296,T296,Steven Alker,8,3.1
296,T296,T296,Bryce Molder,18,3.1
297,T296,T296,Charlie Wi,1,3.1
298,299,299,Brian Davis,11,3.0
299,T300,T300,K.J. Choi,12,2.9
300,T300,T300,Luke Donald,12,2.9
301,T300,T300,Colt Knost,14,2.9
302,T303,T303,Ben Crane,8,2.8
303,T303,T303,Dudley Hart,2,2.8
304,T303,T303,Scott McCarron,1,2.8
305,T303,T303,Tim Petrovic,1,2.8
306,T307,T307,Zac Blair,16,2.6
307,T307,T307,Jon Curran,10,2.6
308,309,309,Dicky Pride,1,2.5
309,T310,T310,Brian Gaffney,1,2.3
310,T310,T310,Steven Jeffress,1,2.3
311,T310,T310,Heath Slocum,4,2.3
312,T313,T313,Billy Hurley III,10,2.2
313,T313,T313,Justin Leonard,8,2.2
314,T315,T315,Steve Flesch,1,2.0
315,T315,T315,Hiroyuki Fujita,1,2.0
316,T317,T317,David Toms,10,1.9
317,T317,T317,Oliver Wilson,1,1.9
318,T319,T319,Ryan Armour,4,1.7
319,T319,T319,Michael Smith,1,1.7
320,321,321,Glen Day,3,1.6
321,322,322,Scott Verplank,2,1.5
322,323,323,Ben Curtis,1,1.3
323,324,324,Tom Watson,1,1.1
