,Short_Game_Rating_RANK THIS WEEK,Short_Game_Rating_RANK LAST WEEK,Short_Game_Rating_PLAYER NAME,Short_Game_Rating_EVENTS,Short_Game_Rating_RATING
0,1,1,Andy Sullivan,1,10.0
1,2,2,Josh Teater,1,9.5
2,3,3,Jamie Lovemark,1,9.2
3,T4,T4,Joe Affrunti,1,8.3
4,T4,T4,Garrett Osborn,1,8.3
5,T4,T4,Chris Riley,1,8.3
6,T4,T4,Richard Sterne,1,8.3
7,8,8,Peter Uihlein,1,8.1
8,T9,T9,Michael Smith,1,8.0
9,T9,T9,Kevin Tway,1,8.0
10,11,11,Rod Pampling,2,7.9
11,T12,T12,Trevor Immelman,2,7.6
12,T12,T12,Cameron Smith,6,7.6
13,T14,T14,Rafa Cabrera Bello,1,7.5
14,T14,T14,Tom Gillis,6,7.5
15,T14,T14,Wes Roach,1,7.5
16,T17,T17,David Toms,10,7.4
17,T17,T17,Cory Whitsett,2,7.4
18,T19,T19,Chad Collins,11,7.3
19,T19,T19,Webb Simpson,13,7.3
20,T19,T19,Steve Stricker,6,7.3
21,T22,T22,Zac Blair,14,7.2
22,T22,T22,Hiroshi Iwata,1,7.2
23,T22,T22,Carlos Sainz Jr,2,7.2
24,T22,T22,Chris Stroud,8,7.2
25,T22,T22,Cameron Tringale,15,7.2
26,T27,T27,Jonathan Byrd,8,7.1
27,T27,T27,Roberto Castro,6,7.1
28,T27,T27,Rickie Fowler,11,7.1
29,T27,T27,Padraig Harrington,7,7.1
30,T27,T27,Phil Mickelson,13,7.1
31,T27,T27,Brandt Snedeker,17,7.1
32,T27,T27,Vaughn Taylor,9,7.1
33,T27,T27,Camilo Villegas,14,7.1
34,T35,T35,Ross Fisher,1,7.0
35,T35,T35,Zach Johnson,15,7.0
36,T35,T35,Scott McCarron,1,7.0
37,T35,T35,Kevin Na,17,7.0
38,T35,T35,Greg Owen,4,7.0
39,T35,T35,Tim Petrovic,1,7.0
40,T35,T35,Andrew Putnam,7,7.0
41,T35,T35,Jim Renner,4,7.0
42,T35,T35,Robby Shelton,1,7.0
43,T35,T35,Byron Smith,4,7.0
44,T45,T45,Mark Anderson,3,6.9
45,T45,T45,George Coetzee,2,6.9
46,T45,T45,Jon Curran,10,6.9
47,T45,T45,Jason Day,12,6.9
48,T45,T45,Jamie Donaldson,5,6.9
49,T45,T45,Matt Every,8,6.9
50,T45,T45,Steve Flesch,1,6.9
51,T45,T45,Ryan Moore,12,6.9
52,T45,T45,Justin Rose,10,6.9
53,T45,T45,Adam Scott,6,6.9
54,T45,T45,Brendon Todd,16,6.9
55,T56,T56,Daniel Berger,15,6.8
56,T56,T56,Alex Cejka,14,6.8
57,T56,T56,Erik Compton,12,6.8
58,T56,T56,Andrew Dodt,1,6.8
59,T56,T56,Dudley Hart,1,6.8
60,T56,T56,Smylie Kaufman,1,6.8
61,T56,T56,Chris Kirk,13,6.8
62,T56,T56,Matt Kuchar,17,6.8
63,T56,T56,Parker McLachlin,1,6.8
64,T56,T56,Cory Renfrew,1,6.8
65,T56,T56,D.J. Trahan,1,6.8
66,T56,T56,Tyrone Van Aswegen,5,6.8
67,T56,T56,Jimmy Walker,14,6.8
68,T56,T56,Willy Wilcox,4,6.8
69,T70,T70,Brice Garnett,7,6.7
70,T70,T70,Brandon Hagy,1,6.7
71,T70,T70,Matt Jones,14,6.7
72,T70,T70,Shane Lowry,5,6.7
73,T70,T70,Hideki Matsuyama,16,6.7
74,T70,T70,Bryce Molder,17,6.7
75,T70,T70,Cameron Percy,12,6.7
76,T70,T70,Tom Watson,1,6.7
77,T70,T70,Tim Wilkinson,6,6.7
78,T70,T70,Mark Wilson,14,6.7
79,T80,T80,Ryan Armour,4,6.6
80,T80,T80,Tim Clark,6,6.6
81,T80,T80,Tony Finau,17,6.6
82,T80,T80,Emiliano Grillo,2,6.6
83,T80,T80,Adam Hadwin,16,6.6
84,T80,T80,Mark Hubbard,11,6.6
85,T80,T80,Billy Hurley III,10,6.6
86,T80,T80,Mikko Ilonen,3,6.6
87,T80,T80,Whee Kim,7,6.6
88,T80,T80,Scott Langley,14,6.6
89,T80,T80,Hunter Mahan,16,6.6
90,T80,T80,Sean O'Hair,14,6.6
91,T80,T80,Sung Joon Park,11,6.6
92,T80,T80,Rory Sabbatini,10,6.6
93,T80,T80,Jordan Spieth,16,6.6
94,T80,T80,Kevin Stadler,1,6.6
95,T80,T80,Justin Thomas,20,6.6
96,T80,T80,Boo Weekley,12,6.6
97,T80,T80,Danny Willett,4,6.6
98,T99,T99,Steven Alker,7,6.5
99,T99,T99,Robert Allenby,6,6.5
100,T99,T99,Cameron Beckman,2,6.5
101,T99,T99,Chad Campbell,17,6.5
102,T99,T99,Chesson Hadley,17,6.5
103,T99,T99,Danny Lee,21,6.5
104,T99,T99,Justin Leonard,8,6.5
105,T99,T99,George McNeill,16,6.5
106,T99,T99,Louis Oosthuizen,7,6.5
107,T99,T99,Patrick Reed,14,6.5
108,T99,T99,Kyle Reifers,13,6.5
109,T99,T99,Kyle Stanley,5,6.5
110,T99,T99,Brendan Steele,16,6.5
111,T99,T99,Zack Sucher,3,6.5
112,T99,T99,Adam Svensson,1,6.5
113,T99,T99,Nick Taylor,15,6.5
114,T99,T99,Marc Warren,4,6.5
115,T99,T99,Bernd Wiesberger,3,6.5
116,T117,T117,Aaron Baddeley,10,6.4
117,T117,T117,Scott Brown,15,6.4
118,T117,T117,K.J. Choi,12,6.4
