,Last_5_Events_-_Putting_RANK THIS WEEK,Last_5_Events_-_Putting_RANK LAST WEEK,Last_5_Events_-_Putting_PLAYER NAME,Last_5_Events_-_Putting_EVENTS,Last_5_Events_-_Putting_RATING
0,1,1,Joe Affrunti,1,9.5
1,2,2,Andy Sullivan,1,9.4
2,3,3,Ollie Schniederjans,2,9.2
3,T4,T4,George Coetzee,2,9.1
4,T4,T4,Andrew Loupe,1,9.1
5,T4,T4,Steve Marino,1,9.1
6,T4,T4,Scott Verplank,1,9.1
7,8,8,Matt Bettencourt,1,9.0
8,T9,T9,Steven Alker,1,8.9
9,T9,T9,Charlie Beljan,1,8.9
10,T9,T9,Erik Compton,3,8.9
11,T9,T9,Whee Kim,2,8.9
12,T9,T9,Steve Lowery,1,8.9
13,T9,T9,Martin Piller,1,8.9
14,T9,T9,Michael Smith,1,8.9
15,T16,T16,Jason Allred,1,8.8
16,T16,T16,Kiradech Aphibarnrat,2,8.8
17,T16,T16,Blayne Barber,1,8.8
18,T16,T16,Ben Crane,1,8.8
19,T16,T16,Bryson DeChambeau,1,8.8
20,T16,T16,Trevor Immelman,1,8.8
21,T16,T16,Rod Pampling,2,8.8
22,T23,T23,Mark Anderson,2,8.7
23,T23,T23,Tyrrell Hatton,1,8.7
24,T23,T23,Tom Johnson,1,8.7
25,T23,T23,Cameron Smith,3,8.7
26,T23,T23,David Toms,1,8.7
27,T28,T28,D.H. Lee,1,8.6
28,T28,T28,Marc Leishman,1,8.6
29,T28,T28,Shane Lowry,1,8.6
30,T28,T28,Carl Pettersson,4,8.6
31,T28,T28,Andrew Putnam,1,8.6
32,T28,T28,Robby Shelton,1,8.6
33,T28,T28,Brian Stuard,1,8.6
34,T28,T28,Brendon Todd,3,8.6
35,T28,T28,Gunn Yang,1,8.6
36,T37,T37,Stuart Appleby,2,8.5
37,T37,T37,Nick Cullen,1,8.5
38,T37,T37,Colt Knost,2,8.5
39,T37,T37,Jim Renner,1,8.5
40,T37,T37,Marc Warren,2,8.5
41,T42,T42,Eric Axley,1,8.4
42,T42,T42,Michael Block,1,8.4
43,T42,T42,Austin Cook,4,8.4
44,T42,T42,Rickie Fowler,4,8.4
45,T42,T42,Branden Grace,3,8.4
46,T42,T42,David Hearn,3,8.4
47,T42,T42,J.B. Holmes,5,8.4
48,T42,T42,Freddie Jacobson,3,8.4
49,T42,T42,Søren Kjeldsen,1,8.4
50,T42,T42,Jordan Spieth,3,8.4
51,T42,T42,Steve Stricker,3,8.4
52,T42,T42,Andrew Svoboda,2,8.4
53,T42,T42,Peter Uihlein,1,8.4
54,T42,T42,Cory Whitsett,2,8.4
55,T56,T56,Steve Flesch,1,8.3
