,Scoring_Rating_RANK THIS WEEK,Scoring_Rating_RANK LAST WEEK,Scoring_Rating_PLAYER NAME,Scoring_Rating_EVENTS,Scoring_Rating_RATING
0,1,1,Joe Affrunti,1,9.0
1,1,1,Robby Shelton,1,9.0
2,1,1,Peter Uihlein,1,9.0
3,4,4,Jordan Spieth,16,8.9
4,5,5,Jason Day,14,8.8
5,5,5,Ross Fisher,1,8.8
6,5,5,Garrett Osborn,1,8.8
7,8,8,Mark Hensby,1,8.7
8,8,8,Duffy Waldorf,1,8.7
9,10,10,Justin Rose,10,8.6
10,10,10,Henrik Stenson,11,8.6
11,10,10,Bubba Watson,14,8.6
12,10,10,Willy Wilcox,9,8.6
13,14,14,Mark Anderson,3,8.5
14,14,14,Rory McIlroy,8,8.5
15,14,14,Martin Piller,1,8.5
16,14,14,Ollie Schniederjans,2,8.5
17,18,18,Paul Casey,14,8.4
18,18,18,George Coetzee,2,8.4
19,18,18,Austin Cook,5,8.4
20,18,18,Bryson DeChambeau,1,8.4
21,18,18,Dustin Johnson,14,8.4
22,18,18,Søren Kjeldsen,1,8.4
23,18,18,D.H. Lee,1,8.4
24,18,18,Hideki Matsuyama,16,8.4
25,18,18,C.T. Pan,1,8.4
26,18,18,John Rollins,2,8.4
27,18,18,Andy Sullivan,1,8.4
28,18,18,Adam Svensson,1,8.4
29,18,18,Vaughn Taylor,9,8.4
30,18,18,Justin Thomas,22,8.4
31,18,18,Cameron Wilson,1,8.4
32,33,33,Thomas Aiken,2,8.3
33,33,33,Ryan Armour,4,8.3
34,33,33,Daniel Berger,16,8.3
35,33,33,Jim Furyk,13,8.3
36,33,33,Emiliano Grillo,3,8.3
37,33,33,Zach Johnson,16,8.3
38,33,33,Brooks Koepka,15,8.3
39,33,33,David Lingmerth,15,8.3
40,33,33,Ryan Palmer,13,8.3
41,33,33,Jon Rahm,2,8.3
42,33,33,Cameron Smith,6,8.3
43,33,33,Kevin Stadler,1,8.3
44,33,33,Robert Streb,22,8.3
45,33,33,Brendon Todd,18,8.3
46,33,33,Johnson Wagner,8,8.3
47,33,33,Jimmy Walker,16,8.3
48,33,33,Cory Whitsett,2,8.3
49,50,50,Steven Bowditch,17,8.2
50,50,50,Keegan Bradley,16,8.2
51,50,50,Jonathan Byrd,9,8.2
52,50,50,Stewart Cink,13,8.2
53,50,50,John Daly,1,8.2
54,50,50,Tony Finau,20,8.2
55,50,50,Rickie Fowler,13,8.2
56,50,50,Sergio Garcia,9,8.2
57,50,50,Jason Gore,9,8.2
58,50,50,Cody Gribble,1,8.2
59,50,50,Tyrrell Hatton,1,8.2
60,50,50,Russell Henley,16,8.2
61,50,50,Jim Herman,14,8.2
62,50,50,Tom Hoge,12,8.2
63,50,50,Martin Kaymer,6,8.2
64,50,50,Jerry Kelly,13,8.2
65,50,50,Colt Knost,15,8.2
66,50,50,Russell Knox,19,8.2
67,50,50,John Merrick,8,8.2
68,50,50,Kevin Na,17,8.2
69,50,50,Greg Owen,7,8.2
70,50,50,Kenny Perry,3,8.2
71,50,50,D.A. Points,7,8.2
72,50,50,Kyle Reifers,14,8.2
73,50,50,Carlos Sainz Jr,3,8.2
74,50,50,Chris Smith,3,8.2
75,50,50,J.J. Spaun,1,8.2
76,50,50,Brendan Steele,18,8.2
77,50,50,Chris Stroud,11,8.2
78,50,50,Lee Westwood,7,8.2
79,80,80,Blake Adams,2,8.1
80,80,80,Stuart Appleby,3,8.1
81,80,80,Jonas Blixt,8,8.1
82,80,80,Jason Bohn,19,8.1
83,80,80,Scott Brown,16,8.1
84,80,80,Chad Campbell,18,8.1
85,80,80,Kevin Chappell,15,8.1
86,80,80,Chad Collins,13,8.1
87,80,80,Jon Curran,10,8.1
88,80,80,Kelvin Day,1,8.1
89,80,80,Graham DeLaet,12,8.1
90,80,80,Luke Donald,12,8.1
91,80,80,Harris English,21,8.1
92,80,80,Adam Hadwin,16,8.1
93,80,80,Brian Harman,16,8.1
94,80,80,David Hearn,17,8.1
95,80,80,Justin Hicks,2,8.1
96,80,80,J.B. Holmes,15,8.1
97,80,80,Tom Johnson,1,8.1
98,80,80,Whee Kim,10,8.1
99,80,80,Kevin Kisner,20,8.1
100,80,80,Jason Kokrak,15,8.1
101,80,80,Matt Kuchar,20,8.1
102,80,80,Martin Laird,14,8.1
103,80,80,Danny Lee,22,8.1
104,80,80,Shane Lowry,5,8.1
105,80,80,Will MacKenzie,5,8.1
106,80,80,Ben Martin,17,8.1
107,80,80,William McGirt,20,8.1
108,80,80,George McNeill,19,8.1
109,80,80,Francesco Molinari,10,8.1
110,80,80,Ryan Moore,13,8.1
111,80,80,Louis Oosthuizen,9,8.1
112,80,80,Cameron Percy,12,8.1
113,80,80,Pat Perez,20,8.1
114,80,80,Tim Petrovic,1,8.1
115,80,80,Carl Pettersson,21,8.1
116,80,80,Scott Piercy,16,8.1
117,80,80,Ian Poulter,11,8.1
118,80,80,Chez Reavie,8,8.1
119,80,80,Patrick Reed,19,8.1
120,80,80,Rory Sabbatini,13,8.1
121,80,80,John Senden,9,8.1
122,80,80,Marcel Siem,4,8.1
123,80,80,Webb Simpson,15,8.1
124,80,80,Michael Smith,1,8.1
125,80,80,Brandt Snedeker,19,8.1
126,80,80,Shawn Stefani,20,8.1
127,80,80,Daniel Summerhays,19,8.1
128,80,80,Hudson Swafford,17,8.1
129,80,80,Camilo Villegas,14,8.1
130,80,80,Marc Warren,4,8.1
131,80,80,Boo Weekley,13,8.1
132,80,80,Mark Wilson,15,8.1
133,80,80,Y.E. Yang,2,8.1
134,135,135,Blayne Barber,10,8.0
135,135,135,Zac Blair,16,8.0
136,135,135,Erik Compton,14,8.0
137,135,135,Brendon de Jonge,20,8.0
138,135,135,Jamie Donaldson,6,8.0
139,135,135,Ken Duke,14,8.0
140,135,135,Derek Ernst,10,8.0
