,Last_15_Events_-_Scoring_RANK THIS WEEK,Last_15_Events_-_Scoring_RANK LAST WEEK,Last_15_Events_-_Scoring_PLAYER NAME,Last_15_Events_-_Scoring_EVENTS,Last_15_Events_-_Scoring_RATING
0,1,1,Joe Affrunti,1,9.0
1,1,1,Jason Day,9,9.0
2,1,1,Robby Shelton,1,9.0
3,1,1,Peter Uihlein,1,9.0
4,5,5,Ross Fisher,1,8.8
5,5,5,Steve Marino,1,8.8
6,5,5,Garrett Osborn,1,8.8
7,5,5,Justin Rose,9,8.8
8,5,5,Jordan Spieth,9,8.8
9,10,10,Mark Hensby,1,8.7
10,10,10,Duffy Waldorf,1,8.7
11,12,12,Rory McIlroy,10,8.6
12,12,12,Henrik Stenson,11,8.6
13,12,12,Bubba Watson,11,8.6
14,12,12,Willy Wilcox,9,8.6
15,16,16,Mark Anderson,3,8.5
16,16,16,Jon Curran,4,8.5
17,16,16,Rickie Fowler,8,8.5
18,16,16,Martin Piller,1,8.5
19,16,16,Ollie Schniederjans,2,8.5
20,16,16,Steve Wheatcroft,5,8.5
21,22,22,Daniel Berger,6,8.4
22,22,22,Jonas Blixt,5,8.4
23,22,22,Paul Casey,9,8.4
24,22,22,George Coetzee,2,8.4
25,22,22,Austin Cook,5,8.4
26,22,22,Bryson DeChambeau,1,8.4
27,22,22,Derek Ernst,6,8.4
28,22,22,Tony Finau,11,8.4
29,22,22,Brice Garnett,4,8.4
30,22,22,Zach Johnson,10,8.4
31,22,22,Søren Kjeldsen,1,8.4
32,22,22,D.H. Lee,1,8.4
33,22,22,Danny Lee,12,8.4
34,22,22,Jordan Niebrugge,1,8.4
35,22,22,C.T. Pan,1,8.4
36,22,22,John Rollins,2,8.4
37,22,22,Robert Streb,12,8.4
38,22,22,Andy Sullivan,1,8.4
39,22,22,Adam Svensson,1,8.4
40,22,22,Vaughn Taylor,9,8.4
41,22,22,Justin Thomas,13,8.4
42,22,22,Cameron Wilson,1,8.4
43,44,44,Thomas Aiken,2,8.3
44,44,44,Ryan Armour,4,8.3
45,44,44,Steven Bowditch,11,8.3
