,Official_World_Golf_Ranking_RANK THIS WEEK,Official_World_Golf_Ranking_RANK LAST WEEK,Official_World_Golf_Ranking_PLAYER NAME,Official_World_Golf_Ranking_EVENTS,Official_World_Golf_Ranking_AVG POINTS,Official_World_Golf_Ranking_TOTAL POINTS,Official_World_Golf_Ranking_POINTS LOST,Official_World_Golf_Ranking_POINTS GAINED,Official_World_Golf_Ranking_COUNTRY
23,24,24.0,Phil Mickelson,43,3.42,146.92,-162.06,108.89,USA
24,25,25.0,Danny Willett,52,3.4,176.61,-70.91,121.71,ENG
25,26,26.0,Billy Horschel,52,3.3,171.54,-141.14,80.4,USA
26,27,28.0,Bernd Wiesberger,52,3.16,164.51,-86.02,151.76,AUT
27,28,27.0,Chris Kirk,51,3.15,160.72,-125.85,88.97,USA
28,29,29.0,Bill Haas,52,3.06,159.3,-120.57,133.15,USA
29,30,30.0,Brandt Snedeker,52,3.05,158.77,-102.68,141.99,USA
30,31,33.0,Robert Streb,50,3.02,151.2,-49.54,118.14,USA
31,32,31.0,Thongchai Jaidee,52,2.96,153.95,-100.97,107.87,THA
32,33,32.0,Kevin Na,52,2.95,153.49,-87.37,105.16,USA
33,34,34.0,Kevin Kisner,52,2.9,151.0,-35.76,146.68,USA
34,35,35.0,Charley Hoffman,52,2.88,149.76,-74.02,126.91,USA
35,36,37.0,Marc Leishman,49,2.82,138.33,-86.09,89.17,AUS
36,37,36.0,Danny Lee,52,2.82,146.45,-30.16,137.85,NZL
37,38,38.0,Ryan Palmer,49,2.71,132.77,-93.21,91.82,USA
38,39,39.0,Anirban Lahiri,51,2.6,132.64,-69.58,108.78,IND
39,40,41.0,Gary Woodland,49,2.58,126.31,-102.85,96.12,USA
40,41,40.0,David Lingmerth,52,2.55,132.68,-42.78,122.1,SWE
41,42,44.0,Lee Westwood,52,2.55,132.37,-112.76,74.32,ENG
42,43,43.0,Scott Piercy,43,2.53,108.61,-40.86,108.88,USA
43,44,45.0,Daniel Berger,52,2.51,130.5,-29.11,135.56,USA
44,45,59.0,Søren Kjeldsen,52,2.48,129.11,-27.16,127.71,DEN
45,46,42.0,Ian Poulter,49,2.47,120.93,-115.19,84.21,ENG
46,47,46.0,Hunter Mahan,52,2.45,127.21,-121.76,61.3,USA
47,48,47.0,Charl Schwartzel,52,2.42,125.69,-123.34,92.25,RSA
48,49,55.0,Kiradech Aphibarnrat,52,2.4,124.79,-56.13,111.06,THA
49,50,48.0,Jamie Donaldson,52,2.37,123.28,-123.58,70.12,WAL
50,51,49.0,Byeong Hun An,52,2.34,121.75,-38.37,110.44,KOR
51,52,50.0,Russell Henley,52,2.33,121.06,-82.01,85.92,USA
52,53,51.0,Webb Simpson,49,2.32,113.6,-113.35,85.81,USA
53,54,52.0,Ryan Moore,49,2.3,112.85,-107.29,66.0,USA
54,55,54.0,Brendon Todd,52,2.3,119.49,-86.16,81.46,USA
55,56,53.0,Keegan Bradley,52,2.3,119.44,-120.61,75.54,USA
56,57,56.0,Marc Warren,52,2.28,118.38,-72.97,87.39,SCO
57,58,57.0,Francesco Molinari,52,2.25,116.92,-90.64,85.81,ITA
58,59,111.0,Matthew Fitzpatrick,46,2.2,101.26,-11.79,96.61,ENG
59,60,58.0,Steven Bowditch,52,2.18,113.54,-54.12,95.05,AUS
60,61,60.0,Victor Dubuisson,49,2.16,105.6,-121.3,41.85,FRA
61,62,62.0,Tommy Fleetwood,52,2.15,111.77,-79.85,65.44,ENG
62,63,66.0,Luke Donald,52,2.15,111.75,-103.32,68.44,ENG
63,64,61.0,Ben Martin,52,2.12,110.16,-72.45,75.43,USA
64,65,63.0,Matt Jones,52,2.07,107.8,-77.62,91.28,AUS
65,66,65.0,Andy Sullivan,52,2.05,106.65,-51.54,99.54,ENG
66,67,64.0,John Senden,52,2.05,106.58,-83.96,60.96,AUS
67,68,67.0,Joost Luiten,52,2.04,105.87,-105.76,47.11,NED
68,69,68.0,George Coetzee,52,2.01,104.54,-65.87,78.38,RSA
69,70,69.0,Cameron Tringale,52,2.0,104.0,-60.66,75.46,USA
70,71,70.0,Miguel Angel Jiménez,50,1.98,98.92,-93.12,62.99,ESP
71,72,71.0,Emiliano Grillo,52,1.97,102.41,-48.07,84.27,ARG
72,73,72.0,Graeme McDowell,51,1.94,98.81,-133.22,32.49,NIR
73,74,73.0,Thorbjørn Olesen,52,1.94,100.62,-57.01,61.69,DEN
74,75,74.0,Justin Thomas,52,1.92,100.01,-37.51,85.93,USA
75,76,77.0,Chris Wood,47,1.89,88.78,-42.87,74.34,ENG
76,77,75.0,Russell Knox,52,1.81,94.05,-58.64,74.71,SCO
77,78,76.0,Alexander Levy,52,1.81,93.9,-70.18,38.52,FRA
78,79,79.0,Brendan Steele,51,1.8,92.01,-50.2,83.4,USA
79,80,78.0,Harris English,52,1.78,92.59,-86.7,87.07,USA
80,81,81.0,Richie Ramsay,43,1.78,76.49,-42.59,51.77,SCO
81,82,80.0,James Morrison,52,1.77,91.88,-20.51,89.36,ENG
82,83,83.0,Brian Harman,52,1.73,89.75,-61.68,68.59,USA
83,84,82.0,Matt Every,52,1.72,89.43,-79.6,72.56,USA
84,85,84.0,Hiroshi Iwata,52,1.72,89.31,-45.98,40.22,JPN
85,86,86.0,Tony Finau,52,1.71,89.1,-26.51,68.7,USA
86,87,85.0,Alex Noren,40,1.71,68.45,-22.27,82.44,SWE
87,88,87.0,Eddie Pepperell,49,1.69,82.64,-36.23,63.3,ENG
88,89,90.0,K.T. Kim,49,1.68,82.46,-25.29,74.52,KOR
89,90,89.0,Jason Bohn,51,1.68,85.56,-46.47,67.58,USA
90,91,91.0,Troy Merritt,49,1.68,82.19,-22.62,75.3,USA
91,92,88.0,Sangmoon Bae,52,1.65,85.96,-58.48,54.35,KOR
92,93,94.0,David Howell,52,1.64,85.21,-50.56,70.35,ENG
93,94,101.0,Tyrrell Hatton,52,1.62,84.1,-39.24,61.72,ENG
94,95,93.0,Cameron Smith,40,1.61,64.58,-20.9,48.68,AUS
95,96,95.0,Daniel Summerhays,52,1.61,83.8,-51.51,71.55,USA
96,97,92.0,Stephen Gallacher,52,1.59,82.91,-103.9,33.25,SCO
97,98,96.0,Thomas Pieters,50,1.59,79.32,-21.89,70.57,BEL
98,99,99.0,George McNeill,50,1.59,79.32,-47.78,59.28,USA
99,100,100.0,Patton Kizzire,40,1.57,62.71,-3.36,66.07,USA
100,101,98.0,Rafa Cabrera Bello,52,1.56,81.12,-56.07,56.21,ESP
101,102,136.0,Fabrizio Zanotti,49,1.55,76.19,-41.7,41.35,PAR
102,103,97.0,Pablo Larrazabal,51,1.55,79.24,-70.91,48.21,ESP
103,104,103.0,Prayad Marksaeng,52,1.54,80.08,-41.23,59.31,THA
104,105,102.0,James Hahn,52,1.54,80.08,-32.18,85.47,USA
105,106,104.0,Shawn Stefani,45,1.52,68.53,-43.77,44.25,USA
106,107,105.0,Jason Dufner,44,1.52,66.73,-108.75,40.08,USA
107,108,106.0,Morgan Hoffmann,52,1.49,77.41,-46.87,57.1,USA
108,109,107.0,Ross Fisher,52,1.47,76.41,-67.5,38.52,ENG
109,110,108.0,Tim Clark,40,1.46,58.5,-60.33,5.6,RSA
110,111,109.0,David Hearn,52,1.46,75.76,-48.64,57.13,CAN
111,112,110.0,Graham DeLaet,46,1.43,65.99,-97.09,43.31,CAN
112,113,113.0,Koumei Oda,52,1.41,73.21,-73.94,27.88,JPN
113,114,112.0,Kevin Streelman,52,1.41,73.13,-88.38,34.25,USA
114,115,114.0,Sean O'Hair,52,1.41,73.06,-22.22,75.89,USA
115,116,119.0,Geoff Ogilvy,45,1.39,62.77,-47.63,31.61,AUS
116,117,115.0,Nick Watney,52,1.39,72.51,-63.25,68.54,USA
117,118,117.0,Padraig Harrington,52,1.39,72.32,-35.56,71.93,IRL
118,119,126.0,Yuta Ikeda,52,1.37,71.36,-42.9,39.26,JPN
119,120,116.0,Marcel Siem,50,1.37,68.57,-60.41,13.14,GER
120,121,125.0,Rikard Karlberg,45,1.37,61.57,-22.3,51.4,SWE
121,122,123.0,Pat Perez,51,1.36,69.61,-40.64,66.45,USA
122,123,121.0,Ricardo Gouveia,40,1.36,54.2,-9.17,46.97,POR
123,124,122.0,Patrick Rodgers,40,1.35,54.03,-10.27,57.46,USA
124,125,130.0,Jaco Van Zyl,40,1.35,53.99,-23.13,57.54,RSA
125,126,118.0,Gary Stal,49,1.34,65.75,-29.88,76.4,FRA
126,127,124.0,Chris Stroud,52,1.33,69.35,-56.85,50.44,USA
127,128,129.0,Jerry Kelly,46,1.33,61.21,-45.09,42.1,USA
128,129,120.0,Mikko Ilonen,50,1.33,66.45,-79.49,16.12,FIN
129,130,127.0,Brendon de Jonge,52,1.32,68.41,-67.22,42.61,ZIM
130,131,128.0,Kevin Chappell,52,1.31,68.31,-51.41,44.45,USA
131,132,131.0,David Horsey,52,1.28,66.81,-34.3,49.04,ENG
132,133,132.0,Boo Weekley,51,1.27,64.77,-57.46,51.25,USA
133,134,142.0,Kristoffer Broberg,52,1.27,65.82,-30.82,43.98,SWE
134,135,134.0,Ryan Fox,40,1.26,50.33,-16.89,39.04,NZL
135,136,133.0,Shingo Katayama,40,1.25,50.15,-50.26,20.91,JPN
136,137,139.0,Rory Sabbatini,50,1.25,62.68,-43.66,56.93,RSA
137,138,140.0,Toshinori Muto,45,1.25,56.16,-21.13,37.02,JPN
138,139,138.0,Davis Love III,40,1.25,49.8,-10.11,43.32,USA
139,140,135.0,Greg Owen,40,1.24,49.76,-18.69,40.92,ENG
140,141,137.0,Willy Wilcox,41,1.24,50.75,-19.83,43.72,USA
141,142,141.0,Carl Pettersson,52,1.22,63.18,-33.99,45.14,SWE
142,143,148.0,Jason Gore,50,1.19,59.65,-24.44,42.95,USA
143,144,143.0,Hyung-Sung Kim,52,1.19,61.87,-56.34,37.81,KOR
144,145,144.0,Charles Howell III,52,1.19,61.79,-54.9,50.13,USA
145,146,152.0,Lee Slattery,52,1.18,61.52,-17.26,57.35,ENG
146,147,168.0,Tomohiro Kondo,47,1.18,55.54,-40.62,19.33,JPN
147,148,145.0,Thomas Aiken,52,1.18,61.32,-45.06,48.45,RSA
148,149,175.0,Marcus Fraser,40,1.18,47.13,-28.12,35.35,AUS
149,150,146.0,Jonas Blixt,52,1.17,60.66,-83.61,26.07,SWE
150,151,147.0,Ernie Els,52,1.16,60.51,-84.85,32.24,RSA
151,152,149.0,Fabián Gómez,52,1.16,60.38,-23.96,44.94,ARG
152,153,151.0,Ryo Ishikawa,52,1.14,59.53,-57.3,43.79,JPN
153,154,156.0,Seung-Yul Noh,51,1.14,58.25,-51.74,32.87,KOR
154,155,153.0,Dean Burmester,49,1.13,55.6,-12.12,58.45,RSA
155,156,150.0,Benjamin Hebert,47,1.13,53.26,-26.46,25.58,FRA
156,157,157.0,Martin Piller,40,1.13,45.22,-8.49,37.86,USA
157,158,155.0,Brad Kennedy,47,1.13,53.06,-30.17,40.65,AUS
158,159,167.0,Romain Wattel,52,1.11,57.84,-50.25,29.43,FRA
159,160,229.0,Kyoung-Hoon Lee,52,1.11,57.73,-30.05,44.87,KOR
160,161,164.0,Ángel Cabrera,45,1.11,49.73,-63.58,19.79,ARG
161,162,159.0,Camilo Villegas,52,1.11,57.46,-40.24,35.82,COL
162,163,154.0,Thomas Bjørn,52,1.1,57.41,-110.65,19.08,DEN
163,164,158.0,Alejandro Cañizares,46,1.1,50.73,-43.6,47.52,ESP
164,165,169.0,Robert Karlsson,50,1.1,55.03,-42.44,23.49,SWE
165,166,161.0,Zac Blair,52,1.1,56.95,-20.99,45.36,USA
166,167,160.0,Scott Hend,52,1.09,56.83,-48.4,34.22,AUS
167,168,162.0,Richard Green,46,1.09,50.16,-26.75,38.71,AUS
168,169,163.0,Chesson Hadley,52,1.09,56.48,-57.58,45.33,USA
169,170,165.0,William McGirt,52,1.08,56.3,-40.84,38.15,USA
170,171,185.0,Ashun Wu,45,1.08,48.55,-33.83,37.61,CHN
171,172,170.0,Prom Meesawat,49,1.08,52.79,-33.92,29.61,THA
172,173,166.0,Erik Compton,52,1.07,55.85,-49.88,26.25,USA
173,174,171.0,Chez Reavie,40,1.04,41.72,-6.43,42.98,USA
174,175,181.0,Yusaku Miyazato,52,1.04,54.02,-33.53,35.39,JPN
175,176,173.0,Jason Kokrak,46,1.04,47.72,-45.55,40.15,USA
176,177,172.0,Pelle Edberg,47,1.02,47.81,-8.1,42.49,SWE
177,178,176.0,Freddie Jacobson,40,1.02,40.68,-47.49,19.35,SWE
178,179,178.0,Stewart Cink,49,1.02,49.82,-32.83,36.94,USA
179,180,174.0,Steve Stricker,40,1.0,40.19,-86.29,16.83,USA
180,181,186.0,WC Liang,47,1.0,47.21,-36.77,32.48,CHN
181,182,179.0,Scott Brown,52,0.99,51.42,-36.81,37.41,USA
182,183,180.0,Raphael Jacquelin,52,0.98,51.09,-30.14,43.65,FRA
183,184,177.0,David Lipsky,51,0.98,49.9,-29.53,21.55,USA
184,185,182.0,Adam Hadwin,52,0.98,50.81,-29.97,31.23,CAN
185,186,183.0,Bradley Dredge,40,0.97,38.85,-16.56,24.46,WAL
186,187,184.0,Andrew Dodt,40,0.96,38.48,-20.23,32.02,AUS
187,188,187.0,Scott Pinckney,51,0.94,48.08,-12.15,46.92,USA
188,189,194.0,Jim Herman,51,0.94,47.89,-20.25,44.52,USA
189,190,192.0,Grégory Bourdy,52,0.94,48.76,-43.16,43.88,FRA
190,191,188.0,Dawie van der Walt,52,0.94,48.74,-30.26,46.36,RSA
191,192,193.0,Hur In-hoi,41,0.94,38.4,-27.82,11.2,KOR
192,193,229.0,Taichi Teshima,46,0.93,43.0,-17.42,30.91,JPN
193,194,190.0,Sebastien Gros,40,0.93,37.39,-1.91,37.56,FRA
194,195,197.0,Johnson Wagner,50,0.93,46.56,-19.38,44.37,USA
195,196,195.0,Andrew Johnston,42,0.93,39.0,-29.49,11.66,ENG
196,197,237.0,Michael Lorenzo-Vera,41,0.93,38.03,-14.21,26.96,FRA
197,198,189.0,Maximilian Kieffer,52,0.93,48.17,-24.65,45.1,GER
198,199,218.0,Julien Quesne,49,0.92,45.06,-35.07,40.96,FRA
199,200,191.0,Alex Cejka,52,0.92,47.76,-28.19,44.42,GER
200,201,219.0,Anthony Wall,52,0.92,47.7,-15.26,46.66,ENG
201,202,196.0,Martin Laird,47,0.91,42.68,-41.42,35.47,SCO
202,203,198.0,Carlos Ortiz,50,0.9,44.91,-31.07,27.81,MEX
203,204,199.0,Retief Goosen,52,0.9,46.56,-25.42,32.16,RSA
204,205,202.0,HaoTong Li,51,0.89,45.62,-20.61,29.56,CHN
205,206,204.0,Hiroyuki Fujita,51,0.89,45.55,-38.1,11.46,JPN
206,207,201.0,J.J. Henry,52,0.89,46.12,-20.27,43.45,USA
207,208,207.0,Bryce Molder,50,0.88,43.83,-29.71,33.06,USA
208,209,200.0,Scott Stallings,48,0.88,42.0,-55.52,29.11,USA
209,210,214.0,Danny Chia,43,0.87,37.56,-8.96,31.34,MAS
210,211,205.0,Kyle Reifers,52,0.87,45.15,-16.89,42.03,USA
211,212,211.0,Jeunghun Wang,45,0.86,38.71,-15.73,27.3,KOR
212,213,208.0,K.J. Choi,46,0.86,39.45,-51.36,19.64,KOR
213,214,220.0,Graeme Storm,52,0.85,44.45,-20.16,32.17,ENG
214,215,203.0,Kevin Stadler,40,0.85,34.14,-69.7,,USA
215,216,215.0,Yoshinori Fujimoto,48,0.85,40.95,-38.93,19.34,JPN
216,217,209.0,Colt Knost,52,0.85,44.24,-17.68,36.21,USA
217,218,210.0,Rod Pampling,50,0.85,42.41,-19.96,25.15,AUS
218,219,216.0,Wade Ormsby,52,0.85,43.95,-31.22,22.58,AUS
219,220,212.0,Katsumasa Miyamoto,48,0.84,40.21,-25.72,13.02,JPN
220,221,213.0,Satoshi Kodaira,44,0.84,36.8,-28.21,15.87,JPN
221,222,206.0,Hideto Tanihara,48,0.83,40.02,-50.12,11.14,JPN
222,223,223.0,SSP Chawrasia,44,0.83,36.59,-25.8,20.74,IND
223,224,245.0,Keith Horne,46,0.83,38.2,-17.15,31.27,RSA
224,225,217.0,Park Sang-eon,44,0.82,36.26,-21.96,18.51,KOR
225,226,231.0,Jamie Lovemark,50,0.82,41.08,-14.22,38.73,USA
226,227,221.0,Daisuke Kataoka,51,0.82,41.83,-18.52,33.18,JPN
227,228,224.0,Will MacKenzie,42,0.81,34.21,-48.86,8.72,USA
228,229,232.0,David Toms,41,0.81,33.37,-28.4,22.16,USA
229,230,222.0,Roope Kakko,45,0.8,36.17,-16.91,32.62,FIN
230,231,227.0,Jaco Ahlers,45,0.8,36.12,-22.13,21.82,RSA
231,232,225.0,Seunghyuk Kim,46,0.8,36.84,-31.04,2.56,KOR
232,233,228.0,Nicolas Colsaerts,52,0.8,41.56,-42.9,20.13,BEL
233,234,234.0,Danie van Tonder,48,0.8,38.16,-29.78,20.14,RSA
234,235,226.0,Hennie Otto,48,0.79,38.12,-49.81,11.68,RSA
235,236,233.0,Sam Saunders,52,0.79,41.22,-12.87,36.14,USA
236,237,238.0,Chad Campbell,51,0.79,40.23,-18.58,35.81,USA
237,238,277.0,Gary Boyd,40,0.79,31.43,-2.97,30.89,ENG
238,239,239.0,Vijay Singh,50,0.78,39.05,-30.82,34.69,FIJ
239,240,235.0,Chapchai Nirat,40,0.77,30.93,-23.04,17.91,THA
240,241,236.0,Peter Uihlein,52,0.77,39.86,-51.49,29.56,USA
241,242,240.0,I J Jang,49,0.76,37.25,-23.96,28.66,KOR
242,243,241.0,Angelo Que,46,0.76,34.76,-21.78,20.74,PHI
243,244,244.0,Ignacio Elvira Mijares,52,0.75,39.23,-17.63,37.27,ESP
244,245,242.0,Jon Curran,52,0.75,39.08,-18.91,33.53,USA
245,246,246.0,Derek Fathauer,52,0.75,38.81,-25.01,15.97,USA
246,247,248.0,Morten Orum Madsen,52,0.74,38.66,-40.73,36.87,DEN
247,248,247.0,Jacques Blaauw,44,0.74,32.69,-24.5,27.04,RSA
248,249,243.0,Andrew McArthur,45,0.74,33.18,-15.66,23.27,SCO
249,250,249.0,Jean Hugo,49,0.73,35.93,-19.65,28.96,RSA
250,251,251.0,Florian Fritsch,40,0.72,28.83,-15.68,13.26,GER
251,252,251.0,Felipe Aguilar,50,0.72,35.77,-35.29,17.34,CHI
252,253,257.0,Michael Hoey,52,0.72,37.19,-30.46,23.68,NIR
253,254,274.0,Darren Fichardt,52,0.71,37.14,-40.09,23.71,RSA
254,255,253.0,Smylie Kaufman,40,0.71,28.39,-2.73,31.12,USA
255,256,254.0,Scott Langley,52,0.7,36.47,-29.86,20.9,USA
256,257,250.0,Trevor Fisher Jr,47,0.7,32.9,-23.08,27.33,RSA
257,258,255.0,Paul Lawrie,40,0.7,27.94,-18.41,23.47,SCO
258,259,258.0,Stuart Appleby,41,0.69,28.37,-40.61,3.08,AUS
259,260,261.0,Simon Dyson,40,0.69,27.65,-43.33,,ENG
260,261,259.0,Tom Hoge,52,0.69,35.92,-9.57,30.1,USA
261,262,256.0,John Huh,52,0.69,35.72,-42.22,24.22,USA
262,263,266.0,Henrik Norlander,45,0.69,30.84,-9.78,29.27,SWE
263,264,260.0,Michael Thompson,52,0.68,35.55,-32.85,29.17,USA
264,265,262.0,Steve Wheatcroft,50,0.68,34.16,-15.86,33.02,USA
265,266,263.0,Jang Dong-Kyu,52,0.68,35.48,-21.78,16.78,KOR
266,267,264.0,Paul Peterson,40,0.68,27.27,-12.16,17.22,USA
267,268,265.0,Andres Romero,51,0.68,34.72,-23.74,24.1,ARG
268,269,267.0,Greg Chalmers,52,0.68,35.28,-28.34,8.44,AUS
269,270,268.0,Magnus Carlsson,52,0.67,35.06,-21.55,27.54,SWE
270,271,296.0,Peter Hanson,40,0.67,26.89,-26.89,20.97,SWE
271,272,273.0,Dicky Pride,45,0.67,30.2,-9.61,26.94,USA
272,273,270.0,Bo Van Pelt,52,0.67,34.84,-32.57,21.53,USA
273,274,271.0,Grégory Havret,50,0.67,33.4,-25.27,24.6,FRA
274,275,271.0,Blayne Barber,46,0.67,30.61,-22.35,17.41,USA
275,276,275.0,Hudson Swafford,52,0.66,34.57,-20.76,25.31,USA
276,277,269.0,Jens Fahrbring,51,0.66,33.84,-13.76,27.4,SWE
277,278,278.0,Joakim Lagergren,45,0.66,29.75,-10.06,23.68,SWE
278,279,276.0,Billy Hurley III,52,0.66,34.24,-31.74,16.75,USA
279,280,360.0,Ryuichi Oda,42,0.66,27.52,-10.23,13.73,JPN
280,281,279.0,Thaworn Wiratchant,47,0.65,30.56,-30.46,7.44,THA
281,282,315.0,Rich Bland,52,0.65,33.8,-21.2,21.02,ENG
282,283,281.0,Mardan Mamat,45,0.65,29.2,-10.36,20.8,SIN
283,284,305.0,Tadahiro Takayama,46,0.65,29.8,-13.87,19.09,JPN
284,285,289.0,Si Woo Kim,45,0.65,29.14,-3.23,27.42,KOR
285,286,282.0,Adam Bland,46,0.64,29.58,-16.96,19.74,AUS
286,287,287.0,Andres Gonzales,51,0.64,32.61,-22.04,17.91,USA
287,288,284.0,Tom Gillis,40,0.64,25.53,-8.32,19.7,USA
288,289,,Max Orrin,42,0.64,26.8,-8.67,17.97,ENG
289,290,280.0,Ross McGowan,46,0.64,29.34,-9.01,24.54,ENG
290,291,292.0,Rhein Gibson,45,0.63,28.47,-12.25,24.57,AUS
291,292,283.0,Edoardo Molinari,52,0.63,32.87,-36.62,4.6,ITA
292,293,286.0,Thanyakorn Khrongpha,52,0.63,32.83,-14.3,16.84,THA
293,294,290.0,Steve Marino,41,0.63,25.72,-7.4,24.43,USA
294,295,288.0,John Peterson,52,0.63,32.57,-29.83,26.93,USA
295,296,285.0,Haydn Porteous,49,0.62,30.47,-13.84,22.45,RSA
296,297,293.0,Young-han Song,49,0.62,30.37,-14.88,22.49,KOR
297,298,323.0,Antonio Lascuna,40,0.62,24.71,-24.8,6.23,PHI
298,299,295.0,Ben Crane,46,0.62,28.38,-34.84,7.1,USA
299,300,301.0,Andrew Loupe,49,0.62,30.16,-14.02,22.74,USA
300,301,298.0,Kazuhiro Yamashita,48,0.61,29.51,-25.75,18.77,JPN
301,302,300.0,Mike Hendry,48,0.61,29.46,-18.13,22.23,NZL
302,303,297.0,Lucas Bjerregaard,52,0.61,31.79,-20.02,22.01,DEN
303,304,291.0,Rhys Davies,48,0.61,29.3,-10.53,27.4,WAL
304,305,294.0,Charlie Beljan,52,0.61,31.72,-22.29,28.74,USA
305,306,309.0,Y.E. Yang,52,0.61,31.59,-11.64,31.79,KOR
306,307,299.0,Eduardo De La Riva,52,0.61,31.58,-24.22,26.0,ESP
307,308,314.0,Robert Rock,50,0.61,30.31,-21.56,27.07,ENG
308,309,310.0,D.H. Lee,49,0.6,29.64,-10.88,30.49,KOR
309,310,303.0,Ricky Barnes,52,0.6,31.2,-18.33,23.34,USA
310,311,306.0,Josh Geary,40,0.6,23.81,-7.81,22.0,NZL
311,312,307.0,Shane Bertsch,47,0.59,27.83,-6.21,28.18,USA
312,313,313.0,Mikko Korhonen,43,0.59,25.28,-12.72,19.82,FIN
313,314,312.0,Adilson da Silva,51,0.59,29.88,-22.23,22.7,BRA
314,315,325.0,John Hahn,44,0.59,25.76,-8.39,22.3,USA
315,316,322.0,Peter Malnati,48,0.58,28.06,-15.27,29.94,USA
316,317,,Oliver Fisher,52,0.58,30.18,-27.78,17.01,ENG
317,318,304.0,Yoshitaka Takeya,42,0.58,24.37,-17.07,6.0,JPN
318,319,320.0,Whee Kim,52,0.58,30.12,-9.7,27.7,KOR
319,320,307.0,Thomas Linard,43,0.58,24.9,-7.2,19.98,FRA
320,321,311.0,Tiger Woods,40,0.58,23.13,-114.58,17.44,USA
321,322,456.0,Miguel Tabuena,40,0.58,23.12,-9.61,15.94,PHI
322,323,316.0,Rashid Khan,40,0.58,23.12,-18.54,6.29,IND
323,324,317.0,Luke Guthrie,52,0.58,30.02,-31.95,24.23,USA
324,325,319.0,Brian Davis,52,0.58,29.91,-33.82,26.09,ENG
325,326,321.0,Lucas Lee,40,0.57,22.97,-5.66,19.94,BRA
326,327,324.0,Sung Kang,52,0.57,29.6,-21.49,23.29,KOR
327,328,327.0,Robert Dinwiddie,40,0.57,22.73,-8.42,22.71,ENG
328,329,338.0,Edouard Espana,49,0.57,27.78,-13.19,17.46,FRA
329,330,326.0,Tyler Aldridge,40,0.57,22.67,-2.54,24.31,USA
330,330,318.0,Richard Sterne,48,0.57,27.2,-53.88,5.23,RSA
331,332,328.0,Brian Stuard,52,0.56,29.1,-39.19,20.13,USA
332,333,329.0,Bronson Burgoon,52,0.56,28.97,-8.64,24.94,USA
333,334,330.0,Nick Taylor,52,0.55,28.77,-17.31,11.94,CAN
334,335,332.0,Cho Min-jun,52,0.55,28.55,-10.26,19.46,KOR
335,336,331.0,Paul Waring,40,0.55,21.81,-29.08,15.13,ENG
336,337,335.0,Shugo Imahira,40,0.54,21.78,-1.11,21.66,JPN
337,338,333.0,Seve Benson,43,0.54,23.4,-25.4,16.17,ENG
338,339,336.0,Mark Wilson,52,0.54,28.18,-14.66,24.68,USA
339,340,334.0,Scott Jamieson,52,0.54,28.14,-27.37,15.1,SCO
340,341,343.0,Hyun-woo Ryu,50,0.54,27.03,-18.6,16.6,KOR
341,342,340.0,Ben Evans,47,0.54,25.29,-7.57,18.28,ENG
342,343,339.0,Wes Roach,50,0.54,26.81,-12.81,25.9,USA
343,344,341.0,Jamie McLeary,52,0.54,27.84,-11.82,26.08,SCO
344,345,342.0,David Bransdon,40,0.53,21.36,-6.98,19.14,AUS
