,Putting_Rating_RANK THIS WEEK,Putting_Rating_RANK LAST WEEK,Putting_Rating_PLAYER NAME,Putting_Rating_EVENTS,Putting_Rating_RATING
0,1,1,Joe Affrunti,1,9.5
1,2,2,Andy Sullivan,1,9.4
2,3,3,Ollie Schniederjans,2,9.2
3,4,4,George Coetzee,2,9.1
4,T5,T5,Steve Lowery,1,8.9
5,T5,T5,Martin Piller,1,8.9
6,T5,T5,Michael Smith,1,8.9
7,T8,T8,Jason Allred,1,8.8
8,T8,T8,Kiradech Aphibarnrat,2,8.8
9,T8,T8,Bryson DeChambeau,1,8.8
10,T11,T11,Tyrrell Hatton,1,8.7
11,T11,T11,Tom Johnson,1,8.7
12,T11,T11,Scott Verplank,2,8.7
13,T14,T14,D.H. Lee,1,8.6
14,T14,T14,Robby Shelton,1,8.6
15,T14,T14,Gunn Yang,1,8.6
16,T17,T17,Erik Compton,14,8.5
17,T17,T17,Austin Cook,5,8.5
18,T17,T17,Nick Cullen,1,8.5
19,T17,T17,Trevor Immelman,2,8.5
20,T17,T17,Rod Pampling,3,8.5
21,T17,T17,Cameron Smith,6,8.5
22,T23,T23,Mark Anderson,3,8.4
23,T23,T23,Søren Kjeldsen,1,8.4
24,T23,T23,Patrick Reed,19,8.4
25,T23,T23,Jordan Spieth,16,8.4
26,T23,T23,Peter Uihlein,1,8.4
27,T23,T23,Cory Whitsett,2,8.4
28,T29,T29,Steve Flesch,1,8.3
29,T29,T29,Danny Lee,22,8.3
30,T29,T29,Kenny Perry,3,8.3
31,T29,T29,Ian Poulter,11,8.3
32,T29,T29,Brendon Todd,18,8.3
33,T29,T29,Marc Warren,4,8.3
34,T35,T35,Thomas Aiken,2,8.2
35,T35,T35,Rickie Fowler,13,8.2
36,T35,T35,Morgan Hoffmann,14,8.2
37,T35,T35,J.B. Holmes,15,8.2
38,T35,T35,Hiroshi Iwata,1,8.2
39,T35,T35,Freddie Jacobson,8,8.2
40,T35,T35,Zach Johnson,16,8.2
41,T35,T35,Pablo Larrazabal,1,8.2
42,T35,T35,Ryan Moore,13,8.2
43,T35,T35,Jimmy Walker,16,8.2
44,T35,T35,Lee Westwood,7,8.2
45,T35,T35,Tiger Woods,5,8.2
46,T47,T47,Steven Alker,8,8.1
47,T47,T47,Steven Bowditch,17,8.1
48,T47,T47,Greg Chalmers,8,8.1
49,T47,T47,K.J. Choi,12,8.1
50,T47,T47,Chad Collins,13,8.1
51,T47,T47,Jason Day,14,8.1
52,T47,T47,Derek Fathauer,11,8.1
53,T47,T47,Harrison Frazar,2,8.1
54,T47,T47,Fabián Gómez,13,8.1
55,T47,T47,Smylie Kaufman,1,8.1
56,T47,T47,Jerry Kelly,13,8.1
