,Approaches_50-75_yards-Rgh_RTP_RANK THIS WEEK,Approaches_50-75_yards-Rgh_RTP_RANK LAST WEEK,Approaches_50-75_yards-Rgh_RTP_PLAYER NAME,Approaches_50-75_yards-Rgh_RTP_ROUNDS,Approaches_50-75_yards-Rgh_RTP_AVG RTP
0,T1,T1,Chez Reavie,72,-.500
1,T1,T1,Steve Stricker,51,-.500
2,3,3,Mark Wilson,56,-.333
3,T4,T4,Matt Jones,83,-.250
4,T4,T4,John Merrick,79,-.250
5,T4,T4,Bryce Molder,82,-.250
6,T4,T4,Shawn Stefani,63,-.250
7,8,8,Marc Leishman,77,-.231
8,T9,T9,Michael Bradley,56,-.222
9,T9,T9,Kevin Stadler,83,-.222
10,T11,T11,Scott Brown,65,-.200
11,T11,T11,Ryo Ishikawa,72,-.200
12,T11,T11,Chris Stroud,88,-.200
13,14,14,Webb Simpson,92,-.182
14,T15,T15,Tim Herron,45,-.167
15,T15,T15,Adam Scott,61,-.167
16,T15,T15,Brandt Snedeker,79,-.167
17,18,18,Nicholas Thompson,99,-.154
18,19,19,D.H. Lee,65,-.143
19,T20,T20,Ángel Cabrera,73,-.125
20,T20,T20,Seung-Yul Noh,71,-.125
21,22,22,Pat Perez,69,-.111
22,23,23,Mike Weir,60,-.100
23,24,24,Rickie Fowler,75,-.091
24,T25,T25,Luke Guthrie,82,-.083
25,T25,T25,"Ted Potter, Jr.",65,-.083
26,T27,T27,Bill Haas,85,-.067
27,T27,T27,Luke List,65,-.067
28,T29,T29,Nicolas Colsaerts,50,E
29,T29,T29,Graham DeLaet,94,E
30,T29,T29,Sergio Garcia,65,E
31,T29,T29,Fabián Gómez,65,E
32,T29,T29,Dustin Johnson,71,E
33,T29,T29,Jerry Kelly,75,E
34,T29,T29,Chris Kirk,89,E
35,T29,T29,Hunter Mahan,91,E
36,T29,T29,Graeme McDowell,53,E
37,T29,T29,Eric Meierdierks,48,E
38,T29,T29,Ryan Moore,72,E
39,T29,T29,Jin Park,52,E
40,T29,T29,Carl Pettersson,82,E
41,T29,T29,Scott Piercy,78,E
42,T29,T29,Ian Poulter,59,E
43,T29,T29,John Rollins,77,E
44,T29,T29,Charl Schwartzel,69,E
45,T29,T29,David Toms,49,E
46,T29,T29,Charlie Wi,75,E
47,T29,T29,Casey Wittenberg,72,E
48,T29,T29,Tiger Woods,61,E
49,50,50,Gary Woodland,94,+.050
50,51,51,Bubba Watson,76,+.071
51,52,52,Patrick Reed,83,+.080
52,53,53,Derek Ernst,58,+.091
53,54,54,Henrik Stenson,65,+.100
54,55,55,Brendan Steele,86,+.111
55,56,56,Brian Stuard,78,+.125
56,57,57,Jeff Overton,78,+.133
57,T58,T58,Tom Gillis,69,+.143
58,T58,T58,Russell Henley,80,+.143
59,T58,T58,Brandt Jobe,62,+.143
60,T58,T58,Scott Langley,79,+.143
61,62,62,Brian Davis,91,+.150
62,T63,T63,Scott Gardiner,61,+.167
63,T63,T63,Robert Garrigus,69,+.167
64,T63,T63,Charley Hoffman,84,+.167
65,T63,T63,Colt Knost,69,+.167
66,T63,T63,Matt Kuchar,93,+.167
67,T63,T63,George McNeill,68,+.167
68,69,69,John Senden,79,+.182
69,70,70,Daniel Summerhays,83,+.188
70,T71,T71,Sangmoon Bae,83,+.200
71,T71,T71,K.J. Choi,85,+.200
72,T71,T71,Stewart Cink,71,+.200
73,T71,T71,Ben Crane,62,+.200
74,T71,T71,Bob Estes,66,+.200
75,T71,T71,Peter Hanson,45,+.200
76,T71,T71,Phil Mickelson,78,+.200
77,T71,T71,Vaughn Taylor,50,+.200
78,79,79,Ryan Palmer,79,+.211
79,80,80,Billy Horschel,96,+.214
80,T81,T81,Ricky Barnes,74,+.222
81,T81,T81,Bud Cauley,67,+.222
82,T81,T81,Harris English,95,+.222
83,T81,T81,Morgan Hoffmann,64,+.222
84,T81,T81,Troy Matteson,68,+.222
85,T81,T81,Lee Westwood,70,+.222
86,87,87,Martin Laird,68,+.231
87,T88,T88,Stephen Ames,49,+.250
88,T88,T88,Roberto Castro,97,+.250
89,T88,T88,James Hahn,78,+.250
90,T88,T88,Freddie Jacobson,63,+.250
91,T88,T88,Martin Kaymer,61,+.250
92,T88,T88,David Lynn,70,+.250
93,T88,T88,Rory Sabbatini,86,+.250
94,T88,T88,Cameron Tringale,80,+.250
95,T88,T88,Jimmy Walker,84,+.250
96,97,97,Martin Flores,83,+.267
97,T98,T98,Chad Campbell,78,+.273
98,T98,T98,Kyle Stanley,71,+.273
99,T100,T100,Luke Donald,60,+.286
100,T100,T100,Lucas Glover,65,+.286
101,T102,T102,James Driscoll,76,+.300
102,T102,T102,J.J. Henry,83,+.300
103,T104,T104,Will Claxton,67,+.333
104,T104,T104,Jason Dufner,78,+.333
105,T104,T104,Ernie Els,63,+.333
106,T104,T104,Jim Herman,59,+.333
107,T104,T104,Justin Hicks,79,+.333
108,T104,T104,John Huh,88,+.333
109,T104,T104,Ben Kohles,75,+.333
110,T104,T104,Jason Kokrak,78,+.333
111,T104,T104,David Lingmerth,68,+.333
112,T104,T104,Geoff Ogilvy,57,+.333
113,114,114,Greg Owen,73,+.353
114,115,115,Charlie Beljan,62,+.357
115,116,116,Stuart Appleby,88,+.364
116,117,117,Jonas Blixt,76,+.368
117,118,118,Rod Pampling,46,+.375
118,119,119,Jason Day,86,+.385
119,T120,T120,Robert Allenby,58,+.400
120,T120,T120,Aaron Baddeley,68,+.400
121,T120,T120,Tommy Gainey,84,+.400
122,T120,T120,Jeff Maggert,63,+.400
123,T120,T120,Tag Ridings,69,+.400
124,125,125,Greg Chalmers,77,+.417
125,T126,T126,Jim Furyk,80,+.429
126,T126,T126,William McGirt,75,+.429
127,T126,T126,Rory McIlroy,56,+.429
128,T126,T126,Sean O'Hair,56,+.429
129,T126,T126,Justin Rose,62,+.429
130,T126,T126,Vijay Singh,61,+.429
131,T126,T126,Josh Teater,86,+.429
132,T126,T126,Aaron Watkins,46,+.429
133,T126,T126,Boo Weekley,100,+.429
134,135,135,D.J. Trahan,48,+.444
135,T136,T136,Steven Bowditch,67,+.455
136,T136,T136,Henrik Norlander,70,+.455
137,T136,T136,Jordan Spieth,82,+.455
138,139,139,Johnson Wagner,64,+.462
139,T140,T140,Kevin Chappell,80,+.500
140,T140,T140,Brian Gay,79,+.500
141,T140,T140,Padraig Harrington,52,+.500
142,T140,T140,Trevor Immelman,73,+.500
143,T140,T140,Richard Lee,81,+.500
144,T140,T140,Andres Romero,63,+.500
145,T140,T140,Scott Stallings,79,+.500
146,T140,T140,Bo Van Pelt,72,+.500
147,148,148,David Mathis,71,+.529
148,T149,T149,Justin Bolli,59,+.556
149,T149,T149,Tim Clark,64,+.556
150,T149,T149,Ken Duke,87,+.556
151,T149,T149,Bobby Gates,49,+.556
152,T149,T149,Cameron Percy,68,+.556
153,T149,T149,D.A. Points,87,+.556
154,T155,T155,Jason Bohn,70,+.571
155,T155,T155,Brendon de Jonge,110,+.571
156,T155,T155,Brian Harman,89,+.571
157,T155,T155,Justin Leonard,86,+.571
158,159,159,David Hearn,88,+.583
159,160,160,Dicky Pride,71,+.600
160,T161,T161,Charles Howell III,87,+.615
161,T161,T161,Nick Watney,88,+.615
162,163,163,Camilo Villegas,79,+.625
163,164,164,Keegan Bradley,88,+.636
164,T165,T165,Matt Every,89,+.667
165,T165,T165,Zach Johnson,84,+.667
166,T165,T165,Lee Williams,62,+.667
167,T168,T168,Doug LaBelle II,72,+.700
168,T168,T168,Alistair Presnell,59,+.700
169,T170,T170,Erik Compton,74,+.714
170,T170,T170,Robert Streb,75,+.714
171,172,172,Steve LeBrun,66,+.750
172,T173,T173,Robert Karlsson,56,+.800
173,T173,T173,Andrew Svoboda,46,+.800
174,175,175,Ben Curtis,59,+.818
175,176,176,Darron Stiles,51,+.833
176,177,177,Michael Thompson,66,+.857
177,178,178,Brad Fritsch,81,+.875
178,T179,T179,Kevin Streelman,86,+1.000
179,T179,T179,Y.E. Yang,56,+1.000
