,Approaches_from__100_yards_Rgh_RANK THIS WEEK,Approaches_from__100_yards_Rgh_RANK LAST WEEK,Approaches_from__100_yards_Rgh_PLAYER NAME,Approaches_from__100_yards_Rgh_ROUNDS,Approaches_from__100_yards_Rgh_AVG,Approaches_from__100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__100_yards_Rgh_# OF ATTEMPTS,Approaches_from__100_yards_Rgh_RELATIVE TO PAR
0,1,1,Scott Piercy,78,"40' 8""",9118.167,224,13
1,2,2,Rickie Fowler,75,"40' 11""",7735.1669999999995,189,20
2,3,3,Jordan Spieth,82,"41' 3""",7093.0830000000005,172,4
3,4,4,Camilo Villegas,79,"41' 4""",9211.917,223,29
4,5,5,Sergio Garcia,65,"41' 7""",6689.1669999999995,161,-8
5,T6,T6,Webb Simpson,92,"41' 8""",8583.5,206,2
6,T6,T6,Kevin Stadler,83,"41' 8""",8744.583,210,9
7,8,8,Martin Flores,83,"41' 9""",11991.167,287,13
8,T9,T9,Nicolas Colsaerts,50,"41' 10""",5858.3330000000005,140,20
9,T9,T9,Kevin Streelman,86,"41' 10""",7989.3330000000005,191,8
10,T9,T9,Nicholas Thompson,99,"41' 10""",10794.917,258,31
11,12,12,Vijay Singh,61,"42' 0""",6592.5830000000005,157,26
12,13,13,Rory Sabbatini,86,"42' 2""",10745.0,255,29
13,T14,T14,Jason Kokrak,78,"42' 3""",11318.167,268,18
14,T14,T14,David Lingmerth,68,"42' 3""",7692.4169999999995,182,23
15,T16,T16,Robert Garrigus,69,"42' 4""",8260.25,195,6
16,T16,T16,Bo Van Pelt,72,"42' 4""",5716.4169999999995,135,12
17,18,18,Matt Every,89,"42' 5""",11245.667,265,24
18,19,19,Tim Clark,64,"42' 6""",4845.083,114,14
19,20,20,Phil Mickelson,78,"42' 7""",8849.083,208,9
20,21,21,Tommy Gainey,84,"42' 9""",12258.917,287,41
21,22,22,Carl Pettersson,82,"42' 10""",8097.9169999999995,189,35
22,T23,T23,Roberto Castro,97,"42' 11""",8762.0,204,25
23,T23,T23,Jason Dufner,78,"42' 11""",8499.0,198,17
24,25,25,Freddie Jacobson,63,"43' 0""",6972.5,162,2
25,T26,T26,Stewart Cink,71,"43' 1""",8140.3330000000005,189,19
26,T26,T26,D.A. Points,87,"43' 1""",8580.75,199,12
27,T26,T26,Ian Poulter,59,"43' 1""",4311.167,100,9
28,29,29,Keegan Bradley,88,"43' 2""",9623.0,223,9
29,T30,T30,Brad Fritsch,81,"43' 3""",10601.75,245,37
30,T30,T30,Bubba Watson,76,"43' 3""",8128.8330000000005,188,5
31,T32,T32,Martin Kaymer,61,"43' 4""",5370.3330000000005,124,11
32,T32,T32,Nick Watney,88,"43' 4""",8933.5,206,35
33,T34,T34,Adam Scott,61,"43' 5""",5816.3330000000005,134,3
34,T34,T34,D.J. Trahan,48,"43' 5""",5469.9169999999995,126,15
35,T36,T36,Charles Howell III,87,"43' 6""",12532.5,288,-8
36,T36,T36,Brandt Snedeker,79,"43' 6""",7523.8330000000005,173,20
37,38,38,Luke List,65,"43' 7""",10109.083,232,10
38,39,39,Ricky Barnes,74,"43' 8""",9772.583,224,29
39,T40,T40,Rory McIlroy,56,"43' 9""",5779.0830000000005,132,2
40,T40,T40,Daniel Summerhays,83,"43' 9""",10764.333,246,20
41,42,42,Cameron Percy,68,"43' 10""",8764.917,200,7
42,T43,T43,Brian Harman,89,"43' 11""",11679.25,266,42
43,T43,T43,Jim Herman,59,"43' 11""",6725.1669999999995,153,16
44,T45,T45,Luke Guthrie,82,"44' 0""",9412.667,214,33
45,T45,T45,Shawn Stefani,63,"44' 0""",7959.25,181,13
46,T47,T47,Justin Rose,62,"44' 1""",5863.1669999999995,133,2
47,T47,T47,Boo Weekley,100,"44' 1""",9832.333,223,40
48,49,49,Jimmy Walker,84,"44' 2""",11608.583,263,-8
49,T50,T50,David Lynn,70,"44' 3""",8188.0,185,29
50,T50,T50,Troy Matteson,68,"44' 3""",8180.75,185,16
51,T52,T52,Brendon de Jonge,110,"44' 4""",12011.0,271,20
52,T52,T52,Padraig Harrington,52,"44' 4""",4922.417,111,17
53,T54,T54,Bob Estes,66,"44' 6""",8051.8330000000005,181,30
54,T54,T54,Alistair Presnell,59,"44' 6""",6764.3330000000005,152,27
55,T56,T56,Dustin Johnson,71,"44' 7""",9494.0,213,12
56,T56,T56,Dicky Pride,71,"44' 7""",7586.1669999999995,170,21
57,T58,T58,Stuart Appleby,88,"44' 8""",10231.167,229,29
58,T58,T58,Pat Perez,69,"44' 8""",8939.833,200,21
59,T60,T60,Sangmoon Bae,83,"44' 9""",11402.583,255,26
60,T60,T60,Lee Westwood,70,"44' 9""",6264.25,140,9
61,T62,T62,Ken Duke,87,"44' 10""",9414.083,210,51
62,T62,T62,Mark Wilson,56,"44' 10""",5420.25,121,8
63,T64,T64,Graeme McDowell,53,"44' 11""",3411.917,76,10
64,T64,T64,Rod Pampling,46,"44' 11""",4985.833,111,21
65,T66,T66,Graham DeLaet,94,"45' 1""",9918.417,220,13
66,T66,T66,Ernie Els,63,"45' 1""",6495.0830000000005,144,2
67,T66,T66,Kyle Stanley,71,"45' 1""",8030.8330000000005,178,19
68,69,69,Fabián Gómez,65,"45' 2""",7857.5,174,27
69,T70,T70,Jonas Blixt,76,"45' 3""",10038.167,222,34
70,T70,T70,Jason Day,86,"45' 3""",9002.75,199,5
71,T70,T70,Michael Thompson,66,"45' 3""",7508.6669999999995,166,31
72,T73,T73,Ángel Cabrera,73,"45' 4""",9708.833,214,28
73,T73,T73,Martin Laird,68,"45' 4""",6888.25,152,19
74,T73,T73,Richard Lee,81,"45' 4""",8605.667,190,16
75,T76,T76,Harris English,95,"45' 5""",11671.917,257,8
76,T76,T76,Patrick Reed,83,"45' 5""",11857.083,261,10
77,T76,T76,Brendan Steele,86,"45' 5""",11345.917,250,25
78,T79,T79,Greg Chalmers,77,"45' 6""",9281.25,204,26
79,T79,T79,Jim Furyk,80,"45' 6""",7094.0,156,25
80,T79,T79,Morgan Hoffmann,64,"45' 6""",8730.0,192,18
81,T79,T79,Jin Park,52,"45' 6""",5646.0830000000005,124,21
82,T83,T83,Charley Hoffman,84,"45' 7""",9348.25,205,9
83,T83,T83,Seung-Yul Noh,71,"45' 7""",11806.5,259,34
84,T85,T85,K.J. Choi,85,"45' 8""",7301.6669999999995,160,11
85,T85,T85,Chez Reavie,72,"45' 8""",8086.8330000000005,177,20
86,87,87,Jeff Overton,78,"45' 9""",12296.583,269,30
87,T88,T88,Bill Haas,85,"45' 10""",9620.0,210,5
88,T88,T88,Robert Karlsson,56,"45' 10""",5541.75,121,22
89,T88,T88,Scott Stallings,79,"45' 10""",8841.833,193,24
90,T91,T91,Brian Gay,79,"45' 11""",8591.917,187,23
91,T91,T91,Jerry Kelly,75,"45' 11""",7433.0,162,22
92,T91,T91,Chris Kirk,89,"45' 11""",11121.25,242,12
93,T91,T91,Brian Stuard,78,"45' 11""",8363.417,182,22
94,95,95,Josh Teater,86,"46' 0""",8878.417,193,10
95,T96,T96,Erik Compton,74,"46' 1""",10140.167,220,30
96,T96,T96,Gary Woodland,94,"46' 1""",12624.583,274,21
97,T98,T98,Will Claxton,67,"46' 2""",8268.833,179,41
98,T98,T98,James Hahn,78,"46' 2""",10245.5,222,27
99,T98,T98,David Mathis,71,"46' 2""",9089.5,197,40
100,T98,T98,Sean O'Hair,56,"46' 2""",8725.75,189,32
101,T98,T98,Y.E. Yang,56,"46' 2""",5681.8330000000005,123,23
102,T103,T103,Peter Hanson,45,"46' 3""",6292.5830000000005,136,9
103,T103,T103,D.H. Lee,65,"46' 3""",7266.5,157,18
104,105,105,Scott Langley,79,"46' 4""",8988.25,194,32
105,T106,T106,Robert Allenby,58,"46' 5""",8167.1669999999995,176,47
106,T106,T106,Chad Campbell,78,"46' 5""",10164.917,219,42
107,T106,T106,Eric Meierdierks,48,"46' 5""",7012.6669999999995,151,27
108,T106,T106,John Merrick,79,"46' 5""",10260.417,221,23
109,T110,T110,Matt Kuchar,93,"46' 6""",10742.25,231,20
110,T110,T110,Henrik Norlander,70,"46' 6""",9724.833,209,21
111,T112,T112,Kevin Chappell,80,"46' 7""",9401.75,202,22
112,T112,T112,Tim Herron,45,"46' 7""",7689.5830000000005,165,24
113,T112,T112,Ryan Palmer,79,"46' 7""",10617.083,228,17
114,T115,T115,Steven Bowditch,67,"46' 9""",9354.25,200,22
115,T115,T115,Scott Gardiner,61,"46' 9""",8468.083,181,24
116,T115,T115,Russell Henley,80,"46' 9""",8842.5,189,12
117,T115,T115,Justin Leonard,86,"46' 9""",10237.833,219,23
118,T119,T119,John Huh,88,"46' 11""",9572.083,204,27
119,T119,T119,Hunter Mahan,91,"46' 11""",8867.333,189,23
120,T119,T119,David Toms,49,"46' 11""",3942.167,84,15
121,T122,T122,Michael Bradley,56,"47' 0""",7140.5830000000005,152,34
122,T122,T122,Ryo Ishikawa,72,"47' 0""",9345.0,199,38
123,T122,T122,Greg Owen,73,"47' 0""",10530.417,224,45
124,T125,T125,Lucas Glover,65,"47' 1""",7441.1669999999995,158,28
125,T125,T125,Chris Stroud,88,"47' 1""",10639.583,226,9
126,127,127,Charl Schwartzel,69,"47' 2""",8113.25,172,18
127,128,128,George McNeill,68,"47' 4""",8565.667,181,30
128,T129,T129,Steve LeBrun,66,"47' 6""",8652.417,182,25
129,T129,T129,Cameron Tringale,80,"47' 6""",11172.083,235,18
130,T131,T131,Charlie Beljan,62,"47' 7""",8088.6669999999995,170,13
131,T131,T131,Luke Donald,60,"47' 7""",6372.5830000000005,134,9
132,T131,T131,Geoff Ogilvy,57,"47' 7""",6135.75,129,20
133,T131,T131,Henrik Stenson,65,"47' 7""",4902.917,103,12
134,T131,T131,Steve Stricker,51,"47' 7""",4137.333,87,-4
135,136,136,Ben Kohles,75,"47' 8""",8192.25,172,30
136,T137,T137,Bud Cauley,67,"47' 9""",8350.417,175,45
137,T137,T137,Derek Ernst,58,"47' 9""",7685.1669999999995,161,29
138,139,139,Justin Bolli,59,"47' 10""",6980.75,146,36
139,T140,T140,James Driscoll,76,"47' 11""",10640.917,222,19
140,T140,T140,Matt Jones,83,"47' 11""",9680.0,202,18
141,T140,T140,Marc Leishman,77,"47' 11""",10589.333,221,29
142,T140,T140,Bryce Molder,82,"47' 11""",9819.75,205,25
143,144,144,John Senden,79,"48' 0""",10075.75,210,26
144,145,145,Johnson Wagner,64,"48' 1""",8365.583,174,16
145,146,146,Jeff Maggert,63,"48' 3""",7040.3330000000005,146,25
146,T147,T147,Colt Knost,69,"48' 4""",7638.4169999999995,158,44
147,T147,T147,John Rollins,77,"48' 4""",10830.833,224,26
148,T147,T147,Vaughn Taylor,50,"48' 4""",6232.4169999999995,129,24
149,T150,T150,Tom Gillis,69,"48' 5""",7991.1669999999995,165,38
150,T150,T150,Zach Johnson,84,"48' 5""",8372.583,173,10
151,T150,T150,Tiger Woods,61,"48' 5""",5902.5,122,13
152,153,153,Aaron Baddeley,68,"48' 6""",10821.417,223,17
153,T154,T154,Jason Bohn,70,"48' 7""",8696.25,179,31
154,T154,T154,Brian Davis,91,"48' 7""",9328.75,192,33
155,T154,T154,Billy Horschel,96,"48' 7""",11171.25,230,29
156,T154,T154,Brandt Jobe,62,"48' 7""",6703.5830000000005,138,25
157,T154,T154,Tag Ridings,69,"48' 7""",10891.25,224,31
158,159,159,"Ted Potter, Jr.",65,"48' 11""",7922.0830000000005,162,20
159,T160,T160,David Hearn,88,"49' 0""",10331.833,211,39
160,T160,T160,Justin Hicks,79,"49' 0""",8872.417,181,35
161,162,162,Ben Crane,62,"49' 6""",8215.667,166,20
162,163,163,William McGirt,75,"49' 8""",10528.75,212,25
163,164,164,Andrew Svoboda,46,"49' 10""",5934.8330000000005,119,18
164,165,165,Scott Brown,65,"50' 0""",8494.833,170,40
165,166,166,Darron Stiles,51,"50' 1""",5454.5830000000005,109,23
166,167,167,Lee Williams,62,"50' 5""",7914.4169999999995,157,23
167,168,168,Charlie Wi,75,"50' 6""",10449.583,207,21
168,169,169,Ryan Moore,72,"50' 8""",7859.75,155,29
169,170,170,Bobby Gates,49,"50' 10""",8693.667,171,36
170,171,171,J.J. Henry,83,"51' 0""",10558.5,207,35
171,172,172,Robert Streb,75,"51' 5""",10173.833,198,41
172,173,173,Trevor Immelman,73,"51' 8""",10392.333,201,26
173,174,174,Andres Romero,63,"51' 10""",9221.583,178,7
174,175,175,Mike Weir,60,"52' 0""",9570.167,184,42
175,176,176,Ben Curtis,59,"52' 1""",7446.5,143,30
176,T177,T177,Aaron Watkins,46,"52' 2""",6104.1669999999995,117,24
177,T177,T177,Casey Wittenberg,72,"52' 2""",12052.917,231,43
178,179,179,Doug LaBelle II,72,"52' 5""",8856.417,169,35
179,180,180,Stephen Ames,49,"52' 9""",7959.5830000000005,151,15
