,Approach_200-225_yards_RTP_RANK THIS WEEK,Approach_200-225_yards_RTP_RANK LAST WEEK,Approach_200-225_yards_RTP_PLAYER NAME,Approach_200-225_yards_RTP_ROUNDS,Approach_200-225_yards_RTP_AVG RTP
0,T1,T1,Steven Bowditch,67,-.161
1,T1,T1,Keegan Bradley,88,-.161
2,3,3,Kyle Stanley,71,-.152
3,4,4,John Rollins,77,-.150
4,5,5,Tiger Woods,61,-.146
5,6,6,Daniel Summerhays,83,-.145
6,7,7,Carl Pettersson,82,-.143
7,8,8,Henrik Stenson,65,-.130
8,9,9,Ryan Palmer,79,-.123
9,10,10,Charl Schwartzel,69,-.120
10,11,11,Steve LeBrun,66,-.118
11,12,12,Zach Johnson,84,-.113
12,13,13,Harris English,95,-.109
13,14,14,Kevin Streelman,86,-.105
14,15,15,Steve Stricker,51,-.104
15,16,16,Martin Flores,83,-.103
16,17,17,Charlie Beljan,62,-.092
17,18,18,Scott Brown,65,-.082
18,19,19,Nicolas Colsaerts,50,-.078
19,20,20,Hunter Mahan,91,-.073
20,21,21,D.J. Trahan,48,-.070
21,22,22,Graham DeLaet,94,-.069
22,23,23,Rod Pampling,46,-.066
23,24,24,Sergio Garcia,65,-.065
24,25,25,David Lingmerth,68,-.063
25,26,26,Brendan Steele,86,-.061
26,27,27,Matt Kuchar,93,-.058
27,28,28,Gary Woodland,94,-.057
28,T29,T29,Charles Howell III,87,-.052
29,T29,T29,Matt Jones,83,-.052
30,T31,T31,Graeme McDowell,53,-.051
31,T31,T31,Patrick Reed,83,-.051
32,T31,T31,Cameron Tringale,80,-.051
33,34,34,Charley Hoffman,84,-.045
34,35,35,Scott Stallings,79,-.044
35,T36,T36,Brandt Jobe,62,-.042
36,T36,T36,Andres Romero,63,-.042
37,T36,T36,Shawn Stefani,63,-.042
38,39,39,Bud Cauley,67,-.041
39,40,40,Rory Sabbatini,86,-.038
40,41,41,Jason Bohn,70,-.035
41,42,42,David Toms,49,-.033
42,43,43,Rory McIlroy,56,-.032
43,T44,T44,Kevin Chappell,80,-.029
44,T44,T44,Kevin Stadler,83,-.029
45,T46,T46,Stephen Ames,49,-.028
46,T46,T46,Luke List,65,-.028
47,T46,T46,John Merrick,79,-.028
48,49,49,Brad Fritsch,81,-.027
