,Approach__200_yards_RTP_Score_RANK THIS WEEK,Approach__200_yards_RTP_Score_RANK LAST WEEK,Approach__200_yards_RTP_Score_PLAYER NAME,Approach__200_yards_RTP_Score_ROUNDS,Approach__200_yards_RTP_Score_AVG RTP
0,1,1,Henrik Stenson,65,-.324
1,2,2,Steve Stricker,51,-.300
2,3,3,Keegan Bradley,88,-.293
3,4,4,Tiger Woods,61,-.282
4,5,5,Daniel Summerhays,83,-.281
5,6,6,Jordan Spieth,82,-.270
6,7,7,Steven Bowditch,67,-.262
7,8,8,Charley Hoffman,84,-.259
8,9,9,Sergio Garcia,65,-.253
9,T10,T10,Robert Karlsson,56,-.250
10,T10,T10,Charl Schwartzel,69,-.250
11,12,12,Harris English,95,-.244
12,13,13,Brandt Snedeker,79,-.240
13,14,14,Matt Kuchar,93,-.238
14,T15,T15,Brandt Jobe,62,-.221
15,T15,T15,Zach Johnson,84,-.221
16,T15,T15,Y.E. Yang,56,-.221
17,18,18,Matt Jones,83,-.219
18,19,19,Kevin Streelman,86,-.218
19,20,20,Hunter Mahan,91,-.217
20,21,21,Jason Day,86,-.216
21,T22,T22,Steve LeBrun,66,-.214
22,T22,T22,Kyle Stanley,71,-.214
23,T24,T24,Rory Sabbatini,86,-.211
24,T24,T24,Gary Woodland,94,-.211
25,26,26,D.J. Trahan,48,-.206
26,27,27,Scott Stallings,79,-.201
27,T28,T28,James Hahn,78,-.199
28,T28,T28,Ryan Palmer,79,-.199
29,30,30,Graham DeLaet,94,-.198
30,31,31,Charles Howell III,87,-.197
31,32,32,Rod Pampling,46,-.196
32,33,33,Bill Haas,85,-.195
33,34,34,Henrik Norlander,70,-.194
34,35,35,Patrick Reed,83,-.192
35,36,36,Brendan Steele,86,-.191
36,37,37,Scott Brown,65,-.190
37,38,38,Carl Pettersson,82,-.189
38,39,39,Michael Thompson,66,-.188
39,40,40,Jim Herman,59,-.186
40,T41,T41,Charlie Beljan,62,-.184
41,T41,T41,Brendon de Jonge,110,-.184
42,T41,T41,Marc Leishman,77,-.184
43,T41,T41,Justin Rose,62,-.184
44,45,45,Martin Flores,83,-.183
45,46,46,Shawn Stefani,63,-.181
46,T47,T47,Greg Owen,73,-.180
47,T47,T47,Nick Watney,88,-.180
