,Approaches_from_200-225_yards_RANK THIS WEEK,Approaches_from_200-225_yards_RANK LAST WEEK,Approaches_from_200-225_yards_PLAYER NAME,Approaches_from_200-225_yards_ROUNDS,Approaches_from_200-225_yards_AVG,Approaches_from_200-225_yards_TOTAL DISTANCE (FEET),Approaches_from_200-225_yards_# OF ATTEMPTS,Approaches_from_200-225_yards_RELATIVE TO PAR
0,1,1,Charl Schwartzel,69,"32' 9""",2717.917,83,-10
1,2,2,Kyle Stanley,71,"33' 3""",3056.917,92,-14
2,3,3,Tiger Woods,61,"33' 4""",2966.917,89,-13
3,4,4,Marc Leishman,77,"34' 9""",3232.083,93,-2
4,5,5,Henrik Stenson,65,"34' 10""",3204.083,92,-12
5,6,6,Lee Westwood,70,"35' 5""",3047.75,86,-2
6,7,7,Justin Rose,62,"35' 6""",3478.583,98,-2
7,8,8,Adam Scott,61,"36' 0""",3278.667,91,E
8,9,9,John Merrick,79,"36' 1""",3897.5,108,-3
9,10,10,Jim Furyk,80,"36' 3""",4748.583,131,-2
10,11,11,Nicolas Colsaerts,50,"36' 5""",1858.4170000000001,51,-4
11,12,12,Zach Johnson,84,"36' 7""",4205.667,115,-13
12,13,13,Dustin Johnson,71,"36' 8""",2601.667,71,+2
13,14,14,Tag Ridings,69,"37' 3""",3278.083,88,+3
14,T15,T15,Robert Garrigus,69,"37' 7""",3046.25,81,-2
15,T15,T15,Jason Kokrak,78,"37' 7""",3569.583,95,+1
16,T15,T15,Ryan Palmer,79,"37' 7""",3987.5,106,-13
17,18,18,Jordan Spieth,82,"37' 10""",4125.75,109,E
18,T19,T19,Brad Fritsch,81,"38' 1""",4266.667,112,-3
19,T19,T19,Matt Kuchar,93,"38' 1""",3956.5,104,-6
20,T21,T21,Ernie Els,63,"38' 2""",2977.5,78,+1
21,T21,T21,Kevin Streelman,86,"38' 2""",5075.25,133,-14
22,T23,T23,Trevor Immelman,73,"38' 3""",3824.5,100,+1
23,T23,T23,Greg Owen,73,"38' 3""",3439.917,90,+3
24,T25,T25,Justin Hicks,79,"38' 4""",4448.167,116,+12
25,T25,T25,Gary Woodland,94,"38' 4""",5363.0,140,-8
26,T27,T27,Charlie Beljan,62,"38' 5""",2916.583,76,-7
27,T27,T27,Dicky Pride,71,"38' 5""",4261.167,111,+10
28,T29,T29,Ryo Ishikawa,72,"38' 6""",2770.917,72,E
29,T29,T29,Brian Stuard,78,"38' 6""",5010.25,130,+4
30,T31,T31,Bill Haas,85,"38' 7""",4707.583,122,-2
31,T31,T31,Russell Henley,80,"38' 7""",3938.583,102,+5
32,T31,T31,Chez Reavie,72,"38' 7""",4167.0,108,+6
33,T34,T34,Rory McIlroy,56,"38' 9""",2439.5,63,-2
34,T34,T34,Ian Poulter,59,"38' 9""",2675.417,69,+9
35,T36,T36,Lucas Glover,65,"38' 10""",2952.5,76,+4
36,T36,T36,Ben Kohles,75,"38' 10""",3846.583,99,E
37,T36,T36,Daniel Summerhays,83,"38' 10""",5082.417,131,-19
38,T36,T36,Josh Teater,86,"38' 10""",3918.917,101,-2
39,T36,T36,Nicholas Thompson,99,"38' 10""",5323.6669999999995,137,+5
40,41,41,Y.E. Yang,56,"38' 11""",2063.167,53,-1
41,T42,T42,Sergio Garcia,65,"39' 0""",3584.667,92,-6
42,T42,T42,Webb Simpson,92,"39' 0""",4952.667,127,+11
43,T44,T44,Graham DeLaet,94,"39' 1""",5662.5,145,-10
44,T44,T44,Brandt Jobe,62,"39' 1""",2811.833,72,-3
45,T44,T44,Kevin Stadler,83,"39' 1""",4066.75,104,-3
46,47,47,John Rollins,77,"39' 2""",4188.917,107,-16
47,T48,T48,Phil Mickelson,78,"39' 3""",4084.417,104,E
48,T48,T48,Boo Weekley,100,"39' 3""",6087.25,155,+11
49,50,50,David Toms,49,"39' 5""",2405.083,61,-2
