,Approach_75-100_yards_RTP_Score_RANK THIS WEEK,Approach_75-100_yards_RTP_Score_RANK LAST WEEK,Approach_75-100_yards_RTP_Score_PLAYER NAME,Approach_75-100_yards_RTP_Score_ROUNDS,Approach_75-100_yards_RTP_Score_AVG RTP
0,1,1,Steve Stricker,51,-.395
1,2,2,Adam Scott,61,-.385
2,3,3,K.J. Choi,85,-.379
3,4,4,Jonas Blixt,76,-.372
4,5,5,Billy Horschel,96,-.357
5,6,6,Bobby Gates,49,-.346
6,7,7,Doug LaBelle II,72,-.333
7,8,8,Bryce Molder,82,-.323
8,9,9,Sergio Garcia,65,-.321
9,10,10,Hunter Mahan,91,-.320
10,11,11,John Rollins,77,-.314
11,12,12,Matt Every,89,-.310
12,13,13,Phil Mickelson,78,-.304
13,14,14,Justin Rose,62,-.300
14,15,15,Robert Karlsson,56,-.296
15,16,16,Ken Duke,87,-.286
16,17,17,Charles Howell III,87,-.283
17,18,18,Morgan Hoffmann,64,-.279
18,19,19,Aaron Watkins,46,-.278
19,20,20,Matt Jones,83,-.277
20,21,21,Luke Guthrie,82,-.268
21,22,22,Ben Crane,62,-.267
22,23,23,Bill Haas,85,-.258
23,T24,T24,Steven Bowditch,67,-.250
24,T24,T24,Bud Cauley,67,-.250
25,T24,T24,Jason Kokrak,78,-.250
26,T24,T24,Ryan Palmer,79,-.250
27,T24,T24,Jimmy Walker,84,-.250
28,29,29,Brian Davis,91,-.245
29,T30,T30,Tim Clark,64,-.244
30,T30,T30,Ian Poulter,59,-.244
31,32,32,D.J. Trahan,48,-.241
32,33,33,Erik Compton,74,-.239
33,34,34,Matt Kuchar,93,-.236
34,35,35,Nick Watney,88,-.235
35,36,36,Darron Stiles,51,-.229
36,37,37,Jason Bohn,70,-.219
37,38,38,Chris Kirk,89,-.216
38,39,39,Nicholas Thompson,99,-.210
39,T40,T40,Roberto Castro,97,-.208
40,T40,T40,Jim Herman,59,-.208
41,T40,T40,Justin Leonard,86,-.208
42,T40,T40,Mark Wilson,56,-.208
43,44,44,Patrick Reed,83,-.204
44,45,45,Chez Reavie,72,-.197
45,46,46,Kyle Stanley,71,-.195
46,47,47,Jordan Spieth,82,-.191
47,48,48,David Mathis,71,-.190
48,49,49,Brendan Steele,86,-.185
49,50,50,Steve LeBrun,66,-.184
50,51,51,Graham DeLaet,94,-.183
51,T52,T52,Aaron Baddeley,68,-.179
52,T52,T52,Scott Piercy,78,-.179
53,T52,T52,John Senden,79,-.179
54,55,55,David Lynn,70,-.178
55,56,56,Jason Day,86,-.176
56,57,57,Martin Flores,83,-.173
57,58,58,David Lingmerth,68,-.172
58,T59,T59,Brendon de Jonge,110,-.169
59,T59,T59,Zach Johnson,84,-.169
60,T59,T59,D.A. Points,87,-.169
61,62,62,Henrik Stenson,65,-.167
62,T63,T63,Greg Chalmers,77,-.164
63,T63,T63,Ben Kohles,75,-.164
64,T63,T63,Brandt Snedeker,79,-.164
65,T66,T66,Fabián Gómez,65,-.162
66,T66,T66,Tim Herron,45,-.162
67,T66,T66,Jerry Kelly,75,-.162
68,69,69,Josh Teater,86,-.160
69,70,70,Webb Simpson,92,-.159
70,T71,T71,Bubba Watson,76,-.154
71,T71,T71,Mike Weir,60,-.154
72,73,73,Stuart Appleby,88,-.153
73,74,74,Ryan Moore,72,-.148
74,75,75,Brandt Jobe,62,-.147
75,T76,T76,Scott Brown,65,-.146
76,T76,T76,Henrik Norlander,70,-.146
77,T76,T76,Alistair Presnell,59,-.146
78,T76,T76,Robert Streb,75,-.146
79,T80,T80,Luke Donald,60,-.143
80,T80,T80,David Hearn,88,-.143
81,T82,T82,Jason Dufner,78,-.140
82,T82,T82,Vaughn Taylor,50,-.140
83,84,84,Dicky Pride,71,-.138
84,85,85,Lee Williams,62,-.136
85,T86,T86,Chad Campbell,78,-.135
86,T86,T86,Seung-Yul Noh,71,-.135
87,88,88,Camilo Villegas,79,-.133
88,89,89,Cameron Tringale,80,-.132
89,T90,T90,Scott Langley,79,-.129
90,T90,T90,Jin Park,52,-.129
91,T92,T92,Rickie Fowler,75,-.127
92,T92,T92,William McGirt,75,-.127
93,94,94,Sean O'Hair,56,-.125
94,95,95,Tom Gillis,69,-.123
95,T96,T96,Dustin Johnson,71,-.121
96,T96,T96,Charl Schwartzel,69,-.121
97,T98,T98,Brad Fritsch,81,-.120
98,T98,T98,Gary Woodland,94,-.120
99,T100,T100,Richard Lee,81,-.119
100,T100,T100,Pat Perez,69,-.119
101,102,102,Troy Matteson,68,-.118
102,T103,T103,Ben Curtis,59,-.116
103,T103,T103,Derek Ernst,58,-.116
104,105,105,Rory Sabbatini,86,-.115
105,106,106,Brian Harman,89,-.111
106,107,107,Harris English,95,-.107
107,T108,T108,Kevin Chappell,80,-.104
108,T108,T108,Brian Stuard,78,-.104
109,110,110,Colt Knost,69,-.103
110,111,111,Russell Henley,80,-.102
111,112,112,D.H. Lee,65,-.096
112,113,113,Boo Weekley,100,-.092
113,114,114,Carl Pettersson,82,-.091
114,115,115,Lucas Glover,65,-.087
115,116,116,Jeff Maggert,63,-.086
116,117,117,Rod Pampling,46,-.083
117,118,118,Jeff Overton,78,-.082
118,119,119,Cameron Percy,68,-.081
119,T120,T120,Rory McIlroy,56,-.080
120,T120,T120,Tiger Woods,61,-.080
121,122,122,Chris Stroud,88,-.077
122,123,123,Ricky Barnes,74,-.075
123,124,124,Sangmoon Bae,83,-.074
124,T125,T125,Trevor Immelman,73,-.073
125,T125,T125,Kevin Stadler,83,-.073
126,T127,T127,Ernie Els,63,-.070
127,T127,T127,Daniel Summerhays,83,-.070
128,129,129,Casey Wittenberg,72,-.069
129,130,130,Will Claxton,67,-.068
130,131,131,Luke List,65,-.067
131,132,132,Charlie Wi,75,-.064
132,T133,T133,Justin Bolli,59,-.063
133,T133,T133,Jim Furyk,80,-.063
134,135,135,J.J. Henry,83,-.060
135,136,136,John Merrick,79,-.058
136,137,137,George McNeill,68,-.055
137,138,138,Freddie Jacobson,63,-.053
138,139,139,Brian Gay,79,-.048
139,140,140,Scott Gardiner,61,-.044
140,141,141,Kevin Streelman,86,-.043
141,142,142,Keegan Bradley,88,-.041
142,143,143,James Driscoll,76,-.039
143,144,144,Bob Estes,66,-.038
144,145,145,Y.E. Yang,56,-.034
145,146,146,Justin Hicks,79,-.032
146,147,147,Charley Hoffman,84,-.027
147,148,148,Michael Bradley,56,-.024
148,T149,T149,Robert Allenby,58,E
149,T149,T149,Ángel Cabrera,73,E
150,T149,T149,Peter Hanson,45,E
151,T149,T149,"Ted Potter, Jr.",65,E
152,T149,T149,Tag Ridings,69,E
153,154,154,Scott Stallings,79,+.015
154,155,155,James Hahn,78,+.020
155,156,156,Shawn Stefani,63,+.022
156,T157,T157,Stewart Cink,71,+.024
157,T157,T157,Ryo Ishikawa,72,+.024
158,T157,T157,Marc Leishman,77,+.024
159,T160,T160,Graeme McDowell,53,+.027
160,T160,T160,Vijay Singh,61,+.027
161,162,162,Tommy Gainey,84,+.031
162,163,163,David Toms,49,+.034
163,164,164,Andrew Svoboda,46,+.040
164,165,165,Martin Laird,68,+.050
165,166,166,Greg Owen,73,+.058
166,167,167,Eric Meierdierks,48,+.059
167,168,168,Nicolas Colsaerts,50,+.091
168,169,169,John Huh,88,+.097
169,170,170,Michael Thompson,66,+.111
170,171,171,Stephen Ames,49,+.125
171,172,172,Lee Westwood,70,+.128
172,T173,T173,Geoff Ogilvy,57,+.129
173,T173,T173,Johnson Wagner,64,+.129
174,175,175,Charlie Beljan,62,+.136
175,176,176,Bo Van Pelt,72,+.138
176,177,177,Andres Romero,63,+.146
177,178,178,Robert Garrigus,69,+.154
178,179,179,Padraig Harrington,52,+.161
179,180,180,Martin Kaymer,61,+.182
