,Approaches_from_inside_100_yards_Rgh_RANK THIS WEEK,Approaches_from_inside_100_yards_Rgh_RANK LAST WEEK,Approaches_from_inside_100_yards_Rgh_PLAYER NAME,Approaches_from_inside_100_yards_Rgh_ROUNDS,Approaches_from_inside_100_yards_Rgh_AVG,Approaches_from_inside_100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_Rgh_# OF ATTEMPTS,Approaches_from_inside_100_yards_Rgh_RELATIVE TO PAR
59,T58,T58,Billy Horschel,96,"21' 7""",712.4169999999999,33,+1
60,T58,T58,Geoff Ogilvy,57,"21' 7""",582.4169999999999,27,E
61,T62,T62,Matt Every,89,"21' 8""",867.6669999999999,40,+2
62,T62,T62,Peter Hanson,45,"21' 8""",389.333,18,+4
63,T62,T62,Troy Matteson,68,"21' 8""",649.75,30,+4
64,T62,T62,Josh Teater,86,"21' 8""",520.0830000000001,24,+2
65,66,66,Erik Compton,74,"21' 9""",697.1669999999999,32,+6
66,T67,T67,Stuart Appleby,88,"21' 10""",459.083,21,+3
67,T67,T67,Padraig Harrington,52,"21' 10""",305.75,14,+4
68,T69,T69,Marc Leishman,77,"21' 11""",700.0,32,-3
69,T69,T69,Michael Thompson,66,"21' 11""",416.0,19,+8
70,T71,T71,Sangmoon Bae,83,"22' 1""",904.6669999999999,41,+8
71,T71,T71,Chris Kirk,89,"22' 1""",595.8330000000001,27,-1
72,73,73,Charlie Wi,75,"22' 2""",510.0,23,+3
73,74,74,Carl Pettersson,82,"22' 4""",714.5,32,+1
74,T75,T75,Kevin Chappell,80,"22' 6""",494.417,22,+6
75,T75,T75,Tim Herron,45,"22' 6""",293.0,13,-1
76,T77,T77,Ken Duke,87,"22' 7""",496.833,22,+4
77,T77,T77,Martin Kaymer,61,"22' 7""",203.0,9,+1
78,T79,T79,James Hahn,78,"22' 8""",656.75,29,+6
79,T79,T79,Jin Park,52,"22' 8""",362.333,16,-1
80,T81,T81,Charles Howell III,87,"22' 9""",797.4169999999999,35,+12
81,T81,T81,Brandt Jobe,62,"22' 9""",295.58299999999997,13,+5
82,83,83,Rory Sabbatini,86,"22' 10""",753.3330000000001,33,+1
83,84,84,Aaron Baddeley,68,"22' 11""",665.25,29,+3
84,85,85,D.H. Lee,65,"23' 0""",597.75,26,E
85,T86,T86,Greg Chalmers,77,"23' 1""",739.1669999999999,32,+9
86,T86,T86,Eric Meierdierks,48,"23' 1""",322.75,14,+1
87,T86,T86,Aaron Watkins,46,"23' 1""",299.66700000000003,13,+5
88,T89,T89,Chad Campbell,78,"23' 2""",533.3330000000001,23,+4
89,T89,T89,Will Claxton,67,"23' 2""",788.1669999999999,34,+8
90,T91,T91,Ricky Barnes,74,"23' 3""",465.333,20,+4
91,T91,T91,Rory McIlroy,56,"23' 3""",302.33299999999997,13,+2
92,T91,T91,Patrick Reed,83,"23' 3""",1209.667,52,+3
93,T94,T94,Scott Gardiner,61,"23' 4""",909.25,39,+5
94,T94,T94,Brian Gay,79,"23' 4""",631.0,27,+5
95,T94,T94,Jeff Overton,78,"23' 4""",841.25,36,+3
96,T97,T97,Bobby Gates,49,"23' 5""",444.583,19,+7
97,T97,T97,Freddie Jacobson,63,"23' 5""",562.1669999999999,24,+1
98,T97,T97,Ben Kohles,75,"23' 5""",491.75,21,+7
99,T100,T100,Fabián Gómez,65,"23' 6""",540.4169999999999,23,+1
100,T100,T100,Tag Ridings,69,"23' 6""",657.75,28,+7
101,102,102,Ben Crane,62,"23' 7""",588.5830000000001,25,+7
102,T103,T103,Scott Brown,65,"23' 8""",378.167,16,-1
103,T103,T103,Derek Ernst,58,"23' 8""",662.75,28,+7
104,T103,T103,Luke List,65,"23' 8""",829.1669999999999,35,+1
105,T106,T106,William McGirt,75,"23' 9""",640.3330000000001,27,+10
106,T106,T106,Casey Wittenberg,72,"23' 9""",617.25,26,-1
107,108,108,Charl Schwartzel,69,"23' 10""",333.583,14,-4
108,109,109,D.A. Points,87,"23' 11""",479.083,20,+3
109,110,110,Daniel Summerhays,83,"24' 0""",937.0,39,+7
110,T111,T111,Rickie Fowler,75,"24' 1""",650.6669999999999,27,+2
111,T111,T111,D.J. Trahan,48,"24' 1""",433.667,18,+5
112,113,113,Brendon de Jonge,110,"24' 3""",557.25,23,+12
113,T114,T114,"Ted Potter, Jr.",65,"24' 4""",706.5,29,+3
114,T114,T114,Robert Streb,75,"24' 4""",633.0,26,+8
115,T114,T114,Kevin Streelman,86,"24' 4""",583.0,24,+7
116,T117,T117,Stewart Cink,71,"24' 5""",609.5830000000001,25,+5
117,T117,T117,Jason Dufner,78,"24' 5""",488.25,20,-1
118,T117,T117,Y.E. Yang,56,"24' 5""",390.25,16,+10
119,120,120,Ángel Cabrera,73,"24' 7""",638.4169999999999,26,E
120,121,121,Shawn Stefani,63,"24' 9""",644.5,26,E
121,T122,T122,Bill Haas,85,"24' 10""",1018.1669999999999,41,+1
122,T122,T122,Bubba Watson,76,"24' 10""",943.25,38,+1
123,T124,T124,Robert Allenby,58,"24' 11""",348.333,14,+10
124,T124,T124,Jason Bohn,70,"24' 11""",697.8330000000001,28,+7
125,126,126,Ryan Palmer,79,"25' 2""",932.3330000000001,37,+10
126,T127,T127,Jason Day,86,"25' 3""",806.8330000000001,32,+3
127,T127,T127,Brian Stuard,78,"25' 3""",555.9169999999999,22,+3
128,129,129,Vijay Singh,61,"25' 5""",584.0,23,+9
129,T130,T130,Zach Johnson,84,"25' 7""",640.5830000000001,25,+5
130,T130,T130,John Senden,79,"25' 7""",742.25,29,+3
131,T132,T132,Martin Flores,83,"25' 8""",976.5830000000001,38,+5
132,T132,T132,Bo Van Pelt,72,"25' 8""",359.083,14,+3
133,134,134,Kevin Stadler,83,"25' 10""",827.0,32,+3
134,135,135,Richard Lee,81,"25' 11""",621.8330000000001,24,+7
135,136,136,Greg Owen,73,"26' 0""",780.1669999999999,30,+10
136,T137,T137,Lucas Glover,65,"26' 2""",680.5830000000001,26,+4
137,T137,T137,Jim Herman,59,"26' 2""",522.5830000000001,20,+1
138,T139,T139,Tom Gillis,69,"26' 3""",865.3330000000001,33,+5
139,T139,T139,Martin Laird,68,"26' 3""",655.3330000000001,25,+4
140,T139,T139,David Lingmerth,68,"26' 3""",577.6669999999999,22,-2
141,T142,T142,Charlie Beljan,62,"26' 5""",845.75,32,+6
142,T142,T142,Henrik Norlander,70,"26' 5""",633.9169999999999,24,+11
143,T142,T142,Darron Stiles,51,"26' 5""",449.333,17,+8
144,T142,T142,Cameron Tringale,80,"26' 5""",897.3330000000001,34,-4
145,146,146,Andres Romero,63,"26' 6""",557.3330000000001,21,+7
146,147,147,Brendan Steele,86,"26' 7""",557.5830000000001,21,+7
147,148,148,Bud Cauley,67,"26' 9""",722.6669999999999,27,+2
148,149,149,Camilo Villegas,79,"26' 10""",537.0830000000001,20,+6
149,150,150,Sergio Garcia,65,"26' 11""",295.91700000000003,11,+2
150,T151,T151,Bob Estes,66,"27' 2""",434.5,16,+2
151,T151,T151,Jim Furyk,80,"27' 2""",489.5,18,+8
152,153,153,Steve Stricker,51,"27' 3""",299.83299999999997,11,-1
153,154,154,Boo Weekley,100,"27' 4""",738.9169999999999,27,+3
154,155,155,Sean O'Hair,56,"27' 5""",821.4169999999999,30,+17
155,156,156,Matt Jones,83,"27' 7""",800.1669999999999,29,+1
156,157,157,Lee Westwood,70,"27' 8""",442.167,16,+4
157,158,158,Johnson Wagner,64,"27' 9""",805.1669999999999,29,+7
158,159,159,Webb Simpson,92,"28' 0""",839.5830000000001,30,+3
159,160,160,Brad Fritsch,81,"28' 8""",659.0,23,+10
160,161,161,Robert Karlsson,56,"28' 9""",373.833,13,+4
161,T162,T162,James Driscoll,76,"28' 10""",749.1669999999999,26,+6
162,T162,T162,Alistair Presnell,59,"28' 10""",923.5830000000001,32,+11
163,164,164,Stephen Ames,49,"29' 3""",380.5,13,+1
164,165,165,Scott Stallings,79,"29' 8""",1098.5,37,+12
165,166,166,Vaughn Taylor,50,"30' 4""",303.0,10,+2
166,167,167,Robert Garrigus,69,"30' 7""",489.417,16,+3
167,168,168,Harris English,95,"30' 11""",958.25,31,+10
168,169,169,Jason Kokrak,78,"31' 1""",808.75,26,+6
169,T170,T170,Rod Pampling,46,"31' 4""",596.0830000000001,19,+5
170,T170,T170,Kyle Stanley,71,"31' 4""",1220.583,39,+11
171,172,172,Graeme McDowell,53,"31' 7""",599.5,19,+3
172,173,173,J.J. Henry,83,"31' 8""",823.8330000000001,26,+8
173,174,174,Tiger Woods,61,"32' 7""",228.0,7,+2
174,175,175,Jonas Blixt,76,"32' 8""",1078.75,33,+8
175,176,176,Tommy Gainey,84,"32' 9""",883.25,27,+8
176,177,177,Justin Bolli,59,"33' 7""",773.3330000000001,23,+9
177,178,178,Dicky Pride,71,"34' 4""",1030.833,30,+8
178,179,179,Keegan Bradley,88,"34' 5""",928.1669999999999,27,+13
179,180,180,Andrew Svoboda,46,"36' 1""",396.833,11,+5
