,Approaches_from_inside_100_yards_Rgh_RANK THIS WEEK,Approaches_from_inside_100_yards_Rgh_RANK LAST WEEK,Approaches_from_inside_100_yards_Rgh_PLAYER NAME,Approaches_from_inside_100_yards_Rgh_ROUNDS,Approaches_from_inside_100_yards_Rgh_AVG,Approaches_from_inside_100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_Rgh_# OF ATTEMPTS,Approaches_from_inside_100_yards_Rgh_RELATIVE TO PAR
0,1,1,Justin Hicks,79,"12' 11""",180.333,14,-4
1,2,2,Ryan Moore,72,"15' 6""",355.667,23,E
2,3,3,Michael Bradley,56,"15' 10""",301.5,19,-4
3,T4,T4,Trevor Immelman,73,"17' 5""",435.167,25,+8
4,T4,T4,Mike Weir,60,"17' 5""",435.333,25,-2
5,6,6,George McNeill,68,"17' 7""",246.417,14,-1
6,T7,T7,John Rollins,77,"17' 11""",538.5830000000001,30,+2
7,T7,T7,Mark Wilson,56,"17' 11""",179.417,10,+1
8,9,9,Brian Davis,91,"18' 4""",808.1669999999999,44,+2
9,10,10,Hunter Mahan,91,"18' 5""",572.1669999999999,31,+1
10,11,11,David Hearn,88,"18' 6""",592.9169999999999,32,+5
11,12,12,Roberto Castro,97,"18' 7""",633.1669999999999,34,+4
12,13,13,Dustin Johnson,71,"18' 8""",504.667,27,-1
13,14,14,Lee Williams,62,"18' 9""",319.33299999999997,17,+5
14,15,15,Tim Clark,64,"18' 10""",263.91700000000003,14,+4
15,16,16,Steven Bowditch,67,"19' 0""",513.0830000000001,27,+11
16,T17,T17,Jerry Kelly,75,"19' 1""",533.4169999999999,28,E
17,T17,T17,Colt Knost,69,"19' 1""",362.5,19,+1
18,T17,T17,Brandt Snedeker,79,"19' 1""",438.167,23,-3
19,20,20,John Huh,88,"19' 2""",536.9169999999999,28,+3
20,T21,T21,Ben Curtis,59,"19' 3""",443.0,23,+9
21,T21,T21,Justin Rose,62,"19' 3""",326.75,17,+1
22,T23,T23,Scott Langley,79,"19' 4""",328.917,17,-1
23,T23,T23,Pat Perez,69,"19' 4""",366.667,19,+3
24,T23,T23,Scott Piercy,78,"19' 4""",426.083,22,+5
25,T23,T23,Chris Stroud,88,"19' 4""",503.333,26,-4
26,27,27,Steve LeBrun,66,"19' 5""",446.833,23,+6
27,28,28,Ryo Ishikawa,72,"19' 6""",488.083,25,-2
28,T29,T29,Ernie Els,63,"19' 8""",294.91700000000003,15,+4
29,T29,T29,John Merrick,79,"19' 8""",413.833,21,-2
30,T29,T29,Cameron Percy,68,"19' 8""",334.917,17,+10
31,T29,T29,Nicholas Thompson,99,"19' 8""",766.6669999999999,39,-2
32,33,33,Morgan Hoffmann,64,"19' 9""",591.4169999999999,30,+2
33,T34,T34,Luke Guthrie,82,"19' 10""",713.9169999999999,36,-5
34,T34,T34,Matt Kuchar,93,"19' 10""",635.3330000000001,32,E
35,36,36,Jordan Spieth,82,"20' 1""",643.25,32,+2
36,T37,T37,Graham DeLaet,94,"20' 2""",424.0,21,E
37,T37,T37,Chez Reavie,72,"20' 2""",282.25,14,-2
38,39,39,Phil Mickelson,78,"20' 3""",628.9169999999999,31,+1
39,40,40,Jeff Maggert,63,"20' 5""",715.75,35,+6
40,41,41,Charley Hoffman,84,"20' 7""",720.0,35,E
41,42,42,Nicolas Colsaerts,50,"20' 8""",433.167,21,+5
42,43,43,Brian Harman,89,"20' 9""",768.4169999999999,37,+11
43,T44,T44,Bryce Molder,82,"20' 10""",436.667,21,+3
44,T44,T44,David Toms,49,"20' 10""",250.167,12,+1
45,T44,T44,Gary Woodland,94,"20' 10""",874.5830000000001,42,+5
46,T47,T47,Doug LaBelle II,72,"21' 0""",482.833,23,+8
47,T47,T47,Jimmy Walker,84,"21' 0""",859.6669999999999,41,+7
48,T49,T49,K.J. Choi,85,"21' 1""",358.583,17,-2
49,T49,T49,Nick Watney,88,"21' 1""",612.5830000000001,29,+8
50,51,51,Ian Poulter,59,"21' 2""",381.5,18,+1
51,T52,T52,David Mathis,71,"21' 3""",658.4169999999999,31,+9
52,T52,T52,Seung-Yul Noh,71,"21' 3""",573.6669999999999,27,-1
53,T54,T54,David Lynn,70,"21' 5""",792.0,37,+6
54,T54,T54,Adam Scott,61,"21' 5""",342.5,16,+1
55,T56,T56,Justin Leonard,86,"21' 6""",495.167,23,+2
56,T56,T56,Henrik Stenson,65,"21' 6""",408.0,19,+4
57,T58,T58,Luke Donald,60,"21' 7""",280.08299999999997,13,+4
58,T58,T58,Russell Henley,80,"21' 7""",518.9169999999999,24,-1
