,GIR_Pct._-_Fairway_Bunker_RANK THIS WEEK,GIR_Pct._-_Fairway_Bunker_RANK LAST WEEK,GIR_Pct._-_Fairway_Bunker_PLAYER NAME,GIR_Pct._-_Fairway_Bunker_ROUNDS,GIR_Pct._-_Fairway_Bunker_%,GIR_Pct._-_Fairway_Bunker_GREENS HIT,GIR_Pct._-_Fairway_Bunker_# HOLES,GIR_Pct._-_Fairway_Bunker_RELATIVE/PAR
0,1,1,Trevor Immelman,73,69.1,38,55,-6.00
1,2,2,Matt Every,89,68.8,55,80,-13.00
2,3,3,Steve Stricker,51,68.2,15,22,-3.00
3,4,4,Stewart Cink,71,63.0,34,54,-6.00
4,5,5,Hunter Mahan,91,62.8,27,43,-1.00
5,6,6,Eric Meierdierks,48,61.5,16,26,-2.00
6,7,7,Charles Howell III,87,60.2,65,108,-8.00
7,T8,T8,Erik Compton,74,59.5,47,79,-8.00
8,T8,T8,David Hearn,88,59.5,47,79,-7.00
9,T10,T10,Nicolas Colsaerts,50,59.4,19,32,-3.00
10,T10,T10,David Toms,49,59.4,19,32,-2.00
11,12,12,Casey Wittenberg,72,59.3,32,54,-9.00
12,13,13,Dustin Johnson,71,59.2,29,49,-3.00
13,14,14,David Lynn,70,59.1,26,44,-4.00
14,15,15,Bill Haas,85,59.0,36,61,-3.00
15,T16,T16,Vijay Singh,61,58.6,34,58,-4.00
16,T16,T16,Nicholas Thompson,99,58.6,41,70,-10.00
17,18,18,Cameron Tringale,80,58.5,38,65,-12.00
18,19,19,Ben Crane,62,58.3,28,48,-5.00
19,T20,T20,Jim Herman,59,58.1,18,31,-1.00
20,T20,T20,Justin Rose,62,58.1,25,43,-4.00
21,22,22,Henrik Norlander,70,57.8,26,45,-4.00
22,23,23,Jim Furyk,80,57.4,27,47,-7.00
23,24,24,Charley Hoffman,84,57.3,43,75,-9.00
24,T25,T25,Graham DeLaet,94,56.9,29,51,-5.00
25,T25,T25,Ryo Ishikawa,72,56.9,37,65,-5.00
