,Approaches_from_125-150_yards_Rgh_RANK THIS WEEK,Approaches_from_125-150_yards_Rgh_RANK LAST WEEK,Approaches_from_125-150_yards_Rgh_PLAYER NAME,Approaches_from_125-150_yards_Rgh_ROUNDS,Approaches_from_125-150_yards_Rgh_AVG,Approaches_from_125-150_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_125-150_yards_Rgh_# OF ATTEMPTS,Approaches_from_125-150_yards_Rgh_RELATIVE TO PAR
0,1,1,Brandt Jobe,62,"27' 1""",758.75,28,+2
1,2,2,David Lingmerth,68,"27' 9""",1387.9170000000001,50,+1
2,3,3,Shawn Stefani,63,"28' 4""",1105.5,39,-1
3,4,4,Lucas Glover,65,"28' 5""",824.5,29,+6
4,T5,T5,Ryo Ishikawa,72,"28' 6""",1423.3329999999999,50,+12
5,T5,T5,Jeff Overton,78,"28' 6""",1680.3329999999999,59,+1
6,7,7,Justin Rose,62,"28' 8""",831.6669999999999,29,-1
7,8,8,Ken Duke,87,"28' 9""",977.4169999999999,34,+2
8,9,9,David Mathis,71,"29' 2""",1049.75,36,+2
9,10,10,Ben Crane,62,"29' 3""",1023.25,35,E
10,T11,T11,Henrik Norlander,70,"29' 4""",1348.5,46,+3
11,T11,T11,Nicholas Thompson,99,"29' 4""",1728.9170000000001,59,+8
12,T11,T11,Gary Woodland,94,"29' 4""",2260.417,77,-3
13,14,14,K.J. Choi,85,"29' 5""",883.1669999999999,30,+2
14,T15,T15,Patrick Reed,83,"29' 6""",1945.0829999999999,66,-6
15,T15,T15,Brandt Snedeker,79,"29' 6""",1210.583,41,+5
16,17,17,Harris English,95,"29' 9""",1903.5829999999999,64,+1
17,T18,T18,Ricky Barnes,74,"29' 10""",1490.25,50,+3
18,T18,T18,Freddie Jacobson,63,"29' 10""",1015.5830000000001,34,-1
19,20,20,Ben Curtis,59,"29' 11""",658.75,22,+3
20,T21,T21,Brian Harman,89,"30' 0""",2009.5,67,+5
21,T21,T21,Mike Weir,60,"30' 0""",540.3330000000001,18,+3
22,23,23,D.A. Points,87,"30' 1""",1111.917,37,-6
23,T24,T24,Dustin Johnson,71,"30' 4""",1667.25,55,+2
24,T24,T24,Luke List,65,"30' 4""",1606.6670000000001,53,+1
25,T26,T26,Sangmoon Bae,83,"30' 6""",1495.75,49,+4
26,T26,T26,Matt Every,89,"30' 6""",1340.1670000000001,44,+4
27,T28,T28,Darron Stiles,51,"30' 7""",855.5,28,-2
28,T28,T28,Mark Wilson,56,"30' 7""",733.5,24,E
29,30,30,Camilo Villegas,79,"30' 8""",1531.25,50,+1
30,31,31,Hunter Mahan,91,"31' 4""",1284.917,41,+3
31,T32,T32,Stuart Appleby,88,"31' 5""",1319.8329999999999,42,+10
32,T32,T32,Brendon de Jonge,110,"31' 5""",1632.1670000000001,52,+1
33,T32,T32,Brad Fritsch,81,"31' 5""",1885.8329999999999,60,+1
34,T35,T35,Phil Mickelson,78,"31' 6""",1008.1669999999999,32,-3
35,T35,T35,Brendan Steele,86,"31' 6""",1636.0,52,-5
36,T37,T37,Chris Kirk,89,"31' 7""",1893.75,60,-1
37,T37,T37,Rory McIlroy,56,"31' 7""",789.3330000000001,25,+4
