,GIR_Percentage_-_75-100_yards_RANK THIS WEEK,GIR_Percentage_-_75-100_yards_RANK LAST WEEK,GIR_Percentage_-_75-100_yards_PLAYER NAME,GIR_Percentage_-_75-100_yards_ROUNDS,GIR_Percentage_-_75-100_yards_%,GIR_Percentage_-_75-100_yards_GREENS HIT,GIR_Percentage_-_75-100_yards_TOTAL HOLES,GIR_Percentage_-_75-100_yards_RELATIVE TO PAR
0,1,1,Jin Park,52,97.62,41,42,-0.22
1,2,2,Hunter Mahan,91,94.55,52,55,-0.42
2,3,3,Lee Williams,62,91.43,64,70,-0.28
3,T4,T4,Casey Wittenberg,72,90.48,57,63,-0.3
4,T4,T4,Tiger Woods,61,90.48,19,21,-0.37
5,T6,T6,Scott Langley,79,90.0,63,70,-0.37
6,T6,T6,Steve Stricker,51,90.0,45,50,-0.47
7,T6,T6,Charlie Wi,75,90.0,45,50,-0.27
8,9,9,Steve LeBrun,66,89.47,51,57,-0.24
9,10,10,Rod Pampling,46,89.19,33,37,-0.27
10,11,11,Ricky Barnes,74,88.33,53,60,-0.25
11,12,12,David Toms,49,87.88,29,33,-0.1
12,13,13,Robert Allenby,58,87.72,50,57,-0.28
13,14,14,Cameron Percy,68,87.5,35,40,-0.2
14,15,15,David Lingmerth,68,87.32,62,71,-0.35
15,16,16,Tim Clark,64,87.23,41,47,-0.37
16,17,17,Rory Sabbatini,86,87.14,61,70,-0.23
17,18,18,Ben Crane,62,87.04,47,54,-0.3
18,19,19,Jason Bohn,70,86.9,73,84,-0.45
19,20,20,Webb Simpson,92,86.76,59,68,-0.25
20,21,21,Stewart Cink,71,86.67,39,45,-0.31
21,22,22,Eric Meierdierks,48,86.49,32,37,-0.28
22,23,23,George McNeill,68,86.3,63,73,-0.29
23,24,24,Henrik Stenson,65,86.21,25,29,-0.4
24,25,25,Michael Bradley,56,86.05,37,43,-0.41
25,26,26,Brian Davis,91,85.83,103,120,-0.38
26,T27,T27,Luke Donald,60,85.71,36,42,-0.36
27,T27,T27,Freddie Jacobson,63,85.71,42,49,-0.33
28,T27,T27,D.A. Points,87,85.71,54,63,-0.31
29,30,30,Chris Kirk,89,85.26,81,95,-0.43
30,31,31,David Lynn,70,85.19,46,54,-0.41
31,32,32,Mike Weir,60,85.11,40,47,-0.35
32,33,33,Graham DeLaet,94,84.93,62,73,-0.35
33,34,34,Tag Ridings,69,84.91,45,53,-0.2
34,35,35,Doug LaBelle II,72,84.75,50,59,-0.42
35,T36,T36,Ryan Moore,72,84.62,55,65,-0.35
36,T36,T36,Nicholas Thompson,99,84.62,77,91,-0.38
37,38,38,Justin Leonard,86,84.52,71,84,-0.39
38,39,39,Jeff Maggert,63,84.51,60,71,-0.2
39,40,40,Ernie Els,63,84.44,38,45,-0.21
40,41,41,Zach Johnson,84,84.34,70,83,-0.31
41,42,42,Seung-Yul Noh,71,84.31,43,51,-0.35
42,43,43,Bryce Molder,82,84.29,59,70,-0.42
43,44,44,Stuart Appleby,88,84.15,69,82,-0.3
44,T45,T45,Matt Kuchar,93,84.06,58,69,-0.33
45,T45,T45,Brendan Steele,86,84.06,58,69,-0.34
46,47,47,Phil Mickelson,78,83.87,52,62,-0.52
47,48,48,Tim Herron,45,83.72,36,43,-0.39
48,49,49,Mark Wilson,56,83.67,41,49,-0.32
49,T50,T50,Morgan Hoffmann,64,83.61,51,61,-0.37
50,T50,T50,Colt Knost,69,83.61,51,61,-0.31
51,T50,T50,Gary Woodland,94,83.61,51,61,-0.31
52,53,53,Trevor Immelman,73,83.58,56,67,-0.27
53,54,54,J.J. Henry,83,83.56,61,73,-0.2
54,55,55,Charles Howell III,87,83.54,66,79,-0.33
55,T56,T56,Chad Campbell,78,83.33,45,54,-0.36
56,T56,T56,Kevin Chappell,80,83.33,60,72,-0.25
57,T56,T56,K.J. Choi,85,83.33,55,66,-0.47
58,T56,T56,Robert Garrigus,69,83.33,25,30,-0.28
59,T56,T56,Billy Horschel,96,83.33,70,84,-0.47
60,T56,T56,Henrik Norlander,70,83.33,40,48,-0.25
61,T56,T56,Charl Schwartzel,69,83.33,30,36,-0.57
62,T56,T56,Jordan Spieth,82,83.33,70,84,-0.4
63,T56,T56,D.J. Trahan,48,83.33,30,36,-0.37
64,65,65,Jimmy Walker,84,83.0,83,100,-0.36
65,T66,T66,Ken Duke,87,82.98,78,94,-0.38
66,T66,T66,Vijay Singh,61,82.98,39,47,-0.1
67,68,68,William McGirt,75,82.95,73,88,-0.22
68,69,69,David Hearn,88,82.8,77,93,-0.39
69,70,70,Robert Streb,75,82.76,48,58,-0.31
70,71,71,Kevin Streelman,86,82.67,62,75,-0.26
71,72,72,Jim Furyk,80,82.61,57,69,-0.23
72,73,73,Ryan Palmer,79,82.54,52,63,-0.44
73,T74,T74,Brendon de Jonge,110,82.5,66,80,-0.29
74,T74,T74,Aaron Watkins,46,82.5,33,40,-0.39
75,76,76,Darron Stiles,51,82.46,47,57,-0.3
76,T77,T77,Jason Dufner,78,82.35,56,68,-0.3
77,T77,T77,Lucas Glover,65,82.35,42,51,-0.33
78,79,79,Roberto Castro,97,82.29,79,96,-0.29
79,80,80,James Hahn,78,82.14,46,56,-0.26
80,T81,T81,Aaron Baddeley,68,82.0,41,50,-0.39
81,T81,T81,Pat Perez,69,82.0,41,50,-0.27
82,83,83,Erik Compton,74,81.97,50,61,-0.3
83,T84,T84,Ángel Cabrera,73,81.82,36,44,-0.19
84,T84,T84,Martin Flores,83,81.82,54,66,-0.31
85,T84,T84,Brandt Jobe,62,81.82,27,33,-0.3
86,T84,T84,Brandt Snedeker,79,81.82,54,66,-0.44
87,88,88,Ben Kohles,75,81.67,49,60,-0.2
88,89,89,Harris English,95,81.48,66,81,-0.24
89,90,90,Matt Every,89,81.4,70,86,-0.51
90,91,91,John Huh,88,81.16,56,69,-0.18
91,92,92,Rickie Fowler,75,80.95,51,63,-0.33
92,93,93,Tommy Gainey,84,80.88,55,68,-0.22
93,94,94,Brian Stuard,78,80.85,38,47,-0.37
94,95,95,Boo Weekley,100,80.77,63,78,-0.25
95,96,96,Bill Haas,85,80.72,67,83,-0.3
96,97,97,Jason Kokrak,78,80.7,46,57,-0.48
97,T98,T98,Jeff Overton,78,80.65,50,62,-0.34
98,T98,T98,Adam Scott,61,80.65,25,31,-0.64
99,100,100,Ryo Ishikawa,72,80.39,41,51,-0.24
100,101,101,John Rollins,77,80.3,53,66,-0.42
101,T102,T102,Sergio Garcia,65,80.0,24,30,-0.5
102,T102,T102,Robert Karlsson,56,80.0,28,35,-0.39
103,T102,T102,Alistair Presnell,59,80.0,44,55,-0.25
104,T102,T102,Chris Stroud,88,80.0,60,75,-0.27
105,T102,T102,Bo Van Pelt,72,80.0,48,60,-0.27
106,107,107,Luke Guthrie,82,79.73,59,74,-0.39
107,T108,T108,Scott Gardiner,61,79.69,51,64,-0.22
108,T108,T108,John Merrick,79,79.69,51,64,-0.22
109,T108,T108,Josh Teater,86,79.69,51,64,-0.35
110,111,111,John Senden,79,79.66,47,59,-0.28
111,112,112,Marc Leishman,77,79.59,39,49,-0.36
112,T113,T113,Stephen Ames,49,79.41,27,34,-0.33
113,T113,T113,Jason Day,86,79.41,54,68,-0.31
114,T113,T113,Jim Herman,59,79.41,27,34,-0.33
115,116,116,D.H. Lee,65,79.31,46,58,-0.35
116,117,117,Greg Chalmers,77,79.1,53,67,-0.34
117,118,118,Cameron Tringale,80,79.07,68,86,-0.35
118,119,119,Charley Hoffman,84,79.01,64,81,-0.28
119,T120,T120,Luke List,65,78.95,30,38,-0.23
120,T120,T120,Greg Owen,73,78.95,45,57,-0.11
121,T120,T120,Justin Rose,62,78.95,30,38,-0.47
122,T120,T120,Johnson Wagner,64,78.95,30,38,-0.13
123,124,124,Chez Reavie,72,78.87,56,71,-0.36
124,125,125,"Ted Potter, Jr.",65,78.85,41,52,-0.2
125,126,126,James Driscoll,76,78.69,48,61,-0.25
126,T127,T127,Nicolas Colsaerts,50,78.57,33,42,-0.18
127,T127,T127,Brad Fritsch,81,78.57,44,56,-0.34
128,129,129,Scott Stallings,79,78.38,58,74,-0.31
129,130,130,Nick Watney,88,78.31,65,83,-0.37
130,131,131,Carl Pettersson,82,77.94,53,68,-0.3
131,132,132,Bobby Gates,49,77.78,28,36,-0.43
132,133,133,Brian Harman,89,77.65,66,85,-0.32
133,134,134,Geoff Ogilvy,57,77.55,38,49,-0.18
134,T135,T135,Jonas Blixt,76,77.42,48,62,-0.44
135,T135,T135,Keegan Bradley,88,77.42,48,62,-0.17
136,T135,T135,Rory McIlroy,56,77.42,24,31,-0.29
137,138,138,Derek Ernst,58,77.36,41,53,-0.27
138,139,139,Richard Lee,81,77.33,58,75,-0.33
139,140,140,Bob Estes,66,77.19,44,57,-0.2
140,T141,T141,Ben Curtis,59,76.92,40,52,-0.23
141,T141,T141,Andrew Svoboda,46,76.92,20,26,-0.25
142,143,143,Steven Bowditch,67,76.56,49,64,-0.33
143,144,144,Martin Kaymer,61,76.0,19,25,-0.26
144,145,145,Daniel Summerhays,83,75.76,50,66,-0.28
145,146,146,Bubba Watson,76,75.61,62,82,-0.29
146,T147,T147,Dustin Johnson,71,75.56,34,45,-0.29
147,T147,T147,Scott Piercy,78,75.56,34,45,-0.24
148,149,149,Fabián Gómez,65,75.51,37,49,-0.27
149,150,150,Kevin Stadler,83,75.38,49,65,-0.37
150,151,151,Brian Gay,79,75.23,82,109,-0.35
151,T152,T152,Jerry Kelly,75,75.0,60,80,-0.3
152,T152,T152,Kyle Stanley,71,75.0,45,60,-0.27
153,T152,T152,Vaughn Taylor,50,75.0,33,44,-0.39
154,155,155,Ian Poulter,59,74.51,38,51,-0.37
