,GIR_Percentage_-__100_yards_RANK THIS WEEK,GIR_Percentage_-__100_yards_RANK LAST WEEK,GIR_Percentage_-__100_yards_PLAYER NAME,GIR_Percentage_-__100_yards_ROUNDS,GIR_Percentage_-__100_yards_%,GIR_Percentage_-__100_yards_GREENS HIT,GIR_Percentage_-__100_yards_TOTAL HOLES,GIR_Percentage_-__100_yards_RELATIVE TO PAR
0,1,1,Rod Pampling,46,93.16,109,117,-0.49
1,2,2,Henrik Stenson,65,93.04,147,158,-0.62
2,3,3,Tiger Woods,61,92.56,112,121,-0.7
3,4,4,Jin Park,52,91.96,103,112,-0.5
4,5,5,Lee Williams,62,91.3,126,138,-0.44
5,6,6,Steve Stricker,51,91.24,125,137,-0.65
6,7,7,Pat Perez,69,91.15,175,192,-0.52
7,8,8,Webb Simpson,92,90.5,219,242,-0.52
8,9,9,Ricky Barnes,74,90.37,169,187,-0.38
9,10,10,Jim Herman,59,90.34,131,145,-0.5
10,11,11,Brendon de Jonge,110,90.22,249,276,-0.56
11,12,12,Sergio Garcia,65,90.2,138,153,-0.64
12,13,13,Jim Furyk,80,90.07,136,151,-0.48
13,14,14,Michael Bradley,56,90.0,99,110,-0.48
14,15,15,Hunter Mahan,91,89.96,224,249,-0.56
15,16,16,Stewart Cink,71,89.68,139,155,-0.52
16,17,17,Justin Rose,62,89.58,129,144,-0.64
17,18,18,Tag Ridings,69,89.56,163,182,-0.47
18,19,19,Aaron Watkins,46,89.53,77,86,-0.52
19,20,20,Jason Kokrak,78,89.45,212,237,-0.61
20,21,21,George McNeill,68,89.42,169,189,-0.5
21,22,22,Kevin Chappell,80,89.38,202,226,-0.52
22,23,23,Seung-Yul Noh,71,89.29,175,196,-0.51
23,24,24,Adam Scott,61,89.19,132,148,-0.69
24,25,25,Robert Allenby,58,89.15,115,129,-0.39
25,26,26,John Senden,79,89.11,180,202,-0.54
26,T27,T27,J.J. Henry,83,89.05,179,201,-0.45
27,T27,T27,Mark Wilson,56,89.05,122,137,-0.48
28,29,29,Brendan Steele,86,88.99,194,218,-0.55
29,30,30,Billy Horschel,96,88.93,233,262,-0.6
30,31,31,Jimmy Walker,84,88.89,248,279,-0.55
31,32,32,Charlie Wi,75,88.74,134,151,-0.51
32,33,33,Luke List,65,88.7,157,177,-0.55
33,T34,T34,Keegan Bradley,88,88.69,243,274,-0.59
34,T34,T34,Scott Langley,79,88.69,149,168,-0.52
35,36,36,Zach Johnson,84,88.63,187,211,-0.5
36,37,37,K.J. Choi,85,88.62,148,167,-0.53
37,38,38,Andrew Svoboda,46,88.54,85,96,-0.52
38,39,39,D.A. Points,87,88.48,169,191,-0.52
39,T40,T40,Graham DeLaet,94,88.37,228,258,-0.56
40,T40,T40,Trevor Immelman,73,88.37,152,172,-0.42
41,42,42,Gary Woodland,94,88.36,258,292,-0.55
42,43,43,Rory Sabbatini,86,88.26,218,247,-0.57
43,44,44,Kevin Streelman,86,88.24,195,221,-0.56
44,T45,T45,Roberto Castro,97,88.17,231,262,-0.56
45,T45,T45,Dustin Johnson,71,88.17,164,186,-0.61
46,47,47,Jordan Spieth,82,88.11,215,244,-0.54
47,48,48,Chez Reavie,72,88.1,148,168,-0.45
48,49,49,James Hahn,78,88.06,177,201,-0.59
49,50,50,Eric Meierdierks,48,88.0,110,125,-0.42
50,51,51,Brandt Snedeker,79,87.93,153,174,-0.65
51,52,52,Brandt Jobe,62,87.88,116,132,-0.55
52,T53,T53,Ryan Moore,72,87.83,166,189,-0.57
53,T53,T53,Vaughn Taylor,50,87.83,101,115,-0.59
54,55,55,Luke Guthrie,82,87.8,180,205,-0.53
55,56,56,Phil Mickelson,78,87.78,194,221,-0.64
56,57,57,Robert Garrigus,69,87.69,171,195,-0.51
57,58,58,Matt Jones,83,87.61,191,218,-0.54
58,59,59,John Merrick,79,87.56,176,201,-0.54
59,T60,T60,Chris Kirk,89,87.55,225,257,-0.57
60,T60,T60,Chris Stroud,88,87.55,204,233,-0.5
61,62,62,Charles Howell III,87,87.54,246,281,-0.54
62,T63,T63,Stuart Appleby,88,87.5,196,224,-0.5
63,T63,T63,Daniel Summerhays,83,87.5,210,240,-0.58
64,65,65,D.J. Trahan,48,87.39,104,119,-0.47
65,T66,T66,Ben Crane,62,87.34,138,158,-0.47
66,T66,T66,Rory McIlroy,56,87.34,138,158,-0.59
67,68,68,Chad Campbell,78,87.32,179,205,-0.55
68,69,69,D.H. Lee,65,87.28,151,173,-0.6
69,70,70,William McGirt,75,87.27,192,220,-0.48
70,71,71,Doug LaBelle II,72,87.25,130,149,-0.58
71,72,72,Bryce Molder,82,87.18,136,156,-0.54
72,73,73,Steven Bowditch,67,87.1,189,217,-0.52
73,74,74,Erik Compton,74,87.0,174,200,-0.41
74,T75,T75,Ernie Els,63,86.93,133,153,-0.53
75,T75,T75,Bo Van Pelt,72,86.93,153,176,-0.54
76,77,77,Henrik Norlander,70,86.83,145,167,-0.57
77,78,78,Brian Stuard,78,86.81,125,144,-0.52
78,79,79,Justin Leonard,86,86.78,151,174,-0.51
79,80,80,Nick Watney,88,86.75,216,249,-0.53
80,81,81,John Huh,88,86.72,209,241,-0.44
81,82,82,Steve LeBrun,66,86.71,137,158,-0.48
82,83,83,Robert Streb,75,86.7,163,188,-0.48
83,84,84,Jason Bohn,70,86.63,162,187,-0.48
84,85,85,Bubba Watson,76,86.62,246,284,-0.52
85,86,86,Fabián Gómez,65,86.49,128,148,-0.53
86,87,87,Charl Schwartzel,69,86.34,158,183,-0.67
87,88,88,Vijay Singh,61,86.3,126,146,-0.4
88,T89,T89,Padraig Harrington,52,86.07,105,122,-0.45
89,T89,T89,Mike Weir,60,86.07,105,122,-0.51
90,91,91,Cameron Percy,68,86.06,142,165,-0.46
91,92,92,Michael Thompson,66,85.95,104,121,-0.63
92,93,93,Boo Weekley,100,85.93,232,270,-0.48
93,T94,T94,Tim Clark,64,85.83,109,127,-0.54
94,T94,T94,Tim Herron,45,85.83,109,127,-0.52
95,96,96,Ryo Ishikawa,72,85.8,145,169,-0.42
96,97,97,Matt Kuchar,93,85.71,204,238,-0.6
97,98,98,Kevin Stadler,83,85.66,209,244,-0.56
98,99,99,Jeff Maggert,63,85.64,155,181,-0.41
99,T100,T100,Freddie Jacobson,63,85.62,125,146,-0.56
100,T100,T100,Ben Kohles,75,85.62,131,153,-0.43
101,102,102,Derek Ernst,58,85.54,142,166,-0.47
102,103,103,David Lingmerth,68,85.47,147,172,-0.56
103,T104,T104,Bobby Gates,49,85.45,94,110,-0.38
104,T104,T104,Carl Pettersson,82,85.45,182,213,-0.53
105,106,106,Brad Fritsch,81,85.42,164,192,-0.55
106,107,107,Harris English,95,85.39,228,267,-0.57
107,108,108,Josh Teater,86,85.38,181,212,-0.57
108,T109,T109,Luke Donald,60,85.37,105,123,-0.57
109,T109,T109,David Toms,49,85.37,70,82,-0.39
110,T111,T111,Greg Chalmers,77,85.31,180,211,-0.54
111,T111,T111,Johnson Wagner,64,85.31,122,143,-0.43
112,113,113,Stephen Ames,49,85.29,87,102,-0.56
113,114,114,Charley Hoffman,84,85.24,231,271,-0.61
114,115,115,Bill Haas,85,85.2,213,250,-0.47
115,116,116,Brian Harman,89,85.06,205,241,-0.52
116,117,117,Nicolas Colsaerts,50,85.04,108,127,-0.48
117,118,118,David Lynn,70,85.0,136,160,-0.57
118,T119,T119,Will Claxton,67,84.88,146,172,-0.47
119,T119,T119,Brian Davis,91,84.88,219,258,-0.47
120,121,121,Martin Kaymer,61,84.87,101,119,-0.57
121,122,122,Morgan Hoffmann,64,84.86,157,185,-0.54
122,123,123,Patrick Reed,83,84.77,217,256,-0.57
123,124,124,Alistair Presnell,59,84.72,122,144,-0.55
124,125,125,Nicholas Thompson,99,84.7,238,281,-0.52
