,Approach_250-275_yards_RTP_RANK THIS WEEK,Approach_250-275_yards_RTP_RANK LAST WEEK,Approach_250-275_yards_RTP_PLAYER NAME,Approach_250-275_yards_RTP_ROUNDS,Approach_250-275_yards_RTP_AVG RTP
0,1,1,Andrew Svoboda,46,-0.9329999999999999
1,2,2,Stewart Cink,71,-0.857
2,3,3,Y.E. Yang,56,-0.846
3,4,4,Jin Park,52,-0.833
4,T5,T5,Luke Donald,60,-0.813
5,T5,T5,Peter Hanson,45,-0.813
6,7,7,Patrick Reed,83,-0.8079999999999999
7,T8,T8,Martin Kaymer,61,-0.8
8,T8,T8,D.J. Trahan,48,-0.8
9,10,10,Steve Stricker,51,-0.778
10,11,11,David Lynn,70,-0.773
11,12,12,Keegan Bradley,88,-0.758
12,13,13,Chris Kirk,89,-0.75
13,T14,T14,Matt Jones,83,-0.7390000000000001
14,T14,T14,Ryan Palmer,79,-0.7390000000000001
15,16,16,Sergio Garcia,65,-0.737
16,17,17,Steve LeBrun,66,-0.733
17,18,18,Henrik Stenson,65,-0.7240000000000001
18,19,19,Ernie Els,63,-0.722
19,20,20,Roberto Castro,97,-0.718
20,T21,T21,Kevin Chappell,80,-0.7140000000000001
21,T21,T21,George McNeill,68,-0.7140000000000001
22,23,23,Chad Campbell,78,-0.706
23,24,24,D.H. Lee,65,-0.696
24,25,25,Graeme McDowell,53,-0.6920000000000001
25,26,26,Jason Bohn,70,-0.688
26,T27,T27,Jason Day,86,-0.682
27,T27,T27,William McGirt,75,-0.682
28,T27,T27,Michael Thompson,66,-0.682
29,30,30,Graham DeLaet,94,-0.679
30,T31,T31,John Huh,88,-0.677
31,T31,T31,Daniel Summerhays,83,-0.677
32,T33,T33,Jim Furyk,80,-0.667
33,T33,T33,James Hahn,78,-0.667
34,T33,T33,Russell Henley,80,-0.667
35,T33,T33,Doug LaBelle II,72,-0.667
36,T33,T33,Phil Mickelson,78,-0.667
37,T33,T33,Boo Weekley,100,-0.667
38,T33,T33,Tiger Woods,61,-0.667
39,40,40,Gary Woodland,94,-0.655
40,41,41,Brendon de Jonge,110,-0.6509999999999999
41,T42,T42,David Hearn,88,-0.65
42,T42,T42,Kevin Stadler,83,-0.65
43,T44,T44,Billy Horschel,96,-0.645
44,T44,T44,Marc Leishman,77,-0.645
45,T44,T44,John Merrick,79,-0.645
46,T47,T47,Ryan Moore,72,-0.64
47,T47,T47,Rory Sabbatini,86,-0.64
48,T49,T49,Bob Estes,66,-0.636
49,T49,T49,Mark Wilson,56,-0.636
50,51,51,Jonas Blixt,76,-0.633
51,52,52,Vaughn Taylor,50,-0.632
52,53,53,K.J. Choi,85,-0.625
53,54,54,Cameron Tringale,80,-0.621
