,Fairway_Proximity_RANK THIS WEEK,Fairway_Proximity_RANK LAST WEEK,Fairway_Proximity_PLAYER NAME,Fairway_Proximity_ROUNDS,Fairway_Proximity_AVG,Fairway_Proximity_ATTEMPTS,Fairway_Proximity_TOTAL DISTANCE (FEET),Fairway_Proximity_RELATIVE TO PAR
64,T63,T63,Lee Williams,62,"30' 6""",690,21040.25,-30.0
65,T66,T66,Ryo Ishikawa,72,"30' 7""",683,20912.917,-9.0
66,T66,T66,Robert Karlsson,56,"30' 7""",479,14668.0,-32.0
67,T68,T68,Stewart Cink,71,"30' 8""",721,22083.833,-43.0
68,T68,T68,Tim Clark,64,"30' 8""",597,18296.083,-41.0
69,T68,T68,Jordan Spieth,82,"30' 8""",919,28207.25,-117.0
70,T71,T71,Charley Hoffman,84,"30' 9""",962,29603.5,-81.0
71,T71,T71,Pat Perez,69,"30' 9""",858,26403.833,-55.0
72,T71,T71,Kevin Streelman,86,"30' 9""",940,28910.0,-82.0
73,T71,T71,Nicholas Thompson,99,"30' 9""",1159,35631.417,-70.0
74,T75,T75,Russell Henley,80,"30' 10""",904,27849.333,-78.0
75,T75,T75,David Mathis,71,"30' 10""",808,24934.833,-31.0
76,T75,T75,Adam Scott,61,"30' 10""",588,18123.75,-58.0
77,T75,T75,Bubba Watson,76,"30' 10""",749,23103.5,-88.0
78,T75,T75,Casey Wittenberg,72,"30' 10""",764,23575.75,-7.0
79,T80,T80,James Driscoll,76,"30' 11""",791,24452.0,-52.0
80,T80,T80,Scott Gardiner,61,"30' 11""",654,20221.083,-19.0
81,T80,T80,Trevor Immelman,73,"30' 11""",823,25469.583,-22.0
82,T80,T80,David Lingmerth,68,"30' 11""",767,23728.5,-30.0
83,T80,T80,Ryan Moore,72,"30' 11""",798,24701.167,-50.0
84,T80,T80,Daniel Summerhays,83,"30' 11""",1028,31739.833,-89.0
85,T86,T86,Brian Gay,79,"31' 0""",993,30773.583,-29.0
86,T86,T86,Phil Mickelson,78,"31' 0""",691,21394.417,-107.0
87,T88,T88,Stephen Ames,49,"31' 1""",579,17986.917,-7.0
88,T88,T88,Keegan Bradley,88,"31' 1""",953,29595.333,-132.0
89,T88,T88,Billy Horschel,96,"31' 1""",1116,34723.75,-103.0
90,T88,T88,Jerry Kelly,75,"31' 1""",901,28030.25,-85.0
91,T88,T88,Dicky Pride,71,"31' 1""",795,24709.833,-38.0
92,T88,T88,Webb Simpson,92,"31' 1""",939,29177.917,-98.0
93,T88,T88,Josh Teater,86,"31' 1""",811,25179.25,-53.0
94,T95,T95,Roberto Castro,97,"31' 2""",1175,36604.583,-98.0
95,T95,T95,Matt Every,89,"31' 2""",999,31152.5,-97.0
96,T95,T95,Charlie Wi,75,"31' 2""",891,27797.25,-43.0
97,T98,T98,Sangmoon Bae,83,"31' 3""",911,28450.083,-51.0
98,T98,T98,Lucas Glover,65,"31' 3""",699,21869.583,-40.0
99,T98,T98,Martin Kaymer,61,"31' 3""",559,17451.667,-35.0
100,T98,T98,Ian Poulter,59,"31' 3""",523,16355.667,-36.0
101,T98,T98,Jimmy Walker,84,"31' 3""",914,28567.667,-80.0
102,T103,T103,Richard Lee,81,"31' 4""",1001,31365.5,-75.0
103,T103,T103,Robert Streb,75,"31' 4""",821,25712.833,-57.0
104,T105,T105,Martin Flores,83,"31' 5""",926,29064.833,-72.0
105,T105,T105,Rickie Fowler,75,"31' 5""",765,24035.833,-78.0
106,T105,T105,"Ted Potter, Jr.",65,"31' 5""",758,23807.167,-50.0
107,T105,T105,Brendan Steele,86,"31' 5""",1023,32166.417,-58.0
108,T109,T109,Stuart Appleby,88,"31' 6""",1082,34043.5,-81.0
109,T109,T109,J.J. Henry,83,"31' 6""",1028,32401.167,-49.0
110,T109,T109,Mark Wilson,56,"31' 6""",730,22998.583,-20.0
111,T112,T112,Jason Dufner,78,"31' 7""",828,26151.583,-60.0
112,T112,T112,Chris Stroud,88,"31' 7""",1064,33627.083,-64.0
113,T112,T112,D.J. Trahan,48,"31' 7""",496,15674.917,-19.0
114,115,115,Freddie Jacobson,63,"31' 8""",579,18339.0,-49.0
115,T116,T116,Erik Compton,74,"31' 9""",808,25684.333,-40.0
116,T116,T116,Bill Haas,85,"31' 9""",903,28667.167,-111.0
117,T116,T116,Matt Jones,83,"31' 9""",947,30046.5,-96.0
118,T116,T116,Henrik Norlander,70,"31' 9""",766,24342.0,-35.0
119,T116,T116,Carl Pettersson,82,"31' 9""",842,26723.5,-58.0
120,T116,T116,Henrik Stenson,65,"31' 9""",618,19632.833,-84.0
121,T122,T122,Fabián Gómez,65,"31' 10""",750,23861.917,-47.0
122,T122,T122,Colt Knost,69,"31' 10""",813,25893.333,-1.0
123,T122,T122,Justin Leonard,86,"31' 10""",1039,33113.0,-56.0
124,T122,T122,William McGirt,75,"31' 10""",921,29293.917,-81.0
125,T122,T122,Scott Piercy,78,"31' 10""",760,24172.667,-45.0
126,T127,T127,Bobby Gates,49,"31' 11""",452,14444.917,-7.0
127,T127,T127,Peter Hanson,45,"31' 11""",408,13015.583,-24.0
128,T127,T127,John Huh,88,"31' 11""",1034,33017.167,-66.0
129,T127,T127,Patrick Reed,83,"31' 11""",896,28602.417,-67.0
130,T131,T131,Ben Crane,62,"32' 0""",743,23801.25,-35.0
131,T131,T131,Jim Herman,59,"32' 0""",579,18528.667,-37.0
132,T131,T131,Troy Matteson,68,"32' 0""",750,24010.0,-27.0
133,T131,T131,Jeff Overton,78,"32' 0""",929,29728.75,-80.0
134,T135,T135,Will Claxton,67,"32' 1""",737,23643.75,-18.0
135,T135,T135,Jason Day,86,"32' 1""",774,24809.667,-71.0
136,T135,T135,Sergio Garcia,65,"32' 1""",608,19497.083,-77.0
137,T135,T135,Luke Guthrie,82,"32' 1""",846,27170.25,-36.0
138,T135,T135,Eric Meierdierks,48,"32' 1""",463,14846.417,12.0
139,140,140,Harris English,95,"32' 2""",1073,34510.917,-87.0
140,T141,T141,Charlie Beljan,62,"32' 3""",715,23068.167,2.0
141,T141,T141,Padraig Harrington,52,"32' 3""",446,14394.5,-21.0
142,T141,T141,David Lynn,70,"32' 3""",729,23525.5,-58.0
143,T141,T141,Shawn Stefani,63,"32' 3""",613,19762.667,-39.0
144,T145,T145,Justin Bolli,59,"32' 4""",608,19639.167,3.0
145,T145,T145,Ben Curtis,59,"32' 4""",609,19684.333,-19.0
146,T145,T145,Tom Gillis,69,"32' 4""",816,26403.333,-21.0
147,T145,T145,Marc Leishman,77,"32' 4""",815,26351.417,-44.0
148,T145,T145,Aaron Watkins,46,"32' 4""",463,14979.583,-22.0
149,T150,T150,Tommy Gainey,84,"32' 5""",937,30345.25,-12.0
150,T150,T150,D.A. Points,87,"32' 5""",923,29952.167,-31.0
151,T152,T152,Seung-Yul Noh,71,"32' 6""",735,23889.917,-30.0
152,T152,T152,Cameron Percy,68,"32' 6""",733,23838.583,-35.0
153,T152,T152,Alistair Presnell,59,"32' 6""",581,18885.0,-30.0
154,T155,T155,D.H. Lee,65,"32' 7""",795,25904.833,-33.0
155,T155,T155,Andrew Svoboda,46,"32' 7""",469,15300.333,-19.0
156,157,157,Michael Thompson,66,"32' 8""",702,22929.583,-27.0
157,158,158,Brian Harman,89,"32' 10""",971,31863.083,-58.0
158,T159,T159,Scott Brown,65,"32' 11""",736,24223.417,-41.0
159,T159,T159,Derek Ernst,58,"32' 11""",627,20624.75,-10.0
160,T159,T159,Sean O'Hair,56,"32' 11""",618,20357.5,-24.0
161,T159,T159,Geoff Ogilvy,57,"32' 11""",542,17846.917,-1.0
162,T159,T159,Cameron Tringale,80,"32' 11""",994,32681.5,-61.0
163,T159,T159,Mike Weir,60,"32' 11""",591,19436.5,-7.0
164,T165,T165,Martin Laird,68,"33' 0""",709,23414.167,-20.0
165,T165,T165,Hunter Mahan,91,"33' 0""",933,30794.833,-110.0
166,T167,T167,Tim Herron,45,"33' 2""",543,17989.917,-19.0
167,T167,T167,Charles Howell III,87,"33' 2""",970,32167.0,-117.0
168,169,169,Rod Pampling,46,"33' 3""",464,15422.583,-12.0
169,T170,T170,Steven Bowditch,67,"33' 6""",695,23293.0,-59.0
170,T170,T170,Ángel Cabrera,73,"33' 6""",702,23493.917,-36.0
171,T170,T170,Doug LaBelle II,72,"33' 6""",807,27049.75,-50.0
172,T170,T170,Jin Park,52,"33' 6""",596,19945.167,-17.0
173,T174,T174,Greg Chalmers,77,"33' 7""",926,31121.417,-61.0
174,T174,T174,John Senden,79,"33' 7""",801,26870.083,-32.0
175,176,176,Andres Romero,63,"33' 8""",650,21897.667,-21.0
176,177,177,Johnson Wagner,64,"33' 9""",668,22552.417,11.0
177,178,178,Jonas Blixt,76,"34' 1""",843,28766.167,-40.0
178,179,179,Aaron Baddeley,68,"34' 7""",707,24479.167,-24.0
179,180,180,Luke List,65,"34' 11""",562,19602.5,18.0
