,Approaches_from__275_yards_Rgh_RANK THIS WEEK,Approaches_from__275_yards_Rgh_RANK LAST WEEK,Approaches_from__275_yards_Rgh_PLAYER NAME,Approaches_from__275_yards_Rgh_ROUNDS,Approaches_from__275_yards_Rgh_AVG,Approaches_from__275_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__275_yards_Rgh_# OF ATTEMPTS,Approaches_from__275_yards_Rgh_RELATIVE TO PAR
0,1,1,Chez Reavie,72,"5' 8""",5.667000000000001,1,-1
1,2,2,Brandt Jobe,62,"17' 10""",17.833,1,E
2,3,3,Fabián Gómez,65,"21' 8""",21.666999999999998,1,-1
3,4,4,Chad Campbell,78,"21' 11""",21.916999999999998,1,-2
4,5,5,Kevin Streelman,86,"27' 6""",27.5,1,-1
5,6,6,Stewart Cink,71,"34' 11""",34.917,1,E
6,7,7,Martin Laird,68,"55' 3""",110.5,2,E
7,8,8,George McNeill,68,"56' 6""",169.417,3,-3
8,9,9,Michael Thompson,66,"58' 4""",58.333,1,+1
9,10,10,Roberto Castro,97,"60' 7""",60.583,1,-2
10,11,11,Martin Flores,83,"61' 0""",121.917,2,-2
11,12,12,David Mathis,71,"61' 3""",122.5,2,E
12,13,13,Scott Piercy,78,"62' 4""",124.583,2,-2
13,14,14,James Hahn,78,"62' 8""",125.333,2,-2
14,15,15,Rory McIlroy,56,"64' 3""",256.91700000000003,4,-3
15,16,16,Jonas Blixt,76,"64' 6""",322.66700000000003,5,-2
16,17,17,Tommy Gainey,84,"65' 5""",196.167,3,-1
17,T18,T18,Luke Guthrie,82,"66' 8""",199.917,3,-1
18,T18,T18,Phil Mickelson,78,"66' 8""",333.5,5,E
19,20,20,K.J. Choi,85,"68' 0""",68.0,1,-1
20,T21,T21,Shawn Stefani,63,"73' 2""",292.66700000000003,4,-2
21,T21,T21,Lee Westwood,70,"73' 2""",73.167,1,E
22,23,23,Kevin Chappell,80,"73' 9""",73.75,1,-1
23,24,24,Charley Hoffman,84,"73' 11""",517.5830000000001,7,-3
24,T25,T25,Ken Duke,87,"74' 7""",149.083,2,-1
25,T25,T25,Dustin Johnson,71,"74' 7""",298.25,4,-1
26,27,27,Luke Donald,60,"77' 3""",77.25,1,-1
27,28,28,Bubba Watson,76,"77' 11""",233.75,3,E
28,29,29,Sean O'Hair,56,"78' 3""",78.25,1,-1
29,30,30,Seung-Yul Noh,71,"78' 5""",470.333,6,-1
30,31,31,Keegan Bradley,88,"78' 10""",315.16700000000003,4,-1
31,32,32,Peter Hanson,45,"79' 7""",397.833,5,-4
32,T33,T33,John Huh,88,"80' 4""",80.333,1,-1
33,T33,T33,Kevin Stadler,83,"80' 4""",321.16700000000003,4,-4
34,35,35,Henrik Norlander,70,"80' 8""",161.333,2,-1
35,36,36,Billy Horschel,96,"80' 11""",161.75,2,E
36,37,37,Ian Poulter,59,"81' 1""",81.083,1,-1
37,38,38,Charl Schwartzel,69,"82' 4""",247.083,3,-1
38,39,39,Bud Cauley,67,"82' 8""",247.917,3,-2
39,40,40,Brad Fritsch,81,"83' 8""",167.25,2,-1
40,41,41,Jordan Spieth,82,"83' 10""",83.833,1,E
41,42,42,Brian Davis,91,"84' 9""",84.75,1,-1
42,43,43,Jim Herman,59,"84' 11""",84.917,1,E
43,44,44,Geoff Ogilvy,57,"85' 9""",428.583,5,E
44,45,45,Marc Leishman,77,"87' 7""",87.583,1,+1
45,46,46,Jason Kokrak,78,"87' 8""",350.75,4,E
46,T47,T47,Andrew Svoboda,46,"87' 9""",87.75,1,E
47,T47,T47,Tiger Woods,61,"87' 9""",351.083,4,E
48,49,49,Henrik Stenson,65,"87' 11""",87.917,1,E
49,50,50,William McGirt,75,"88' 3""",264.75,3,-2
50,51,51,Scott Gardiner,61,"88' 8""",266.08299999999997,3,+3
51,52,52,Harris English,95,"88' 10""",266.58299999999997,3,-2
52,53,53,Andres Romero,63,"89' 0""",712.25,8,-5
