,Approach_175-200_yards_RTP_Score_RANK THIS WEEK,Approach_175-200_yards_RTP_Score_RANK LAST WEEK,Approach_175-200_yards_RTP_Score_PLAYER NAME,Approach_175-200_yards_RTP_Score_ROUNDS,Approach_175-200_yards_RTP_Score_AVG RTP
0,1,1,Scott Piercy,78,-.132
1,2,2,Dustin Johnson,71,-.126
2,3,3,Ian Poulter,59,-.108
3,4,4,Keegan Bradley,88,-.102
4,5,5,Ryan Palmer,79,-.098
5,6,6,Bob Estes,66,-.078
6,7,7,Luke Donald,60,-.076
7,8,8,Bill Haas,85,-.059
8,9,9,Bubba Watson,76,-.058
9,10,10,Rory McIlroy,56,-.056
10,11,11,Jim Furyk,80,-.055
11,T12,T12,Justin Rose,62,-.052
12,T12,T12,Charlie Wi,75,-.052
13,T14,T14,Nicolas Colsaerts,50,-.048
14,T14,T14,Chris Kirk,89,-.048
15,T14,T14,Jeff Overton,78,-.048
16,17,17,Phil Mickelson,78,-.045
17,18,18,Morgan Hoffmann,64,-.044
18,19,19,Rory Sabbatini,86,-.042
19,20,20,Billy Horschel,96,-.037
20,21,21,Charl Schwartzel,69,-.034
21,T22,T22,John Huh,88,-.032
22,T22,T22,Kevin Streelman,86,-.032
23,T24,T24,Robert Garrigus,69,-.031
24,T24,T24,Greg Owen,73,-.031
25,26,26,Steve Stricker,51,-.026
26,T27,T27,Greg Chalmers,77,-.025
27,T27,T27,Martin Flores,83,-.025
28,T27,T27,Henrik Stenson,65,-.025
29,T30,T30,Stuart Appleby,88,-.023
30,T30,T30,Andres Romero,63,-.023
31,32,32,Lucas Glover,65,-.021
32,33,33,David Lynn,70,-.020
33,T34,T34,James Hahn,78,-.017
34,T34,T34,Zach Johnson,84,-.017
35,T36,T36,Jin Park,52,-.016
36,T36,T36,Pat Perez,69,-.016
37,T36,T36,Vijay Singh,61,-.016
38,39,39,Chad Campbell,78,-.015
39,40,40,Brendon de Jonge,110,-.012
40,41,41,Sean O'Hair,56,-.008
41,42,42,Bryce Molder,82,-.005
42,T43,T43,Graham DeLaet,94,-.004
43,T43,T43,Richard Lee,81,-.004
44,T43,T43,Boo Weekley,100,-.004
45,T46,T46,Russell Henley,80,E
46,T46,T46,Jim Herman,59,E
47,T46,T46,Jason Kokrak,78,E
48,T46,T46,Carl Pettersson,82,E
49,T46,T46,Robert Streb,75,E
50,T46,T46,Andrew Svoboda,46,E
51,52,52,Nicholas Thompson,99,+.004
52,T53,T53,K.J. Choi,85,+.005
53,T53,T53,Matt Every,89,+.005
54,T55,T55,Hunter Mahan,91,+.006
55,T55,T55,Webb Simpson,92,+.006
56,T57,T57,Ernie Els,63,+.007
57,T57,T57,Scott Gardiner,61,+.007
58,T57,T57,Shawn Stefani,63,+.007
59,60,60,Sergio Garcia,65,+.008
60,T61,T61,Ken Duke,87,+.009
61,T61,T61,Adam Scott,61,+.009
62,T61,T61,Tiger Woods,61,+.009
63,T64,T64,David Hearn,88,+.010
64,T64,T64,Ben Kohles,75,+.010
65,66,66,Matt Kuchar,93,+.011
66,67,67,Brad Fritsch,81,+.012
67,68,68,Scott Brown,65,+.013
68,T69,T69,Jason Day,86,+.014
69,T69,T69,Harris English,95,+.014
70,71,71,Brian Harman,89,+.015
71,T72,T72,James Driscoll,76,+.017
72,T72,T72,Kevin Stadler,83,+.017
73,T72,T72,Nick Watney,88,+.017
74,75,75,Lee Williams,62,+.022
75,76,76,Padraig Harrington,52,+.023
76,T77,T77,Camilo Villegas,79,+.024
77,T77,T77,Casey Wittenberg,72,+.024
78,T79,T79,Alistair Presnell,59,+.025
79,T79,T79,Chez Reavie,72,+.025
80,T81,T81,Stewart Cink,71,+.026
81,T81,T81,Seung-Yul Noh,71,+.026
82,T83,T83,Aaron Baddeley,68,+.027
83,T83,T83,Freddie Jacobson,63,+.027
84,85,85,Jerry Kelly,75,+.030
85,86,86,Lee Westwood,70,+.031
86,T87,T87,Tim Clark,64,+.033
87,T87,T87,Patrick Reed,83,+.033
88,T87,T87,Jordan Spieth,82,+.033
89,90,90,Charles Howell III,87,+.035
90,91,91,Brian Davis,91,+.036
91,T92,T92,Sangmoon Bae,83,+.038
92,T92,T92,Roberto Castro,97,+.038
93,T92,T92,Brendan Steele,86,+.038
94,T95,T95,Erik Compton,74,+.039
95,T95,T95,"Ted Potter, Jr.",65,+.039
96,T95,T95,Kyle Stanley,71,+.039
97,T98,T98,Scott Langley,79,+.040
98,T98,T98,Justin Leonard,86,+.040
99,T100,T100,Doug LaBelle II,72,+.043
100,T100,T100,Ryan Moore,72,+.043
101,T102,T102,John Senden,79,+.044
102,T102,T102,Chris Stroud,88,+.044
103,104,104,Brandt Snedeker,79,+.048
104,T105,T105,Rickie Fowler,75,+.049
105,T105,T105,J.J. Henry,83,+.049
106,T105,T105,Charley Hoffman,84,+.049
107,T105,T105,William McGirt,75,+.049
108,109,109,Gary Woodland,94,+.050
109,T110,T110,Ricky Barnes,74,+.051
110,T110,T110,Cameron Percy,68,+.051
111,T110,T110,Scott Stallings,79,+.051
112,T113,T113,Brandt Jobe,62,+.053
113,T113,T113,Marc Leishman,77,+.053
114,T113,T113,George McNeill,68,+.053
115,116,116,Matt Jones,83,+.054
116,T117,T117,Martin Kaymer,61,+.056
