,Approaches_225-250_yards-Rgh_RTP_RANK THIS WEEK,Approaches_225-250_yards-Rgh_RTP_RANK LAST WEEK,Approaches_225-250_yards-Rgh_RTP_PLAYER NAME,Approaches_225-250_yards-Rgh_RTP_ROUNDS,Approaches_225-250_yards-Rgh_RTP_AVG RTP
0,T1,T1,Justin Rose,62,-1.000
1,T1,T1,Adam Scott,61,-1.000
2,T1,T1,Vaughn Taylor,50,-1.000
3,4,4,Aaron Baddeley,68,-.875
4,5,5,Patrick Reed,83,-.727
5,6,6,Charl Schwartzel,69,-.667
6,7,7,Charles Howell III,87,-.643
7,8,8,Lucas Glover,65,-.636
8,T9,T9,Charley Hoffman,84,-.600
9,T9,T9,Martin Kaymer,61,-.600
10,T9,T9,David Lingmerth,68,-.600
11,T9,T9,Kevin Streelman,86,-.600
12,T9,T9,Lee Westwood,70,-.600
13,14,14,Steve Stricker,51,-.571
14,15,15,Sergio Garcia,65,-.545
15,16,16,Jimmy Walker,84,-.524
16,T17,T17,Ben Crane,62,-.500
17,T17,T17,Tim Herron,45,-.500
18,T17,T17,Matt Jones,83,-.500
19,T17,T17,Steve LeBrun,66,-.500
20,T17,T17,D.A. Points,87,-.500
21,T17,T17,D.J. Trahan,48,-.500
22,T17,T17,Bo Van Pelt,72,-.500
23,T17,T17,Mark Wilson,56,-.500
24,T17,T17,Tiger Woods,61,-.500
25,26,26,Kyle Stanley,71,-.467
26,T27,T27,Tim Clark,64,-.455
27,T27,T27,Rory McIlroy,56,-.455
28,T29,T29,Brendon de Jonge,110,-.429
29,T29,T29,Jason Dufner,78,-.429
30,T29,T29,Brandt Snedeker,79,-.429
31,32,32,Ryan Palmer,79,-.417
32,T33,T33,Bob Estes,66,-.400
33,T33,T33,Rod Pampling,46,-.400
34,35,35,Josh Teater,86,-.385
35,T36,T36,Zach Johnson,84,-.375
36,T36,T36,Richard Lee,81,-.375
37,T36,T36,John Merrick,79,-.375
38,T39,T39,Keegan Bradley,88,-.364
39,T39,T39,Brian Harman,89,-.364
40,T39,T39,Robert Streb,75,-.364
41,T39,T39,Johnson Wagner,64,-.364
42,43,43,Bubba Watson,76,-.357
43,44,44,Jason Kokrak,78,-.353
44,T45,T45,Will Claxton,67,-.333
45,T45,T45,Matt Every,89,-.333
46,T45,T45,Rickie Fowler,75,-.333
47,T45,T45,Brad Fritsch,81,-.333
48,T45,T45,Bill Haas,85,-.333
49,T45,T45,Geoff Ogilvy,57,-.333
50,T45,T45,Henrik Stenson,65,-.333
51,T45,T45,Brian Stuard,78,-.333
52,T45,T45,Michael Thompson,66,-.333
53,T45,T45,David Toms,49,-.333
54,T45,T45,Charlie Wi,75,-.333
55,56,56,Phil Mickelson,78,-.308
56,57,57,Ricky Barnes,74,-.294
57,T58,T58,Jonas Blixt,76,-.286
58,T58,T58,Harris English,95,-.286
59,T58,T58,Martin Laird,68,-.286
60,T58,T58,Pat Perez,69,-.286
61,T58,T58,Tag Ridings,69,-.286
62,T58,T58,Daniel Summerhays,83,-.286
63,T64,T64,Steven Bowditch,67,-.273
64,T64,T64,Luke Donald,60,-.273
65,T64,T64,Luke List,65,-.273
66,T64,T64,Cameron Percy,68,-.273
67,T64,T64,Chris Stroud,88,-.273
68,T69,T69,Ernie Els,63,-.250
69,T69,T69,Tommy Gainey,84,-.250
70,T69,T69,Ryo Ishikawa,72,-.250
71,T69,T69,Dustin Johnson,71,-.250
72,T69,T69,Hunter Mahan,91,-.250
73,T69,T69,Ian Poulter,59,-.250
74,T69,T69,Webb Simpson,92,-.250
75,76,76,Russell Henley,80,-.231
76,77,77,Andres Romero,63,-.222
77,T78,T78,Jim Herman,59,-.200
78,T78,T78,D.H. Lee,65,-.200
79,T78,T78,David Lynn,70,-.200
80,T78,T78,David Mathis,71,-.200
81,T78,T78,Jordan Spieth,82,-.200
82,T78,T78,Aaron Watkins,46,-.200
83,T84,T84,Fabián Gómez,65,-.167
84,T84,T84,Ryan Moore,72,-.167
85,T84,T84,Nick Watney,88,-.167
86,87,87,Martin Flores,83,-.154
87,88,88,Greg Owen,73,-.150
88,T89,T89,Luke Guthrie,82,-.143
89,T89,T89,Shawn Stefani,63,-.143
90,T89,T89,Boo Weekley,100,-.143
91,92,92,Cameron Tringale,80,-.133
92,T93,T93,Kevin Chappell,80,-.125
93,T93,T93,Graham DeLaet,94,-.125
94,T93,T93,Robert Garrigus,69,-.125
95,T93,T93,Brandt Jobe,62,-.125
96,T93,T93,George McNeill,68,-.125
97,T98,T98,Scott Brown,65,-.111
98,T98,T98,Billy Horschel,96,-.111
99,T98,T98,Jerry Kelly,75,-.111
100,T98,T98,Marc Leishman,77,-.111
101,T98,T98,Carl Pettersson,82,-.111
102,T98,T98,Camilo Villegas,79,-.111
103,T98,T98,Mike Weir,60,-.111
104,T98,T98,Lee Williams,62,-.111
105,T98,T98,Gary Woodland,94,-.111
106,T107,T107,Ángel Cabrera,73,-.100
107,T107,T107,Seung-Yul Noh,71,-.100
108,T107,T107,Dicky Pride,71,-.100
109,110,110,Scott Stallings,79,-.091
110,111,111,Rory Sabbatini,86,-.053
111,T112,T112,Charlie Beljan,62,E
112,T112,T112,Michael Bradley,56,E
113,T112,T112,Stewart Cink,71,E
114,T112,T112,Jason Day,86,E
115,T112,T112,Derek Ernst,58,E
116,T112,T112,Brian Gay,79,E
117,T112,T112,James Hahn,78,E
118,T112,T112,Padraig Harrington,52,E
119,T112,T112,J.J. Henry,83,E
120,T112,T112,Freddie Jacobson,63,E
121,T112,T112,Ben Kohles,75,E
122,T112,T112,Justin Leonard,86,E
123,T112,T112,Jeff Maggert,63,E
124,T112,T112,Graeme McDowell,53,E
125,T112,T112,William McGirt,75,E
126,T112,T112,Chez Reavie,72,E
127,T112,T112,Brendan Steele,86,E
128,T112,T112,Darron Stiles,51,E
129,T112,T112,Nicholas Thompson,99,E
130,T131,T131,Erik Compton,74,+.077
131,T131,T131,Matt Kuchar,93,+.077
132,T133,T133,Stephen Ames,49,+.091
133,T133,T133,Roberto Castro,97,+.091
134,T135,T135,Brian Davis,91,+.100
135,T135,T135,John Huh,88,+.100
136,T137,T137,Colt Knost,69,+.111
137,T137,T137,John Senden,79,+.111
138,T139,T139,Troy Matteson,68,+.125
139,T139,T139,Vijay Singh,61,+.125
140,T139,T139,Andrew Svoboda,46,+.125
141,T142,T142,Peter Hanson,45,+.143
142,T142,T142,Sean O'Hair,56,+.143
143,T144,T144,Eric Meierdierks,48,+.167
144,T144,T144,Jeff Overton,78,+.167
145,T144,T144,Kevin Stadler,83,+.167
146,T144,T144,Casey Wittenberg,72,+.167
147,T148,T148,Chad Campbell,78,+.200
148,T148,T148,K.J. Choi,85,+.200
149,T148,T148,James Driscoll,76,+.200
150,T148,T148,Scott Gardiner,61,+.200
151,T148,T148,Bobby Gates,49,+.200
152,T148,T148,Robert Karlsson,56,+.200
153,154,154,Bryce Molder,82,+.222
154,T155,T155,Justin Bolli,59,+.250
155,T155,T155,Bud Cauley,67,+.250
156,T155,T155,Henrik Norlander,70,+.250
157,T155,T155,"Ted Potter, Jr.",65,+.250
158,T159,T159,Trevor Immelman,73,+.273
159,T159,T159,Doug LaBelle II,72,+.273
160,T161,T161,Ben Curtis,59,+.286
161,T161,T161,Y.E. Yang,56,+.286
162,163,163,Sangmoon Bae,83,+.333
163,T164,T164,Jason Bohn,70,+.364
164,T164,T164,Scott Piercy,78,+.364
165,166,166,Alistair Presnell,59,+.375
166,167,167,Ken Duke,87,+.400
167,T168,T168,Chris Kirk,89,+.429
168,T168,T168,Jin Park,52,+.429
169,170,170,Greg Chalmers,77,+.444
170,T171,T171,Nicolas Colsaerts,50,+.500
171,T171,T171,Morgan Hoffmann,64,+.500
172,173,173,Justin Hicks,79,+.556
173,174,174,David Hearn,88,+.571
174,175,175,Scott Langley,79,+.600
175,176,176,Tom Gillis,69,+.625
176,177,177,John Rollins,77,+.667
177,178,178,Robert Allenby,58,+.750
178,T179,T179,Stuart Appleby,88,+1.000
179,T179,T179,Jim Furyk,80,+1.000
