,Approaches_from_100-125_yards_Rgh_RANK THIS WEEK,Approaches_from_100-125_yards_Rgh_RANK LAST WEEK,Approaches_from_100-125_yards_Rgh_PLAYER NAME,Approaches_from_100-125_yards_Rgh_ROUNDS,Approaches_from_100-125_yards_Rgh_AVG,Approaches_from_100-125_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_100-125_yards_Rgh_# OF ATTEMPTS,Approaches_from_100-125_yards_Rgh_RELATIVE TO PAR
0,1,1,Tiger Woods,61,"10' 5""",83.583,8,-5
1,2,2,Camilo Villegas,79,"16' 2""",339.25,21,-4
2,3,3,Scott Langley,79,"17' 2""",445.75,26,-4
3,4,4,Martin Laird,68,"19' 10""",376.333,19,+3
4,5,5,Justin Leonard,86,"21' 5""",428.083,20,-5
5,6,6,Rickie Fowler,75,"21' 9""",608.1669999999999,28,-5
6,7,7,Stephen Ames,49,"21' 10""",262.33299999999997,12,-2
7,8,8,Rod Pampling,46,"22' 1""",374.833,17,E
8,9,9,Sangmoon Bae,83,"22' 7""",631.25,28,-6
9,10,10,Vijay Singh,61,"22' 8""",294.25,13,E
10,T11,T11,Jason Kokrak,78,"23' 2""",740.1669999999999,32,+2
11,T11,T11,Nick Watney,88,"23' 2""",695.4169999999999,30,-2
12,T13,T13,Ryo Ishikawa,72,"23' 8""",568.5,24,-4
13,T13,T13,Henrik Stenson,65,"23' 8""",283.83299999999997,12,-1
14,T15,T15,Stewart Cink,71,"23' 9""",474.417,20,-6
15,T15,T15,Bubba Watson,76,"23' 9""",997.5,42,+2
16,T17,T17,Marc Leishman,77,"23' 11""",597.1669999999999,25,+1
17,T17,T17,Vaughn Taylor,50,"23' 11""",453.75,19,+1
18,T17,T17,David Toms,49,"23' 11""",310.41700000000003,13,E
19,T20,T20,Jason Day,86,"24' 0""",768.9169999999999,32,-1
20,T20,T20,Russell Henley,80,"24' 0""",480.25,20,-1
21,T20,T20,Luke List,65,"24' 0""",695.0830000000001,29,-2
22,23,23,Jordan Spieth,82,"24' 1""",409.083,17,-3
23,24,24,Jim Herman,59,"24' 2""",506.917,21,E
24,25,25,Justin Bolli,59,"24' 3""",534.25,22,-3
25,T26,T26,Luke Donald,60,"24' 4""",291.75,12,-1
26,T26,T26,Bobby Gates,49,"24' 4""",583.5830000000001,24,E
27,28,28,Roberto Castro,97,"24' 5""",684.0830000000001,28,-3
28,29,29,Colt Knost,69,"24' 8""",591.4169999999999,24,+5
29,30,30,Tim Herron,45,"24' 9""",520.4169999999999,21,+1
30,T31,T31,Rory Sabbatini,86,"24' 10""",918.3330000000001,37,+2
31,T31,T31,Kevin Stadler,83,"24' 10""",919.5830000000001,37,-5
32,33,33,Robert Karlsson,56,"24' 11""",448.917,18,+2
33,34,34,Freddie Jacobson,63,"25' 2""",528.25,21,-6
34,35,35,David Hearn,88,"25' 3""",656.3330000000001,26,+4
35,36,36,Derek Ernst,58,"25' 4""",480.833,19,+1
36,T37,T37,Robert Allenby,58,"25' 5""",457.0,18,+4
37,T37,T37,Eric Meierdierks,48,"25' 5""",635.9169999999999,25,+1
38,T37,T37,Daniel Summerhays,83,"25' 5""",889.4169999999999,35,-7
39,40,40,Nicolas Colsaerts,50,"25' 6""",765.5,30,E
40,41,41,Phil Mickelson,78,"25' 8""",871.5830000000001,34,E
41,T42,T42,Robert Garrigus,69,"25' 11""",724.75,28,-1
42,T42,T42,Luke Guthrie,82,"25' 11""",595.9169999999999,23,+4
43,T42,T42,Richard Lee,81,"25' 11""",596.5,23,-3
44,T45,T45,Scott Brown,65,"26' 2""",601.4169999999999,23,+5
45,T45,T45,Graham DeLaet,94,"26' 2""",706.3330000000001,27,+1
46,T45,T45,Nicholas Thompson,99,"26' 2""",966.9169999999999,37,+7
47,T48,T48,Michael Bradley,56,"26' 5""",448.417,17,+4
48,T48,T48,Jeff Overton,78,"26' 5""",1081.75,41,+3
49,T50,T50,Ernie Els,63,"26' 6""",503.917,19,-2
50,T50,T50,Doug LaBelle II,72,"26' 6""",582.8330000000001,22,-1
51,T50,T50,David Mathis,71,"26' 6""",503.833,19,+4
52,53,53,Lucas Glover,65,"26' 7""",425.333,16,E
53,54,54,Peter Hanson,45,"26' 8""",479.5,18,+1
54,55,55,Will Claxton,67,"26' 10""",670.3330000000001,25,+3
55,56,56,Boo Weekley,100,"26' 11""",1023.0,38,+3
56,57,57,J.J. Henry,83,"27' 0""",566.3330000000001,21,+2
57,T58,T58,Andres Romero,63,"27' 3""",653.8330000000001,24,E
58,T58,T58,Chris Stroud,88,"27' 3""",626.0,23,E
59,T60,T60,Alistair Presnell,59,"27' 6""",440.25,16,+4
60,T60,T60,Y.E. Yang,56,"27' 6""",329.917,12,+3
61,T62,T62,Steven Bowditch,67,"27' 7""",828.3330000000001,30,+2
62,T62,T62,Bud Cauley,67,"27' 7""",359.083,13,+2
63,T62,T62,Cameron Tringale,80,"27' 7""",578.9169999999999,21,E
64,T65,T65,Brian Davis,91,"27' 8""",692.0,25,+1
65,T65,T65,Padraig Harrington,52,"27' 8""",443.25,16,+3
66,T65,T65,Scott Stallings,79,"27' 8""",856.75,31,+1
67,68,68,Brian Stuard,78,"27' 9""",860.9169999999999,31,+6
68,T69,T69,James Driscoll,76,"27' 10""",585.3330000000001,21,-2
69,T69,T69,Brandt Snedeker,79,"27' 10""",472.5,17,+5
70,T69,T69,Lee Williams,62,"27' 10""",501.5,18,-4
71,T72,T72,Bob Estes,66,"28' 1""",561.9169999999999,20,-1
72,T72,T72,Jim Furyk,80,"28' 1""",560.9169999999999,20,+1
73,T72,T72,Casey Wittenberg,72,"28' 1""",646.1669999999999,23,+1
74,75,75,Bill Haas,85,"28' 3""",875.5830000000001,31,+1
75,76,76,Sergio Garcia,65,"28' 4""",396.25,14,-1
76,T77,T77,Tommy Gainey,84,"28' 5""",1364.0,48,+2
77,T77,T77,Dicky Pride,71,"28' 5""",596.0,21,-2
78,T77,T77,Webb Simpson,92,"28' 5""",738.0,26,+4
79,80,80,Brian Gay,79,"28' 6""",598.1669999999999,21,+2
80,T81,T81,Stuart Appleby,88,"28' 8""",888.3330000000001,31,+2
81,T81,T81,Ricky Barnes,74,"28' 8""",630.75,22,+1
82,T81,T81,Jimmy Walker,84,"28' 8""",1146.5,40,+5
83,84,84,Geoff Ogilvy,57,"28' 9""",460.5,16,+1
84,T85,T85,Greg Chalmers,77,"28' 10""",950.6669999999999,33,-3
85,T85,T85,Tim Clark,64,"28' 10""",259.5,9,+2
86,T85,T85,Martin Flores,83,"28' 10""",1326.4170000000001,46,-3
87,T85,T85,Matt Jones,83,"28' 10""",893.0,31,E
88,89,89,Ken Duke,87,"28' 11""",577.75,20,E
