,Approach_150-175_yards_RTP_Score_RANK THIS WEEK,Approach_150-175_yards_RTP_Score_RANK LAST WEEK,Approach_150-175_yards_RTP_Score_PLAYER NAME,Approach_150-175_yards_RTP_Score_ROUNDS,Approach_150-175_yards_RTP_Score_AVG RTP
0,1,1,Tiger Woods,61,-.176
1,2,2,James Driscoll,76,-.136
2,3,3,Chez Reavie,72,-.127
3,4,4,Chris Kirk,89,-.122
4,T5,T5,Charles Howell III,87,-.119
5,T5,T5,Charl Schwartzel,69,-.119
6,T7,T7,David Hearn,88,-.117
7,T7,T7,Rory McIlroy,56,-.117
8,T7,T7,"Ted Potter, Jr.",65,-.117
9,10,10,Bob Estes,66,-.116
10,11,11,Martin Kaymer,61,-.112
11,12,12,Jim Furyk,80,-.109
12,T13,T13,Sangmoon Bae,83,-.103
13,T13,T13,Phil Mickelson,78,-.103
14,T15,T15,Matt Kuchar,93,-.101
15,T15,T15,Tag Ridings,69,-.101
16,T15,T15,David Toms,49,-.101
17,T15,T15,Nick Watney,88,-.101
18,19,19,Brian Gay,79,-.100
19,20,20,Mike Weir,60,-.099
20,21,21,Stewart Cink,71,-.096
21,22,22,Russell Henley,80,-.092
22,23,23,Camilo Villegas,79,-.090
23,T24,T24,Rory Sabbatini,86,-.088
24,T24,T24,Kevin Stadler,83,-.088
25,26,26,Jerry Kelly,75,-.087
26,T27,T27,Brian Davis,91,-.086
27,T27,T27,Fabián Gómez,65,-.086
28,T27,T27,Dustin Johnson,71,-.086
29,T27,T27,David Lynn,70,-.086
30,T27,T27,Brian Stuard,78,-.086
31,T27,T27,Bubba Watson,76,-.086
32,33,33,Justin Hicks,79,-.084
33,T34,T34,Richard Lee,81,-.081
34,T34,T34,Gary Woodland,94,-.081
35,36,36,Ángel Cabrera,73,-.078
36,37,37,John Merrick,79,-.076
37,T38,T38,Brendon de Jonge,110,-.075
38,T38,T38,William McGirt,75,-.075
39,40,40,Luke Donald,60,-.074
40,41,41,K.J. Choi,85,-.073
41,42,42,Jason Dufner,78,-.071
42,43,43,Hunter Mahan,91,-.068
43,44,44,Robert Karlsson,56,-.067
44,45,45,Luke Guthrie,82,-.066
45,46,46,Matt Jones,83,-.064
46,47,47,Peter Hanson,45,-.061
47,T48,T48,Keegan Bradley,88,-.060
48,T48,T48,Padraig Harrington,52,-.060
49,T48,T48,Michael Thompson,66,-.060
50,T51,T51,Chad Campbell,78,-.059
51,T51,T51,Justin Rose,62,-.059
52,53,53,Ryan Moore,72,-.058
53,54,54,John Rollins,77,-.057
54,T55,T55,Jeff Maggert,63,-.056
55,T55,T55,George McNeill,68,-.056
56,T57,T57,Ricky Barnes,74,-.055
57,T57,T57,Bryce Molder,82,-.055
58,T57,T57,Brandt Snedeker,79,-.055
59,60,60,Webb Simpson,92,-.053
60,61,61,Adam Scott,61,-.050
61,62,62,Jeff Overton,78,-.048
62,T63,T63,James Hahn,78,-.047
63,T63,T63,Pat Perez,69,-.047
64,T63,T63,Bo Van Pelt,72,-.047
65,T66,T66,Brad Fritsch,81,-.045
66,T66,T66,Steve Stricker,51,-.045
67,T66,T66,Jimmy Walker,84,-.045
68,69,69,Henrik Stenson,65,-.044
69,70,70,Robert Streb,75,-.043
70,71,71,Graeme McDowell,53,-.042
71,72,72,Jason Kokrak,78,-.041
72,73,73,Doug LaBelle II,72,-.040
73,74,74,Ken Duke,87,-.039
74,T75,T75,John Huh,88,-.038
75,T75,T75,Shawn Stefani,63,-.038
76,T75,T75,Cameron Tringale,80,-.038
77,78,78,Tim Clark,64,-.037
78,T79,T79,Stuart Appleby,88,-.036
79,T79,T79,Zach Johnson,84,-.036
80,T79,T79,Kevin Streelman,86,-.036
81,82,82,Lee Westwood,70,-.035
82,83,83,Martin Laird,68,-.034
83,T84,T84,Brandt Jobe,62,-.033
84,T84,T84,Henrik Norlander,70,-.033
85,T84,T84,D.A. Points,87,-.033
86,87,87,Jonas Blixt,76,-.032
87,88,88,Rickie Fowler,75,-.031
88,89,89,Josh Teater,86,-.030
89,90,90,Steve LeBrun,66,-.029
90,91,91,Ryan Palmer,79,-.026
91,92,92,Lucas Glover,65,-.021
92,T93,T93,Bud Cauley,67,-.020
93,T93,T93,Vaughn Taylor,50,-.020
94,95,95,Matt Every,89,-.019
95,T96,T96,Derek Ernst,58,-.016
96,T96,T96,Charley Hoffman,84,-.016
97,98,98,Charlie Wi,75,-.015
98,T99,T99,Stephen Ames,49,-.014
99,T99,T99,Vijay Singh,61,-.014
100,T101,T101,Jason Day,86,-.013
101,T101,T101,D.H. Lee,65,-.013
102,T101,T101,Cameron Percy,68,-.013
103,104,104,Scott Stallings,79,-.012
104,T105,T105,David Mathis,71,-.011
105,T105,T105,Greg Owen,73,-.011
106,107,107,Greg Chalmers,77,-.010
107,108,108,Tim Herron,45,-.009
108,T109,T109,Ben Curtis,59,-.008
109,T109,T109,Freddie Jacobson,63,-.008
110,111,111,Erik Compton,74,-.006
111,T112,T112,Jason Bohn,70,-.005
112,T112,T112,Trevor Immelman,73,-.005
113,T114,T114,Roberto Castro,97,-.004
114,T114,T114,Harris English,95,-.004
115,T116,T116,Robert Allenby,58,E
116,T116,T116,Billy Horschel,96,E
117,T116,T116,Troy Matteson,68,E
118,T116,T116,Sean O'Hair,56,E
119,T116,T116,Brendan Steele,86,E
120,T116,T116,Lee Williams,62,E
121,122,122,Kevin Chappell,80,+.005
122,123,123,Mark Wilson,56,+.006
123,124,124,Aaron Baddeley,68,+.007
124,T125,T125,Sergio Garcia,65,+.008
125,T125,T125,Jim Herman,59,+.008
126,127,127,Michael Bradley,56,+.009
127,T128,T128,Tommy Gainey,84,+.011
128,T128,T128,Colt Knost,69,+.011
129,T128,T128,Marc Leishman,77,+.011
130,T128,T128,Dicky Pride,71,+.011
131,T132,T132,Charlie Beljan,62,+.012
132,T132,T132,Jordan Spieth,82,+.012
133,134,134,Boo Weekley,100,+.013
134,T135,T135,Robert Garrigus,69,+.016
135,T135,T135,Alistair Presnell,59,+.016
136,137,137,David Lingmerth,68,+.019
137,138,138,Bill Haas,85,+.020
138,T139,T139,Scott Brown,65,+.023
139,T139,T139,Brian Harman,89,+.023
140,T139,T139,Casey Wittenberg,72,+.023
141,T139,T139,Y.E. Yang,56,+.023
142,143,143,Nicholas Thompson,99,+.024
143,144,144,Johnson Wagner,64,+.026
144,T145,T145,Ryo Ishikawa,72,+.027
145,T145,T145,Ian Poulter,59,+.027
146,T145,T145,Kyle Stanley,71,+.027
147,148,148,Steven Bowditch,67,+.028
148,T149,T149,Tom Gillis,69,+.029
149,T149,T149,J.J. Henry,83,+.029
150,T151,T151,Ernie Els,63,+.030
151,T151,T151,Bobby Gates,49,+.030
152,T151,T151,John Senden,79,+.030
153,T151,T151,Daniel Summerhays,83,+.030
154,T155,T155,Ben Kohles,75,+.031
155,T155,T155,Justin Leonard,86,+.031
156,T157,T157,Scott Langley,79,+.034
157,T157,T157,D.J. Trahan,48,+.034
158,159,159,Seung-Yul Noh,71,+.036
159,160,160,Chris Stroud,88,+.042
160,T161,T161,Graham DeLaet,94,+.043
161,T161,T161,Patrick Reed,83,+.043
162,T163,T163,Andres Romero,63,+.044
163,T163,T163,Darron Stiles,51,+.044
