,Birdie_or_Better_Percentage_-_150-175_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_150-175_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_150-175_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_150-175_ya_ROUNDS,Birdie_or_Better_Percentage_-_150-175_ya_%,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL HOLES
73,74,74,Jeff Maggert,63,15.56,35,225
74,75,75,Luke Guthrie,82,15.52,36,232
75,76,76,Lee Westwood,70,15.51,29,187
76,77,77,Graeme McDowell,53,15.49,22,142
77,78,78,David Mathis,71,15.45,38,246
78,79,79,Robert Karlsson,56,15.44,23,149
79,80,80,Padraig Harrington,52,15.43,25,162
80,81,81,Seung-Yul Noh,71,15.42,37,240
81,82,82,Doug LaBelle II,72,15.38,36,234
82,T83,T83,Stuart Appleby,88,15.33,46,300
83,T83,T83,Chad Campbell,78,15.33,46,300
84,85,85,Michael Thompson,66,15.32,34,222
85,86,86,John Huh,88,15.26,49,321
86,87,87,Tim Herron,45,15.24,25,164
87,88,88,Robert Allenby,58,15.21,33,217
88,T89,T89,Jeff Overton,78,15.13,41,271
89,T89,T89,Nicholas Thompson,99,15.13,51,337
90,91,91,Jason Kokrak,78,15.09,43,285
91,92,92,Martin Laird,68,15.08,30,199
92,93,93,Brian Stuard,78,14.91,34,228
93,94,94,Nick Watney,88,14.84,38,256
94,T95,T95,Keegan Bradley,88,14.81,40,270
95,T95,T95,Hunter Mahan,91,14.81,40,270
96,97,97,Ben Kohles,75,14.8,37,250
97,98,98,Matt Jones,83,14.75,41,278
98,99,99,Bill Haas,85,14.73,38,258
99,100,100,K.J. Choi,85,14.69,36,245
100,101,101,Tim Clark,64,14.63,24,164
101,102,102,Ben Curtis,59,14.62,25,171
102,103,103,Billy Horschel,96,14.61,45,308
103,104,104,Henrik Norlander,70,14.46,36,249
104,105,105,Cameron Percy,68,14.42,30,208
105,106,106,Charles Howell III,87,14.37,47,327
106,107,107,Charley Hoffman,84,14.17,36,254
107,108,108,Derek Ernst,58,14.12,25,177
108,109,109,Colt Knost,69,14.1,32,227
109,110,110,Jonas Blixt,76,14.08,30,213
110,111,111,Patrick Reed,83,14.07,37,263
111,112,112,Sean O'Hair,56,14.06,27,192
112,113,113,Boo Weekley,100,14.04,40,285
113,114,114,Kevin Streelman,86,14.01,36,257
114,T115,T115,Brandt Jobe,62,13.97,32,229
115,T115,T115,Steve Stricker,51,13.97,19,136
116,T117,T117,Sergio Garcia,65,13.89,25,180
117,T117,T117,Greg Owen,73,13.89,35,252
118,119,119,Jason Day,86,13.84,31,224
119,120,120,Greg Chalmers,77,13.79,36,261
120,T121,T121,Scott Stallings,79,13.73,32,233
121,T121,T121,Chris Stroud,88,13.73,39,284
122,123,123,John Merrick,79,13.7,37,270
123,124,124,Cameron Tringale,80,13.68,39,285
124,125,125,Scott Gardiner,61,13.66,25,183
125,126,126,Robert Streb,75,13.62,35,257
126,127,127,Webb Simpson,92,13.55,34,251
127,T128,T128,Roberto Castro,97,13.46,44,327
128,T128,T128,Casey Wittenberg,72,13.46,35,260
129,130,130,Lucas Glover,65,13.27,26,196
130,131,131,Ian Poulter,59,13.19,19,144
131,132,132,Steven Bowditch,67,13.15,28,213
132,133,133,Jim Herman,59,13.14,23,175
133,134,134,D.H. Lee,65,12.98,27,208
134,135,135,Ernie Els,63,12.97,24,185
135,136,136,Daniel Summerhays,83,12.95,36,278
136,T137,T137,Michael Bradley,56,12.9,20,155
137,T137,T137,Freddie Jacobson,63,12.9,24,186
138,139,139,Brendan Steele,86,12.89,37,287
139,140,140,Tom Gillis,69,12.84,28,218
140,141,141,Ricky Barnes,74,12.75,32,251
141,T142,T142,Luke List,65,12.69,25,197
142,T142,T142,Andrew Svoboda,46,12.69,17,134
143,144,144,Bud Cauley,67,12.68,27,213
144,145,145,Alistair Presnell,59,12.57,23,183
145,146,146,Geoff Ogilvy,57,12.5,18,144
146,147,147,D.J. Trahan,48,12.42,20,161
147,148,148,Morgan Hoffmann,64,12.37,24,194
148,149,149,Troy Matteson,68,12.34,29,235
149,150,150,Kyle Stanley,71,12.06,24,199
150,151,151,Graham DeLaet,94,12.03,38,316
151,152,152,Trevor Immelman,73,11.84,29,245
152,153,153,Johnson Wagner,64,11.82,24,203
153,154,154,Nicolas Colsaerts,50,11.68,16,137
154,155,155,Marc Leishman,77,11.67,30,257
155,156,156,Dicky Pride,71,11.62,28,241
156,157,157,Andres Romero,63,11.29,21,186
157,158,158,Robert Garrigus,69,11.05,20,181
158,159,159,Kevin Chappell,80,11.02,28,254
159,160,160,Vijay Singh,61,10.95,22,201
160,161,161,J.J. Henry,83,10.85,32,295
161,162,162,Brian Harman,89,10.81,28,259
162,163,163,Eric Meierdierks,48,10.74,16,149
163,164,164,Shawn Stefani,63,10.66,21,197
164,165,165,Lee Williams,62,10.36,20,193
165,166,166,Martin Flores,83,10.33,28,271
166,167,167,Carl Pettersson,82,10.17,24,236
167,168,168,Rod Pampling,46,10.08,12,119
168,169,169,Erik Compton,74,9.92,24,242
169,170,170,Darron Stiles,51,9.88,16,162
170,171,171,Will Claxton,67,9.55,19,199
171,172,172,Bobby Gates,49,9.27,14,151
172,173,173,John Senden,79,9.21,22,239
173,174,174,Ryo Ishikawa,72,8.92,19,213
174,175,175,Justin Bolli,59,8.7,16,184
175,176,176,Scott Langley,79,8.23,20,243
176,177,177,Ben Crane,62,8.14,18,221
177,178,178,Scott Brown,65,8.11,15,185
178,179,179,Jin Park,52,7.23,12,166
179,180,180,Aaron Watkins,46,6.92,9,130
