,GIR_Percentage_-_125-150_yards_RANK THIS WEEK,GIR_Percentage_-_125-150_yards_RANK LAST WEEK,GIR_Percentage_-_125-150_yards_PLAYER NAME,GIR_Percentage_-_125-150_yards_ROUNDS,GIR_Percentage_-_125-150_yards_%,GIR_Percentage_-_125-150_yards_GREENS HIT,GIR_Percentage_-_125-150_yards_TOTAL HOLES,GIR_Percentage_-_125-150_yards_RELATIVE TO PAR
0,1,1,Ryo Ishikawa,72,80.23,138,172,-0.15
1,2,2,Zach Johnson,84,78.87,153,194,-0.2
2,3,3,Bubba Watson,76,78.66,129,164,-0.23
3,4,4,Graham DeLaet,94,78.35,199,254,-0.22
4,5,5,Ken Duke,87,78.3,166,212,-0.25
5,6,6,Brandt Snedeker,79,78.19,147,188,-0.24
6,7,7,Brandt Jobe,62,77.92,120,154,-0.12
7,8,8,Ben Curtis,59,77.78,84,108,-0.15
8,9,9,Chad Campbell,78,77.63,170,219,-0.21
9,10,10,Adam Scott,61,77.44,103,133,-0.18
10,11,11,Ricky Barnes,74,77.42,168,217,-0.19
11,12,12,Jim Furyk,80,76.88,153,199,-0.23
12,13,13,Martin Kaymer,61,76.56,98,128,-0.13
13,14,14,Ben Crane,62,76.43,120,157,-0.26
14,15,15,Rickie Fowler,75,76.4,123,161,-0.26
15,16,16,David Mathis,71,76.37,139,182,-0.17
16,17,17,Brendon de Jonge,110,76.33,229,300,-0.24
17,18,18,Nicolas Colsaerts,50,76.32,87,114,-0.11
18,19,19,D.H. Lee,65,76.13,118,155,-0.17
19,20,20,Henrik Stenson,65,76.11,86,113,-0.16
20,21,21,Justin Rose,62,75.86,110,145,-0.3
21,22,22,Hunter Mahan,91,75.81,163,215,-0.19
22,23,23,Henrik Norlander,70,75.68,140,185,-0.19
23,T24,T24,Kevin Chappell,80,75.38,150,199,-0.27
24,T24,T24,Matt Jones,83,75.38,150,199,-0.17
25,26,26,William McGirt,75,75.34,165,219,-0.19
26,27,27,Bryce Molder,82,75.25,152,202,-0.3
27,28,28,Eric Meierdierks,48,75.21,88,117,-0.19
28,29,29,Phil Mickelson,78,75.18,103,137,-0.3
29,30,30,Justin Hicks,79,75.12,151,201,-0.22
30,T31,T31,Richard Lee,81,75.0,156,208,-0.17
31,T31,T31,Nicholas Thompson,99,75.0,213,284,-0.18
32,T31,T31,Aaron Watkins,46,75.0,75,100,-0.24
33,34,34,Brendan Steele,86,74.79,178,238,-0.22
34,35,35,K.J. Choi,85,74.74,142,190,-0.19
35,36,36,Brian Stuard,78,74.64,156,209,-0.2
36,37,37,John Huh,88,74.63,153,205,-0.23
37,38,38,Stewart Cink,71,74.38,119,160,-0.18
38,39,39,Brad Fritsch,81,74.21,164,221,-0.26
39,40,40,David Hearn,88,74.09,143,193,-0.31
40,41,41,Vijay Singh,61,73.83,110,149,-0.11
41,42,42,Chez Reavie,72,73.78,166,225,-0.14
42,43,43,D.J. Trahan,48,73.5,86,117,-0.21
43,44,44,Chris Kirk,89,73.46,191,260,-0.29
44,45,45,Bob Estes,66,73.44,141,192,-0.19
45,46,46,Y.E. Yang,56,73.43,105,143,-0.19
46,47,47,Russell Henley,80,73.4,149,203,-0.26
47,48,48,Mark Wilson,56,73.19,101,138,-0.18
48,49,49,Charles Howell III,87,73.13,166,227,-0.23
49,50,50,Luke Donald,60,73.11,87,119,-0.32
50,51,51,Michael Thompson,66,73.08,114,156,-0.22
51,52,52,Nick Watney,88,72.97,162,222,-0.26
52,53,53,David Lynn,70,72.92,105,144,-0.14
53,54,54,Gary Woodland,94,72.87,188,258,-0.21
54,T55,T55,Jason Bohn,70,72.73,152,209,-0.27
55,T55,T55,Jason Dufner,78,72.73,136,187,-0.19
56,57,57,Sergio Garcia,65,72.66,93,128,-0.3
57,58,58,Bo Van Pelt,72,72.62,122,168,-0.22
58,59,59,J.J. Henry,83,72.57,172,237,-0.24
59,60,60,Matt Kuchar,93,72.56,156,215,-0.3
60,61,61,Lucas Glover,65,72.48,108,149,-0.13
61,62,62,Charl Schwartzel,69,72.46,121,167,-0.2
62,63,63,Cameron Percy,68,72.41,147,203,-0.17
63,64,64,James Driscoll,76,72.38,152,210,-0.27
64,65,65,Chris Stroud,88,72.29,167,231,-0.31
65,66,66,John Rollins,77,72.22,143,198,-0.21
66,67,67,Doug LaBelle II,72,72.19,122,169,-0.26
67,68,68,Scott Langley,79,72.14,145,201,-0.16
68,69,69,Dustin Johnson,71,72.13,132,183,-0.2
69,T70,T70,Stephen Ames,49,72.09,93,129,-0.18
70,T70,T70,James Hahn,78,72.09,155,215,-0.19
71,T70,T70,Greg Owen,73,72.09,155,215,-0.17
72,73,73,Jason Day,86,72.04,134,186,-0.2
73,74,74,Robert Allenby,58,72.03,103,143,-0.22
74,75,75,Trevor Immelman,73,71.91,128,178,-0.16
75,76,76,Steve LeBrun,66,71.9,110,153,-0.15
76,T77,T77,George McNeill,68,71.89,133,185,-0.23
77,T77,T77,Kevin Stadler,83,71.89,133,185,-0.22
78,79,79,Jeff Maggert,63,71.79,112,156,-0.25
79,80,80,Pat Perez,69,71.68,124,173,-0.21
80,81,81,John Merrick,79,71.63,149,208,-0.29
81,82,82,Jim Herman,59,71.61,111,155,-0.22
82,83,83,David Lingmerth,68,71.59,126,176,-0.29
83,84,84,Jeff Overton,78,71.56,151,211,-0.24
84,85,85,"Ted Potter, Jr.",65,71.25,114,160,-0.22
85,T86,T86,Dicky Pride,71,71.24,109,153,-0.28
86,T86,T86,Rory Sabbatini,86,71.24,166,233,-0.28
87,88,88,Matt Every,89,71.23,156,219,-0.26
88,89,89,Stuart Appleby,88,71.15,180,253,-0.16
89,90,90,Fabián Gómez,65,71.04,130,183,-0.18
90,91,91,Brian Harman,89,71.02,174,245,-0.18
91,92,92,Cameron Tringale,80,70.87,163,230,-0.23
92,T93,T93,Sangmoon Bae,83,70.82,165,233,-0.26
93,T93,T93,Charley Hoffman,84,70.82,165,233,-0.21
94,95,95,Kevin Streelman,86,70.77,138,195,-0.19
95,T96,T96,Harris English,95,70.75,179,253,-0.18
