,Approaches_from__200_yards_Rgh_RANK THIS WEEK,Approaches_from__200_yards_Rgh_RANK LAST WEEK,Approaches_from__200_yards_Rgh_PLAYER NAME,Approaches_from__200_yards_Rgh_ROUNDS,Approaches_from__200_yards_Rgh_AVG,Approaches_from__200_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__200_yards_Rgh_# OF ATTEMPTS,Approaches_from__200_yards_Rgh_RELATIVE TO PAR
0,1,1,Michael Thompson,66,"51' 8""",1291.583,25,-3
1,2,2,Bo Van Pelt,72,"52' 4""",993.5830000000001,19,-3
2,3,3,Graeme McDowell,53,"54' 3""",759.6669999999999,14,+1
3,4,4,Kevin Streelman,86,"56' 0""",2240.667,40,-10
4,5,5,D.A. Points,87,"57' 8""",2191.417,38,-1
5,6,6,Kevin Stadler,83,"59' 8""",2865.417,48,-8
6,7,7,Ian Poulter,59,"60' 0""",1320.5,22,-5
7,8,8,Daniel Summerhays,83,"61' 0""",2683.583,44,-1
8,9,9,Rory McIlroy,56,"61' 2""",1774.6670000000001,29,-14
9,T10,T10,Stewart Cink,71,"61' 5""",1904.75,31,-3
10,T10,T10,Lee Westwood,70,"61' 5""",1964.1670000000001,32,-8
11,12,12,Steve Stricker,51,"61' 10""",1112.917,18,-6
12,T13,T13,Jerry Kelly,75,"62' 3""",2177.583,35,+1
13,T13,T13,Colt Knost,69,"62' 3""",2179.083,35,+6
14,T15,T15,Adam Scott,61,"62' 4""",1308.833,21,-13
15,T15,T15,Camilo Villegas,79,"62' 4""",3114.833,50,+5
16,17,17,Luke Guthrie,82,"62' 5""",3119.833,50,+6
17,18,18,Charles Howell III,87,"62' 7""",3256.167,52,-18
18,T19,T19,Keegan Bradley,88,"62' 9""",2321.25,37,-9
19,T19,T19,Jimmy Walker,84,"62' 9""",3887.917,62,-13
20,21,21,Rickie Fowler,75,"62' 10""",2135.583,34,+2
21,22,22,Tommy Gainey,84,"63' 2""",2463.583,39,-2
22,23,23,Jim Furyk,80,"63' 5""",1522.3329999999999,24,+7
23,24,24,Rod Pampling,46,"63' 9""",1721.4170000000001,27,+6
24,25,25,Bubba Watson,76,"63' 10""",2873.75,45,-12
25,26,26,Scott Gardiner,61,"64' 7""",2130.667,33,+2
