,Approaches_from__200_yards_RANK THIS WEEK,Approaches_from__200_yards_RANK LAST WEEK,Approaches_from__200_yards_PLAYER NAME,Approaches_from__200_yards_ROUNDS,Approaches_from__200_yards_AVG,Approaches_from__200_yards_TOTAL DISTANCE (FEET),Approaches_from__200_yards_# OF ATTEMPTS,Approaches_from__200_yards_RELATIVE TO PAR
0,T1,T1,Dustin Johnson,71,"43' 3""",5105.833,118,-17
1,T1,T1,Justin Rose,62,"43' 3""",7049.8330000000005,163,-30
2,T1,T1,Charl Schwartzel,69,"43' 3""",6914.5830000000005,160,-40
3,4,4,Kyle Stanley,71,"43' 7""",7936.3330000000005,182,-39
4,5,5,Nicolas Colsaerts,50,"43' 8""",4103.833,94,-12
5,6,6,Jeff Maggert,63,"44' 4""",6957.4169999999995,157,-12
6,T7,T7,Jim Furyk,80,"44' 5""",9146.75,206,-23
7,T7,T7,Tiger Woods,61,"44' 5""",6923.0830000000005,156,-44
8,T9,T9,Graeme McDowell,53,"44' 7""",5484.6669999999995,123,-22
9,T9,T9,Gary Woodland,94,"44' 7""",11002.167,247,-52
10,11,11,Brian Stuard,78,"45' 0""",9081.583,202,-22
11,12,12,Martin Kaymer,61,"45' 1""",5951.8330000000005,132,-21
12,T13,T13,Tag Ridings,69,"45' 7""",6972.5,153,-23
13,T13,T13,Henrik Stenson,65,"45' 7""",8295.333,182,-59
14,15,15,Daniel Summerhays,83,"45' 8""",11042.75,242,-68
15,16,16,Darron Stiles,51,"45' 10""",5226.417,114,-2
16,17,17,John Merrick,79,"45' 11""",9053.0,197,-31
17,18,18,Brad Fritsch,81,"46' 0""",8876.083,193,-27
18,19,19,Jason Day,86,"46' 4""",8987.083,194,-42
19,20,20,Brandt Jobe,62,"46' 6""",6743.9169999999995,145,-32
20,T21,T21,Robert Garrigus,69,"46' 7""",6941.1669999999995,149,-14
21,T21,T21,Trevor Immelman,73,"46' 7""",7683.9169999999995,165,-17
22,T21,T21,Kevin Streelman,86,"46' 7""",10675.0,229,-50
23,24,24,Boo Weekley,100,"46' 8""",13060.25,280,-44
24,25,25,Graham DeLaet,94,"46' 9""",12010.333,257,-51
25,26,26,Y.E. Yang,56,"46' 11""",4881.167,104,-23
26,T27,T27,Ernie Els,63,"47' 1""",6407.6669999999995,136,-18
27,T27,T27,Russell Henley,80,"47' 1""",8564.333,182,-27
28,T27,T27,John Rollins,77,"47' 1""",9182.333,195,-33
29,T30,T30,Zach Johnson,84,"47' 3""",10257.75,217,-48
30,T30,T30,Jason Kokrak,78,"47' 3""",9025.583,191,-32
31,T30,T30,Adam Scott,61,"47' 3""",7697.9169999999995,163,-24
32,T30,T30,Josh Teater,86,"47' 3""",8735.417,185,-32
33,34,34,Ryan Palmer,79,"47' 4""",8809.667,186,-37
34,35,35,Matt Kuchar,93,"47' 5""",9570.417,202,-48
35,36,36,Ben Kohles,75,"47' 6""",8075.75,170,-26
36,37,37,Chez Reavie,72,"47' 7""",8476.583,178,-12
37,38,38,Dicky Pride,71,"47' 8""",8434.667,177,+1
38,39,39,Greg Owen,73,"47' 9""",8742.167,183,-33
39,40,40,Webb Simpson,92,"47' 11""",11266.417,235,-27
40,41,41,Geoff Ogilvy,57,"48' 1""",6249.1669999999995,130,-9
41,42,42,David Toms,49,"48' 2""",4523.917,94,-4
42,T43,T43,Sergio Garcia,65,"48' 3""",7816.1669999999995,162,-41
43,T43,T43,Bo Van Pelt,72,"48' 3""",8154.8330000000005,169,-21
44,T45,T45,Sangmoon Bae,83,"48' 4""",9226.75,191,-19
45,T45,T45,George McNeill,68,"48' 4""",9130.083,189,-23
46,47,47,Steve Stricker,51,"48' 6""",5819.4169999999995,120,-36
47,48,48,Scott Gardiner,61,"48' 7""",6707.1669999999995,138,-6
48,49,49,Brian Davis,91,"48' 9""",11598.417,238,-26
49,T50,T50,Stephen Ames,49,"48' 10""",5466.4169999999995,112,-15
50,T50,T50,Steve LeBrun,66,"48' 10""",5717.0,117,-25
51,T52,T52,Kevin Stadler,83,"48' 11""",10073.0,206,-31
52,T52,T52,Camilo Villegas,79,"48' 11""",8272.417,169,-12
53,54,54,Justin Hicks,79,"49' 0""",9359.0,191,-6
54,T55,T55,Kevin Chappell,80,"49' 1""",9520.5,194,-34
55,T55,T55,K.J. Choi,85,"49' 1""",8683.583,177,-1
56,T55,T55,Lucas Glover,65,"49' 1""",8191.3330000000005,167,-18
57,T55,T55,Bill Haas,85,"49' 1""",11339.25,231,-45
58,T55,T55,James Hahn,78,"49' 1""",8884.333,181,-36
59,T55,T55,Charley Hoffman,84,"49' 1""",10799.667,220,-57
60,T55,T55,Brendan Steele,86,"49' 1""",11034.917,225,-43
61,T62,T62,Luke Guthrie,82,"49' 2""",9741.667,198,-3
62,T62,T62,Morgan Hoffmann,64,"49' 2""",6682.1669999999995,136,-11
63,T64,T64,Chad Campbell,78,"49' 3""",10489.833,213,-36
64,T64,T64,Nick Watney,88,"49' 3""",12598.917,256,-46
65,66,66,Patrick Reed,83,"49' 4""",10014.417,203,-39
66,67,67,Brian Gay,79,"49' 5""",10477.583,212,+7
67,T68,T68,Marc Leishman,77,"49' 6""",9152.333,185,-34
68,T68,T68,David Lingmerth,68,"49' 6""",7869.3330000000005,159,-26
69,T68,T68,Luke List,65,"49' 6""",5937.9169999999995,120,-16
70,T71,T71,Justin Bolli,59,"49' 7""",5606.6669999999995,113,-3
71,T71,T71,Keegan Bradley,88,"49' 7""",11994.5,242,-71
72,T71,T71,Scott Stallings,79,"49' 7""",8381.75,169,-34
73,T71,T71,Lee Westwood,70,"49' 7""",8435.417,170,-29
74,T75,T75,Ángel Cabrera,73,"49' 8""",9284.5,187,-21
75,T75,T75,Martin Laird,68,"49' 8""",8585.417,173,-27
76,T75,T75,Brandt Snedeker,79,"49' 8""",8887.167,179,-43
77,T75,T75,Chris Stroud,88,"49' 8""",12765.167,257,-23
78,79,79,Martin Flores,83,"49' 9""",9797.75,197,-36
79,80,80,Rickie Fowler,75,"49' 11""",8928.583,179,-29
80,T81,T81,Erik Compton,74,"50' 0""",9194.833,184,-10
81,T81,T81,Richard Lee,81,"50' 0""",11143.5,223,-31
82,T81,T81,Bryce Molder,82,"50' 0""",10055.75,201,-6
83,T84,T84,Rory McIlroy,56,"50' 1""",6108.25,122,-15
84,T84,T84,Bubba Watson,76,"50' 1""",8957.5,179,-30
85,86,86,Charlie Beljan,62,"50' 2""",7932.4169999999995,158,-29
86,T87,T87,Ryo Ishikawa,72,"50' 3""",6581.4169999999995,131,-10
87,T87,T87,Colt Knost,69,"50' 3""",8643.417,172,-9
88,T87,T87,Sean O'Hair,56,"50' 3""",7639.3330000000005,152,-16
89,T87,T87,D.A. Points,87,"50' 3""",12011.833,239,-14
90,T87,T87,Nicholas Thompson,99,"50' 3""",12623.083,251,-25
91,T92,T92,Bob Estes,66,"50' 5""",9076.333,180,-5
92,T92,T92,Chris Kirk,89,"50' 5""",11738.083,233,-31
93,T92,T92,Vijay Singh,61,"50' 5""",6658.5,132,-11
94,T95,T95,Robert Allenby,58,"50' 6""",6767.5,134,-2
95,T95,T95,Roberto Castro,97,"50' 6""",13675.833,271,-45
96,T95,T95,Ken Duke,87,"50' 6""",11365.583,225,+1
97,T95,T95,J.J. Henry,83,"50' 6""",9702.083,192,-17
98,T95,T95,Ian Poulter,59,"50' 6""",6114.1669999999995,121,E
99,T100,T100,Luke Donald,60,"50' 7""",7030.1669999999995,139,-19
100,T100,T100,Rory Sabbatini,86,"50' 7""",9809.333,194,-41
101,T102,T102,Stewart Cink,71,"50' 8""",8152.6669999999995,161,-23
102,T102,T102,Charles Howell III,87,"50' 8""",11298.833,223,-44
103,104,104,Scott Langley,79,"50' 9""",9337.583,184,-22
104,T105,T105,Tim Clark,64,"50' 10""",6352.0830000000005,125,-7
105,T105,T105,Harris English,95,"50' 10""",12093.417,238,-58
106,T105,T105,D.H. Lee,65,"50' 10""",10121.917,199,-25
107,T105,T105,David Mathis,71,"50' 10""",8438.75,166,-10
108,T105,T105,Eric Meierdierks,48,"50' 10""",4675.833,92,-10
109,T105,T105,D.J. Trahan,48,"50' 10""",4933.917,97,-20
110,T105,T105,Jimmy Walker,84,"50' 10""",10727.667,211,-26
111,112,112,Shawn Stefani,63,"50' 11""",6462.4169999999995,127,-23
112,T113,T113,Michael Bradley,56,"51' 0""",5560.0,109,+3
113,T113,T113,Ben Curtis,59,"51' 0""",6273.9169999999995,123,-5
114,T113,T113,Billy Horschel,96,"51' 0""",12752.833,250,-32
115,116,116,Johnson Wagner,64,"51' 1""",7916.6669999999995,155,-11
116,T117,T117,John Huh,88,"51' 3""",12345.833,241,-29
117,T117,T117,Phil Mickelson,78,"51' 3""",9582.583,187,-31
118,T117,T117,Robert Streb,75,"51' 3""",8460.5,165,-18
119,T120,T120,Matt Jones,83,"51' 4""",11959.25,233,-51
120,T120,T120,Andrew Svoboda,46,"51' 4""",5135.25,100,-13
121,T122,T122,Ricky Barnes,74,"51' 5""",9459.333,184,-14
122,T122,T122,Michael Thompson,66,"51' 5""",7915.75,154,-29
123,T124,T124,Jason Bohn,70,"51' 6""",9583.083,186,-23
124,T124,T124,Freddie Jacobson,63,"51' 6""",6177.0830000000005,120,-11
125,T124,T124,Jin Park,52,"51' 6""",7208.5830000000005,140,-12
126,T124,T124,Jordan Spieth,82,"51' 6""",11632.417,226,-61
127,128,128,Ryan Moore,72,"51' 7""",9442.083,183,-24
128,T129,T129,Jeff Overton,78,"51' 8""",10906.083,211,-24
129,T129,T129,John Senden,79,"51' 8""",9919.75,192,-25
130,131,131,Derek Ernst,58,"51' 9""",7241.8330000000005,140,-18
131,T132,T132,Brendon de Jonge,110,"51' 10""",15486.417,299,-55
