,GIR_Percentage_-_100_yards_RANK THIS WEEK,GIR_Percentage_-_100_yards_RANK LAST WEEK,GIR_Percentage_-_100_yards_PLAYER NAME,GIR_Percentage_-_100_yards_ROUNDS,GIR_Percentage_-_100_yards_%,GIR_Percentage_-_100_yards_GREENS HIT,GIR_Percentage_-_100_yards_TOTAL HOLES,GIR_Percentage_-_100_yards_RELATIVE TO PAR
91,92,92,John Senden,79,61.56,546,887,-0.12
92,93,93,David Hearn,88,61.43,680,1107,-0.24
93,94,94,Tag Ridings,69,61.33,517,843,-0.18
94,95,95,Will Claxton,67,61.23,507,828,-0.12
95,96,96,Sangmoon Bae,83,61.17,657,1074,-0.22
96,97,97,Troy Matteson,68,61.09,529,866,-0.14
97,98,98,Dicky Pride,71,61.07,546,894,-0.17
98,99,99,Ken Duke,87,61.04,694,1137,-0.18
99,100,100,Josh Teater,86,61.03,534,875,-0.2
100,101,101,Scott Brown,65,61.01,493,808,-0.14
101,102,102,Doug LaBelle II,72,60.93,549,901,-0.18
102,103,103,Jason Day,86,60.81,523,860,-0.16
103,104,104,Jimmy Walker,84,60.8,642,1056,-0.19
104,105,105,Ben Curtis,59,60.78,423,696,-0.15
105,106,106,Bud Cauley,67,60.76,497,818,-0.14
106,107,107,Bo Van Pelt,72,60.74,478,787,-0.17
107,108,108,Seung-Yul Noh,71,60.73,546,899,-0.15
108,T109,T109,Ian Poulter,59,60.69,332,547,-0.15
109,T109,T109,Johnson Wagner,64,60.69,474,781,-0.12
110,111,111,James Driscoll,76,60.68,568,936,-0.23
111,112,112,Morgan Hoffmann,64,60.67,452,745,-0.21
112,113,113,William McGirt,75,60.65,632,1042,-0.19
113,114,114,George McNeill,68,60.63,576,950,-0.17
114,115,115,Y.E. Yang,56,60.48,378,625,-0.17
115,116,116,Robert Karlsson,56,60.44,327,541,-0.13
116,117,117,Bryce Molder,82,60.34,668,1107,-0.22
117,118,118,Ryan Moore,72,60.24,500,830,-0.17
118,119,119,Erik Compton,74,60.23,577,958,-0.17
119,120,120,Luke Donald,60,60.2,419,696,-0.24
120,121,121,Daniel Summerhays,83,60.19,694,1153,-0.21
121,T122,T122,David Mathis,71,60.15,560,931,-0.16
122,T122,T122,Carl Pettersson,82,60.15,557,926,-0.18
123,124,124,Scott Langley,79,60.14,584,971,-0.16
124,125,125,James Hahn,78,60.12,594,988,-0.2
125,126,126,Fabián Gómez,65,60.09,509,847,-0.19
126,127,127,David Toms,49,60.08,295,491,-0.18
127,T128,T128,Scott Piercy,78,60.07,528,879,-0.19
128,T128,T128,Robert Streb,75,60.07,552,919,-0.16
129,T128,T128,Michael Thompson,66,60.07,492,819,-0.15
130,131,131,David Lynn,70,59.98,502,837,-0.15
131,132,132,Ben Crane,62,59.95,494,824,-0.16
132,133,133,Charlie Beljan,62,59.8,467,781,-0.15
133,134,134,Jason Bohn,70,59.78,593,992,-0.22
134,135,135,Rickie Fowler,75,59.77,511,855,-0.2
135,136,136,Graeme McDowell,53,59.71,326,546,-0.17
136,137,137,Chris Stroud,88,59.62,685,1149,-0.2
137,138,138,Justin Leonard,86,59.47,691,1162,-0.22
138,139,139,David Lingmerth,68,59.45,500,841,-0.18
139,140,140,Eric Meierdierks,48,59.25,317,535,-0.11
140,141,141,Vaughn Taylor,50,59.19,351,593,-0.17
141,142,142,Patrick Reed,83,59.14,621,1050,-0.17
142,143,143,Luke Guthrie,82,59.09,559,946,-0.15
143,144,144,Ernie Els,63,59.03,415,703,-0.17
144,145,145,Shawn Stefani,63,59.01,429,727,-0.17
145,146,146,D.A. Points,87,59.0,603,1022,-0.18
146,147,147,Freddie Jacobson,63,58.87,395,671,-0.2
147,148,148,Jin Park,52,58.81,387,658,-0.14
148,149,149,Scott Gardiner,61,58.76,446,759,-0.16
149,150,150,Bobby Gates,49,58.6,327,558,-0.15
150,151,151,Derek Ernst,58,58.58,413,705,-0.14
151,152,152,Peter Hanson,45,58.39,282,483,-0.22
152,153,153,Colt Knost,69,58.31,523,897,-0.16
153,154,154,Casey Wittenberg,72,58.29,531,911,-0.15
154,155,155,Brian Davis,91,58.11,713,1227,-0.24
155,156,156,Tommy Gainey,84,58.04,646,1113,-0.19
156,157,157,Darron Stiles,51,57.8,367,635,-0.15
157,158,158,Alistair Presnell,59,57.76,387,670,-0.13
158,159,159,Robert Allenby,58,57.68,458,794,-0.18
159,T160,T160,Greg Chalmers,77,57.61,594,1031,-0.22
160,T160,T160,Brian Harman,89,57.61,636,1104,-0.17
161,162,162,Tom Gillis,69,57.43,518,902,-0.16
162,163,163,Aaron Watkins,46,57.38,307,535,-0.19
163,164,164,Stephen Ames,49,57.35,390,680,-0.21
164,165,165,Jonas Blixt,76,57.33,555,968,-0.16
165,166,166,Sean O'Hair,56,57.28,429,749,-0.13
166,167,167,Tim Clark,64,57.17,367,642,-0.19
167,168,168,Luke List,65,57.01,415,728,-0.13
168,169,169,Geoff Ogilvy,57,56.91,342,601,-0.15
169,170,170,Andres Romero,63,56.73,413,728,-0.17
170,171,171,Charlie Wi,75,56.71,583,1028,-0.23
171,172,172,Steven Bowditch,67,56.4,454,805,-0.15
172,173,173,Rod Pampling,46,56.24,284,505,-0.14
173,174,174,Padraig Harrington,52,56.07,277,494,-0.2
174,175,175,Tim Herron,45,55.78,367,658,-0.16
175,176,176,Justin Bolli,59,55.7,396,711,-0.16
176,177,177,Lee Williams,62,55.5,429,773,-0.14
177,178,178,Aaron Baddeley,68,53.16,454,854,-0.2
178,179,179,Mike Weir,60,52.05,368,707,-0.21
179,180,180,Brian Gay,79,51.98,551,1060,-0.24
