,GIR_Percentage_-__125_yards_RANK THIS WEEK,GIR_Percentage_-__125_yards_RANK LAST WEEK,GIR_Percentage_-__125_yards_PLAYER NAME,GIR_Percentage_-__125_yards_ROUNDS,GIR_Percentage_-__125_yards_%,GIR_Percentage_-__125_yards_GREENS HIT,GIR_Percentage_-__125_yards_TOTAL HOLES,GIR_Percentage_-__125_yards_RELATIVE TO PAR
0,1,1,Tiger Woods,61,89.07,163,183,-0.66
1,2,2,Stewart Cink,71,88.05,221,251,-0.41
2,3,3,Henrik Stenson,65,87.61,198,226,-0.53
3,4,4,J.J. Henry,83,87.43,299,342,-0.39
4,T5,T5,Ricky Barnes,74,86.81,250,288,-0.35
5,T5,T5,Jim Furyk,80,86.81,237,273,-0.41
6,7,7,Jin Park,52,86.77,164,189,-0.39
7,8,8,Scott Langley,79,86.71,248,286,-0.44
8,9,9,Steve Stricker,51,86.57,174,201,-0.56
9,10,10,Hunter Mahan,91,86.54,315,364,-0.45
10,11,11,K.J. Choi,85,86.24,257,298,-0.41
11,12,12,Rod Pampling,46,86.08,167,194,-0.39
12,13,13,Roberto Castro,97,85.88,371,432,-0.46
13,14,14,Jimmy Walker,84,85.85,370,431,-0.46
14,15,15,Aaron Watkins,46,85.81,133,155,-0.53
15,16,16,Gary Woodland,94,85.68,371,433,-0.47
16,17,17,Michael Bradley,56,85.64,161,188,-0.38
17,18,18,Chris Kirk,89,85.57,344,402,-0.49
18,19,19,Justin Leonard,86,85.48,259,303,-0.43
19,20,20,Brendon de Jonge,110,85.47,406,475,-0.43
20,21,21,Webb Simpson,92,85.41,316,370,-0.47
21,T22,T22,Sergio Garcia,65,85.29,203,238,-0.5
22,T22,T22,Seung-Yul Noh,71,85.29,261,306,-0.42
23,24,24,John Senden,79,85.19,253,297,-0.48
24,25,25,Chad Campbell,78,85.11,280,329,-0.43
25,26,26,Trevor Immelman,73,84.91,225,265,-0.33
26,27,27,Jim Herman,59,84.89,191,225,-0.4
27,28,28,Tag Ridings,69,84.88,247,291,-0.42
28,29,29,Vijay Singh,61,84.81,201,237,-0.33
29,30,30,Robert Garrigus,69,84.67,254,300,-0.45
30,31,31,Justin Rose,62,84.32,199,236,-0.5
31,32,32,Zach Johnson,84,84.27,284,337,-0.42
32,33,33,Bryce Molder,82,84.25,246,292,-0.46
33,T34,T34,Erik Compton,74,84.18,266,316,-0.35
34,T34,T34,Graham DeLaet,94,84.18,330,392,-0.48
35,36,36,Tim Clark,64,84.13,175,208,-0.42
36,37,37,Keegan Bradley,88,84.12,339,403,-0.49
37,38,38,Fabián Gómez,65,84.11,217,258,-0.44
38,39,39,Luke Donald,60,84.08,169,201,-0.47
39,40,40,Doug LaBelle II,72,84.06,211,251,-0.43
40,41,41,Pat Perez,69,84.03,263,313,-0.45
41,42,42,Kevin Chappell,80,83.97,309,368,-0.45
42,43,43,Chris Stroud,88,83.9,297,354,-0.44
43,44,44,Lee Williams,62,83.88,203,242,-0.37
44,45,45,Robert Allenby,58,83.87,182,217,-0.34
45,46,46,Stuart Appleby,88,83.78,310,370,-0.4
46,T47,T47,D.H. Lee,65,83.64,225,269,-0.47
47,T47,T47,Charlie Wi,75,83.64,225,269,-0.43
48,49,49,Daniel Summerhays,83,83.63,332,397,-0.49
49,T50,T50,Marc Leishman,77,83.44,262,314,-0.44
50,T50,T50,Phil Mickelson,78,83.44,272,326,-0.56
51,T52,T52,Bobby Gates,49,83.43,151,181,-0.32
52,T52,T52,Padraig Harrington,52,83.43,146,175,-0.42
53,T54,T54,Will Claxton,67,83.39,236,283,-0.35
54,T54,T54,George McNeill,68,83.39,251,301,-0.43
55,56,56,Adam Scott,61,83.33,200,240,-0.53
56,57,57,Chez Reavie,72,83.28,254,305,-0.37
57,58,58,Bubba Watson,76,83.17,346,416,-0.42
58,59,59,David Hearn,88,83.15,296,356,-0.42
59,60,60,Alistair Presnell,59,83.11,187,225,-0.42
60,61,61,Brandt Jobe,62,83.05,196,236,-0.46
61,62,62,Jeff Maggert,63,83.04,235,283,-0.37
62,63,63,Justin Hicks,79,82.99,244,294,-0.39
63,64,64,William McGirt,75,82.92,301,363,-0.43
64,T65,T65,James Hahn,78,82.87,266,321,-0.47
65,T65,T65,Brandt Snedeker,79,82.87,237,286,-0.55
66,67,67,Robert Streb,75,82.85,256,309,-0.39
67,68,68,Bo Van Pelt,72,82.76,216,261,-0.45
68,69,69,Luke List,65,82.73,230,278,-0.45
69,70,70,Steve LeBrun,66,82.67,229,277,-0.4
70,71,71,Greg Chalmers,77,82.57,270,327,-0.48
71,72,72,Boo Weekley,100,82.53,378,458,-0.38
72,73,73,Eric Meierdierks,48,82.52,170,206,-0.34
73,74,74,Matt Kuchar,93,82.5,297,360,-0.49
74,75,75,John Merrick,79,82.45,263,319,-0.45
75,76,76,Jason Dufner,78,82.44,291,353,-0.38
76,77,77,Nicolas Colsaerts,50,82.38,173,210,-0.38
77,78,78,Mark Wilson,56,82.35,196,238,-0.36
78,T79,T79,Charles Howell III,87,82.31,349,424,-0.48
79,T79,T79,Rory Sabbatini,86,82.31,335,407,-0.47
80,T81,T81,Harris English,95,82.28,339,412,-0.49
81,T81,T81,Freddie Jacobson,63,82.28,195,237,-0.46
82,83,83,Kevin Streelman,86,82.25,278,338,-0.48
83,84,84,Bob Estes,66,82.24,213,259,-0.41
84,T85,T85,John Huh,88,82.2,291,354,-0.37
85,T85,T85,Jason Kokrak,78,82.2,314,382,-0.51
86,87,87,Ken Duke,87,82.16,281,342,-0.37
87,88,88,John Rollins,77,82.15,290,353,-0.42
88,T89,T89,Stephen Ames,49,82.14,138,168,-0.47
89,T89,T89,D.J. Trahan,48,82.14,161,196,-0.37
90,T91,T91,Luke Guthrie,82,81.99,264,322,-0.47
91,T91,T91,Brendan Steele,86,81.99,305,372,-0.42
92,93,93,Ernie Els,63,81.97,191,233,-0.45
93,94,94,Cameron Tringale,80,81.94,304,371,-0.44
94,95,95,D.A. Points,87,81.93,263,321,-0.42
95,96,96,Billy Horschel,96,81.92,367,448,-0.49
96,T97,T97,Martin Laird,68,81.85,212,259,-0.46
97,T97,T97,Henrik Norlander,70,81.85,230,281,-0.45
98,99,99,Kevin Stadler,83,81.77,323,395,-0.46
99,100,100,Andrew Svoboda,46,81.71,143,175,-0.41
100,101,101,Jerry Kelly,75,81.7,250,306,-0.38
