,Approach__275_yards_RTP_RANK THIS WEEK,Approach__275_yards_RTP_RANK LAST WEEK,Approach__275_yards_RTP_PLAYER NAME,Approach__275_yards_RTP_ROUNDS,Approach__275_yards_RTP_AVG RTP
0,T1,T1,Scott Langley,79,-1.000
1,T1,T1,Steve LeBrun,66,-1.000
2,3,3,Geoff Ogilvy,57,-.833
3,4,4,Jason Kokrak,78,-.824
4,5,5,Vijay Singh,61,-.800
5,6,6,Josh Teater,86,-.786
6,7,7,Charley Hoffman,84,-.762
7,T8,T8,Robert Allenby,58,-.750
8,T8,T8,Jason Day,86,-.750
9,T8,T8,Tommy Gainey,84,-.750
10,T8,T8,Henrik Norlander,70,-.750
11,12,12,Brad Fritsch,81,-.733
12,T13,T13,Brian Harman,89,-.727
13,T13,T13,Tag Ridings,69,-.727
14,T15,T15,Will Claxton,67,-.714
15,T15,T15,Charles Howell III,87,-.714
16,T15,T15,Adam Scott,61,-.714
17,18,18,Rod Pampling,46,-.688
18,T19,T19,Jason Dufner,78,-.667
19,T19,T19,Martin Flores,83,-.667
20,T19,T19,Jin Park,52,-.667
21,22,22,Steven Bowditch,67,-.647
22,T23,T23,Fabián Gómez,65,-.643
23,T23,T23,Rory Sabbatini,86,-.643
24,25,25,George McNeill,68,-.636
25,26,26,Roberto Castro,97,-.632
26,T27,T27,Bob Estes,66,-.625
27,T27,T27,Jim Furyk,80,-.625
28,T27,T27,Trevor Immelman,73,-.625
29,30,30,Cameron Tringale,80,-.615
30,T31,T31,Luke Donald,60,-.600
31,T31,T31,Ryan Moore,72,-.600
32,T31,T31,Alistair Presnell,59,-.600
33,T31,T31,Brendan Steele,86,-.600
34,T35,T35,Rickie Fowler,75,-.583
35,T35,T35,Johnson Wagner,64,-.583
36,37,37,John Senden,79,-.579
37,T38,T38,James Hahn,78,-.571
38,T38,T38,Ben Kohles,75,-.571
39,T38,T38,Brandt Snedeker,79,-.571
40,T38,T38,Scott Stallings,79,-.571
41,T38,T38,Tiger Woods,61,-.571
42,T43,T43,Greg Owen,73,-.563
43,T43,T43,Henrik Stenson,65,-.563
44,T45,T45,Stuart Appleby,88,-.556
45,T45,T45,Charlie Beljan,62,-.556
46,T45,T45,Brian Davis,91,-.556
47,T45,T45,James Driscoll,76,-.556
48,T45,T45,Chez Reavie,72,-.556
49,T45,T45,Steve Stricker,51,-.556
50,T45,T45,Vaughn Taylor,50,-.556
51,T45,T45,Bubba Watson,76,-.556
52,53,53,Pat Perez,69,-.550
53,T54,T54,Aaron Baddeley,68,-.545
54,T54,T54,Richard Lee,81,-.545
55,T56,T56,Brendon de Jonge,110,-.542
56,T56,T56,Jordan Spieth,82,-.542
57,T58,T58,Matt Jones,83,-.529
58,T58,T58,Lee Westwood,70,-.529
59,60,60,Graham DeLaet,94,-.526
60,61,61,Keegan Bradley,88,-.524
61,T62,T62,Bud Cauley,67,-.500
62,T62,T62,K.J. Choi,85,-.500
63,T62,T62,Ben Curtis,59,-.500
64,T62,T62,Brian Gay,79,-.500
65,T62,T62,Padraig Harrington,52,-.500
66,T62,T62,Billy Horschel,96,-.500
67,T62,T62,Brandt Jobe,62,-.500
68,T62,T62,Luke List,65,-.500
69,T62,T62,Jeff Maggert,63,-.500
70,T62,T62,David Mathis,71,-.500
71,T62,T62,Eric Meierdierks,48,-.500
72,T62,T62,John Merrick,79,-.500
73,T62,T62,Phil Mickelson,78,-.500
74,T62,T62,Bryce Molder,82,-.500
75,T62,T62,Scott Piercy,78,-.500
76,T62,T62,John Rollins,77,-.500
77,T62,T62,Justin Rose,62,-.500
78,T62,T62,Charl Schwartzel,69,-.500
79,T62,T62,Kevin Stadler,83,-.500
80,T62,T62,Darron Stiles,51,-.500
81,T62,T62,Robert Streb,75,-.500
82,T62,T62,Kevin Streelman,86,-.500
83,T62,T62,Michael Thompson,66,-.500
84,T62,T62,David Toms,49,-.500
85,T62,T62,D.J. Trahan,48,-.500
86,T62,T62,Charlie Wi,75,-.500
87,T62,T62,Y.E. Yang,56,-.500
88,89,89,Jimmy Walker,84,-.471
89,T90,T90,Jonas Blixt,76,-.462
90,T90,T90,Hunter Mahan,91,-.462
91,T92,T92,David Lynn,70,-.444
92,T92,T92,Sean O'Hair,56,-.444
93,T92,T92,Shawn Stefani,63,-.444
94,T92,T92,Boo Weekley,100,-.444
95,96,96,Bill Haas,85,-.438
96,T97,T97,Jason Bohn,70,-.429
97,T97,T97,Sergio Garcia,65,-.429
98,T97,T97,Bobby Gates,49,-.429
99,T97,T97,Martin Laird,68,-.429
100,T97,T97,William McGirt,75,-.429
101,T97,T97,Kyle Stanley,71,-.429
102,T97,T97,Camilo Villegas,79,-.429
103,T104,T104,Matt Every,89,-.421
104,T104,T104,Webb Simpson,92,-.421
105,106,106,Lucas Glover,65,-.417
106,T107,T107,Michael Bradley,56,-.400
107,T107,T107,Chris Kirk,89,-.400
108,T107,T107,Colt Knost,69,-.400
109,T107,T107,Justin Leonard,86,-.400
110,T107,T107,Dicky Pride,71,-.400
111,T107,T107,Nick Watney,88,-.400
112,T107,T107,Lee Williams,62,-.400
113,T107,T107,Casey Wittenberg,72,-.400
114,T115,T115,Harris English,95,-.389
115,T115,T115,D.H. Lee,65,-.389
116,T117,T117,Chad Campbell,78,-.385
117,T117,T117,Kevin Chappell,80,-.385
118,T117,T117,Robert Garrigus,69,-.385
119,120,120,Daniel Summerhays,83,-.381
120,T121,T121,Greg Chalmers,77,-.364
121,T121,T121,David Hearn,88,-.364
122,T121,T121,Russell Henley,80,-.364
123,T121,T121,D.A. Points,87,-.364
124,T125,T125,Troy Matteson,68,-.357
125,T125,T125,Ryan Palmer,79,-.357
126,T127,T127,Ben Crane,62,-.333
127,T127,T127,Tim Herron,45,-.333
128,T127,T127,Justin Hicks,79,-.333
129,T127,T127,Morgan Hoffmann,64,-.333
130,T127,T127,Freddie Jacobson,63,-.333
131,T127,T127,Dustin Johnson,71,-.333
132,T127,T127,Doug LaBelle II,72,-.333
133,T127,T127,Jeff Overton,78,-.333
134,T127,T127,Mark Wilson,56,-.333
135,T136,T136,J.J. Henry,83,-.313
136,T136,T136,Cameron Percy,68,-.313
137,T136,T136,Chris Stroud,88,-.313
138,T136,T136,Gary Woodland,94,-.313
139,T140,T140,Tom Gillis,69,-.300
140,T140,T140,Jim Herman,59,-.300
141,T142,T142,Ángel Cabrera,73,-.286
142,T142,T142,Zach Johnson,84,-.286
143,T142,T142,Matt Kuchar,93,-.286
144,145,145,John Huh,88,-.278
145,T146,T146,Seung-Yul Noh,71,-.273
146,T146,T146,Carl Pettersson,82,-.273
147,T148,T148,Sangmoon Bae,83,-.250
148,T148,T148,Erik Compton,74,-.250
149,T148,T148,Ken Duke,87,-.250
150,T148,T148,Ernie Els,63,-.250
151,T148,T148,Luke Guthrie,82,-.250
152,T148,T148,Ryo Ishikawa,72,-.250
153,T148,T148,Robert Karlsson,56,-.250
154,T148,T148,Martin Kaymer,61,-.250
155,T148,T148,Marc Leishman,77,-.250
156,T148,T148,Graeme McDowell,53,-.250
157,T148,T148,"Ted Potter, Jr.",65,-.250
158,T148,T148,Ian Poulter,59,-.250
159,T148,T148,Aaron Watkins,46,-.250
160,T148,T148,Mike Weir,60,-.250
161,T162,T162,Nicholas Thompson,99,-.222
162,T162,T162,Bo Van Pelt,72,-.222
163,164,164,Andres Romero,63,-.214
164,T165,T165,Scott Brown,65,-.200
165,T165,T165,Derek Ernst,58,-.200
166,T165,T165,David Lingmerth,68,-.200
167,T165,T165,Rory McIlroy,56,-.200
168,T165,T165,Patrick Reed,83,-.200
169,T170,T170,Stewart Cink,71,-.167
170,T170,T170,Scott Gardiner,61,-.167
171,172,172,Jerry Kelly,75,-.125
172,T173,T173,Stephen Ames,49,E
173,T173,T173,Ricky Barnes,74,E
174,T173,T173,Justin Bolli,59,E
175,T173,T173,Tim Clark,64,E
176,T173,T173,Nicolas Colsaerts,50,E
177,T173,T173,Peter Hanson,45,E
178,T173,T173,Brian Stuard,78,E
179,T173,T173,Andrew Svoboda,46,E
