,Approach_125-150_yards_RTP_Score_RANK THIS WEEK,Approach_125-150_yards_RTP_Score_RANK LAST WEEK,Approach_125-150_yards_RTP_Score_PLAYER NAME,Approach_125-150_yards_RTP_Score_ROUNDS,Approach_125-150_yards_RTP_Score_AVG RTP
0,1,1,Sergio Garcia,65,-.259
1,2,2,David Hearn,88,-.240
2,3,3,Freddie Jacobson,63,-.237
3,4,4,Chris Stroud,88,-.229
4,5,5,Jordan Spieth,82,-.224
5,6,6,Phil Mickelson,78,-.221
6,7,7,Chris Kirk,89,-.217
7,8,8,Tiger Woods,61,-.214
8,9,9,James Driscoll,76,-.206
9,10,10,Justin Leonard,86,-.203
10,11,11,Steve Stricker,51,-.200
11,12,12,Justin Rose,62,-.196
12,13,13,Rickie Fowler,75,-.191
13,14,14,Luke Donald,60,-.189
14,15,15,Ryan Palmer,79,-.187
15,16,16,Kevin Chappell,80,-.185
16,17,17,Jerry Kelly,75,-.184
17,T18,T18,Eric Meierdierks,48,-.182
18,T18,T18,John Merrick,79,-.182
19,20,20,Bryce Molder,82,-.178
20,21,21,Rory Sabbatini,86,-.176
21,22,22,Boo Weekley,100,-.175
22,23,23,Adam Scott,61,-.174
23,24,24,Brandt Snedeker,79,-.173
24,T25,T25,Brendon de Jonge,110,-.165
25,T25,T25,Dicky Pride,71,-.165
26,T25,T25,Andres Romero,63,-.165
27,28,28,Bubba Watson,76,-.164
28,29,29,Jason Bohn,70,-.163
29,T30,T30,Bill Haas,85,-.162
30,T30,T30,Matt Kuchar,93,-.162
31,T32,T32,K.J. Choi,85,-.160
32,T32,T32,Carl Pettersson,82,-.160
33,34,34,Jeff Maggert,63,-.157
34,35,35,Matt Every,89,-.156
35,36,36,Jim Furyk,80,-.155
36,37,37,Peter Hanson,45,-.152
37,38,38,Josh Teater,86,-.151
38,T39,T39,Jeff Overton,78,-.150
39,T39,T39,Webb Simpson,92,-.150
40,41,41,David Toms,49,-.148
41,T42,T42,Ken Duke,87,-.145
42,T42,T42,Brad Fritsch,81,-.145
43,T44,T44,Erik Compton,74,-.144
44,T44,T44,Ben Crane,62,-.144
45,46,46,Morgan Hoffmann,64,-.143
