,SG_Approach-the-Green_RANK THIS WEEK,SG_Approach-the-Green_RANK LAST WEEK,SG_Approach-the-Green_PLAYER NAME,SG_Approach-the-Green_ROUNDS,SG_Approach-the-Green_AVERAGE,SG_Approach-the-Green_TOTAL SG:APP,SG_Approach-the-Green_MEASURED ROUNDS
0,1,1,Tiger Woods,61,1.5330000000000001,65.908,43
1,2,2,Stewart Cink,71,0.975,54.61,56
2,3,3,Justin Rose,62,0.961,44.216,46
3,4,4,Jim Furyk,80,0.95,60.808,64
4,5,5,Camilo Villegas,79,0.885,56.663999999999994,64
5,6,6,Henrik Stenson,65,0.7759999999999999,34.158,44
6,7,7,Matt Kuchar,93,0.731,50.47,69
7,8,8,Ricky Barnes,74,0.7140000000000001,46.428999999999995,65
8,9,9,Charl Schwartzel,69,0.711,38.416,54
9,10,10,Dustin Johnson,71,0.6629999999999999,33.795,51
10,11,11,Graham DeLaet,94,0.64,51.86,81
11,12,12,Chris Kirk,89,0.62,50.184,81
12,13,13,Luke Donald,60,0.583,26.824,46
13,14,14,Robert Garrigus,69,0.5710000000000001,27.991999999999997,49
14,15,15,Steve Stricker,51,0.5670000000000001,19.845,35
15,16,16,Adam Scott,61,0.5479999999999999,24.125,44
16,17,17,Sergio Garcia,65,0.5379999999999999,25.281999999999996,47
17,18,18,Chad Campbell,78,0.525,37.789,72
18,19,19,Chris Stroud,88,0.52,40.564,78
19,20,20,Webb Simpson,92,0.517,36.164,70
20,21,21,Pat Perez,69,0.505,32.306,64
21,22,22,Vijay Singh,61,0.501,24.052,48
22,23,23,Phil Mickelson,78,0.494,28.135,57
23,24,24,Jordan Spieth,82,0.48,32.167,67
24,25,25,Lee Westwood,70,0.479,24.441999999999997,51
25,26,26,Rory Sabbatini,86,0.46799999999999997,33.696999999999996,72
26,27,27,Justin Hicks,79,0.462,30.465999999999998,66
27,28,28,Ryan Palmer,79,0.461,31.831,69
28,29,29,Gary Woodland,94,0.45899999999999996,38.069,83
29,30,30,Kevin Stadler,83,0.451,31.107,69
30,31,31,Jason Dufner,78,0.44,26.815,61
31,32,32,Rory McIlroy,56,0.42,17.229,41
32,33,33,Kyle Stanley,71,0.419,25.164,60
33,34,34,Brendon de Jonge,110,0.414,40.113,97
34,35,35,John Rollins,77,0.409,27.807,68
35,36,36,Jimmy Walker,84,0.40700000000000003,30.546,75
36,37,37,Boo Weekley,100,0.401,33.3,83
37,38,38,Roberto Castro,97,0.379,31.799,84
38,39,39,Nicholas Thompson,99,0.373,32.092,86
39,40,40,Kevin Chappell,80,0.37,24.768,67
40,41,41,John Merrick,79,0.365,24.849,68
41,42,42,Nick Watney,88,0.36200000000000004,26.433000000000003,73
42,43,43,Bill Haas,85,0.34600000000000003,23.864,69
43,44,44,Marc Leishman,77,0.345,22.109,64
44,45,45,Nicolas Colsaerts,50,0.322,11.600999999999999,36
45,T46,T46,Ben Crane,62,0.313,17.230999999999998,55
46,T46,T46,Brad Fritsch,81,0.313,21.284000000000002,68
47,48,48,Lucas Glover,65,0.307,15.957,52
48,49,49,Freddie Jacobson,63,0.304,13.965,46
49,T50,T50,Robert Allenby,58,0.29600000000000004,15.397,52
50,T50,T50,Matt Every,89,0.29600000000000004,23.686999999999998,80
51,52,52,Bubba Watson,76,0.292,17.23,59
52,53,53,Hunter Mahan,91,0.285,19.351,68
53,54,54,Luke Guthrie,82,0.28,18.225,65
54,55,55,Bob Estes,66,0.27699999999999997,17.204,62
55,56,56,Keegan Bradley,88,0.27,19.442,72
56,57,57,Charley Hoffman,84,0.262,19.111,73
57,58,58,Michael Bradley,56,0.257,11.061,43
58,59,59,George McNeill,68,0.255,16.344,64
59,60,60,Mark Wilson,56,0.252,12.612,50
60,61,61,Zach Johnson,84,0.251,16.793,67
61,62,62,Bud Cauley,67,0.23800000000000002,13.345,56
62,63,63,Daniel Summerhays,83,0.22699999999999998,17.71,78
63,64,64,Brian Davis,91,0.222,18.424,83
64,65,65,Graeme McDowell,53,0.217,8.026,37
65,66,66,Kevin Streelman,86,0.214,14.543,68
66,67,67,Brandt Jobe,62,0.209,11.09,53
67,68,68,Jason Kokrak,78,0.201,14.482999999999999,72
68,69,69,Peter Hanson,45,0.192,6.332000000000001,33
69,T70,T70,Ernie Els,63,0.191,9.16,48
70,T70,T70,Ryo Ishikawa,72,0.191,10.503,55
71,T70,T70,D.A. Points,87,0.191,12.979000000000001,68
72,73,73,Chez Reavie,72,0.18600000000000003,12.450999999999999,67
73,74,74,David Hearn,88,0.179,13.034,73
74,75,75,Cameron Tringale,80,0.16899999999999998,12.697000000000001,75
75,76,76,Trevor Immelman,73,0.162,10.037,62
76,77,77,Jerry Kelly,75,0.159,10.192,64
77,78,78,John Huh,88,0.155,11.642999999999999,75
78,79,79,K.J. Choi,85,0.154,9.707,63
79,80,80,Vaughn Taylor,50,0.14800000000000002,5.922999999999999,40
80,T81,T81,Rickie Fowler,75,0.141,8.315,59
81,T81,T81,Jeff Maggert,63,0.141,8.041,57
82,83,83,Ken Duke,87,0.13,9.777000000000001,75
83,84,84,Robert Karlsson,56,0.125,4.609,37
84,85,85,Matt Jones,83,0.12300000000000001,8.615,70
85,86,86,Brandt Snedeker,79,0.121,6.9910000000000005,58
86,87,87,Brian Stuard,78,0.11800000000000001,7.4639999999999995,63
87,88,88,Jeff Overton,78,0.099,7.321000000000001,74
88,89,89,Harris English,95,0.098,8.027999999999999,82
89,90,90,Martin Flores,83,0.092,6.973,76
90,91,91,Tim Clark,64,0.087,3.733,43
91,92,92,Josh Teater,86,0.083,5.082,61
92,93,93,Padraig Harrington,52,0.067,2.331,35
93,94,94,Bryce Molder,82,0.052000000000000005,3.7230000000000003,71
94,95,95,"Ted Potter, Jr.",65,0.046,2.513,55
95,96,96,Jason Bohn,70,0.034,2.224,66
96,97,97,Bo Van Pelt,72,0.025,1.324,54
97,98,98,James Driscoll,76,0.022000000000000002,1.385,63
98,99,99,Dicky Pride,71,0.012,0.71,59
99,100,100,Ryan Moore,72,0.006999999999999999,0.392,57
100,101,101,Jason Day,86,-0.013000000000000001,-0.767,61
101,102,102,David Toms,49,-0.026000000000000002,-0.8240000000000001,32
102,103,103,Ben Curtis,59,-0.034,-1.567,46
103,104,104,Scott Piercy,78,-0.038,-2.335,62
104,105,105,Greg Owen,73,-0.045,-2.965,66
105,106,106,Russell Henley,80,-0.053,-3.509,66
106,107,107,D.H. Lee,65,-0.055,-3.21,58
107,108,108,Casey Wittenberg,72,-0.067,-4.058,61
108,109,109,Martin Kaymer,61,-0.07,-2.945,42
109,110,110,Richard Lee,81,-0.07400000000000001,-5.36,72
110,111,111,James Hahn,78,-0.079,-5.301,67
111,112,112,Charles Howell III,87,-0.084,-6.693,80
112,113,113,Jim Herman,59,-0.091,-4.019,44
113,114,114,Henrik Norlander,70,-0.105,-6.205,59
114,115,115,Ben Kohles,75,-0.113,-7.024,62
115,116,116,William McGirt,75,-0.11800000000000001,-8.372,71
116,117,117,Mike Weir,60,-0.12,-5.6370000000000005,47
117,118,118,Billy Horschel,96,-0.121,-10.045,83
118,119,119,J.J. Henry,83,-0.122,-9.064,74
119,120,120,Scott Langley,79,-0.124,-7.9479999999999995,64
120,121,121,Brendan Steele,86,-0.135,-10.405,77
121,122,122,Ian Poulter,59,-0.153,-5.96,39
122,123,123,Seung-Yul Noh,71,-0.163,-10.076,62
123,124,124,David Lynn,70,-0.16399999999999998,-9.204,56
124,125,125,Sangmoon Bae,83,-0.165,-11.892000000000001,72
125,126,126,Jin Park,52,-0.166,-7.119,43
126,T127,T127,Scott Brown,65,-0.174,-9.57,55
127,T127,T127,Tag Ridings,69,-0.174,-10.068,58
128,129,129,Michael Thompson,66,-0.179,-9.479,53
129,130,130,Martin Laird,68,-0.195,-10.315999999999999,53
130,131,131,Cameron Percy,68,-0.198,-11.272,57
131,132,132,Stuart Appleby,88,-0.21899999999999997,-17.32,79
