,SG_Approach-the-Green_RANK THIS WEEK,SG_Approach-the-Green_RANK LAST WEEK,SG_Approach-the-Green_PLAYER NAME,SG_Approach-the-Green_ROUNDS,SG_Approach-the-Green_AVERAGE,SG_Approach-the-Green_TOTAL SG:APP,SG_Approach-the-Green_MEASURED ROUNDS
132,133,133,Will Claxton,67,-0.222,-12.411,56
133,134,134,Lee Williams,62,-0.23,-11.741,51
134,135,135,Greg Chalmers,77,-0.237,-16.559,70
135,136,136,Ángel Cabrera,73,-0.24100000000000002,-13.735999999999999,57
136,137,137,Carl Pettersson,82,-0.252,-16.146,64
137,T138,T138,Justin Leonard,86,-0.255,-19.094,75
138,T138,T138,David Lingmerth,68,-0.255,-14.536,57
139,140,140,John Senden,79,-0.258,-15.709000000000001,61
140,141,141,David Mathis,71,-0.267,-16.576,62
141,142,142,Geoff Ogilvy,57,-0.268,-11.248,42
142,143,143,Steve LeBrun,66,-0.28,-14.845,53
143,144,144,Tim Herron,45,-0.285,-12.54,44
144,145,145,Andrew Svoboda,46,-0.295,-10.309000000000001,35
145,146,146,Shawn Stefani,63,-0.308,-15.376,50
146,147,147,Eric Meierdierks,48,-0.314,-11.619000000000002,37
147,148,148,Johnson Wagner,64,-0.32,-16.662,52
148,149,149,Patrick Reed,83,-0.327,-24.212,74
149,150,150,Morgan Hoffmann,64,-0.344,-18.232,53
150,151,151,Tommy Gainey,84,-0.361,-27.073,75
151,152,152,Erik Compton,74,-0.363,-23.621,65
152,153,153,Scott Stallings,79,-0.379,-24.984,66
153,154,154,Robert Streb,75,-0.39799999999999996,-24.694000000000003,62
154,155,155,Darron Stiles,51,-0.401,-16.839000000000002,42
155,156,156,Fabián Gómez,65,-0.435,-24.366999999999997,56
156,T157,T157,Charlie Beljan,62,-0.43700000000000006,-24.045,55
157,T157,T157,Andres Romero,63,-0.43700000000000006,-22.730999999999998,52
158,159,159,D.J. Trahan,48,-0.44799999999999995,-17.035999999999998,38
159,160,160,Brian Gay,79,-0.45299999999999996,-32.144,71
160,161,161,Doug LaBelle II,72,-0.479,-28.27,59
161,162,162,Stephen Ames,49,-0.488,-21.45,44
162,T163,T163,Bobby Gates,49,-0.498,-18.908,38
163,T163,T163,Charlie Wi,75,-0.498,-32.896,66
164,165,165,Y.E. Yang,56,-0.5,-20.513,41
165,166,166,Scott Gardiner,61,-0.527,-27.405,52
166,167,167,Luke List,65,-0.5329999999999999,-27.721999999999998,52
167,168,168,Derek Ernst,58,-0.564,-27.623,49
168,169,169,Rod Pampling,46,-0.568,-19.865,35
169,170,170,Sean O'Hair,56,-0.5760000000000001,-29.369,51
170,171,171,Troy Matteson,68,-0.583,-34.406,59
171,172,172,Alistair Presnell,59,-0.585,-26.908,46
172,173,173,Steven Bowditch,67,-0.6409999999999999,-37.159,58
173,174,174,Aaron Baddeley,68,-0.669,-39.474000000000004,59
174,175,175,Aaron Watkins,46,-0.7070000000000001,-24.752,35
175,176,176,Justin Bolli,59,-0.787,-36.221,46
176,177,177,Colt Knost,69,-0.847,-49.125,58
177,178,178,Brian Harman,89,-0.856,-65.058,76
178,179,179,Jonas Blixt,76,-0.882,-59.081,67
179,180,180,Tom Gillis,69,-0.905,-54.3,60
