,Birdie_or_Better_Percentage_-_175-200_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_175-200_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_175-200_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_175-200_ya_ROUNDS,Birdie_or_Better_Percentage_-_175-200_ya_%,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL HOLES
130,131,131,Scott Gardiner,61,11.05,21,190
131,T132,T132,Charles Howell III,87,10.99,30,273
132,T132,T132,Brandt Snedeker,79,10.99,21,191
133,134,134,Troy Matteson,68,10.94,21,192
134,135,135,Henrik Stenson,65,10.88,16,147
135,136,136,Johnson Wagner,64,10.86,19,175
136,T137,T137,Michael Bradley,56,10.78,18,167
137,T137,T137,Jordan Spieth,82,10.78,25,232
138,139,139,Aaron Watkins,46,10.77,14,130
139,140,140,John Rollins,77,10.7,26,243
140,141,141,Ben Crane,62,10.63,22,207
141,142,142,Henrik Norlander,70,10.61,21,198
142,143,143,Freddie Jacobson,63,10.6,16,151
143,144,144,Lee Williams,62,10.53,18,171
144,145,145,Jason Bohn,70,10.5,25,238
145,146,146,Bobby Gates,49,10.48,13,124
146,147,147,D.H. Lee,65,10.45,23,220
147,148,148,Graeme McDowell,53,10.4,13,125
148,149,149,Geoff Ogilvy,57,10.39,16,154
149,150,150,Doug LaBelle II,72,10.33,22,213
150,151,151,Richard Lee,81,10.29,28,272
151,T152,T152,Matt Kuchar,93,10.27,23,224
152,T152,T152,Chris Stroud,88,10.27,30,292
153,154,154,David Toms,49,10.26,12,117
154,155,155,D.J. Trahan,48,10.17,12,118
155,156,156,Rod Pampling,46,10.09,11,109
156,157,157,Rickie Fowler,75,9.85,20,203
157,158,158,Jeff Maggert,63,9.79,19,194
158,159,159,Tag Ridings,69,9.68,18,186
159,160,160,John Merrick,79,9.58,23,240
160,161,161,Steve LeBrun,66,9.48,20,211
161,162,162,Luke Guthrie,82,9.47,23,243
162,163,163,Jonas Blixt,76,9.45,24,254
163,164,164,Will Claxton,67,9.41,19,202
164,165,165,Martin Laird,68,9.39,17,181
165,166,166,Derek Ernst,58,9.24,17,184
166,167,167,Colt Knost,69,9.22,20,217
167,168,168,Mark Wilson,56,9.19,17,185
168,169,169,Vaughn Taylor,50,9.15,14,153
169,170,170,Trevor Immelman,73,8.87,22,248
170,171,171,Jason Dufner,78,8.85,17,192
171,172,172,Cameron Tringale,80,8.37,22,263
172,173,173,Mike Weir,60,8.09,14,173
173,174,174,Dicky Pride,71,7.94,17,214
174,175,175,Eric Meierdierks,48,7.5,9,120
175,176,176,Robert Karlsson,56,7.33,11,150
176,177,177,Tim Herron,45,7.05,11,156
177,178,178,Darron Stiles,51,6.58,10,152
178,179,179,Bo Van Pelt,72,6.45,12,186
179,180,180,Michael Thompson,66,6.44,13,202
