,Left_Rough_Proximity_RANK THIS WEEK,Left_Rough_Proximity_RANK LAST WEEK,Left_Rough_Proximity_PLAYER NAME,Left_Rough_Proximity_ROUNDS,Left_Rough_Proximity_AVG,Left_Rough_Proximity_ATTEMPTS,Left_Rough_Proximity_TOTAL DISTANCE (FEET),Left_Rough_Proximity_RELATIVE TO PAR
23,T24,T24,Adam Scott,61,"39' 3""",79,3101.917,+2.00
24,T24,T24,Jordan Spieth,82,"39' 3""",89,3490.833,+8.00
25,T24,T24,Nicholas Thompson,99,"39' 3""",170,6674.25,+21.00
26,27,27,Matt Every,89,"39' 4""",151,5937.8330000000005,+10.00
27,28,28,Nicolas Colsaerts,50,"39' 7""",72,2851.333,+12.00
28,T29,T29,Morgan Hoffmann,64,"39' 8""",107,4240.0,+8.00
29,T29,T29,David Lynn,70,"39' 8""",102,4045.833,+13.00
30,T29,T29,Pat Perez,69,"39' 8""",110,4367.333,+12.00
31,T29,T29,Brian Stuard,78,"39' 8""",107,4247.5,+5.00
32,T29,T29,Bubba Watson,76,"39' 8""",105,4166.167,-6.00
33,T34,T34,Martin Kaymer,61,"39' 10""",73,2908.833,+3.00
34,T34,T34,Brandt Snedeker,79,"39' 10""",93,3707.167,+3.00
35,T36,T36,David Mathis,71,"40' 1""",94,3765.167,+21.00
36,T36,T36,Seung-Yul Noh,71,"40' 1""",149,5976.25,+9.00
37,T36,T36,Kevin Streelman,86,"40' 1""",107,4285.0,+9.00
38,39,39,Tommy Gainey,84,"40' 2""",156,6262.0,+18.00
39,T40,T40,Troy Matteson,68,"40' 3""",101,4068.583,+9.00
40,T40,T40,John Rollins,77,"40' 3""",106,4268.583,+7.00
41,42,42,Tim Clark,64,"40' 4""",65,2620.917,+15.00
42,T43,T43,Jim Herman,59,"40' 5""",85,3438.75,+4.00
43,T43,T43,Eric Meierdierks,48,"40' 5""",85,3435.083,+15.00
44,45,45,Charlie Beljan,62,"40' 6""",95,3850.083,+8.00
45,T46,T46,Jerry Kelly,75,"40' 7""",96,3894.667,+6.00
46,T46,T46,David Toms,49,"40' 7""",45,1824.5829999999999,+6.00
47,T48,T48,Stuart Appleby,88,"40' 8""",120,4875.083,+11.00
48,T48,T48,Brandt Jobe,62,"40' 8""",68,2765.333,+4.00
49,50,50,Gary Woodland,94,"40' 9""",151,6155.5,+5.00
50,51,51,David Lingmerth,68,"40' 10""",91,3717.917,+12.00
51,T52,T52,Jeff Overton,78,"40' 11""",147,6008.9169999999995,+17.00
52,T52,T52,Josh Teater,86,"40' 11""",88,3599.333,+8.00
53,T54,T54,Scott Gardiner,61,"41' 2""",91,3746.5,+20.00
54,T54,T54,Bill Haas,85,"41' 2""",130,5355.5830000000005,+6.00
55,T56,T56,Jim Furyk,80,"41' 3""",81,3341.75,+13.00
56,T56,T56,Martin Laird,68,"41' 3""",78,3217.5,+7.00
57,T56,T56,Chez Reavie,72,"41' 3""",102,4207.833,+7.00
58,T59,T59,Bobby Gates,49,"41' 4""",80,3307.417,+6.00
59,T59,T59,John Huh,88,"41' 4""",101,4173.333,+16.00
60,T61,T61,Hunter Mahan,91,"41' 5""",95,3930.833,+15.00
61,T61,T61,Rod Pampling,46,"41' 5""",51,2110.333,+13.00
62,T61,T61,Alistair Presnell,59,"41' 5""",85,3520.75,+29.00
63,T64,T64,Brendon de Jonge,110,"41' 6""",124,5147.833,+18.00
64,T64,T64,Freddie Jacobson,63,"41' 6""",78,3237.833,E
65,T64,T64,Daniel Summerhays,83,"41' 6""",139,5767.0830000000005,+10.00
66,67,67,Dustin Johnson,71,"41' 7""",114,4741.0,+6.00
67,T68,T68,Erik Compton,74,"41' 8""",130,5416.1669999999995,+21.00
68,T68,T68,Phil Mickelson,78,"41' 8""",134,5582.4169999999995,+6.00
69,T70,T70,Sangmoon Bae,83,"41' 9""",129,5381.5,+9.00
70,T70,T70,Luke Guthrie,82,"41' 9""",135,5637.75,+25.00
71,T70,T70,David Hearn,88,"41' 9""",101,4216.0,+13.00
72,T70,T70,D.H. Lee,65,"41' 9""",65,2716.25,+5.00
73,T70,T70,Sean O'Hair,56,"41' 9""",110,4593.167,+36.00
74,T70,T70,Boo Weekley,100,"41' 9""",115,4803.667,+17.00
75,T76,T76,Keegan Bradley,88,"41' 11""",120,5032.417,+16.00
76,T76,T76,Ángel Cabrera,73,"41' 11""",111,4653.25,+7.00
77,T76,T76,Matt Kuchar,93,"41' 11""",126,5285.5830000000005,+6.00
78,T76,T76,Rory Sabbatini,86,"41' 11""",138,5787.3330000000005,+14.00
79,T76,T76,Shawn Stefani,63,"41' 11""",118,4949.583,+10.00
80,T81,T81,Justin Bolli,59,"42' 1""",80,3369.083,+16.00
81,T81,T81,Aaron Watkins,46,"42' 1""",52,2189.167,+12.00
82,83,83,Jimmy Walker,84,"42' 4""",144,6101.4169999999995,-3.00
83,84,84,Ben Kohles,75,"42' 6""",92,3909.667,+16.00
84,T85,T85,Jason Dufner,78,"42' 7""",105,4470.5,+2.00
85,T85,T85,Robert Garrigus,69,"42' 7""",108,4599.667,-1.00
86,T87,T87,Will Claxton,67,"42' 8""",104,4439.917,+17.00
87,T87,T87,Geoff Ogilvy,57,"42' 8""",74,3156.833,+7.00
88,T87,T87,D.J. Trahan,48,"42' 8""",77,3283.167,+12.00
89,T90,T90,Derek Ernst,58,"42' 9""",86,3676.667,+16.00
90,T90,T90,Brad Fritsch,81,"42' 9""",129,5516.0,+24.00
91,T90,T90,Michael Thompson,66,"42' 9""",86,3677.25,+27.00
92,T93,T93,Jonas Blixt,76,"42' 10""",133,5691.4169999999995,+16.00
93,T93,T93,Matt Jones,83,"42' 10""",95,4070.25,+10.00
94,T93,T93,George McNeill,68,"42' 10""",82,3510.5,+6.00
95,T96,T96,Graham DeLaet,94,"43' 0""",118,5074.417,+14.00
96,T96,T96,Brendan Steele,86,"43' 0""",133,5722.9169999999995,+19.00
97,T98,T98,Peter Hanson,45,"43' 1""",80,3449.833,+1.00
98,T98,T98,Henrik Norlander,70,"43' 1""",113,4866.083,+20.00
99,T98,T98,"Ted Potter, Jr.",65,"43' 1""",88,3791.917,+4.00
100,T98,T98,John Senden,79,"43' 1""",102,4395.833,+13.00
101,T102,T102,Kevin Chappell,80,"43' 2""",113,4878.583,+9.00
102,T102,T102,Richard Lee,81,"43' 2""",106,4573.5,+19.00
103,T102,T102,Marc Leishman,77,"43' 2""",103,4443.417,+13.00
104,T102,T102,Carl Pettersson,82,"43' 2""",126,5435.6669999999995,+25.00
105,T102,T102,Dicky Pride,71,"43' 2""",91,3928.75,+17.00
106,107,107,K.J. Choi,85,"43' 3""",89,3846.25,+3.00
107,T108,T108,Ken Duke,87,"43' 4""",88,3811.167,+18.00
108,T108,T108,Greg Owen,73,"43' 4""",130,5635.8330000000005,+24.00
109,T108,T108,Cameron Percy,68,"43' 4""",108,4681.583,+19.00
110,T108,T108,Tag Ridings,69,"43' 4""",121,5241.417,+16.00
111,112,112,Jeff Maggert,63,"43' 5""",89,3867.417,+14.00
112,113,113,Ryan Palmer,79,"43' 6""",128,5566.0,+15.00
113,T114,T114,Robert Karlsson,56,"43' 7""",71,3094.167,+7.00
114,T114,T114,Lee Westwood,70,"43' 7""",79,3444.833,+6.00
115,116,116,Scott Langley,79,"43' 8""",80,3493.667,+11.00
116,T117,T117,Lucas Glover,65,"43' 10""",101,4428.917,+20.00
117,T117,T117,Patrick Reed,83,"43' 10""",153,6708.8330000000005,+2.00
118,T119,T119,Billy Horschel,96,"43' 11""",133,5842.5,+15.00
119,T119,T119,Jason Kokrak,78,"43' 11""",154,6759.3330000000005,+11.00
120,121,121,Y.E. Yang,56,"44' 0""",67,2946.25,+18.00
121,122,122,Chris Stroud,88,"44' 1""",127,5599.5,+6.00
122,123,123,Ryo Ishikawa,72,"44' 2""",123,5432.3330000000005,+12.00
123,T124,T124,Steven Bowditch,67,"44' 3""",115,5089.5,+19.00
124,T124,T124,Brian Gay,79,"44' 3""",102,4512.0,+11.00
125,126,126,Luke List,65,"44' 4""",162,7188.4169999999995,+16.00
126,127,127,Chad Campbell,78,"44' 5""",124,5504.0830000000005,+14.00
127,T128,T128,Greg Chalmers,77,"44' 6""",100,4448.583,+12.00
128,T128,T128,Brian Davis,91,"44' 6""",138,6141.0,+17.00
129,T128,T128,Graeme McDowell,53,"44' 6""",49,2179.417,+8.00
130,T131,T131,Robert Allenby,58,"44' 7""",117,5218.0,+33.00
131,T131,T131,Fabián Gómez,65,"44' 7""",85,3787.167,+12.00
132,T131,T131,Colt Knost,69,"44' 7""",79,3523.583,+20.00
133,T134,T134,Ben Crane,62,"44' 8""",92,4108.833,+7.00
134,T134,T134,Russell Henley,80,"44' 8""",132,5893.5,+13.00
135,T136,T136,Michael Bradley,56,"44' 10""",100,4481.917,+24.00
136,T136,T136,Charles Howell III,87,"44' 10""",121,5424.0,+1.00
137,138,138,Scott Brown,65,"45' 0""",83,3737.167,+21.00
138,T139,T139,Bob Estes,66,"45' 1""",81,3654.583,+22.00
139,T139,T139,William McGirt,75,"45' 1""",126,5682.5830000000005,+16.00
140,T141,T141,Steve LeBrun,66,"45' 3""",84,3802.083,+14.00
141,T141,T141,Kyle Stanley,71,"45' 3""",103,4662.333,+24.00
142,143,143,Bryce Molder,82,"45' 4""",80,3624.417,+7.00
143,144,144,Tom Gillis,69,"45' 6""",112,5093.0,+32.00
144,145,145,Scott Stallings,79,"45' 8""",111,5069.833,+20.00
145,T146,T146,John Merrick,79,"45' 9""",113,5165.833,+11.00
146,T146,T146,Casey Wittenberg,72,"45' 9""",149,6813.8330000000005,+22.00
147,T148,T148,Ernie Els,63,"45' 10""",70,3210.667,+2.00
148,T148,T148,James Hahn,78,"45' 10""",113,5177.417,+13.00
149,T148,T148,Tim Herron,45,"45' 10""",83,3801.917,+14.00
150,T151,T151,Robert Streb,75,"45' 11""",130,5971.5,+27.00
151,T151,T151,Lee Williams,62,"45' 11""",87,3993.917,+17.00
152,153,153,Mark Wilson,56,"46' 0""",53,2438.083,-1.00
153,T154,T154,Aaron Baddeley,68,"46' 2""",128,5904.6669999999995,+3.00
154,T154,T154,Jason Day,86,"46' 2""",108,4983.333,+9.00
155,T154,T154,Justin Hicks,79,"46' 2""",91,4197.417,+17.00
156,T157,T157,Bud Cauley,67,"46' 3""",97,4490.0,+16.00
157,T157,T157,James Driscoll,76,"46' 3""",132,6109.75,+9.00
158,159,159,Cameron Tringale,80,"46' 5""",125,5798.8330000000005,+5.00
159,160,160,Jason Bohn,70,"46' 7""",102,4747.75,+21.00
160,T161,T161,Harris English,95,"46' 8""",118,5505.8330000000005,+16.00
161,T161,T161,Charl Schwartzel,69,"46' 8""",93,4340.583,+6.00
162,163,163,Ben Curtis,59,"47' 0""",81,3809.75,+21.00
163,164,164,Justin Leonard,86,"47' 1""",119,5605.9169999999995,+13.00
164,T165,T165,Ryan Moore,72,"47' 4""",85,4025.5,+17.00
165,T165,T165,Justin Rose,62,"47' 4""",66,3122.75,-1.00
166,167,167,Doug LaBelle II,72,"47' 5""",93,4411.417,+17.00
167,168,168,Trevor Immelman,73,"47' 6""",107,5082.417,+22.00
168,169,169,Zach Johnson,84,"47' 11""",104,4981.75,+10.00
169,170,170,Andrew Svoboda,46,"48' 3""",68,3280.417,+15.00
170,171,171,Charlie Wi,75,"48' 7""",91,4418.333,+5.00
171,172,172,Luke Donald,60,"48' 8""",72,3505.0,-2.00
172,173,173,J.J. Henry,83,"48' 11""",129,6312.75,+28.00
173,174,174,Johnson Wagner,64,"49' 2""",117,5749.9169999999995,+17.00
174,175,175,Darron Stiles,51,"49' 5""",51,2521.667,+14.00
175,176,176,Stephen Ames,49,"49' 6""",77,3814.167,+15.00
176,177,177,Steve Stricker,51,"50' 4""",42,2115.167,-2.00
177,178,178,Andres Romero,63,"52' 1""",102,5310.25,+9.00
178,179,179,Mike Weir,60,"52' 2""",83,4330.5,+23.00
179,180,180,Vaughn Taylor,50,"52' 3""",64,3345.167,+18.00
