,Approaches_from_175-200_yards_RANK THIS WEEK,Approaches_from_175-200_yards_RANK LAST WEEK,Approaches_from_175-200_yards_PLAYER NAME,Approaches_from_175-200_yards_ROUNDS,Approaches_from_175-200_yards_AVG,Approaches_from_175-200_yards_TOTAL DISTANCE (FEET),Approaches_from_175-200_yards_# OF ATTEMPTS,Approaches_from_175-200_yards_RELATIVE TO PAR
0,1,1,Ryan Palmer,79,"26' 5""",4596.167,174,-17
1,2,2,Rory McIlroy,56,"27' 4""",2429.25,89,-5
2,3,3,Justin Rose,62,"27' 10""",3196.583,115,-6
3,4,4,Tiger Woods,61,"28' 4""",3058.583,108,+1
4,5,5,Robert Garrigus,69,"28' 6""",3648.333,128,-4
5,T6,T6,Jim Furyk,80,"29' 3""",5827.5,199,-11
6,T6,T6,Ben Kohles,75,"29' 3""",5639.1669999999995,193,+2
7,8,8,Scott Piercy,78,"29' 6""",3801.333,129,-17
8,9,9,Camilo Villegas,79,"29' 11""",4999.583,167,+4
9,T10,T10,Nick Watney,88,"30' 1""",5265.75,175,+3
10,T10,T10,Lee Westwood,70,"30' 1""",3852.417,128,+4
11,12,12,Rory Sabbatini,86,"30' 2""",4982.75,165,-7
12,T13,T13,Keegan Bradley,88,"30' 3""",5321.4169999999995,176,-18
13,T13,T13,Bubba Watson,76,"30' 3""",3629.583,120,-7
14,15,15,Jason Kokrak,78,"30' 5""",5327.5,175,E
15,T16,T16,Graham DeLaet,94,"30' 11""",7473.3330000000005,242,-1
16,T16,T16,Brad Fritsch,81,"30' 11""",5042.25,163,+2
17,18,18,James Hahn,78,"31' 0""",5332.5830000000005,172,-3
18,T19,T19,Ian Poulter,59,"31' 1""",2581.25,83,-9
19,T19,T19,Vijay Singh,61,"31' 1""",3851.833,124,-2
20,T21,T21,Chez Reavie,72,"31' 2""",6136.1669999999995,197,+5
21,T21,T21,Boo Weekley,100,"31' 2""",7222.4169999999995,232,-1
22,T23,T23,Ken Duke,87,"31' 3""",7195.5830000000005,230,+2
23,T23,T23,Zach Johnson,84,"31' 3""",5651.75,181,-3
24,T23,T23,Ryan Moore,72,"31' 3""",5100.0,163,+7
25,26,26,Scott Langley,79,"31' 4""",5515.8330000000005,176,+7
26,27,27,Brandt Snedeker,79,"31' 5""",4550.917,145,+7
27,T28,T28,Bud Cauley,67,"31' 6""",4974.5,158,+10
28,T28,T28,Matt Jones,83,"31' 6""",5823.8330000000005,185,+10
29,30,30,Brendon de Jonge,110,"31' 7""",8015.0830000000005,254,-3
30,T31,T31,Charley Hoffman,84,"31' 8""",6435.5830000000005,203,+10
31,T31,T31,Casey Wittenberg,72,"31' 8""",5387.9169999999995,170,+4
32,T33,T33,Stewart Cink,71,"31' 9""",4821.917,152,+4
33,T33,T33,Dustin Johnson,71,"31' 9""",3520.667,111,-14
34,T33,T33,Kevin Stadler,83,"31' 9""",5583.5830000000005,176,+3
35,T36,T36,Kevin Chappell,80,"31' 10""",5314.0830000000005,167,+12
36,T36,T36,Ernie Els,63,"31' 10""",4294.917,135,+1
37,T36,T36,John Huh,88,"31' 10""",7030.0830000000005,221,-7
38,T36,T36,Jordan Spieth,82,"31' 10""",5788.5,182,+6
39,T40,T40,Matt Every,89,"31' 11""",6355.25,199,+1
40,T40,T40,John Merrick,79,"31' 11""",5709.3330000000005,179,+10
41,T42,T42,Sean O'Hair,56,"32' 0""",3998.583,125,-1
42,T42,T42,Greg Owen,73,"32' 0""",5149.0,161,-5
43,T42,T42,Pat Perez,69,"32' 0""",5984.3330000000005,187,-3
44,T42,T42,Aaron Watkins,46,"32' 0""",3165.917,99,+6
45,46,46,Chris Kirk,89,"32' 1""",6674.6669999999995,208,-10
46,T47,T47,Jeff Overton,78,"32' 2""",6762.0830000000005,210,-10
47,T47,T47,Carl Pettersson,82,"32' 2""",4794.917,149,E
