,Proximity_to_Hole_RANK THIS WEEK,Proximity_to_Hole_RANK LAST WEEK,Proximity_to_Hole_PLAYER NAME,Proximity_to_Hole_ROUNDS,Proximity_to_Hole_AVG,Proximity_to_Hole_TOTAL DISTANCE (FEET),Proximity_to_Hole_# OF ATTEMPTS,Proximity_to_Hole_GIR RANK
119,T117,T117,Rory McIlroy,56,"35' 7""",25831.167,726,86
120,T121,T121,Harris English,95,"35' 8""",52356.833,1468,63
121,T121,T121,Scott Gardiner,61,"35' 8""",33272.667,932,117
122,T121,T121,Henrik Norlander,70,"35' 8""",37658.5,1056,31
123,T121,T121,Charlie Wi,75,"35' 8""",42111.833,1181,176
124,T125,T125,James Driscoll,76,"35' 9""",40303.583,1128,124
125,T125,T125,Tom Gillis,69,"35' 9""",38562.667,1078,175
126,T125,T125,Trevor Immelman,73,"35' 9""",39575.75,1108,53
127,T125,T125,Justin Leonard,86,"35' 9""",48193.667,1347,140
128,T129,T129,Erik Compton,74,"35' 10""",41641.75,1161,93
129,T129,T129,Henrik Stenson,65,"35' 10""",28240.75,789,1
130,T131,T131,Ben Crane,62,"35' 11""",35559.417,989,121
131,T131,T131,Cameron Percy,68,"35' 11""",36517.0,1017,76
132,T131,T131,Scott Piercy,78,"35' 11""",39908.833,1112,150
133,134,134,Sergio Garcia,65,"36' 0""",30136.417,838,29
134,T135,T135,J.J. Henry,83,"36' 1""",47793.833,1326,17
135,T135,T135,Michael Thompson,66,"36' 1""",34222.833,949,162
136,T137,T137,Justin Bolli,59,"36' 2""",29784.0,824,170
137,T137,T137,Tommy Gainey,84,"36' 2""",48655.667,1346,172
138,T137,T137,Hunter Mahan,91,"36' 2""",44090.417,1218,25
139,T137,T137,Patrick Reed,83,"36' 2""",48035.333,1327,125
140,T141,T141,Jason Day,86,"36' 4""",39717.917,1092,96
141,T141,T141,Brian Harman,89,"36' 4""",49332.333,1358,146
142,T141,T141,Troy Matteson,68,"36' 4""",38387.25,1056,100
143,T141,T141,Jeff Overton,78,"36' 4""",48160.667,1327,98
144,T141,T141,Rod Pampling,46,"36' 4""",22722.583,625,106
145,T141,T141,Jin Park,52,"36' 4""",27998.5,771,137
146,T141,T141,Cameron Tringale,80,"36' 4""",48695.417,1341,35
147,T148,T148,William McGirt,75,"36' 5""",46054.833,1266,88
148,T148,T148,Shawn Stefani,63,"36' 5""",32559.417,894,129
149,T150,T150,Stephen Ames,49,"36' 6""",28756.667,787,170
150,T150,T150,Eric Meierdierks,48,"36' 6""",24249.583,664,48
151,T150,T150,Geoff Ogilvy,57,"36' 6""",27433.083,752,155
152,T153,T153,Derek Ernst,58,"36' 7""",32168.583,879,122
153,T153,T153,Padraig Harrington,52,"36' 7""",22922.167,626,174
154,T153,T153,Martin Laird,68,"36' 7""",34592.417,946,130
155,T153,T153,Aaron Watkins,46,"36' 7""",22920.667,627,152
156,T153,T153,Casey Wittenberg,72,"36' 7""",40009.0,1093,158
157,T158,T158,Ben Curtis,59,"36' 8""",30256.167,826,123
158,T158,T158,Alistair Presnell,59,"36' 8""",30248.5,825,151
159,T160,T160,Charlie Beljan,62,"36' 9""",36197.25,986,105
160,T160,T160,Greg Chalmers,77,"36' 9""",45971.333,1252,167
161,T160,T160,Robert Streb,75,"36' 9""",40865.417,1111,82
162,T163,T163,Scott Brown,65,"36' 10""",36351.167,986,118
163,T163,T163,Marc Leishman,77,"36' 10""",42336.667,1149,94
164,T165,T165,Charles Howell III,87,"37' 0""",52927.333,1430,42
165,T165,T165,John Senden,79,"37' 0""",40342.5,1091,68
166,167,167,Andrew Svoboda,46,"37' 1""",23271.75,627,70
167,168,168,Seung-Yul Noh,71,"37' 3""",41124.25,1105,115
168,169,169,Mike Weir,60,"37' 4""",31572.333,845,179
169,170,170,Doug LaBelle II,72,"37' 8""",39843.75,1058,111
170,T171,T171,Jonas Blixt,76,"37' 9""",45029.083,1192,173
171,T171,T171,Tim Herron,45,"37' 9""",29692.25,786,177
172,T173,T173,Ángel Cabrera,73,"37' 11""",38693.417,1020,95
173,T173,T173,Bobby Gates,49,"37' 11""",25813.417,681,142
174,175,175,Johnson Wagner,64,"38' 0""",35357.833,931,112
175,176,176,Sean O'Hair,56,"38' 2""",34857.833,913,160
176,177,177,Steven Bowditch,67,"38' 3""",39676.5,1037,161
177,178,178,Luke List,65,"38' 10""",36136.833,930,149
178,179,179,Andres Romero,63,"39' 0""",36383.333,933,168
179,180,180,Aaron Baddeley,68,"39' 3""",41477.5,1056,178
