,Putting_from_-__20_RANK THIS WEEK,Putting_from_-__20_RANK LAST WEEK,Putting_from_-__20_PLAYER NAME,Putting_from_-__20_ROUNDS,Putting_from_-__20_% MADE,Putting_from_-__20_ATTEMPTS,Putting_from_-__20_PUTTS MADE
0,1,1,David Frost,80,14.02,435,61
1,T2,T2,Brad Elder,51,12.7,252,32
2,T2,T2,Peter Jacobsen,75,12.7,378,48
3,4,4,Brad Faxon,97,12.47,425,53
4,5,5,Tim Petrovic,108,11.76,510,60
5,6,6,Loren Roberts,87,11.65,369,43
6,7,7,Brian Gay,100,11.36,449,51
7,8,8,Chris DiMarco,98,10.97,383,42
8,9,9,Geoff Ogilvy,86,10.91,394,43
9,10,10,Andrew Magee,91,10.78,464,50
10,11,11,Patrick Sheehan,101,10.59,510,54
11,12,12,Mike Sposa,72,10.46,373,39
12,13,13,John Rollins,89,10.42,307,32
13,14,14,Chad Campbell,105,10.38,453,47
14,15,15,Cameron Beckman,86,10.28,428,44
15,16,16,Brett Quigley,92,10.23,469,48
16,17,17,Matt Gogel,77,10.21,382,39
17,18,18,Justin Leonard,80,10.09,317,32
18,19,19,Fred Couples,71,10.08,258,26
19,20,20,Mike Weir,80,9.93,292,29
20,21,21,Ben Crane,94,9.89,445,44
21,22,22,Jay Haas,89,9.88,415,41
22,23,23,Aaron Baddeley,71,9.87,304,30
23,24,24,Jim Furyk,104,9.86,416,41
24,25,25,Paul Gow,62,9.85,325,32
25,T26,T26,J.P. Hayes,79,9.8,347,34
26,T26,T26,Mark O'Meara,69,9.8,245,24
27,28,28,Carlos Franco,99,9.74,534,52
28,T29,T29,Michael Clark II,54,9.71,309,30
29,T29,T29,Robert Damron,96,9.71,453,44
30,T31,T31,Jason Gore,83,9.68,403,39
31,T31,T31,Carl Paulson,101,9.68,506,49
32,33,33,Bob Tway,89,9.6,479,46
33,34,34,Paul Goydos,86,9.49,369,35
34,T35,T35,Glen Day,103,9.48,496,47
35,T35,T35,Davis Love III,85,9.48,327,31
36,T35,T35,Chris Riley,96,9.48,327,31
37,38,38,Charles Howell III,120,9.47,549,52
38,39,39,Billy Andrade,100,9.45,487,46
39,40,40,Skip Kendall,110,9.39,511,48
40,41,41,Briny Baird,113,9.38,650,61
41,42,42,Shigeki Maruyama,87,9.35,385,36
42,43,43,Hidemichi Tanaka,112,9.3,570,53
43,44,44,Robert Gamez,114,9.28,539,50
44,45,45,Dean Wilson,82,9.27,399,37
45,46,46,Jesper Parnevik,102,9.26,497,46
46,47,47,Jay Don Blake,77,9.24,357,33
47,48,48,Billy Mayfair,105,9.19,544,50
48,49,49,Corey Pavin,88,9.17,360,33
49,T50,T50,Kirk Triplett,92,9.16,415,38
50,T50,T50,Cameron Yancey,58,9.16,262,24
51,52,52,Kenichi Kuboya,91,9.15,437,40
52,T53,T53,Bob Burns,88,9.09,363,33
53,T53,T53,Bernhard Langer,65,9.09,264,24
54,T55,T55,Stuart Appleby,90,9.02,366,33
55,T55,T55,Marco Dawson,86,9.02,377,34
56,57,57,Jonathan Byrd,101,8.97,435,39
57,58,58,Vijay Singh,106,8.96,413,37
58,59,59,Rory Sabbatini,95,8.95,380,34
59,60,60,Todd Fischer,97,8.87,462,41
60,61,61,Vance Veazey,66,8.86,316,28
61,T62,T62,Mike Heinen,89,8.8,500,44
62,T62,T62,Shaun Micheel,97,8.8,534,47
63,T62,T62,Kevin Sutherland,97,8.8,375,33
64,T65,T65,Richard Johnson,89,8.76,434,38
65,T65,T65,Thomas Levet,85,8.76,434,38
66,67,67,Ernie Els,65,8.75,240,21
67,68,68,Jerry Kelly,108,8.66,485,42
68,69,69,Dudley Hart,66,8.64,301,26
69,T70,T70,Greg Chalmers,98,8.61,453,39
70,T70,T70,Lee Janzen,83,8.61,337,29
71,T70,T70,Jeff Sluman,106,8.61,476,41
72,73,73,Phil Mickelson,87,8.57,280,24
73,74,74,Tim Herron,102,8.54,492,42
74,T75,T75,Stephen Ames,91,8.5,459,39
75,T75,T75,Tom Byrum,97,8.5,459,39
76,77,77,Stewart Cink,104,8.46,461,39
77,78,78,Tommy Armour III,66,8.43,332,28
78,T79,T79,Woody Austin,107,8.42,475,40
79,T79,T79,John Maginnes,87,8.42,368,31
80,81,81,Jeff Klein,60,8.39,286,24
81,T82,T82,Jim Carter,95,8.35,479,40
82,T82,T82,J.J. Henry,100,8.35,599,50
