,Total_3_Putts_-_5-10_RANK THIS WEEK,Total_3_Putts_-_5-10_RANK LAST WEEK,Total_3_Putts_-_5-10_PLAYER NAME,Total_3_Putts_-_5-10_ROUNDS,Total_3_Putts_-_5-10_TOTAL 3 PUTTS 5'-10',Total_3_Putts_-_5-10_TOTAL 3 PUTTS
0,T1,T1,Mark Calcavecchia,84,5,41
1,T1,T1,Jeff Maggert,81,5,43
2,T1,T1,Rory Sabbatini,95,5,58
3,T1,T1,Patrick Sheehan,101,5,46
4,T5,T5,Woody Austin,107,4,57
5,T5,T5,John Daly,56,4,26
6,T5,T5,Steve Flesch,110,4,47
7,T5,T5,Tom Gillis,71,4,39
8,T5,T5,Thomas Levet,85,4,46
9,T5,T5,Billy Mayfair,105,4,52
10,T5,T5,Craig Perks,82,4,39
11,T12,T12,Tommy Armour III,66,3,31
12,T12,T12,Aaron Barber,94,3,39
13,T12,T12,Jeff Brehaut,110,3,62
14,T12,T12,Robert Damron,96,3,41
15,T12,T12,Luke Donald,88,3,28
16,T12,T12,Mathew Goggin,90,3,50
17,T12,T12,John Huston,76,3,26
18,T12,T12,Jonathan Kaye,91,3,44
19,T12,T12,Cliff Kresge,102,3,43
20,T12,T12,Matt Kuchar,63,3,34
21,T12,T12,Neal Lancaster,110,3,50
22,T12,T12,J.L. Lewis,99,3,59
23,T12,T12,Mark O'Meara,69,3,35
24,T12,T12,Carl Paulson,101,3,54
25,T12,T12,Carl Pettersson,80,3,36
26,T12,T12,Brett Quigley,92,3,32
27,T12,T12,Gene Sauers,87,3,48
28,T12,T12,Darron Stiles,93,3,53
29,T12,T12,Vance Veazey,66,3,31
30,T12,T12,Duffy Waldorf,90,3,40
31,T32,T32,Stephen Ames,91,2,43
32,T32,T32,Paul Azinger,73,2,30
33,T32,T32,Briny Baird,113,2,62
34,T32,T32,Craig Barlow,95,2,52
35,T32,T32,Todd Barranger,78,2,53
36,T32,T32,Cameron Beckman,86,2,42
37,T32,T32,Rich Beem,80,2,39
38,T32,T32,Mark Brooks,90,2,30
39,T32,T32,Jonathan Byrd,101,2,45
40,T32,T32,Jason Caron,74,2,42
41,T32,T32,Ben Crane,94,2,30
42,T32,T32,Ben Curtis,69,2,34
43,T32,T32,Robert Gamez,114,2,52
44,T32,T32,Jason Gore,83,2,45
45,T32,T32,David Gossett,92,2,66
46,T32,T32,Paul Gow,62,2,32
47,T32,T32,Glen Hnatiuk,92,2,46
48,T32,T32,Peter Jacobsen,75,2,27
49,T32,T32,Per-Ulrik Johansson,96,2,52
50,T32,T32,Jerry Kelly,108,2,49
51,T32,T32,Jeff Klein,60,2,44
52,T32,T32,Frank Lickliter II,94,2,40
53,T32,T32,Andrew Magee,91,2,42
54,T32,T32,John Maginnes,87,2,38
55,T32,T32,Spike McRoy,103,2,49
56,T32,T32,Rocco Mediate,80,2,29
57,T32,T32,Andy Miller,75,2,35
58,T32,T32,John Morgan,81,2,52
59,T32,T32,Brenden Pappas,105,2,41
60,T32,T32,Jesper Parnevik,102,2,25
61,T32,T32,Pat Perez,95,2,49
62,T32,T32,Akio Sadakata,83,2,57
63,T32,T32,Brent Schwarzrock,60,2,42
64,T32,T32,Mike Sposa,72,2,35
65,T32,T32,Kevin Sutherland,97,2,33
66,T32,T32,David Toms,90,2,35
67,T32,T32,Ty Tryon,52,2,34
68,T32,T32,Bob Tway,89,2,31
69,T32,T32,Mark Wilson,82,2,43
70,T32,T32,Tiger Woods,74,2,25
71,T32,T32,Cameron Yancey,58,2,29
72,T73,T73,Steve Allan,53,1,19
73,T73,T73,Chris Anderson,96,1,39
74,T73,T73,Stuart Appleby,90,1,37
75,T73,T73,Doug Barron,90,1,54
76,T73,T73,Notah Begay III,92,1,48
77,T73,T73,Olin Browne,113,1,39
78,T73,T73,Jason Buha,61,1,29
79,T73,T73,Bob Burns,88,1,42
80,T73,T73,Chad Campbell,105,1,37
81,T73,T73,Jim Carter,95,1,49
82,T73,T73,Alex Cejka,98,1,44
83,T73,T73,Greg Chalmers,98,1,28
84,T73,T73,K.J. Choi,112,1,46
85,T73,T73,Stewart Cink,104,1,29
86,T73,T73,Michael Clark II,54,1,31
87,T73,T73,Darren Clarke,61,1,19
88,T73,T73,José Coceres,62,1,35
89,T73,T73,Gavin Coles,69,1,35
90,T73,T73,Marco Dawson,86,1,41
91,T73,T73,Glen Day,103,1,35
92,T73,T73,Chris DiMarco,98,1,23
93,T73,T73,Joe Durant,96,1,56
94,T73,T73,Joel Edwards,60,1,22
95,T73,T73,Brad Faxon,97,1,36
96,T73,T73,Todd Fischer,97,1,34
97,T73,T73,Dan Forsman,98,1,46
98,T73,T73,Harrison Frazar,88,1,36
99,T73,T73,David Frost,80,1,22
