,Putting_from_10_RANK THIS WEEK,Putting_from_10_RANK LAST WEEK,Putting_from_10_PLAYER NAME,Putting_from_10_ROUNDS,Putting_from_10_% MADE,Putting_from_10_ATTEMPTS,Putting_from_10_PUTTS MADE
0,1,1,Brad Elder,51,76.19,21,16
1,2,2,Bernhard Langer,65,64.29,42,27
2,3,3,Darren Clarke,61,64.0,25,16
3,4,4,John Rollins,89,60.98,41,25
4,5,5,Jonathan Kaye,91,59.46,37,22
5,6,6,Scott Laycock,71,58.14,43,25
6,7,7,Nick Price,65,57.89,38,22
7,8,8,Matt Kuchar,63,57.14,28,16
8,9,9,Paul Goydos,86,55.81,43,24
9,10,10,Justin Leonard,80,55.26,38,21
10,11,11,Woody Austin,107,55.22,67,37
11,T12,T12,Fred Couples,71,55.0,20,11
12,T12,T12,Glen Hnatiuk,92,55.0,40,22
13,14,14,David Frost,80,54.9,51,28
14,15,15,Mike Sposa,72,54.76,42,23
15,16,16,Cameron Yancey,58,53.13,32,17
16,17,17,Brett Quigley,92,53.06,49,26
17,18,18,Akio Sadakata,83,52.94,51,27
18,19,19,Shigeki Maruyama,87,52.83,53,28
19,20,20,Tim Clark,79,52.5,40,21
20,T21,T21,Steven Alker,87,52.38,42,22
21,T21,T21,Ernie Els,65,52.38,21,11
22,23,23,Jay Haas,89,52.17,46,24
23,24,24,Chris DiMarco,98,52.08,48,25
24,25,25,David Peoples,96,51.72,58,30
25,26,26,Jesper Parnevik,102,51.52,66,34
26,27,27,Phil Mickelson,87,51.43,35,18
27,T28,T28,Mathew Goggin,90,51.22,41,21
28,T28,T28,Len Mattiace,94,51.22,41,21
29,T28,T28,John Morgan,81,51.22,41,21
30,T31,T31,Deane Pappas,75,51.06,47,24
31,T31,T31,Tom Pernice Jr.,105,51.06,47,24
32,33,33,Pat Bates,111,50.98,51,26
33,T34,T34,Robert Allenby,87,50.0,42,21
34,T34,T34,Brad Faxon,97,50.0,42,21
35,T34,T34,Brian Gay,100,50.0,58,29
36,T34,T34,Mike Heinen,89,50.0,52,26
37,T34,T34,Brandt Jobe,77,50.0,46,23
38,T34,T34,Frank Lickliter II,94,50.0,56,28
39,T34,T34,Corey Pavin,88,50.0,60,30
40,T34,T34,Bob Tway,89,50.0,52,26
41,T34,T34,Duffy Waldorf,90,50.0,38,19
42,43,43,J.J. Henry,100,49.23,65,32
43,T44,T44,Craig Barlow,95,49.02,51,25
44,T44,T44,Dan Forsman,98,49.02,51,25
45,46,46,Craig Perks,82,48.98,49,24
46,47,47,Tom Gillis,71,48.94,47,23
47,48,48,Paul Stankowski,67,48.89,45,22
48,49,49,Scott Verplank,97,48.84,43,21
49,50,50,Mike Weir,80,48.72,39,19
50,51,51,Gavin Coles,69,48.57,35,17
51,52,52,Kenichi Kuboya,91,48.53,68,33
52,53,53,Jason Buha,61,48.48,33,16
53,54,54,Tom Byrum,97,48.44,64,31
54,55,55,Garrett Willis,97,48.28,58,28
55,56,56,Todd Fischer,97,48.15,54,26
56,57,57,Kirk Triplett,92,48.0,50,24
57,58,58,Hidemichi Tanaka,112,47.83,69,33
58,T59,T59,Steve Flesch,110,47.62,63,30
59,T59,T59,Geoff Ogilvy,86,47.62,42,20
60,T61,T61,Tim Herron,102,47.54,61,29
61,T61,T61,Chris Riley,96,47.54,61,29
62,T63,T63,Brenden Pappas,105,46.94,49,23
63,T63,T63,Kevin Sutherland,97,46.94,49,23
64,65,65,Ben Curtis,69,46.81,47,22
65,66,66,Peter Lonard,96,46.67,45,21
66,T67,T67,Brian Bateman,70,46.43,28,13
67,T67,T67,Andy Miller,75,46.43,28,13
68,69,69,Pat Perez,95,46.3,54,25
69,70,70,Notah Begay III,92,46.15,65,30
70,71,71,David Toms,90,45.95,37,17
71,72,72,Jonathan Byrd,101,45.83,48,22
72,T73,T73,David Gossett,92,45.76,59,27
73,T73,T73,Hal Sutton,81,45.76,59,27
74,T75,T75,Steve Allan,53,45.45,22,10
75,T75,T75,K.J. Choi,112,45.45,44,20
76,T75,T75,Skip Kendall,110,45.45,55,25
77,78,78,John Senden,111,45.35,86,39
78,79,79,Heath Slocum,101,45.31,64,29
79,T80,T80,Cameron Beckman,86,45.0,60,27
80,T80,T80,Kent Jones,74,45.0,40,18
81,82,82,Tiger Woods,74,44.83,29,13
82,83,83,"Dave Stockton, Jr.",79,44.74,38,17
83,84,84,Greg Chalmers,98,44.64,56,25
84,85,85,Cliff Kresge,102,44.62,65,29
85,T86,T86,Olin Browne,113,44.44,45,20
86,T86,T86,Darron Stiles,93,44.44,63,28
87,T86,T86,Steve Stricker,59,44.44,27,12
88,89,89,Carl Pettersson,80,44.23,52,23
89,90,90,Vance Veazey,66,44.19,43,19
90,T91,T91,Aaron Barber,94,44.0,50,22
91,T91,T91,Donnie Hammond,92,44.0,50,22
92,T91,T91,Brian Henninger,56,44.0,25,11
93,T91,T91,Davis Love III,85,44.0,50,22
94,T91,T91,Rod Pampling,87,44.0,50,22
95,T96,T96,Ben Crane,94,43.75,48,21
96,T96,T96,J.P. Hayes,79,43.75,48,21
97,98,98,Mark Calcavecchia,84,43.64,55,24
98,T99,T99,Matt Gogel,77,43.59,39,17
99,T99,T99,Scott McCarron,86,43.59,39,17
100,101,101,Paul Gow,62,43.48,46,20
101,102,102,Brent Geiberger,51,43.33,30,13
102,103,103,Charles Howell III,120,43.08,65,28
103,T104,T104,Jerry Kelly,108,42.86,63,27
104,T104,T104,Spike McRoy,103,42.86,63,27
105,T104,T104,John Riegger,55,42.86,21,9
106,107,107,Esteban Toledo,109,42.62,61,26
107,108,108,Joe Durant,96,42.55,47,20
108,109,109,Rocco Mediate,80,42.5,40,17
109,110,110,Kenny Perry,98,42.31,52,22
110,111,111,Vijay Singh,106,42.22,45,19
111,112,112,Alex Cejka,98,42.11,57,24
112,T113,T113,Stuart Appleby,90,42.0,50,21
113,T113,T113,Jeff Sluman,106,42.0,50,21
114,T115,T115,Lee Janzen,83,41.86,43,18
115,T115,T115,Ian Leggatt,71,41.86,43,18
116,117,117,Dean Wilson,82,41.67,48,20
117,118,118,Billy Andrade,100,41.51,53,22
118,119,119,Jeff Brehaut,110,41.33,75,31
119,T120,T120,Mark Brooks,90,41.3,46,19
120,T120,T120,Harrison Frazar,88,41.3,46,19
121,T120,T120,Tim Petrovic,108,41.3,46,19
122,123,123,Dudley Hart,66,41.18,34,14
123,124,124,John Huston,76,41.07,56,23
124,125,125,Tommy Armour III,66,41.03,39,16
125,126,126,Todd Barranger,78,40.91,44,18
126,127,127,Robert Gamez,114,40.58,69,28
127,128,128,José Coceres,62,40.54,37,15
128,T129,T129,Per-Ulrik Johansson,96,40.43,47,19
129,T129,T129,Patrick Sheehan,101,40.43,47,19
130,131,131,J.L. Lewis,99,40.3,67,27
131,T132,T132,Anthony Painter,87,40.0,45,18
132,T132,T132,Loren Roberts,87,40.0,45,18
133,134,134,Rory Sabbatini,95,39.66,58,23
134,T135,T135,Briny Baird,113,39.44,71,28
135,T135,T135,Doug Barron,90,39.44,71,28
136,137,137,Ty Tryon,52,39.39,33,13
137,138,138,Chris Smith,92,39.13,46,18
138,139,139,Jay Don Blake,77,38.89,36,14
139,140,140,Neal Lancaster,110,38.81,67,26
140,141,141,Chris Anderson,96,38.78,49,19
141,T142,T142,Luke Donald,88,38.6,57,22
142,T142,T142,Shaun Micheel,97,38.6,57,22
143,T144,T144,Rich Beem,80,38.46,39,15
144,T144,T144,Hank Kuehne,73,38.46,39,15
145,T144,T144,John Maginnes,87,38.46,52,20
146,T147,T147,Jim Carter,95,37.93,58,22
147,T147,T147,Retief Goosen,69,37.93,29,11
148,149,149,Brent Schwarzrock,60,37.78,45,17
149,150,150,Fred Funk,112,37.29,59,22
150,151,151,Mark Wilson,82,37.25,51,19
151,152,152,Chad Campbell,105,37.04,54,20
152,T153,T153,Jason Caron,74,36.84,38,14
153,T153,T153,Carl Paulson,101,36.84,57,21
154,T153,T153,Jay Williamson,93,36.84,57,21
155,156,156,Arron Oberholser,80,36.73,49,18
156,157,157,David Sutherland,77,36.59,41,15
157,158,158,Stewart Cink,104,36.21,58,21
158,T159,T159,Michael Clark II,54,36.11,36,13
159,T159,T159,Joel Edwards,60,36.11,36,13
160,161,161,Sergio Garcia,62,36.0,25,9
161,162,162,Steve Lowery,86,35.9,39,14
162,163,163,Mike Grob,83,35.85,53,19
163,164,164,Robert Damron,96,35.71,56,20
164,165,165,Dicky Pride,73,35.42,48,17
165,166,166,Carlos Franco,99,35.38,65,23
166,T167,T167,Paul Azinger,73,35.29,34,12
167,T167,T167,Jim Furyk,104,35.29,51,18
168,169,169,John Daly,56,35.14,37,13
169,T170,T170,Bob Estes,92,34.78,46,16
170,T170,T170,Kaname Yokoo,56,34.78,23,8
171,172,172,Kenneth Staton,59,34.29,35,12
172,T173,T173,Stephen Ames,91,33.33,36,12
173,T173,T173,Bob Burns,88,33.33,63,21
174,T173,T173,Tom Lehman,87,33.33,45,15
175,T173,T173,Adam Scott,52,33.33,24,8
176,T173,T173,Joey Sindelar,93,33.33,51,17
177,178,178,Thomas Levet,85,32.61,46,15
178,179,179,Gene Sauers,87,32.0,50,16
179,180,180,Peter Jacobsen,75,31.82,44,14
180,T181,T181,Jason Gore,83,31.37,51,16
181,T181,T181,Billy Mayfair,105,31.37,51,16
182,183,183,Marco Dawson,86,31.11,45,14
183,184,184,Jeff Maggert,81,30.77,39,12
184,185,185,Aaron Baddeley,71,30.3,33,10
185,T186,T186,Richard Johnson,89,30.0,50,15
186,T186,T186,Mark O'Meara,69,30.0,30,9
187,188,188,Glen Day,103,29.51,61,18
188,189,189,Andrew Magee,91,27.66,47,13
189,190,190,Jeff Klein,60,27.59,29,8
