,1-Putts_per_Round_RANK THIS WEEK,1-Putts_per_Round_RANK LAST WEEK,1-Putts_per_Round_PLAYER NAME,1-Putts_per_Round_ROUNDS,1-Putts_per_Round_AVG,1-Putts_per_Round_TOTAL 1 PUTTS,1-Putts_per_Round_TOTAL ROUNDS
45,T45,T45,Patrick Sheehan,101,7.21,714,99
46,T47,T47,Robert Gamez,114,7.2,821,114
47,T47,T47,J.P. Hayes,79,7.2,569,79
48,T47,T47,Arron Oberholser,80,7.2,576,80
49,50,50,John Rollins,89,7.18,610,85
50,T51,T51,Ben Crane,94,7.17,660,92
51,T51,T51,Robert Damron,96,7.17,688,96
52,T51,T51,John Huston,76,7.17,538,75
53,T51,T51,Kenichi Kuboya,91,7.17,638,89
54,T51,T51,Andy Miller,75,7.17,538,75
55,T51,T51,Tim Petrovic,108,7.17,746,104
56,T57,T57,Jeff Maggert,81,7.16,580,81
57,T57,T57,Brett Quigley,92,7.16,630,88
58,T57,T57,Cameron Yancey,58,7.16,401,56
59,60,60,Nick Price,65,7.13,442,62
60,61,61,Todd Barranger,78,7.11,533,75
61,62,62,Mark Brooks,90,7.1,618,87
62,63,63,Glen Day,103,7.09,716,101
63,T64,T64,Craig Barlow,95,7.08,658,93
64,T64,T64,Shigeki Maruyama,87,7.08,602,85
65,T64,T64,Craig Perks,82,7.08,559,79
66,67,67,Tom Byrum,97,7.07,686,97
67,68,68,Darren Clarke,61,7.06,381,54
68,69,69,Dudley Hart,66,7.05,465,66
69,70,70,Cameron Beckman,86,7.04,584,83
70,T71,T71,Luke Donald,88,7.03,619,88
71,T71,T71,Jim Furyk,104,7.03,710,101
72,T71,T71,Cliff Kresge,102,7.03,703,100
73,T71,T71,Frank Lickliter II,94,7.03,640,91
74,T71,T71,Carl Paulson,101,7.03,710,101
75,T71,T71,Rory Sabbatini,95,7.03,654,93
76,T77,T77,Gavin Coles,69,7.02,463,66
77,T77,T77,Esteban Toledo,109,7.02,744,106
78,T79,T79,Bob Estes,92,7.01,638,91
79,T79,T79,John Maginnes,87,7.01,610,87
80,T79,T79,Dicky Pride,73,7.01,512,73
81,T82,T82,Jerry Kelly,108,7.0,728,104
82,T82,T82,Hank Kuehne,73,7.0,497,71
83,84,84,Jason Caron,74,6.99,496,71
84,T85,T85,Notah Begay III,92,6.98,628,90
85,T85,T85,Billy Mayfair,105,6.98,733,105
86,T85,T85,Adam Scott,52,6.98,321,46
87,T85,T85,Mark Wilson,82,6.98,558,80
88,89,89,Mike Sposa,72,6.97,488,70
89,T90,T90,Woody Austin,107,6.96,724,104
90,T90,T90,Davis Love III,85,6.96,550,79
91,T90,T90,David Toms,90,6.96,564,81
92,T93,T93,Chris Anderson,96,6.95,667,96
93,T93,T93,Olin Browne,113,6.95,765,110
94,T93,T93,Jim Carter,95,6.95,646,93
95,T93,T93,Bernhard Langer,65,6.95,445,64
96,T93,T93,Steve Lowery,86,6.95,556,80
97,T93,T93,John Morgan,81,6.95,549,79
98,T99,T99,Paul Gow,62,6.94,430,62
99,T99,T99,Per-Ulrik Johansson,96,6.94,666,96
100,T99,T99,Richard Johnson,89,6.94,618,89
101,T99,T99,Hidemichi Tanaka,112,6.94,777,112
102,T103,T103,Alex Cejka,98,6.92,630,91
103,T103,T103,Steve Flesch,110,6.92,747,108
104,T103,T103,Andrew Magee,91,6.92,616,89
105,T103,T103,Brenden Pappas,105,6.92,713,103
106,107,107,Steven Alker,87,6.91,587,85
107,108,108,"Dave Stockton, Jr.",79,6.9,531,77
108,109,109,Kevin Sutherland,97,6.89,648,94
109,T110,T110,Tim Clark,79,6.88,537,78
110,T110,T110,Brad Elder,51,6.88,337,49
111,T110,T110,Brandt Jobe,77,6.88,530,77
112,T113,T113,Ernie Els,65,6.87,412,60
113,T113,T113,Matt Kuchar,63,6.87,419,61
114,T113,T113,Neal Lancaster,110,6.87,735,107
115,T113,T113,Paul Stankowski,67,6.87,460,67
116,T117,T117,Lee Janzen,83,6.86,549,80
117,T117,T117,Kent Jones,74,6.86,480,70
118,T119,T119,José Coceres,62,6.85,425,62
119,T119,T119,Donnie Hammond,92,6.85,630,92
120,T121,T121,Robert Allenby,87,6.84,547,80
121,T121,T121,Paul Azinger,73,6.84,499,73
122,T121,T121,Charles Howell III,120,6.84,787,115
123,124,124,Jason Buha,61,6.83,396,58
124,T125,T125,Jesper Parnevik,102,6.82,682,100
125,T125,T125,Jeff Sluman,106,6.82,709,104
126,T127,T127,Bob Burns,88,6.81,572,84
127,T127,T127,Kirk Triplett,92,6.81,613,90
128,T129,T129,Glen Hnatiuk,92,6.8,605,89
129,T129,T129,Ty Tryon,52,6.8,340,50
130,T129,T129,Jay Williamson,93,6.8,626,92
131,T132,T132,Aaron Barber,94,6.78,637,94
132,T132,T132,David Gossett,92,6.78,624,92
133,T134,T134,Rich Beem,80,6.77,521,77
134,T134,T134,J.L. Lewis,99,6.77,657,97
135,T136,T136,Steve Allan,53,6.76,331,49
136,T136,T136,Peter Jacobsen,75,6.76,507,75
137,T136,T136,Brent Schwarzrock,60,6.76,392,58
138,T139,T139,Ben Curtis,69,6.75,466,69
139,T139,T139,John Daly,56,6.75,378,56
140,T139,T139,Jonathan Kaye,91,6.75,594,88
141,T139,T139,David Peoples,96,6.75,648,96
142,T143,T143,Harrison Frazar,88,6.74,573,85
143,T143,T143,Darron Stiles,93,6.74,607,90
144,145,145,Mark O'Meara,69,6.73,451,67
145,T146,T146,Fred Funk,112,6.72,733,109
146,T146,T146,Akio Sadakata,83,6.72,544,81
147,T146,T146,Heath Slocum,101,6.72,659,98
148,T149,T149,Bob Tway,89,6.71,570,85
149,T149,T149,Duffy Waldorf,90,6.71,577,86
150,T151,T151,Pat Bates,111,6.7,724,108
151,T151,T151,Peter Lonard,96,6.7,603,90
152,153,153,Retief Goosen,69,6.69,428,64
153,T154,T154,Tommy Armour III,66,6.67,427,64
154,T154,T154,Brian Bateman,70,6.67,447,67
155,T154,T154,Jay Don Blake,77,6.67,500,75
156,T157,T157,Joel Edwards,60,6.65,399,60
157,T157,T157,John Riegger,55,6.65,346,52
158,159,159,K.J. Choi,112,6.61,701,106
159,T160,T160,Marco Dawson,86,6.6,554,84
160,T160,T160,Kenny Perry,98,6.6,640,97
161,162,162,Vance Veazey,66,6.58,434,66
162,163,163,Dan Forsman,98,6.54,641,98
163,T164,T164,Gene Sauers,87,6.53,555,85
164,T164,T164,Hal Sutton,81,6.53,529,81
165,166,166,Mike Heinen,89,6.51,573,88
166,T167,T167,Spike McRoy,103,6.5,656,101
167,T167,T167,John Senden,111,6.5,695,107
168,T169,T169,Jeff Brehaut,110,6.48,693,107
169,T169,T169,Chad Campbell,105,6.48,661,102
170,171,171,Briny Baird,113,6.45,703,109
171,T172,T172,Tom Gillis,71,6.44,438,68
172,T172,T172,Joey Sindelar,93,6.44,586,91
173,174,174,Kaname Yokoo,56,6.43,347,54
174,175,175,Carlos Franco,99,6.42,623,97
175,176,176,Rocco Mediate,80,6.41,500,78
176,177,177,Shaun Micheel,97,6.37,599,94
177,T178,T178,Joe Durant,96,6.32,607,96
178,T178,T178,Ian Leggatt,71,6.32,430,68
179,180,180,Michael Clark II,54,6.31,341,54
180,T181,T181,Jeff Klein,60,6.29,365,58
181,T181,T181,Thomas Levet,85,6.29,522,83
182,183,183,Mike Grob,83,6.28,509,81
183,T184,T184,Sergio Garcia,62,6.26,357,57
184,T184,T184,Tom Lehman,87,6.26,513,82
185,186,186,Mathew Goggin,90,6.22,535,86
186,187,187,J.J. Henry,100,6.19,594,96
187,188,188,David Sutherland,77,6.16,450,73
188,189,189,Chris Smith,92,6.08,559,92
189,190,190,Kenneth Staton,59,5.95,339,57
