,GIR_Putting_-_15-20_RANK THIS WEEK,GIR_Putting_-_15-20_RANK LAST WEEK,GIR_Putting_-_15-20_PLAYER NAME,GIR_Putting_-_15-20_ROUNDS,GIR_Putting_-_15-20_%,GIR_Putting_-_15-20_ATTEMPTS,GIR_Putting_-_15-20_PUTTS MADE
0,1,1,Darren Clarke,61,32.08,53,17
1,2,2,Chris DiMarco,98,29.37,126,37
2,3,3,Fred Couples,71,29.09,55,16
3,4,4,Ben Crane,94,28.57,112,32
4,5,5,Tom Byrum,97,27.34,128,35
5,6,6,Spike McRoy,103,27.19,114,31
6,7,7,Brent Geiberger,51,26.67,60,16
7,8,8,J.P. Hayes,79,26.53,98,26
8,9,9,Matt Gogel,77,26.03,73,19
9,10,10,Tiger Woods,74,25.26,95,24
10,11,11,Billy Andrade,100,25.21,119,30
11,12,12,Stewart Cink,104,25.2,123,31
12,13,13,Brian Gay,100,25.0,116,29
13,14,14,Tom Lehman,87,24.72,89,22
14,15,15,Glen Day,103,24.68,154,38
15,16,16,Brent Schwarzrock,60,24.66,73,18
16,17,17,Len Mattiace,94,24.53,106,26
17,18,18,Stuart Appleby,90,24.51,102,25
18,19,19,Tommy Armour III,66,24.36,78,19
19,20,20,Scott McCarron,86,24.29,70,17
20,21,21,Tim Clark,79,24.21,95,23
21,22,22,Craig Barlow,95,23.84,151,36
22,23,23,Jason Gore,83,23.81,105,25
23,24,24,Mike Heinen,89,23.53,136,32
24,25,25,Geoff Ogilvy,86,23.48,115,27
25,26,26,Paul Stankowski,67,23.16,95,22
26,27,27,Dan Forsman,98,23.13,147,34
27,28,28,Ernie Els,65,23.08,52,12
28,29,29,Pat Perez,95,23.0,100,23
29,30,30,Aaron Baddeley,71,22.83,92,21
30,31,31,Aaron Barber,94,22.76,123,28
31,32,32,Jerry Kelly,108,22.66,128,29
32,T33,T33,Paul Azinger,73,22.32,112,25
33,T33,T33,Bob Tway,89,22.32,112,25
34,T35,T35,Bob Estes,92,22.22,117,26
35,T35,T35,Brett Quigley,92,22.22,126,28
36,37,37,John Riegger,55,21.88,64,14
37,38,38,Dicky Pride,73,21.82,110,24
38,T39,T39,Robert Allenby,87,21.78,101,22
39,T39,T39,Mike Sposa,72,21.78,101,22
