,Approach_Putt_Performance_RANK THIS WEEK,Approach_Putt_Performance_RANK LAST WEEK,Approach_Putt_Performance_PLAYER NAME,Approach_Putt_Performance_ROUNDS,Approach_Putt_Performance_VALUE,Approach_Putt_Performance_ATTEMPTS,Approach_Putt_Performance_TOTAL DISTANCE (FEET)
0,T1,T1,Jim Furyk,104,"2' 3""",760,1738.1670000000001
1,T1,T1,Corey Pavin,88,"2' 3""",700,1587.75
2,T3,T3,David Frost,80,"2' 4""",724,1686.6670000000001
3,T3,T3,Bob Tway,89,"2' 4""",790,1842.8329999999999
4,T5,T5,Jay Don Blake,77,"2' 5""",618,1506.6670000000001
5,T5,T5,Mark Brooks,90,"2' 5""",738,1798.75
6,T5,T5,Glen Day,103,"2' 5""",930,2245.167
7,T5,T5,Joel Edwards,60,"2' 5""",628,1508.3329999999999
8,T5,T5,Retief Goosen,69,"2' 5""",461,1127.583
9,T5,T5,Rocco Mediate,80,"2' 5""",650,1589.9170000000001
10,T5,T5,John Riegger,55,"2' 5""",486,1183.833
11,T5,T5,Joey Sindelar,93,"2' 5""",897,2199.167
12,T5,T5,Scott Verplank,97,"2' 5""",807,1962.5829999999999
13,T14,T14,Steven Alker,87,"2' 6""",742,1863.75
14,T14,T14,Greg Chalmers,98,"2' 6""",847,2138.5
15,T14,T14,Fred Couples,71,"2' 6""",419,1056.583
16,T14,T14,Luke Donald,88,"2' 6""",793,1999.5
17,T14,T14,Joe Durant,96,"2' 6""",889,2247.667
18,T14,T14,Ernie Els,65,"2' 6""",425,1075.333
19,T14,T14,Bob Estes,92,"2' 6""",712,1798.5829999999999
20,T14,T14,Brian Gay,100,"2' 6""",799,1998.4170000000001
21,T14,T14,Brian Henninger,56,"2' 6""",505,1278.167
22,T14,T14,Glen Hnatiuk,92,"2' 6""",889,2210.25
23,T14,T14,Lee Janzen,83,"2' 6""",619,1570.5829999999999
24,T14,T14,Bernhard Langer,65,"2' 6""",463,1165.333
25,T14,T14,Tom Lehman,87,"2' 6""",665,1653.25
26,T14,T14,Justin Leonard,80,"2' 6""",586,1461.75
27,T14,T14,Davis Love III,85,"2' 6""",611,1509.9170000000001
28,T14,T14,John Maginnes,87,"2' 6""",727,1826.5
29,T14,T14,Shigeki Maruyama,87,"2' 6""",688,1707.8329999999999
30,T14,T14,Jesper Parnevik,102,"2' 6""",841,2114.25
31,T14,T14,Nick Price,65,"2' 6""",475,1183.25
32,T14,T14,Loren Roberts,87,"2' 6""",651,1604.75
33,T14,T14,Patrick Sheehan,101,"2' 6""",901,2226.75
34,T14,T14,Vance Veazey,66,"2' 6""",591,1499.1670000000001
35,T36,T36,Paul Azinger,73,"2' 7""",662,1688.75
36,T36,T36,Aaron Baddeley,71,"2' 7""",535,1395.5
37,T36,T36,Aaron Barber,94,"2' 7""",854,2219.0
38,T36,T36,Chad Campbell,105,"2' 7""",869,2230.0
39,T36,T36,Stewart Cink,104,"2' 7""",825,2121.083
40,T36,T36,José Coceres,62,"2' 7""",557,1429.5829999999999
41,T36,T36,Ben Curtis,69,"2' 7""",626,1610.4170000000001
42,T36,T36,Robert Damron,96,"2' 7""",847,2197.167
43,T36,T36,Marco Dawson,86,"2' 7""",703,1834.25
44,T36,T36,Chris DiMarco,98,"2' 7""",699,1794.75
45,T36,T36,Brad Elder,51,"2' 7""",435,1140.167
46,T36,T36,Todd Fischer,97,"2' 7""",820,2130.5
