,Bonus_Putting_RANK THIS WEEK,Bonus_Putting_RANK LAST WEEK,Bonus_Putting_PLAYER NAME,Bonus_Putting_ROUNDS,Bonus_Putting_VALUE,Bonus_Putting_ATTEMPTS(<= 5'),Bonus_Putting_TOT MADE (>=20'),Bonus_Putting_TOT MADE (<= 5')
38,39,39,Stewart Cink,104,101.07,1118,39,1091
39,T40,T40,Vijay Singh,106,101.06,1036,38,1009
40,T40,T40,Hidemichi Tanaka,112,101.06,1327,53,1288
41,42,42,Luke Donald,88,100.99,1012,35,987
42,T43,T43,Aaron Baddeley,71,100.95,735,30,712
43,T43,T43,Paul Goydos,86,100.95,947,35,921
44,T45,T45,Dan Forsman,98,100.91,1097,34,1073
45,T45,T45,Shigeki Maruyama,87,100.91,882,36,854
46,T47,T47,Tim Herron,102,100.89,1125,42,1093
47,T47,T47,Tiger Woods,74,100.89,677,20,663
48,T49,T49,Carlos Franco,99,100.83,1212,52,1170
49,T49,T49,Retief Goosen,69,100.83,599,19,585
50,T49,T49,Jeff Sluman,106,100.83,1086,41,1054
51,52,52,J.J. Henry,100,100.82,1225,50,1185
52,53,53,Kevin Sutherland,97,100.77,909,33,883
53,54,54,Stephen Ames,91,100.76,1052,41,1019
54,T55,T55,Todd Fischer,97,100.73,1099,42,1065
55,T55,T55,Kirk Triplett,92,100.73,954,38,923
56,T57,T57,Billy Andrade,100,100.72,1118,46,1080
57,T57,T57,Michael Clark II,54,100.72,690,30,665
58,59,59,Phil Mickelson,87,100.71,702,24,683
59,60,60,Stuart Appleby,90,100.7,863,33,836
60,61,61,Paul Gow,62,100.67,742,32,715
61,62,62,Chris Riley,96,100.66,915,31,890
62,63,63,Tommy Armour III,66,100.65,765,29,741
63,64,64,Len Mattiace,94,100.63,953,27,932
64,T65,T65,Greg Chalmers,98,100.62,1123,39,1091
65,T65,T65,Tom Pernice Jr.,105,100.62,1124,41,1090
66,67,67,Shaun Micheel,97,100.61,1147,47,1107
67,68,68,Brian Gay,100,100.55,1099,52,1053
68,T69,T69,Bob Burns,88,100.54,920,33,892
69,T69,T69,Jerry Kelly,108,100.54,1104,43,1067
70,T71,T71,Alex Cejka,98,100.53,946,33,918
71,T71,T71,David Peoples,96,100.53,1137,40,1103
72,T73,T73,Davis Love III,85,100.51,785,32,757
73,T73,T73,Dicky Pride,73,100.51,785,23,766
74,75,75,Richard Johnson,89,100.49,1021,38,988
75,76,76,Nick Price,65,100.47,635,19,619
76,T77,T77,Brandt Jobe,77,100.46,871,29,846
77,T77,T77,Mike Sposa,72,100.46,868,39,833
78,79,79,Rod Pampling,87,100.45,891,25,870
79,T80,T80,Jason Buha,61,100.44,682,22,663
80,T80,T80,Carl Pettersson,80,100.44,907,30,881
81,82,82,Dudley Hart,66,100.42,709,26,686
82,83,83,Scott Verplank,97,100.38,1051,34,1021
83,84,84,Ernie Els,65,100.36,559,21,540
84,85,85,Kenichi Kuboya,91,100.29,1049,41,1011
85,86,86,K.J. Choi,112,100.27,1108,38,1073
86,T87,T87,Hank Kuehne,73,100.24,847,27,822
87,T87,T87,Patrick Sheehan,101,100.24,1227,55,1175
88,T89,T89,Jeff Maggert,81,100.22,889,28,863
89,T89,T89,Hal Sutton,81,100.22,894,28,868
90,91,91,Darren Clarke,61,100.2,488,16,473
91,92,92,Ty Tryon,52,100.18,568,19,550
92,93,93,Billy Mayfair,105,100.17,1145,50,1097
93,94,94,Scott McCarron,86,100.13,746,27,720
94,95,95,Tim Clark,79,100.12,819,28,792
95,96,96,Olin Browne,113,100.08,1240,39,1202
96,T97,T97,Jay Don Blake,77,100.0,811,33,778
97,T97,T97,Fred Funk,112,100.0,1201,40,1161
98,T97,T97,Mike Grob,83,100.0,979,32,947
99,T97,T97,Brian Henninger,56,100.0,667,17,650
100,T97,T97,Thomas Levet,85,100.0,982,38,944
101,T97,T97,Arron Oberholser,80,100.0,999,24,975
102,T97,T97,"Dave Stockton, Jr.",79,100.0,862,25,837
103,T97,T97,Vance Veazey,66,100.0,770,28,742
104,T97,T97,Cameron Yancey,58,100.0,647,24,623
105,T106,T106,Steve Flesch,110,99.92,1252,43,1208
106,T106,T106,Spike McRoy,103,99.92,1193,48,1144
107,T106,T106,Carl Paulson,101,99.92,1274,50,1223
108,T106,T106,John Senden,111,99.92,1270,44,1225
109,T106,T106,Heath Slocum,101,99.92,1240,44,1195
110,T106,T106,Esteban Toledo,109,99.92,1277,46,1230
111,T112,T112,Jim Carter,95,99.91,1129,40,1088
112,T112,T112,Garrett Willis,97,99.91,1136,37,1098
113,114,114,Corey Pavin,88,99.9,977,33,943
114,115,115,Darron Stiles,93,99.89,936,28,907
115,116,116,David Toms,90,99.88,820,31,788
116,117,117,Ben Curtis,69,99.87,799,30,768
117,118,118,Paul Stankowski,67,99.86,723,18,704
118,119,119,Robert Gamez,114,99.85,1296,51,1243
119,T120,T120,Mike Heinen,89,99.81,1076,45,1029
120,T120,T120,Cliff Kresge,102,99.81,1068,27,1039
121,122,122,Cameron Beckman,86,99.8,1020,45,973
122,123,123,Joey Sindelar,93,99.74,1135,35,1097
123,T124,T124,Craig Barlow,95,99.73,1126,33,1090
124,T124,T124,Matt Kuchar,63,99.73,753,26,725
125,126,126,Donnie Hammond,92,99.72,1068,31,1034
126,T127,T127,Jason Caron,74,99.65,851,27,821
127,T127,T127,Glen Hnatiuk,92,99.65,1150,30,1116
128,T129,T129,Tom Lehman,87,99.64,839,27,809
129,T129,T129,Andy Miller,75,99.64,839,23,813
130,131,131,Rich Beem,80,99.61,771,25,743
131,132,132,Peter Lonard,96,99.58,962,28,930
132,133,133,Deane Pappas,75,99.54,871,29,838
133,134,134,Frank Lickliter II,94,99.52,1031,32,994
134,135,135,Chris Smith,92,99.51,1030,31,994
135,136,136,Kenny Perry,98,99.48,953,29,919
136,137,137,Rocco Mediate,80,99.4,833,23,805
137,138,138,John Riegger,55,99.38,644,22,618
138,139,139,Aaron Barber,94,99.37,1107,35,1065
139,140,140,Mark O'Meara,69,99.35,611,25,582
140,141,141,Mark Brooks,90,99.3,1005,29,969
141,T142,T142,Notah Begay III,92,99.26,1082,37,1037
142,T142,T142,Duffy Waldorf,90,99.26,945,33,905
143,144,144,Akio Sadakata,83,99.23,911,31,873
144,T145,T145,Jeff Brehaut,110,99.21,1272,40,1222
145,T145,T145,Scott Laycock,71,99.21,759,22,731
146,147,147,Kaname Yokoo,56,99.2,627,15,607
147,T148,T148,Chris Anderson,96,99.14,1045,34,1002
148,T148,T148,Brian Bateman,70,99.14,814,26,781
149,150,150,Jay Williamson,93,99.11,1122,27,1085
150,151,151,Rory Sabbatini,95,99.08,973,35,929
151,T152,T152,Jonathan Kaye,91,99.05,951,27,915
152,T152,T152,Kenneth Staton,59,99.05,735,23,705
153,154,154,Jonathan Byrd,101,99.03,1031,39,982
154,155,155,Per-Ulrik Johansson,96,98.95,1141,31,1098
155,T156,T156,Pat Bates,111,98.93,1303,32,1257
156,T156,T156,Joe Durant,96,98.93,1124,36,1076
157,T156,T156,Mathew Goggin,90,98.93,1032,32,989
158,159,159,José Coceres,62,98.91,737,18,711
159,160,160,John Maginnes,87,98.86,968,31,926
160,161,161,John Morgan,81,98.85,953,33,909
161,162,162,Paul Azinger,73,98.83,856,24,822
162,163,163,J.L. Lewis,99,98.82,1018,30,976
163,T164,T164,Harrison Frazar,88,98.74,1031,30,988
164,T164,T164,Adam Scott,52,98.74,478,11,461
165,166,166,David Gossett,92,98.69,1147,39,1093
166,167,167,Neal Lancaster,110,98.66,1347,32,1297
167,T168,T168,Woody Austin,107,98.64,1176,41,1119
168,T168,T168,Mark Calcavecchia,84,98.64,885,22,851
169,170,170,Jeff Klein,60,98.59,708,24,674
170,171,171,Lee Janzen,83,98.51,805,30,763
171,172,172,Craig Perks,82,98.47,852,24,815
172,173,173,Anthony Painter,87,98.39,994,33,945
173,174,174,John Huston,76,98.36,855,26,815
174,175,175,Brent Schwarzrock,60,98.27,692,17,663
175,176,176,David Sutherland,77,98.21,894,27,851
176,177,177,Steven Alker,87,98.18,990,21,951
177,178,178,Robert Allenby,87,98.17,818,26,777
178,179,179,Doug Barron,90,98.1,1050,28,1002
179,180,180,Ian Leggatt,71,98.08,835,15,804
180,T181,T181,Pat Perez,95,98.06,978,31,928
181,T181,T181,Steve Stricker,59,98.06,721,18,689
182,183,183,John Daly,56,98.01,604,18,574
183,184,184,Gene Sauers,87,97.91,1051,31,998
184,185,185,Mark Wilson,82,97.89,996,25,950
185,186,186,Tom Gillis,71,97.51,845,25,799
186,187,187,Steve Lowery,86,97.41,889,28,838
187,188,188,Todd Barranger,78,97.17,920,25,869
188,189,189,Sergio Garcia,62,97.13,523,16,492
189,190,190,Gavin Coles,69,96.95,786,16,746
