,3-Putt_Avoidance_-_Round_3_RANK THIS WEEK,3-Putt_Avoidance_-_Round_3_RANK LAST WEEK,3-Putt_Avoidance_-_Round_3_PLAYER NAME,3-Putt_Avoidance_-_Round_3_%,3-Putt_Avoidance_-_Round_3_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_3_TOTAL HOLES
0,1,,Justin Leonard,0.69,2,288
1,2,,Joel Edwards,0.79,1,126
2,3,,Loren Roberts,0.83,3,360
3,4,,Corey Pavin,0.88,3,342
4,T5,,Scott Laycock,1.01,2,198
5,T5,,Mark O'Meara,1.01,2,198
6,7,,Hal Sutton,1.04,3,288
7,8,,Bob Estes,1.06,4,378
8,T9,,Aaron Baddeley,1.11,3,270
9,T9,,Pat Bates,1.11,4,360
10,11,,Ben Crane,1.17,4,342
11,T12,,Tom Byrum,1.23,4,324
12,T12,,Jay Haas,1.23,4,324
13,T12,,Donnie Hammond,1.23,4,324
14,T15,,Luke Donald,1.31,4,306
15,T15,,Lee Janzen,1.31,4,306
16,T17,,Steve Allan,1.39,2,144
17,T17,,Jim Carter,1.39,4,288
18,T17,,Tim Petrovic,1.39,5,360
19,20,,Retief Goosen,1.48,4,270
20,21,,Paul Azinger,1.52,3,198
21,22,,Davis Love III,1.54,5,324
22,T23,,Mark Brooks,1.59,4,252
23,T23,,Michael Clark II,1.59,2,126
24,T23,,Kaname Yokoo,1.59,2,126
25,26,,Jay Williamson,1.63,5,306
26,27,,Len Mattiace,1.67,6,360
27,28,,K.J. Choi,1.69,7,414
28,T29,,Dudley Hart,1.71,4,234
29,T29,,Dicky Pride,1.71,4,234
30,31,,Todd Fischer,1.74,5,288
31,T32,,Olin Browne,1.77,7,396
32,T32,,Steve Flesch,1.77,7,396
33,T32,,Scott Verplank,1.77,7,396
34,35,,Vijay Singh,1.78,8,450
35,T36,,Billy Andrade,1.85,7,378
36,T36,,Chad Campbell,1.85,8,432
37,T36,,Brad Elder,1.85,2,108
38,T36,,Ernie Els,1.85,5,270
