,Putting_-_Inside_10_RANK THIS WEEK,Putting_-_Inside_10_RANK LAST WEEK,Putting_-_Inside_10_PLAYER NAME,Putting_-_Inside_10_ROUNDS,Putting_-_Inside_10_% MADE,Putting_-_Inside_10_ATTEMPTS,Putting_-_Inside_10_PUTTS MADE
0,1,1,Brian Henninger,56,90.28,844,762
1,2,2,Olin Browne,113,89.99,1599,1439
2,3,3,Brad Elder,51,89.58,720,645
3,4,4,Dan Forsman,98,89.43,1419,1269
4,5,5,Jay Haas,89,89.41,1171,1047
5,6,6,David Peoples,96,89.39,1442,1289
6,7,7,David Frost,80,89.38,1243,1111
7,8,8,Aaron Baddeley,71,89.27,960,857
8,9,9,Stephen Ames,91,89.16,1384,1234
9,T10,T10,Matt Gogel,77,89.1,1064,948
10,T10,T10,Len Mattiace,94,89.1,1266,1128
11,T12,T12,Kent Jones,74,89.06,1097,977
12,T12,T12,Hank Kuehne,73,89.06,1106,985
13,14,14,John Rollins,89,89.04,1013,902
14,15,15,Darren Clarke,61,89.01,655,583
15,T16,T16,Tom Pernice Jr.,105,88.97,1478,1315
16,T16,T16,Brett Quigley,92,88.97,1306,1162
17,18,18,Geoff Ogilvy,86,88.9,1162,1033
18,19,19,Steve Allan,53,88.83,824,732
19,20,20,Tim Herron,102,88.8,1491,1324
20,T21,T21,Ben Crane,94,88.78,1301,1155
21,T21,T21,Brad Faxon,97,88.78,1221,1084
22,23,23,Dean Wilson,82,88.75,1218,1081
23,24,24,Hal Sutton,81,88.71,1169,1037
24,25,25,Arron Oberholser,80,88.68,1334,1183
25,26,26,Chris DiMarco,98,88.64,1232,1092
26,27,27,Justin Leonard,80,88.63,1055,935
27,T28,T28,Greg Chalmers,98,88.61,1492,1322
28,T28,T28,Matt Kuchar,63,88.61,966,856
29,30,30,Tom Byrum,97,88.58,1314,1164
30,31,31,Paul Stankowski,67,88.5,983,870
31,T32,T32,Stewart Cink,104,88.48,1458,1290
32,T32,T32,Glen Hnatiuk,92,88.48,1484,1313
33,T34,T34,Andy Miller,75,88.45,1108,980
34,T34,T34,Nick Price,65,88.45,831,735
35,T36,T36,Charles Howell III,120,88.44,1523,1347
36,T36,T36,Skip Kendall,110,88.44,1627,1439
37,38,38,Bernhard Langer,65,88.4,819,724
38,39,39,Scott McCarron,86,88.39,1016,898
39,40,40,Jim Furyk,104,88.38,1300,1149
40,41,41,Tiger Woods,74,88.34,883,780
41,42,42,Loren Roberts,87,88.33,1114,984
42,43,43,Joel Edwards,60,88.32,1036,915
43,44,44,Brenden Pappas,105,88.3,1547,1366
44,45,45,J.P. Hayes,79,88.29,1119,988
45,T46,T46,Steven Alker,87,88.27,1270,1121
46,T46,T46,Bob Tway,89,88.27,1296,1144
47,48,48,Hidemichi Tanaka,112,88.26,1738,1534
48,49,49,Heath Slocum,101,88.23,1614,1424
49,50,50,Fred Couples,71,88.22,730,644
50,T51,T51,Stuart Appleby,90,88.21,1162,1025
51,T51,T51,Tim Petrovic,108,88.21,1484,1309
52,53,53,Chris Riley,96,88.2,1237,1091
53,54,54,Shigeki Maruyama,87,88.19,1185,1045
