,Putting_-_Inside_10_RANK THIS WEEK,Putting_-_Inside_10_RANK LAST WEEK,Putting_-_Inside_10_PLAYER NAME,Putting_-_Inside_10_ROUNDS,Putting_-_Inside_10_% MADE,Putting_-_Inside_10_ATTEMPTS,Putting_-_Inside_10_PUTTS MADE
54,55,55,Jeff Sluman,106,88.16,1436,1266
55,56,56,Rod Pampling,87,88.14,1189,1048
56,57,57,Billy Andrade,100,88.11,1463,1289
57,58,58,Andrew Magee,91,88.09,1343,1183
58,59,59,Ernie Els,65,88.07,729,642
59,60,60,Neal Lancaster,110,88.04,1722,1516
60,61,61,Phil Mickelson,87,88.03,936,824
61,T62,T62,John Huston,76,88.01,1118,984
62,T62,T62,Brandt Jobe,77,88.01,1168,1028
63,64,64,Marco Dawson,86,88.0,1175,1034
64,65,65,Jason Buha,61,87.99,916,806
65,66,66,Kirk Triplett,92,87.98,1273,1120
66,67,67,Deane Pappas,75,87.97,1147,1009
67,68,68,Peter Lonard,96,87.92,1283,1128
68,69,69,Todd Fischer,97,87.9,1438,1264
69,70,70,Steve Stricker,59,87.89,925,813
70,71,71,Brent Geiberger,51,87.88,792,696
71,72,72,Donnie Hammond,92,87.87,1434,1260
72,73,73,Jerry Kelly,108,87.86,1442,1267
73,74,74,Tommy Armour III,66,87.84,970,852
74,T75,T75,Kevin Sutherland,97,87.83,1216,1068
75,T75,T75,Esteban Toledo,109,87.83,1660,1458
76,77,77,Duffy Waldorf,90,87.81,1214,1066
77,78,78,Luke Donald,88,87.8,1353,1188
78,79,79,Jonathan Kaye,91,87.79,1253,1100
79,80,80,Richard Johnson,89,87.78,1350,1185
80,81,81,Bob Estes,92,87.76,1225,1075
81,82,82,K.J. Choi,112,87.75,1445,1268
82,83,83,Pat Bates,111,87.74,1705,1496
83,84,84,Scott Verplank,97,87.73,1385,1215
84,85,85,Paul Azinger,73,87.72,1099,964
85,T86,T86,Jay Don Blake,77,87.69,1032,905
86,T86,T86,Craig Perks,82,87.69,1137,997
87,T86,T86,David Toms,90,87.69,1080,947
88,89,89,Jesper Parnevik,102,87.68,1412,1238
89,90,90,J.J. Henry,100,87.67,1598,1401
90,91,91,Mike Sposa,72,87.66,1126,987
91,92,92,Retief Goosen,69,87.64,785,688
92,93,93,Steve Flesch,110,87.62,1664,1458
93,T94,T94,Harrison Frazar,88,87.61,1356,1188
94,T94,T94,Mike Heinen,89,87.61,1388,1216
95,T96,T96,Glen Day,103,87.59,1596,1398
96,T96,T96,Paul Goydos,86,87.59,1273,1115
97,98,98,Dicky Pride,73,87.56,1069,936
98,99,99,Brian Bateman,70,87.55,1036,907
99,100,100,Fred Funk,112,87.54,1581,1384
100,101,101,"Dave Stockton, Jr.",79,87.53,1123,983
101,102,102,Mark Brooks,90,87.49,1319,1154
102,103,103,Kaname Yokoo,56,87.45,821,718
103,104,104,Scott Laycock,71,87.44,1027,898
104,105,105,Chris Smith,92,87.43,1337,1169
105,106,106,Billy Mayfair,105,87.39,1491,1303
106,107,107,Patrick Sheehan,101,87.38,1600,1398
107,108,108,Jim Carter,95,87.33,1500,1310
108,109,109,Frank Lickliter II,94,87.32,1341,1171
109,T110,T110,Ben Curtis,69,87.3,1063,928
110,T110,T110,Kenny Perry,98,87.3,1252,1093
111,112,112,Aaron Barber,94,87.28,1439,1256
112,113,113,Corey Pavin,88,87.24,1270,1108
113,114,114,Vijay Singh,106,87.2,1383,1206
114,115,115,John Senden,111,87.19,1710,1491
115,116,116,Ty Tryon,52,87.17,748,652
116,117,117,Jason Caron,74,87.14,1120,976
117,118,118,Briny Baird,113,87.13,1710,1490
118,T119,T119,Kenichi Kuboya,91,87.1,1403,1222
119,T119,T119,Garrett Willis,97,87.1,1519,1323
120,121,121,Alex Cejka,98,87.08,1269,1105
121,122,122,Thomas Levet,85,87.06,1275,1110
122,T123,T123,Robert Damron,96,87.03,1488,1295
123,T123,T123,Robert Gamez,114,87.03,1696,1476
124,T123,T123,Jason Gore,83,87.03,1226,1067
125,126,126,Brian Gay,100,87.02,1433,1247
126,127,127,Spike McRoy,103,87.0,1569,1365
127,128,128,Craig Barlow,95,86.93,1500,1304
128,T129,T129,Dudley Hart,66,86.92,956,831
129,T129,T129,Cliff Kresge,102,86.92,1476,1283
130,131,131,Notah Begay III,92,86.86,1423,1236
131,132,132,Jay Williamson,93,86.85,1475,1281
132,133,133,John Riegger,55,86.81,819,711
133,134,134,Jeff Maggert,81,86.8,1197,1039
134,135,135,Carl Pettersson,80,86.72,1235,1071
135,T136,T136,Chris Anderson,96,86.7,1383,1199
136,T136,T136,Gavin Coles,69,86.7,1015,880
137,138,138,Jeff Brehaut,110,86.67,1718,1489
138,139,139,Carlos Franco,99,86.64,1564,1355
139,T140,T140,Lee Janzen,83,86.61,1038,899
140,T140,T140,Rocco Mediate,80,86.61,1098,951
141,142,142,Chad Campbell,105,86.6,1448,1254
142,143,143,Vance Veazey,66,86.59,992,859
143,144,144,Pat Perez,95,86.57,1318,1141
144,145,145,José Coceres,62,86.56,967,837
145,146,146,Peter Jacobsen,75,86.55,1108,959
146,T147,T147,Ian Leggatt,71,86.54,1077,932
147,T147,T147,Joey Sindelar,93,86.54,1486,1286
148,149,149,Rich Beem,80,86.52,1009,873
149,150,150,Per-Ulrik Johansson,96,86.51,1497,1295
150,151,151,Davis Love III,85,86.49,1044,903
151,152,152,Mike Grob,83,86.48,1287,1113
152,T153,T153,Woody Austin,107,86.46,1558,1347
153,T153,T153,John Maginnes,87,86.46,1263,1092
154,155,155,Carl Paulson,101,86.44,1659,1434
155,156,156,Jonathan Byrd,101,86.43,1363,1178
156,157,157,Tim Clark,79,86.34,1113,961
157,T158,T158,Shaun Micheel,97,86.31,1512,1305
158,T158,T158,Mark Wilson,82,86.31,1278,1103
159,160,160,Mark Calcavecchia,84,86.25,1222,1054
160,161,161,Mike Weir,80,86.2,949,818
161,162,162,Mathew Goggin,90,86.18,1339,1154
162,163,163,Tom Lehman,87,86.14,1075,926
163,164,164,Michael Clark II,54,86.07,919,791
164,165,165,David Gossett,92,85.98,1505,1294
165,166,166,John Morgan,81,85.9,1262,1084
166,167,167,Joe Durant,96,85.83,1454,1248
167,168,168,Robert Allenby,87,85.82,1072,920
168,169,169,Cameron Yancey,58,85.78,879,754
169,170,170,J.L. Lewis,99,85.74,1403,1203
170,T171,T171,Sergio Garcia,62,85.69,657,563
171,T171,T171,Anthony Painter,87,85.69,1328,1138
172,T173,T173,Paul Gow,62,85.59,999,855
173,T173,T173,Kenneth Staton,59,85.59,958,820
174,175,175,Cameron Beckman,86,85.58,1366,1169
175,176,176,David Sutherland,77,85.57,1150,984
176,177,177,Akio Sadakata,83,85.54,1224,1047
177,T178,T178,Tom Gillis,71,85.52,1098,939
178,T178,T178,Gene Sauers,87,85.52,1354,1158
179,180,180,Bob Burns,88,85.51,1242,1062
180,181,181,Darron Stiles,93,85.5,1331,1138
181,182,182,Todd Barranger,78,85.39,1191,1017
182,183,183,Adam Scott,52,85.31,633,540
183,184,184,John Daly,56,85.14,794,676
184,185,185,Doug Barron,90,85.02,1442,1226
185,186,186,Rory Sabbatini,95,84.9,1331,1130
186,187,187,Steve Lowery,86,84.82,1179,1000
187,188,188,Brent Schwarzrock,60,84.75,938,795
188,189,189,Mark O'Meara,69,84.7,804,681
189,190,190,Jeff Klein,60,84.39,935,789
